[LXX | EL | OT | Joshua | Chapter 7 | Verse 1] Καὶ ἐπλημμέλησαν οἱ υἱοὶ Ἰσραὴλ πλημμέλιαν μεγάλην, καὶ ἐνοσφίσαντο ἀπὸ τοῦ ἀναθέματος· καὶ ἔλαβεν Ἄχαρ υἱὸς Χαρμὶ υἱοῦ Ζαμβρὶ υἱοῦ Ζαρὰ ἐκ τῆς φυλῆς Ἰούδα ἀπὸ τοῦ ἀναθέματος· καὶ ἐθυμώθη Κύριος ὀργῇ τοῖς υἱοῖς Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 14] Καὶ συναχθήσεσθε πάντες τοπρωῒ κατὰ φυλὰς, καὶ ἔσται ἡ φυλὴ ἣν ἂν δείξῃ Κύριος, προσάξετε κατὰ δήμους· καὶ τὸν δῆμον ὃν ἂν δείξῃ Κύριος, προσάξετε κατʼ οἶκον· καὶ τὸν οἶκον ὃν ἂν δέξῃ Κύριος, προσάξετε κατʼ ἄνδρα.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 15] Καὶ ὃς ἂν ἐνδειχθῇ, κατακαυθήσεται ἐν πυρὶ, καὶ πάντα ὅσα ἐστὶν αὐτῷ· ὅτι παρέβη τὴν διαθήκην Κυρίου, καὶ ἐποίησεν ἀνόμημα ἐν Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 16] Καὶ ὤρθρισεν Ἰησοῦς, καὶ προσήγαγε τὸν λαὸν κατὰ φυλάς· καὶ ἐνεδείχθη ἡ φυλὴ Ἰούδα.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 17] Καὶ προσήχθη κατὰ δήμους, καὶ ἐνεδείχθη δῆμος Ζαραΐ. Καὶ προσήχθη κατʼ ἄνδρα,
[LXX | EL | OT | Joshua | Chapter 7 | Verse 18] καὶ ἐνεδείχθη Ἄχαρ υἱὸς Ζαμβρὶ υἱοῦ Ζάρά.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 19] Καὶ εἶπεν Ἰησοῦς τῷ Ἄχαρ, δὸς δόξαν σήμερον τῷ Κυρίῳ Θεῷ Ἰσραὴλ, καὶ δὸς τὴν ἐξομολόγησιν, καὶ ἀνάγγειλόν μοι τί ἐποίησας, καὶ μὴ κρύψῃς ἀπʼ ἐμοῦ.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 20] Καὶ ἀπεκρίθη Ἄχαρ τῷ Ἰησοῖ, καὶ εἶπεν, ἀληθῶς ἥμαρτον ἐναντίον Κυρίου τοῦ Θεοῦ Ἰσραήλ· οὕτως καὶ οὕτως ἐποίησα.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 21] Εἶδον ἐν τῇ προνομῇ ψιλὴν ποικίλην, καὶ διακόσια δίδραχμα ἀργυρίου, καὶ γλῶσσαν μίαν χρυσῆν πεντήκοντα διδράχμων, καὶ ἐνθυμηθεὶς αὐτῶν ἔλαβον· καὶ ἰδοὺ αὐτὰ ἐγκέκρυπται ἐν τῇ σκηνῇ μου, καὶ τὸ ἀργύριον κέκρυπται ὑποκάτω αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 22] Καὶ ἀπέστειλεν Ἰησοῦς ἀγγέλους, καὶ ἔδραμον εἰς τὴν σκηνὴν εἰς τὴν παρεμβολήν· καὶ ταῦτα ἦν κεκρυμμένα εἰς τὴν σκηνὴν αὐτοῦ, καὶ τὸ ἀργύριον ὑποκάτω αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 23] Καὶ ἐξήνεγκαν αὐτὰ ἐκ τῆς σκηνῆς, καὶ ἤνεγκαν πρὸς Ἰησοῦν καὶ τοὺς πρεσβυτέρους Ἰσραὴλ, καὶ ἔθηκαν αὐτὰ ἔναντι Κυρίου.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 24] Καὶ ἔλαβεν Ἰησοῦς τὸν Ἄχαρ υἱὸν Ζαρὰ, καὶ ἀνήγαγεν αὐτὸν εἰς φάραγγα Ἀχὼρ, καὶ τοὺς υἱοὺς αὐτοῦ, καὶ τὰς θυγατέρας αὐτοῦ, καὶ τοὺς μόσχους αὐτοῦ, καὶ τὰ ὑποζύγια αὐτοῦ, καὶ πάντα τὰ πρόβατα αὐτοῦ, καὶ τὴν σκηνὴν αὐτοῦ, καὶ πάντα τὰ ὑπάρχοντα αὐτοῦ, καὶ πᾶς ὁ λαὸς μετʼ αὐτοῦ· καὶ ἀνήγαγεν αὐτοὺς εἰς Ἐμεκαχώρ.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 25] Καὶ εἶπεν Ἰησοῦς τῷ Ἄχαρ, τί ὠλόθρευσας ἡμᾶς; ἐξολοθρεύσαι σε Κύριος καθὰ καὶ σήμερον.
[LXX | EL | OT | Joshua | Chapter 7 | Verse 26] Καὶ ἐλιθοβόλησαν αὐτὸν λίθοις πᾶς Ἰσραὴλ, καὶ ἐπέστησαν αὐτῷ σωρὸν λίθων μέγαν· καὶ ἐπαύσατο Κύριος τοῦ θυμοῦ τῆς ὀργῆς. Διὰ τοῦτο ἐπωνόμασεν αὐτὸ Ἐμεκαχὼρ ἕως τῆς ἡμέρας ταύτης.
