[LXX | EL | OT | Joshua | Chapter 4 | Verse 1] Καὶ ἐπεὶ συνετέλεσε πᾶς ὁ λαὸς διαβαίνων τὸν Ἰορδανην, καὶ εἶπε, Κύριος τῷ Ἰησοῖ, λέγων,
[LXX | EL | OT | Joshua | Chapter 4 | Verse 12] Καὶ διέβησαν οἱ υἱοὶ Ῥουβὴν, καὶ οἱ υἱοὶ Γὰδ, καὶ οἱ ἡμίσεις φυλῆς Μανασσῆ διεσκευασμένοι ἔμπροσθεν τῶν υἱῶν Ἰσραὴλ, καθάπερ ἐνετείλατο αὐτοῖς Μωυσῆς.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 13] Τετρακισμύριοι εὔζωνοι εἰς μάχην διέβησαν ἐναντίον Κυρίου εἰς πόλεμον πρὸς τὴν Ἱεριχὼ πόλιν.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 14] Ἐν ἐκείνῃ τῇ ἡμέρᾳ ηὔξησε Κύριος τὸν Ἰησοῦν ἐναντίον τοῦ παντὸς γένους Ἰσραὴλ· καὶ ἐφοβοῦντο αὐτὸν, ὥσπερ Μωυσῆν, ὅσον χρόνον ἔζη.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 15] Καὶ εἶπε Κύριος τῷ Ἰησοῖ, λέγων,
[LXX | EL | OT | Joshua | Chapter 4 | Verse 16] ἔντειλαι τοῖς ἱερεῦσι τοῖς αἴρουσι τὴν κιβωτὸν τῆς διαθήκης τοῦ μαρτυρίου Κυρίου, ἐκβῆναι ἐκ τοῦ Ἰορδάνου.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 17] Καὶ ἐνετείλατο Ἰησοῦς τοῖς ἱερεῦσι, λέγων, ἔκβητε ἐκ τοῦ Ἰορδάνου.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 18] Καὶ ἐγένετο ὡς ἐξέβησαν οἱ ἱερεῖς οἱ αἴροντες τὴν κιβωτὸν τῆς διαθήκης Κυρίου ἐκ τοῦ Ἰορδάνου, καὶ ἔθηκαν τοὺς πόδας ἐπὶ τῆς γῆς, ὥρμησε τὸ ὕδωρ τοῦ Ἰορδάνου κατὰ χώραν, καὶ ἐπορεύετο καθὰ χθὲς καὶ τρίτην ἡμέραν διʼ ὅλης τῆς κρηπίδος.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 19] Καὶ ὁ λαὸς ἀνέβη ἐκ τοῦ Ἰορδάνου δεκάτῃ τοῦ μηνὸς τοῦ πρώτου· καὶ κατεστρατοπέδευσαν οἱ υἱοὶ Ἰσραὴλ ἑν Γαλγάλοις κατὰ μέρος τὸ πρὸς ἡλίου ἀνατολὰς ἀπὸ τῆς Ἱεριχώ.
[LXX | EL | OT | Joshua | Chapter 4 | Verse 20] Καὶ τοὺς δώδεκα λίθους τούτους, οὓς ἔλαβεν ἐκ τοῦ Ἰορδάνου, ἔστησεν Ἰησοῦς ἐν Γαλγάλοις,
[LXX | EL | OT | Joshua | Chapter 4 | Verse 21] λέγων, ὅταν ἐρωτῶσιν ὑμᾶς οἱ υἱοι ὑμῶν λέγοντες, τί εἰσιν οἱ λίθοι οὗτοι;
[LXX | EL | OT | Joshua | Chapter 4 | Verse 22] Ἀναγγείλατε τοῖς υἱοῖς ὑμῶν, ὅτι ἐπὶ ξηρᾶς διέβη Ἰσραὴλ τὸν Ἰορδάνην τοῦτον,
[LXX | EL | OT | Joshua | Chapter 4 | Verse 23] ἀποξηράναντος Κυρίου τοῦ Θεοῦ ἡμῶν τὸ ὕδωρ τοῦ Ἰορδάνου ἐκ τῶν ἔμπροσθεν αὐτῶν, μέχρις οὗ διέβησαν· καθάπερ ἐποίησε Κύριος ὁ Θεὸς ἡμῶν τὴν ἐρυθρὰν θάλασσαν, ἣν ἀπεξήρανε Κύριος ὁ Θεὸς ἡμῶν ἔμπροσθεν ἡμῶν, ἕως παρήλθομεν·
[LXX | EL | OT | Joshua | Chapter 4 | Verse 24] Ὅπως γνῶσι πάντα τὰ ἔθνη τῆς γῆς, ὅτι ἡ δύναμις τοῦ κυρίου ἰσχυρά ἐστι, καὶ ἵνα ὑμεῖς σέβησθε Κύριον τὸν Θεὸν ἡμῶν ἐν παντὶ ἔργῳ.
