[LXX | EL | OT | Joshua | Chapter 22 | Verse 1] Τότε συνεκάλεσεν Ἰησοῦς τοὺς υἱοὺς Ῥουβὴν, καὶ τοὺς υἱοὺς Γὰδ, καὶ τὸ ἥμισυ φυλῆς Μανασσῆ,
[LXX | EL | OT | Joshua | Chapter 22 | Verse 12] Καὶ συνηθροίσθησαν πάντες οἱ υἱοὶ Ἰσραὴλ εἰς Σηλὼ, ὥστε ἀναβάντες ἐκπολεμῆσαι αὐτούς.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 13] Καὶ ἀπέστειλαν οἱ υἱοὶ Ἰσραὴλ πρὸς τοὺς υἱοὺς Ῥουβὴν καὶ πρὸς τοὺς υἱοὺς Γὰδ καὶ πρὸς τοὺς υἱοὺς ἥμισυ φυλῆς Μανασσῆ εἰς γῆν Γαλαὰδ, τόν τε Φινεὲς υἱὸν Ἐλεάζαρ υἱοῦ Ἀαρὼν τοῦ ἀρχιερέως,
[LXX | EL | OT | Joshua | Chapter 22 | Verse 14] καὶ δέκα τῶν ἀρχόντων μετʼ αὐτοῦ· ἄρχων εἷς ἀπὸ οἴκου πατριᾶς ἀπὸ πασῶν φυλῶν Ἰσραήλ· ἄρχοντες οἴκων πατριῶν εἰσι χιλίαρχοι Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 15] Καὶ παρεγένοντο πρὸς τοὺς υἱοὺς Ῥουβὴν, καὶ πρὸς τοὺς υἱοὺς Γὰδ, καὶ πρὸς τοὺς ἡμίσεις φυλῆς Μανασσῆ εἰς γῆν Γαλαάδ· καὶ ἐλάλησαν πρὸς αὐτοὺς, λέγοντες,
[LXX | EL | OT | Joshua | Chapter 22 | Verse 16] τάδε λέγει πᾶσα ἡ συναγωγὴ Κυρίου, τίς ἡ πλημμέλεια αὕτη, ἣν ἐπλημμελήσατε ἐναντίον τοῦ Θεοῦ Ἰσραὴλ, ἀποστραφῆναι σήμερον ἀπὸ Κυρίου, οἰκοδομήσαντες ὑμῖν ἑαυτοῖς βωμὸν, ἀποστάτας ὑμᾶς γενέσθαι ἀπὸ τοῦ Κυρίου;
[LXX | EL | OT | Joshua | Chapter 22 | Verse 17] Μὴ μικρὸν ἡμῖν τὸ ἁμάρτημα Φογὼρ, ὅτι οὐκ ἐκαθαρίσθημεν ἀπʼ αὐτοῦ ἕως τῆς ἡμέρας ταύτης; καὶ ἐγενήθη πληγὴ ἐν τῇ συναγωγῇ Κυρίου.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 18] Καὶ ὑμεῖς ἀπεστράφητε σήμερον ἀπὸ Κυρίου· καὶ ἔσται ἐὰν ἀποστῆτε σήμερον ἀπὸ Κυρίου, καὶ αὔριον ἐπὶ πάντα Ἰσραὴλ ἔσται ἡ ὀργή.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 19] Καὶ νῦν εἰ μικρὰ ἡ γῆ ὑμῶν τῆς κατασχέσεως ὑμῶν, διάβητε εἰς τὴν γῆν τῆς Κυρίου κατασχέσεως, οὗ κατασκηνοῖ ἐκεῖ ἡ σκηνὴ Κυρίου, καὶ κατακληρονομήσετε ἐν ἡμῖν· καὶ μὴ ἀπὸ Θεοῦ ἀποστάται γενήθητε, καὶ ὑμεῖς μηδʼ ἀπόστητε ἀπὸ Κυρίου, διὰ τὸ οἰκοδομῆσαι ὑμᾶς βωμὸν ἔξω τοῦ θυσιαστηρίου Κυρίου τοῦ Θεοῦ ἡμῶν.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 20] Οὐκ ἰδοὺ Ἄχαρ ὁ τοῦ Ζαρᾶ πλημμελείᾳ ἐπλημμέλησεν ἀπὸ τοῦ ἀναθέματος, καὶ ἐπὶ πᾶσαν συναγωγὴν Ἰσραὴλ ἐγενήθη ὀργή; καὶ οὗτος εἷς αὐτὸς ἀπέθανε τῇ ἑαυτοῦ ἁμαρτίᾳ.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 21] Καὶ ἀπεκρίθησαν οἱ υἱοὶ Ῥουβὴν, καὶ οἱ υἱοὶ Γὰδ, καὶ τὸ ἥμισυ φυλῆς Μανασσῆ, καὶ ἐλάλησαν τοῖς χιλιάρχοις Ἰσραὴλ, λέγοντες,
[LXX | EL | OT | Joshua | Chapter 22 | Verse 22] ὁ Θεὸς Θεὸς Κύριός ἐστι, καὶ ὁ Θεὸς Θεὸς αὐτὸς οἶδε, καὶ Ἰσραὴλ αὐτὸς γνώσεται· εἰ ἐν ἀποστασίᾳ ἐπλημμελήσαμεν ἔναντι τοῦ Κυρίου, μὴ ῥύσαιτο ἡμᾶς ἐν τῇ ἡμέρᾳ ταύτῃ.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 23] Καὶ εἰ ᾠκοδομήσαμεν ἑαυτοῖς βωμὸν, ὥστε ἀποστῆναι ἀπὸ Κυρίου τοῦ Θεοῦ ἡμῶν, ὥστε ἀναβιβάσαι ἐπʼ αὐτὸν θυσίαν ὁλοκαυτωμάτων, ὥστε ποιῆσαι ἐπʼ αὐτοῦ θυσίαν σωτηρίου, Κύριος ἐκζητήσει.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 24] Ἀλλʼ ἕνεκεν εὐλαβείας ῥήματος ἐποιήσαμεν τοῦτο, λέγοντες, ἵνα μὴ εἴπωσιν αὔριον τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν, τί ὑμῖν Κυρίῳ τῷ Θεῷ Ἰσραήλ;
[LXX | EL | OT | Joshua | Chapter 22 | Verse 25] Καὶ ὅρια ἔθηκε Κύριος ἀναμέσον ἡμῶν καὶ ὑμῶν τὸν Ἰορδάνην, καὶ οὐκ ἔστιν ὑμῖν μερὶς Κυρίου· καὶ ἀπαλλοτριώσουσιν οἱ υἱοὶ ὑμῶν τοὺς υἱῶν ἡμῶν, ἵνα μὴ σέβωνται Κύριον.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 26] Καὶ εἴπαμεν ποιῆσαι οὕτω, τοῦ οἰκοδομῆσαι τὸν βωμὸν τοῦτον οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν,
[LXX | EL | OT | Joshua | Chapter 22 | Verse 27] ἀλλʼ ἵνα ᾖ τοῦτο μαρτύριον ἀναμέσον ἡμῶν καὶ ὑμῶν, καὶ ἀναμέσον τῶν γενεῶν ἡμῶν μεθʼ ἡμᾶς, τοῦ λατρεύειν λατρείαν Κυρίου ἐναντίον αὐτοῦ, ἐν τοῖς καρπώμασιν ἡμῶν καὶ ἐν ταῖς θυσίαις ἡμῶν καὶ ἐν ταῖς θυσίαις τῶν σωτηρίων ἡμῶν· καὶ οὐκ ἐροῦσι τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν αὔριον, οὐκ ἔστιν ὑμῖν μερὶς Κυρίου.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 28] Καὶ εἴπαμεν, ἐὰν γένηταί ποτε καὶ λαλήσωσι πρὸς ἡμᾶς, ἢ ταῖς γενεαῖς ἡμῶν αὔριον, καὶ ἐροῦσιν, ἴδετε ὁμοίωμα τοῦ θυσιαστηρίου Κυρίου, ὃ ἐποίησαν οἱ πατέρες ἡμῶν οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν, ἀλλὰ μαρτύριόν ἐστιν ἀναμέσον ὑμῶν καὶ ἀναμέσον ἡμῶν, καὶ ἀναμέσον τῶν υἱῶν ἡμῶν.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 29] Μὴ γένοιτο οὖν ἡμᾶς ἀποστραφῆναι ἀπὸ Κυρίου ἐν τῇ σήμερον ἡμέρᾳ ἀποστῆναι ἀπὸ Κυρίου, ὥστε οἰκοδομῆσαι ἡμᾶς θυσιαστήριον τοῖς καρπώμασι, καὶ ταῖς θυσίαις Σαλαμὶν, καὶ τῇ θυσίᾳ τοῦ σωτηρίου, πλὴν τοῦ θυσιαστηρίου Κυρίου ὅ ἐστιν ἐναντίον τῆς σκηνῆς αὐτοῦ.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 30] Καὶ ἀκούσας Φινεὲς ὁ ἱερεὺς καὶ πάντες οἱ ἄρχοντες τῆς συναγωγῆς Ἰσραὴλ οἳ ἦσαν μετʼ αὐτοῦ, τοὺς λόγους οὓς ἐλάλησαν οἱ υἱοὶ Ῥουβὴν καὶ οἱ υἱοὶ Γὰδ καὶ τὸ ἥμισυ φυλῆς Μανασσῆ, καὶ ἤρεσεν αὐτοῖς.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 31] Καὶ εἶπε Φινεὲς ὁ ἱερεὺς τοῖς υἱοῖς Ῥουβὴν καὶ τοῖς υἱοῖς Γὰδ καὶ τῷ ἡμίσει φυλῆς Μανασσῆ, σήμερον ἐγνώκαμεν ὅτι μεθʼ ἡμῶν Κύριος, διότι οὐκ ἐπλημμελήσατε ἐναντίον Κυρίου πλημμέλειαν, καὶ ὅτι ἐῤῥύσασθε τοὺς υἱοὺς Ἰσραὴλ ἐκ χειρὸς Κυρίου.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 32] Καὶ ἀπέστρεψε Φινεὲς ὁ ἱερεὺς καὶ οἱ ἄρχοντες ἀπὸ τῶν υἱῶν Ῥουβὴν καὶ ἀπὸ τῶν υἱῶν Γὰδ καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσῆ ἐκ τῆς Γαλαὰδ εἰς γῆν Χαναὰν πρὸς τοὺς υἱοὺς Ἰσραήλ· καὶ ἀπεκρίθησαν αὐτοῖς τοὺς λόγους.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 33] Καὶ ἤρεσε τοῖς υἱοῖς Ἰσραήλ· καὶ ἐλάλησαν πρὸς τοὺς υἱοὺς Ἰσραὴλ, καὶ εὐλόγησαν τὸν Θεὸν υἱῶν Ἰσραήλ· καὶ εἶπαν μηκέτι ἀναβῆναι πρὸς αὐτοὺς εἰς πόλεμον ἐξολοθρεῦσαι τὴν γῆν τῶν υἱῶν Ῥουβὴν καὶ τῶν υἱων Γὰδ καὶ τοῦ ἡμίσους φυλῆς Μανασσῆ· καὶ κατῴκησαν ἐπʼ αὐτῆς.
[LXX | EL | OT | Joshua | Chapter 22 | Verse 34] Καὶ ἐπωνόμασεν Ἰησοῦς τὸν βωμὸν τῶν Ῥουβὴν καὶ τῶν Γὰδ καὶ τοῦ ἡμίσους φυλῆς Μανασσῆ, καὶ εἶπεν, ὅτι μαρτύριόν ἐστιν ἀναμέσον αὐτῶν, ὅτι Κύριος ὁ Θεὸς αὐτῶν ἐστι.
