[ASV | EN | OT | Joshua | Chapter 19 | Verse 1] And the second lot came out for Simeon, even for the tribe of the children of Simeon according to their families: and their inheritance was in the midst of the inheritance of the children of Judah.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 15] and Kattath, and Nahalal, and Shimron, and Idalah, and Bethlehem: twelve cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 16] This is the inheritance of the children of Zebulun according to their families, these cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 17] The fourth lot came out for Issachar, even for the children of Issachar according to their families.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 18] And their border was unto Jezreel, and Chesulloth, and Shunem,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 19] and Hapharaim, and Shion, and Anaharath,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 20] and Rabbith, and Kishion, and Ebez,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 21] and Remeth, and En-gannim, and En-haddah, and Beth-pazzez,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 22] and the border reached to Tabor, and Shahazumah, and Beth-shemesh; and the goings out of their border were at the Jordan: sixteen cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 23] This is the inheritance of the tribe of the children of Issachar according to their families, the cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 24] And the fifth lot came out for the tribe of the children of Asher according to their families.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 25] And their border was Helkath, and Hali, and Beten, and Achshaph,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 26] and Allammelech, and Amad, and Mishal; and it reached to Carmel westward, and to Shihor-libnath;
[ASV | EN | OT | Joshua | Chapter 19 | Verse 27] and it turned toward the sunrising to Beth-dagon, and reached to Zebulun, and to the valley of Iphtah-el northward to Beth-emek and Neiel; and it went out to Cabul on the left hand,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 28] and Ebron, and Rehob, and Hammon, and Kanah, even unto great Sidon;
[ASV | EN | OT | Joshua | Chapter 19 | Verse 29] and the border turned to Ramah, and to the fortified city of Tyre; and the border turned to Hosah; and the goings out thereof were at the sea by the region of Achzib;
[ASV | EN | OT | Joshua | Chapter 19 | Verse 30] Ummah also, and Aphek, and Rehob: twenty and two cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 31] This is the inheritance of the tribe of the children of Asher according to their families, these cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 32] The sixth lot came out for the children of Naphtali, even for the children of Naphtali according to their families.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 33] And their border was from Heleph, from the oak in Zaanannim, and Adami-nekeb, and Jabneel, unto Lakkum; and the goings out thereof were at the Jordan;
[ASV | EN | OT | Joshua | Chapter 19 | Verse 34] and the border turned westward to Aznoth-tabor, and went out from thence to Hukkok; and it reached to Zebulun on the south, and reached to Asher on the west, and to Judah at the Jordan toward the sunrising.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 35] And the fortified cities were Ziddim, Zer, and Hammath, Rakkath, and Chinnereth,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 36] and Adamah, and Ramah, and Hazor,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 37] and Kedesh, and Edrei, and En-hazor,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 38] and Iron, and Migdal-el, Horem, and Beth-anath, and Beth-shemesh; nineteen cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 39] This is the inheritance of the tribe of the children of Naphtali according to their families, the cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 40] The seventh lot came out for the tribe of the children of Dan according to their families.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 41] And the border of their inheritance was Zorah, and Eshtaol, and Ir-shemesh,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 42] and Shaalabbin, and Aijalon, and Ithlah,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 43] and Elon, and Timnah, and Ekron,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 44] and Eltekeh, and Gibbethon, and Baalath,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 45] and Jehud, and Bene-berak, and Gath-rimmon,
[ASV | EN | OT | Joshua | Chapter 19 | Verse 46] and Me-jarkon, and Rakkon, with the border over against Joppa.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 47] And the border of the children of Dan went out beyond them; for the children of Dan went up and fought against Leshem, and took it, and smote it with the edge of the sword, and possessed it, and dwelt therein, and called Leshem, Dan, after the name of Dan their father.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 48] This is the inheritance of the tribe of the children of Dan according to their families, these cities with their villages.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 49] So they made an end of distributing the land for inheritance by the borders thereof; and the children of Israel gave an inheritance to Joshua the son of Nun in the midst of them:
[ASV | EN | OT | Joshua | Chapter 19 | Verse 50] according to the commandment of Jehovah they gave him the city which he asked, even Timnath-serah in the hill country of Ephraim; and he built the city, and dwelt therein.
[ASV | EN | OT | Joshua | Chapter 19 | Verse 51] These are the inheritances, which Eleazar the priest, and Joshua the son of Nun, and the heads of the fathers’ houses of the tribes of the children of Israel, distributed for inheritance by lot in Shiloh before Jehovah, at the door of the tent of meeting. So they made an end of dividing the land.
