[IRV | KN | OT | Job | Chapter 15 | Verse 1] ಆಗ ತೇಮಾನ್ಯನಾದ ಎಲೀಫಜನು ಮತ್ತೆ ಹೀಗೆಂದನು,
[IRV | KN | OT | Job | Chapter 15 | Verse 18] ಅವರು ತಮ್ಮ ನಾಡಿನ ಬಾಧ್ಯತೆಯನ್ನು ಕಳೆದುಕೊಂಡವರಲ್ಲಿ ಪರದೇಶಿಯರು ಅವರ ನಾಡನ್ನು ಹಾದುಹೋಗುವಂತಿರಲಿಲ್ಲ.
[IRV | KN | OT | Job | Chapter 15 | Verse 19] ಇದೇ ಸಂಗತಿಯನ್ನು ತಮ್ಮ ಪೂರ್ವಿಕರಿಂದ ಕೇಳಿ, ಕಲಿತದ್ದನ್ನು ಮರೆಮಾಡದೆ ಪ್ರಕಟಿಸಿದ್ದಾರೆ.
[IRV | KN | OT | Job | Chapter 15 | Verse 20] ಹಿಂಸಕನಿಗೆ ಎಷ್ಟು ವರ್ಷಗಳು ನೇಮಕವಾಗಿವೆಯೋ, ಅಷ್ಟು ಕಾಲವೂ ಆ ದುಷ್ಟನು ಪೀಡಿತನಾಗಿಯೇ ಇರುವನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 21] ಭಯ ಅಪಾಯಗಳ ಸಪ್ಪಳವು ಅವನ ಕಿವಿಯಲ್ಲೇ ಇರುವುದು, ತಾನು ಸುಖವಾಗಿರುವಾಗಲೂ ಸೂರೆಗಾರನು ತನ್ನ ಮೇಲೆ ಬೀಳುವನೆಂದು ಭಯಪಡುವನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 22] ಕತ್ತಲೊಳಗಿಂದ ತಾನು ಹಿಂದಿರುಗುತ್ತೇನೆಂದು ಅವನು ನಂಬುವುದಿಲ್ಲ; ಅವನ ಕತ್ತಿಯು ಅವನಿಗಾಗಿ ಕಾದಿದೆ.
[IRV | KN | OT | Job | Chapter 15 | Verse 23] ‘ರೊಟ್ಟಿ ಎಲ್ಲಿ?’ ಎಂದು ಹುಡುಕುತ್ತಾ ಅಲೆದಾಡುವನೆಂಬುದಾಗಿ ನಿಶ್ಚಯಿಸಿಕೊಂಡು, ಆ ಕತ್ತಲಿನ ದಿನವು ತನ್ನ ಪಕ್ಕದಲ್ಲಿ ಸಿದ್ಧವಾಗಿದೆ ಎಂದು ತಿಳಿದುಕೊಂಡಿರುವನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 24] ಸಂಕಟವೂ, ಪೇಚಾಟವೂ ಯುದ್ಧಸನ್ನದ್ಧ ರಾಜರಂತೆ ಅವನನ್ನು ಹೆದರಿಸಿ ಸೋಲಿಸುವವು.
[IRV | KN | OT | Job | Chapter 15 | Verse 25] ಅವನು ದೇವರಿಗೆ ವಿರುದ್ಧವಾಗಿ ಕೈಚಾಚಿ ಸರ್ವಶಕ್ತನಾದ ದೇವರ ಎದುರು ನಿಂತು ಶೂರನಂತೆ ಮೆರೆದನಲ್ಲಾ.
[IRV | KN | OT | Job | Chapter 15 | Verse 26] ದೊಡ್ಡ ಬಲವುಳ್ಳ ಗುರಾಣಿಯನ್ನು ಹಿಡಿದು ತಲೆ ನಿಮಿರಿಸಿ ಆತನ ಮೇಲೆ ಬೀಳಬೇಕೆಂದು ಓಡಿದನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 27] ಅವನು ಮುಖದಲ್ಲಿ ಕೊಬ್ಬೇರಿಸಿಕೊಂಡು ಸೊಂಟದಲ್ಲಿ ಬೊಜ್ಜನ್ನು ಬೆಳೆಸಿಕೊಂಡಿದ್ದನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 28] ಅವನು ಹಾಳು ಪಟ್ಟಣಗಳಲ್ಲಿ ಸೇರಿಕೊಂಡು, ‘ದಿಬ್ಬಗಳಾಗಿ ಹೋಗಲಿ ಯಾರೂ ವಾಸಿಸದಿರಲಿ’ ಎಂದು ಶಾಪಹೊಂದಿದ ಮನೆಗಳೊಳಗೆ ವಾಸವಾಗಿದ್ದನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 29] ಇಂಥವನು ಐಶ್ವರ್ಯವಂತನಾಗುವುದಿಲ್ಲ, ಅವನ ಆಸ್ತಿಯು ಸ್ಥಿರವಾಗಿ ನಿಲ್ಲದು. ಅವನ ಪ್ರತಿ ಫಲವು ಭಾರದಿಂದ ಭೂಮಿಯ ಕಡೆಗೆ ಬಾಗುವುದಿಲ್ಲ.
[IRV | KN | OT | Job | Chapter 15 | Verse 30] ಕತ್ತಲೊಳಗಿಂದ ಅವನು ಪಾರಾಗುವುದಿಲ್ಲ, ಕಿಚ್ಚು ಅವನ ಕೊಂಬೆಗಳನ್ನು ಒಣಗಿಸುವುದು, ದೇವರ ಶ್ವಾಸದಿಂದ ಒಣಗಿ ಹೋಗುವನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 31] ಅವನು ಭ್ರಮೆಗೊಂಡು ಶೂನ್ಯವಾದದ್ದರ ಮೇಲೆ ನಂಬಿಕೆಯಿಡದಿರಲಿ, ಇಟ್ಟರೆ ಅವನಿಗಾಗುವ ಪ್ರತಿಫಲವು ಶೂನ್ಯವೇ,
[IRV | KN | OT | Job | Chapter 15 | Verse 32] ಅವನ ಕಾಲವು ಕೊನೆಮುಟ್ಟುವುದಕ್ಕೆ ಮೊದಲೇ ಆ ಪ್ರತಿಫಲವು ತಲುಪಿಬಿಡುವುದು. ಅವನ ಕೊಂಬೆಯು ಹಸುರಾಗಿರುವುದಿಲ್ಲ,
[IRV | KN | OT | Job | Chapter 15 | Verse 33] ಮಾಗದ ಹಣ್ಣುಗಳನ್ನು ಕಳೆದುಕೊಂಡ ದ್ರಾಕ್ಷಿಯ ಬಳ್ಳಿಯಂತೆ ಇರುವನು, ಎಣ್ಣೆಯ ಮರದ ಹಾಗೆ ತನ್ನ ಹೂವುಗಳನ್ನು ಉದುರಿಸಿಬಿಡುವನು.
[IRV | KN | OT | Job | Chapter 15 | Verse 34] ಭ್ರಷ್ಟರ ಸಂಘವು ನಿರರ್ಥಕ, ಬೆಂಕಿಯು ಲಂಚಕೋರರ ಗುಡಾರಗಳನ್ನು ಸುಟ್ಟು ಹಾಕುವುದು.
[IRV | KN | OT | Job | Chapter 15 | Verse 35] ಅವರು ಹಿಂಸೆಯನ್ನು ಗರ್ಭಧರಿಸಿ ಶ್ರಮೆಯನ್ನು ಹೆರುವರು, ಅವರ ಹೊಟ್ಟೆಯು ವಂಚನೆಯಿಂದ ತುಂಬಿರುವುದು.”
