[IRV | GU | OT | Joshua | Chapter 15 | Verse 1] યહૂદાપુત્રોના કુળને, તેઓનાં કુટુંબો પ્રમાણે, જે વારસો સોંપવામાં આવેલો હતો તે દક્ષિણે અદોમની સરહદ સુધી વિસ્તરેલો હતો. એટલે દક્ષિણ તરફ સીનના અરણ્ય સાથે, જે સરહદનો છેવાડો ભાગ હતો ત્યાં સુધી.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 30] એલ્તોલાદ, કસીલ તથા હોર્મા,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 31] સિકલાગ, માદમાન્ના તથા સાન્સાન્ના,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 32] લબાઓથ, શિલ્હીમ, આઈન અને રિમ્મોન. તેઓના તાબાના ગામો સહિત કુલ ઓગણત્રીસ નગરો હતાં.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 33] પશ્ચિમ તરફના નીચાણના પર્વતીય પ્રદેશમાં, એશ્તાઓલ, સોરાહ તથા આશના;
[IRV | GU | OT | Joshua | Chapter 15 | Verse 34] ઝાનોઆ, એન-ગાન્નીમ, તાપ્પૂઆ તથા એનામ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 35] યાર્મૂથ, અદુલ્લામ, સોખો તથા અઝેકા,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 36] શારાઈમ, અદીથાઈમ, ગદેરા ગદરોથાઈમ; તેઓનાં તાબાના ગામો સહિત આ કુલ ચૌદ નગરો હતાં.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 37] સનાન, હદાશા તથા મિગ્દાલ-ગાદ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 38] દિલાન, મિસ્પા તથા યોક્તએલ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 39] લાખીશ, બોસ્કાથ તથા એગ્લોન.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 40] કાબ્બોન, લાહમામ તથા કિથ્લીશ.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 41] ગદેરોથ, બેથ-દાગોન, નાઅમાહ તથા માક્કેદા. તેઓનાં તાબાના ગામો સહિત આ કુલ સોળ નગરો હતાં.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 42] લિબ્નાહ, એથેર તથા આશાન,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 43] યિફતા, આશના તથા નસીબ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 44] કઈલા, આખ્ઝીબ તથા મારેશા, તેઓનાં તાબાના ગામો સહિત આ કુલ નવ નગરો હતા.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 45] એક્રોન, તેનાં નગરો અને ગામો સહિત;
[IRV | GU | OT | Joshua | Chapter 15 | Verse 46] એટલે એક્રોનથી તે મહાસમુદ્ર સુધી આશ્દોદની નજીક જે સર્વ નગરો હતા તે તેઓનાં ગામો સહિત.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 47] આશ્દોદની, આસપાસના નગરો તથા ગામો; ગાઝા, આસપાસનાં નગરો તથા ગામો; મિસરનું નાળું તથા મહાસમુદ્ર તેનો દરિયાકિનારો ત્યાં સુધીનાં.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 48] પહાડી પ્રદેશમાં શામીર, યાત્તીર તથા સોખો,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 49] દાન્ના તથા કિર્યાથ-સાન્ના, એટલે દબીર,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 50] અનાબ, એશ્તમોઆ તથા આનીમ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 51] ગોશેન, હોલોન તથા ગીલોહ. તેઓના તાબાના ગામો સહિત કુલ આ અગિયાર નગરો હતા.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 52] અરાબ, દૂમા તથા એશાન,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 53] યાનીમ, બેથ-તાપ્પૂઆ તથા અફેકા,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 54] હુમ્ટા, કિર્યાથ-આર્બા એટલે હેબ્રોન તથા સીઓર. તેઓના તાબાના ગામો સહિત કુલ આ નવ નગરો હતાં.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 55] માઓન, કાર્મેલ, ઝીફ, યૂટા,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 56] યિઝ્રએલ, યોકદામ, ઝાનોઆ,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 57] કાઈન, ગિબયા તથા તિમ્ના તેઓના ગામો સહિત આ દસ નગરો.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 58] હાલ્હૂલ, બેથ-સૂર, ગદોર,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 59] મારાથ, બેથ-અનોથ તથા એલ્તકોન તેઓનાં ગામો સહિત આ છ નગરો.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 60] કિર્યાથ-બાલ એટલે કિર્યાથ-યારીમ તથા રાબ્બા, તેઓનાં ગામો સહિત આ બે નગરો.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 61] અરણ્યમાં બેથ-અરાબા, મિદ્દીન તથા સખાખા,
[IRV | GU | OT | Joshua | Chapter 15 | Verse 62] નિબ્શાન, ખારાનું નગર તથા એન-ગેદી; તેઓનાં ગામો સહિત આ છ નગરો.
[IRV | GU | OT | Joshua | Chapter 15 | Verse 63] પણ યરુશાલેમના રહેવાસી યબૂસીઓને યહૂદા કુળના લોકો કાઢી શક્યા નહિ; તેથી યબૂસીઓ આજ સુધી યહૂદા કુળની સાથે યરુશાલેમમાં રહે છે.
