[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 1] In the five and twentieth year of our captivity, in the beginning of the year, the tenth day of the month, the fourteenth year after the city was destroyed: in the selfsame day the hand of the Lord was upon me, and he brought me thither.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 22] And the windows thereof, and the porch, and the gravings according to the measure of the gate that looked to the east, and they went up to it by seven steps, and a porch was before it.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 23] And the gate of the inner court was over against the gate of the north, and that of the ease: and he measured from gate to gate a hundred cubits.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 24] And he brought me out to the way of the south, and behold the gate that looked to the south: and he measured the front thereof, and the porch thereof according to the former measures.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 25] And the windows thereof, and the porches round about, as the other windows: the length was fifty cubits, and the breadth five and twenty cubits.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 26] And there were seven steps to go up to it: and a porch before the doors thereof: and there were graven palm trees, one on this side, and another on that side in the front thereof.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 27] And there was a gate of the inner court towards the south: and he measured from gate to gate towards the south, a hundred cubits.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 28] And he brought me into the inner court at the south gate: and he measured the gate according to the former measures.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 29] The little chamber thereof, and the front thereof, and the porch thereof with the same measures: and the windows thereof, and the porch thereof round about it was fifty cubits in length, and five and twenty cubits in breadth.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 30] And the porch round about was five and twenty cubits long, and five cubits broad.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 31] And the porch thereof to the outward court, and the palm trees thereof in the front: and there were eight steps to go up to It.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 32] And he brought me into the inner court by the way of the east: and he measured the gate according to the former measures.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 33] The little chamber thereof, and the front thereof, and the porch thereof as before: and the windows thereof, and the porches thereof round about it was fifty cubits long, and five and twenty cubits broad.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 34] And the porch thereof, that is, of the outward court: and the graven palm trees in the front thereof on this side and on that side: and the going up thereof was by eight steps.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 35] And he brought me into the gate that looked to the north: and he measured according to the former measures.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 36] The little chamber thereof, and the front thereof, and the porch thereof, and the windows thereof round about it was fifty cubits long, and five and twenty cubits broad.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 37] And the porch thereof looked to the outward court: and the graving of palm trees in the front thereof was on this side and on that side: and the going up to it was by eight steps.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 38] And at every chamber was a door in the forefronts of the gates: there they washed the holocaust.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 39] And in the porch of the gate were two tables on this side, and two tables on that side: that the holocaust, and the sin offering, and the trespass offering might be slain thereon.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 40] And on the outward side, which goeth up to the entry of the gate that looketh toward the north, were two tables. and at the other side before the porch of the gate were two tables.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 41] Four tables were on this side, and four tables on that side: at the sides of the gate were eight tables, upon which they slew the victims.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 42] And the four tables for the holocausts were made of square stones: one cubit and a half long, and one cubit and a half broad, and one cubit high: to lay the vessels upon, in which the holocaust and the victim is slain.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 43] And the borders of them were of one handbreadth, turned inwards round about: and upon the tables was the flesh of the offering.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 44] And without the inner gate were the chambers of the singing men in the inner court, which was on the side of the gate that looketh to the north: and their prospect was towards the south, one at the side of the east gate, which looketh toward the north.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 45] And he said to me: This chamber, which looketh toward the south shall be for the priests that watch in the wards of the temple.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 46] But the chamber that looketh towards the north shall be for the priests that watch over the ministry of the altar. These are the sons of Sadoc, who among the sons of Levi, come near to the Lord, to minister to him.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 47] And he measured the court a hundred cubits long, and a hundred cubits broad foursquare: and the altar that was before the face of the temple.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 48] And he brought me into the porch of the temple: and he measured the porch five cubits on this side, and five cubits on that side: and the breadth of the gate three cubits on this side, and three cubits on that side.
[DRA | EN | OT | Ezekiel | Chapter 40 | Verse 49] And the length of the porch was twenty cubits, and the breadth eleven cubits, and there were eight, steps to go up to it. And there were pillars in the fronts: one on this side, and another on that side.
