[WEB | EN | NT | John | Chapter 19 | Verse 1] So Pilate then took Jesus and flogged him.
[WEB | EN | NT | John | Chapter 19 | Verse 22] Pilate answered, “What I have written, I have written.”
[WEB | EN | NT | John | Chapter 19 | Verse 23] Then the soldiers, when they had crucified Jesus, took his garments and made four parts, to every soldier a part; and also the tunic. Now the tunic was without seam, woven from the top throughout.
[WEB | EN | NT | John | Chapter 19 | Verse 24] Then they said to one another, “Let’s not tear it, but cast lots for it to decide whose it will be,” that the Scripture might be fulfilled, which says, “They parted my garments among them. They cast lots for my clothing.” Therefore the soldiers did these things.
[WEB | EN | NT | John | Chapter 19 | Verse 25] But standing by Jesus’ cross were his mother, his mother’s sister, Mary the wife of Clopas, and Mary Magdalene.
[WEB | EN | NT | John | Chapter 19 | Verse 26] Therefore when Jesus saw his mother, and the disciple whom he loved standing there, he said to his mother, “Woman, behold, your son!”
[WEB | EN | NT | John | Chapter 19 | Verse 27] Then he said to the disciple, “Behold, your mother!” From that hour, the disciple took her to his own home.
[WEB | EN | NT | John | Chapter 19 | Verse 28] After this, Jesus, seeing that all things were now finished, that the Scripture might be fulfilled, said, “I am thirsty!”
[WEB | EN | NT | John | Chapter 19 | Verse 29] Now a vessel full of vinegar was set there; so they put a sponge full of the vinegar on hyssop, and held it at his mouth.
[WEB | EN | NT | John | Chapter 19 | Verse 30] When Jesus therefore had received the vinegar, he said, “It is finished!” Then he bowed his head and gave up his spirit.
[WEB | EN | NT | John | Chapter 19 | Verse 31] Therefore the Jews, because it was the Preparation Day, so that the bodies wouldn’t remain on the cross on the Sabbath (for that Sabbath was a special one), asked of Pilate that their legs might be broken and that they might be taken away.
[WEB | EN | NT | John | Chapter 19 | Verse 32] Therefore the soldiers came and broke the legs of the first and of the other who was crucified with him;
[WEB | EN | NT | John | Chapter 19 | Verse 33] but when they came to Jesus and saw that he was already dead, they didn’t break his legs.
[WEB | EN | NT | John | Chapter 19 | Verse 34] However, one of the soldiers pierced his side with a spear, and immediately blood and water came out.
[WEB | EN | NT | John | Chapter 19 | Verse 35] He who has seen has testified, and his testimony is true. He knows that he tells the truth, that you may believe.
[WEB | EN | NT | John | Chapter 19 | Verse 36] For these things happened that the Scripture might be fulfilled, “A bone of him will not be broken.”
[WEB | EN | NT | John | Chapter 19 | Verse 37] Again another Scripture says, “They will look on him whom they pierced.”
[WEB | EN | NT | John | Chapter 19 | Verse 38] After these things, Joseph of Arimathaea, being a disciple of Jesus, but secretly for fear of the Jews, asked of Pilate that he might take away Jesus’ body. Pilate gave him permission. He came therefore and took away his body.
[WEB | EN | NT | John | Chapter 19 | Verse 39] Nicodemus, who at first came to Jesus by night, also came bringing a mixture of myrrh and aloes, about a hundred Roman pounds.
[WEB | EN | NT | John | Chapter 19 | Verse 40] So they took Jesus’ body, and bound it in linen cloths with the spices, as the custom of the Jews is to bury.
[WEB | EN | NT | John | Chapter 19 | Verse 41] Now in the place where he was crucified there was a garden. In the garden was a new tomb in which no man had ever yet been laid.
[WEB | EN | NT | John | Chapter 19 | Verse 42] Then, because of the Jews’ Preparation Day (for the tomb was near at hand), they laid Jesus there.
