[IRV | KN | NT | Luke | Chapter 21 | Verse 1] ಯೇಸು ತಲೆಯೆತ್ತಿ ನೋಡಿ ಐಶ್ವರ್ಯವಂತರು ಕಾಣಿಕೆಗಳನ್ನು ಕಾಣಿಕೆಯ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಹಾಕುವುದನ್ನು ಕಂಡನು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 15] ಏಕೆಂದರೆ ನಿಮ್ಮ ವಿರೋಧಿಗಳೆಲ್ಲರೂ ಎದುರು ನಿಲ್ಲುವುದಕ್ಕೂ ಎದುರು ಮಾತನಾಡುವುದಕ್ಕೂ ಆಗದಂಥ ಬಾಯನ್ನೂ, ಬುದ್ಧಿಯನ್ನೂ ನಾನೇ ನಿಮಗೆ ಕೊಡುತ್ತೇನೆ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 16] ಆದರೆ ತಂದೆತಾಯಿಗಳೂ, ಅಣ್ಣತಮ್ಮಂದಿರೂ, ಬಂಧುಬಾಂಧವರೂ. ಸ್ನೇಹಿತರೂ ನಿಮ್ಮನ್ನು ಅವರಿಗೆ ಒಪ್ಪಿಸಿಕೊಡುವರು ಮತ್ತು ನಿಮ್ಮಲ್ಲಿ ಕೆಲವರನ್ನು ಕೊಲ್ಲಿಸುವರು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 17] ಇದಲ್ಲದೆ ನನ್ನ ಹೆಸರಿನ ನಿಮಿತ್ತ ನಿಮ್ಮನ್ನು ಎಲ್ಲರೂ ಹಗೆಮಾಡುವರು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 18] ಆದರೂ ನಿಮ್ಮದೊಂದು ತಲೆಕೂದಲಾದರೂ ನಾಶವಾಗುವುದಿಲ್ಲ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 19] ನೀವು ಸೈರಣೆಯಿಂದ ನಿಮ್ಮ ಪ್ರಾಣಗಳನ್ನು ಪಡೆದುಕೊಳ್ಳುವಿರಿ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 20] “ಆದರೆ ಸೈನಿಕರ ದಂಡುಗಳು ಯೆರೂಸಲೇಮ್ ಪಟ್ಟಣಕ್ಕೆ ಮುತ್ತಿಗೆ ಹಾಕಿರುವುದನ್ನು ನೀವು ಕಾಣುವಾಗ ಅದು ನಾಶವಾಗುವ ಕಾಲ ಸಮೀಪವಾಯಿತೆಂದು ತಿಳಿದುಕೊಳ್ಳಿರಿ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 21] ಆಗ ಯೂದಾಯದಲ್ಲಿರುವವರು ಬೆಟ್ಟಗಳಿಗೆ ಓಡಿಹೋಗಲಿ. ಆ ಪಟ್ಟಣದಲ್ಲಿರುವವರು ಅದರೊಳಗಿಂದ ಹೊರಟುಹೋಗಲಿ. ಹಳ್ಳಿಯವರು ಅದರೊಳಕ್ಕೆ ಹೋಗದಿರಲಿ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 22] ಏಕೆಂದರೆ ಬರೆದಿರುವುದೆಲ್ಲಾ ನೆರವೇರುವುದಕ್ಕಾಗಿ ಅವು ದಂಡನೆಯ ದಿನಗಳಾಗಿವೆ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 23] ಆ ದಿನಗಳಲ್ಲಿ ಗರ್ಭಿಣಿಯರಿಗೂ ಬಾಣಂತಿಯರಿಗೂ ಆಗುವ ಕಷ್ಟವನ್ನು ಏನು ಹೇಳಲಿ! ಈ ಸೀಮೆಯ ಮೇಲೆ ಮಹಾವಿಪತ್ತೂ ಈ ಜನರ ಮೇಲೆ ಕ್ರೋಧವು ಉಂಟಾಗುವವು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 24] ಅವರು ಕತ್ತಿಯ ಬಾಯಿಗೆ ಗುರಿಯಾಗುವರು. ಅವರು ಸೆರೆಯಾಗಿ ಅನ್ಯದೇಶಗಳಿಗೆಲ್ಲಾ ಹಿಡಿದುಕೊಂಡು ಹೋಗುವರು. ಅನ್ಯದೇಶದವರ ಸಮಯಗಳು ಪೂರೈಸುವ ತನಕ ಯೆರೂಸಲೇಮ್ ಪಟ್ಟಣವು ಅನ್ಯದೇಶದವರಿಂದ ತುಳಿದಾಡಲ್ಪಡುತ್ತಿರುವುದು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 25] “ಇದಲ್ಲದೆ ಸೂರ್ಯ ಚಂದ್ರ ನಕ್ಷತ್ರಗಳಲ್ಲಿ ಸೂಚನೆಗಳು ತೋರುವವು. ಭೋರ್ಗರೆಯುವ ಸಮುದ್ರ ಮತ್ತು ಅಲೆಗಳ ಘೋಷದ ನಿಮಿತ್ತವಾಗಿ ಭೂಮಿಯ ಮೇಲೆ ಜನಗಳಿಗೆ ದಿಕ್ಕುಕಾಣದೆ ಸಂಕಟವು ಉಂಟಾಗುವುದು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 26] ಆಕಾಶದ ಶಕ್ತಿಗಳು ಕದಲುವುದರಿಂದ ಮನುಷ್ಯರು ಭಯಹಿಡಿದವರಾಗಿ ಲೋಕಕ್ಕೆ ಏನು ಬರುವುದೋ ಎಂದು ಎದುರು ನೋಡುತ್ತಾ ಪ್ರಾಣಹೋದಂತಾಗುವರು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 27] ಆಗ ಮನುಷ್ಯಕುಮಾರನು ಬಲದಿಂದಲೂ ಬಹು ಮಹಿಮೆಯಿಂದಲೂ ಮೇಘದಲ್ಲಿ ಬರುವುದನ್ನು ಕಾಣುವರು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 28] ಆದರೆ ಇವು ಸಂಭವಿಸುವುದಕ್ಕೆ ತೊಡಗುವಾಗ, ನಿಮ್ಮ ತಲೆಯೆತ್ತಿರಿ, ಏಕೆಂದರೆ ನಿಮ್ಮ ಬಿಡುಗಡೆಯು ಸಮೀಪವಾಗಿದೆ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 29] ಯೇಸು ಅವರಿಗೆ ಒಂದು ಸಾಮ್ಯವಾಗಿ ಹೇಳಿದ್ದೇನಂದರೆ, “ಅಂಜೂರ ಮುಂತಾದ ಮರಗಳನ್ನೂ ನೋಡಿರಿ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 30] ಅವು ಚಿಗುರಿದ ಕೂಡಲೆ ನೀವು ಅವನ್ನು ಕಂಡು ಈಗ ಬೇಸಿಗೆಯು ಹತ್ತಿರವಾಯಿತೆಂದು ನೀವಾಗಿ ತಿಳಿದುಕೊಳ್ಳುತ್ತೀರಲ್ಲಾ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 31] ಹಾಗೆಯೇ ಇವುಗಳಾಗುವುದನ್ನು ನೋಡುವಾಗ ದೇವರ ರಾಜ್ಯವು ಹತ್ತಿರವಾಯಿತೆಂದು ನೀವು ತಿಳಿದುಕೊಳ್ಳಿರಿ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 32] “ಇವೆಲ್ಲಾ ಆಗುವ ತನಕ ಈ ಸಂತತಿಯು ಅಳಿದು ಹೋಗುವುದೇ ಇಲ್ಲವೆಂದು ನಿಮಗೆ ಸತ್ಯವಾಗಿ ಹೇಳುತ್ತೇನೆ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 33] ಭೂಮ್ಯಾಕಾಶಗಳು ಅಳಿದುಹೋಗುವವು, ಆದರೆ ನನ್ನ ಮಾತುಗಳು ಅಳಿದುಹೋಗುವುದೇ ಇಲ್ಲ.
[IRV | KN | NT | Luke | Chapter 21 | Verse 34] “ನಿಮ್ಮ ವಿಷಯದಲ್ಲಿ ಜಾಗರೂಕರಾಗಿರಿ. ಅತಿ ಭೋಜನದ ಮದದಿಂದಲೂ, ಅಮಲಿನಿಂದಲೂ, ಪ್ರಾಪಂಚಿಕವಾದ ಚಿಂತೆಗಳಿಂದಲೂ ನಿಮ್ಮ ಹೃದಯಗಳು ಭಾರವಾಗಿರಲಾಗಿ ಆ ದಿನವು ನಿಮ್ಮ ಮೇಲೆ ಉರುಲಿನಂತೆ ಫಕ್ಕನೆ ಬಂದೀತು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 35] ಆ ದಿನವು ಭೂನಿವಾಸಿಗಳೆಲ್ಲರ ಮೇಲೆ ಬರುವುದು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 36] ಆದರೆ ಅಂದು ಬರುವುದಕ್ಕಿರುವ ಇವೆಲ್ಲವುಗಳಿಂದ ತಪ್ಪಿಸಿಕೊಳ್ಳುವುದಕ್ಕೂ, ಮನುಷ್ಯಕುಮಾರನ ಮುಂದೆ ನಿಂತುಕೊಳ್ಳುವುದಕ್ಕೂ, ನೀವು ಪೂರ್ಣ ಶಕ್ತರಾಗುವಂತೆ, ಎಲ್ಲಾ ಕಾಲದಲ್ಲಿಯೂ ದೇವರಿಗೆ ವಿಜ್ಞಾಪನೆಮಾಡಿಕೊಳ್ಳುತ್ತಾ ಎಚ್ಚರವಾಗಿರಿ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 37] ಯೇಸು ಹಗಲಿನಲ್ಲಿ ದೇವಾಲಯದಲ್ಲಿ ಉಪದೇಶಮಾಡುತ್ತಾ, ರಾತ್ರಿ ಪಟ್ಟಣದ ಹೊರಗೆ ಹೋಗಿ ಎಣ್ಣೆ ಮರಗಳ ತೋಪು ಎನಿಸಿಕೊಳ್ಳುವ ಗುಡ್ಡದಲ್ಲಿ ರಾತ್ರಿಯನ್ನು ಕಳೆಯುತ್ತಾ ಇದ್ದನು.
[IRV | KN | NT | Luke | Chapter 21 | Verse 38] ಜನರೆಲ್ಲರು ಆತನ ಉಪದೇಶವನ್ನು ಕೇಳಬೇಕೆಂದು ಬೆಳಗ್ಗೆ ಬೇಗನೆ ಎದ್ದು ದೇವಾಲಯಕ್ಕೆ ಆತನ ಬಳಿಗೆ ಬರುತ್ತಿದ್ದರು.
