[IRV | KN | NT | Luke | Chapter 22 | Verse 1] ಪಸ್ಕವೆಂದು ಕರೆಯಲ್ಪಡುವ ಹುಳಿಯಿಲ್ಲದ ರೊಟ್ಟಿಯ ಹಬ್ಬವು ಹತ್ತಿರವಾದಾಗ,
[IRV | KN | NT | Luke | Chapter 22 | Verse 12] ಅವನು ತಕ್ಕ ಪೀಠೋಪಕರಣಗಳಿಂದ ಅಲಂಕೃತವಾದ ಮೇಲ್ಮಾಳಿಗೆಯಲ್ಲಿ ದೊಡ್ಡ ಕೊಠಡಿಯನ್ನು ನಿಮಗೆ ತೋರಿಸುವನು. ಅಲ್ಲಿ ನೀವು ಭೋಜನಕ್ಕೆ ಸಿದ್ಧ ಮಾಡಿರಿ” ಎಂದು ಹೇಳಿ ಕಳುಹಿಸಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 13] ಅವರು ಹೊರಟು ಆತನು ತಮಗೆ ಹೇಳಿದಂತೆ ಕಂಡು ಪಸ್ಕ ಹಬ್ಬಕ್ಕೆ ಸಿದ್ಧಮಾಡಿದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 14] ಆ ಸಮಯ ಬಂದಾಗ ಆತನು ತನ್ನ ಹನ್ನೆರಡು ಮಂದಿ ಅಪೊಸ್ತಲರ ಸಂಗಡ ಊಟಕ್ಕೆ ಕುಳಿತುಕೊಂಡನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 15] ಆಗ ಆತನು ಅವರಿಗೆ, “ನಾನು ಯಾತನೆಯನ್ನು ಅನುಭವಿಸುವುದಕ್ಕಿಂತ ಮೊದಲೇ ನಿಮ್ಮ ಸಂಗಡ ಈ ಪಸ್ಕದ ಊಟವನ್ನು ಮಾಡುವುದಕ್ಕೆ ಮನಃಪೂರ್ವಕವಾಗಿ ಬಯಸಿದ್ದೇನೆ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 16] ಇನ್ನು ದೇವರ ರಾಜ್ಯದಲ್ಲಿಇದು ನೆರವೇರುವ ತನಕ ನಾನು ಇನ್ನು ಪಸ್ಕದ ಊಟವನ್ನು ಮಾಡುವುದೇ ಇಲ್ಲ” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 17] ಆ ಮೇಲೆ ಆತನು (ದ್ರಾಕ್ಷಾರಸದ) ಪಾತ್ರೆಯನ್ನು ತೆಗೆದುಕೊಂಡು ದೇವರ ಸ್ತೋತ್ರಮಾಡಿ, “ಇದನ್ನು ತೆಗೆದುಕೊಂಡು ಹಂಚಿಕೊಂಡು ಕುಡಿಯಿರಿ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 18] ಇಂದಿನಿಂದ ದೇವರ ರಾಜ್ಯವು ಬರುವ ತನಕ ನಾನು ದ್ರಾಕ್ಷಾರಸವನ್ನು ಕುಡಿಯುವುದೇ ಇಲ್ಲವೆಂದು ನಿಮಗೆ ಹೇಳುತ್ತೇನೆ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 19] ಬಳಿಕ ಆತನು ರೊಟ್ಟಿಯನ್ನು ತೆಗೆದುಕೊಂಡು ಸ್ತೋತ್ರಮಾಡಿ ಮುರಿದು ಅವರಿಗೆ ಕೊಟ್ಟು, “ಇದು ನಿಮಗೋಸ್ಕರ ಕೊಟ್ಟಿರುವ ನನ್ನ ದೇಹ, ನನ್ನನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುವುದಕ್ಕೋಸ್ಕರ ಹೀಗೆ ಮಾಡಿರಿ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 20] ಊಟವಾದ ಮೇಲೆ ಆತನು ಅದೇ ರೀತಿಯಾಗಿ ಪಾತ್ರೆಯನ್ನು ತೆಗೆದುಕೊಂಡು, “ಈ ಪಾತ್ರೆಯು ನಿಮಗೋಸ್ಕರ ಸುರಿಸಲ್ಪಡುವ, ನನ್ನ ರಕ್ತದಿಂದ ಸ್ಥಾಪಿತವಾಗುವ ಹೊಸ ಒಡಂಬಡಿಕೆಯನ್ನು ಸೂಚಿಸುತ್ತದೆ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 21] “ಆದರೂ ನೋಡಿರಿ, ನನ್ನನ್ನು ಹಿಡಿದುಕೊಡುವವನು ನನ್ನೊಡನೆ ಮೇಜಿನ ಮೇಲೆ ಕೈಯಿಟ್ಟು ಊಟಮಾಡುತ್ತಿದ್ದಾನೆ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 22] ನಿರ್ಣಯವಾಗಿರುವ ಪ್ರಕಾರ ಮನುಷ್ಯಕುಮಾರನು ಹೊರಟುಹೋಗುತ್ತಾನೆ ಸರಿ, ಆದರೆ ಆತನನ್ನು ಹಿಡಿದುಕೊಡುವ ಮನುಷ್ಯನ ಗತಿಯನ್ನು ಏನು ಹೇಳಲಿ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 23] ಇದನ್ನು ಕೇಳಿ ಅವರು, ಇಂಥ ಕೆಲಸವನ್ನು ಮಾಡಬೇಕೆಂದಿರುವವನು ನಮ್ಮಲ್ಲಿ ಯಾವನಾಗಿರಬಹುದು ಎಂದು ಒಬ್ಬರನ್ನೊಬ್ಬರು ಕೇಳತೊಡಗಿದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 24] ಇದಲ್ಲದೆ ತಮ್ಮಲ್ಲಿ ದೊಡ್ಡವನು ಯಾರು ಎಂಬ ವಿಷಯದಲ್ಲಿ ಅವರೊಳಗೆ ಚರ್ಚೆ ಹುಟ್ಟಿತು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 25] ಆಗ ಆತನು ಅವರಿಗೆ, “ಅನ್ಯಜನಾಂಗದ ಅರಸರು ತಮ್ಮ ತಮ್ಮ ಜನಗಳ ಮೇಲೆ ದೊರೆತನ ಮಾಡುತ್ತಾರೆ ಮತ್ತು ಅವರ ಮೇಲೆ ಅಧಿಕಾರದಿಂದ ಆಡಳಿತ ನಡಿಸುವವರು ಉಪಕಾರಿಗಳೆಂದು ಕರೆಸಿಕೊಳ್ಳುತ್ತಾರೆ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 26] ನೀವು ಹಾಗಿರಬಾರದು, ನಿಮ್ಮಲ್ಲಿ ದೊಡ್ಡವನು ಚಿಕ್ಕವನಂತಾಗಬೇಕು, ಮುಖ್ಯಸ್ಥನು ಸೇವಕನಂತಾಗಬೇಕು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 27] ಯಾರು ದೊಡ್ಡವನು? ಊಟಕ್ಕೆ ಕುಳಿತವನೋ ಸೇವೆಮಾಡುವವನೋ? ಊಟಕ್ಕೆ ಕುಳಿತವನಲ್ಲವೇ. ಆದರೆ ನಾನು ನಿಮ್ಮಲ್ಲಿ ಸೇವೆ ಮಾಡುವವನಂತಿದ್ದೇನೆ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 28] ನೀವು ನನ್ನ ಕಷ್ಟಗಳಲ್ಲಿ ನನ್ನ ಸಂಗಡ ಎಡೆಬಿಡದೆ ಇದ್ದವರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 29] ಆದುದರಿಂದ ನನ್ನ ತಂದೆಯು ನನಗೆ ರಾಜ್ಯವನ್ನು ನೇಮಿಸಿರುವ ಪ್ರಕಾರ ನಾನು ನಿಮಗೂ ನೇಮಿಸುತ್ತೇನೆ;
[IRV | KN | NT | Luke | Chapter 22 | Verse 30] ನನ್ನ ರಾಜ್ಯದಲ್ಲಿ ನೀವು ನನ್ನ ಮೇಜಿನ ಮೇಲೆ ಊಟಮಾಡುವಿರಿ, ಕುಡಿಯುವಿರಿ ಮತ್ತು ಸಿಂಹಾಸನಗಳ ಮೇಲೆ ಕುಳಿತುಕೊಂಡು ಇಸ್ರಾಯೇಲಿನ ಹನ್ನೆರಡು ಕುಲಗಳಿಗೆ ನ್ಯಾಯತೀರ್ಪುಮಾಡುವಿರಿ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 31] “ಸೀಮೋನನೇ, ಸೀಮೋನನೇ, ನೋಡು, ಸೈತಾನನು ನಿನ್ನನ್ನು ಗೋದಿಯಂತೆ ಕೇರಬೇಕೆಂದು ಅಪ್ಪಣೆ ಕೇಳಿಕೊಂಡನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 32] ಆದರೆ ನಿನ್ನ ನಂಬಿಕೆ ಕುಂದಿಹೋಗಬಾರದೆಂದು ನಾನು ನಿನ್ನ ವಿಷಯದಲ್ಲಿ ದೇವರಿಗೆ ವಿಜ್ಞಾಪನೆ ಮಾಡಿಕೊಂಡೆನು. ನೀನು ತಿರುಗಿಕೊಂಡ ಮೇಲೆ ನಿನ್ನ ಸಹೋದರರನ್ನು ದೃಢಪಡಿಸು” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 33] ಆದರೆ ಅವನು, “ಕರ್ತನೇ, ನಿನ್ನ ಸಂಗಡ ಸೆರೆಮನೆಗೆ ಹೋಗುವುದಕ್ಕೂ ಸಾಯುವುದಕ್ಕೂ ನಾನು ಸಿದ್ಧನಾಗಿದ್ದೇನೆ” ಅನ್ನಲು,
[IRV | KN | NT | Luke | Chapter 22 | Verse 34] ಆತನು, “ಪೇತ್ರನೇ, ನನ್ನ ವಿಷಯದಲ್ಲಿ ಇವನನ್ನು ಅರಿಯೆನೆಂದು ನೀನು ಮೂರು ಸಾರಿ ಹೇಳುವ ತನಕ ಈಹೊತ್ತು ಕೋಳಿ ಕೂಗುವುದಿಲ್ಲವೆಂದು ನಿನಗೆ ಹೇಳುತ್ತೇನೆ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 35] ಮತ್ತು ಆತನು, “ನಿಮ್ಮನ್ನು ನಾನು ಹಣ, ಕೈಚೀಲಜೋಡುಗಳಿಲ್ಲದೆ ಕಳುಹಿಸಿದಾಗ ನಿಮಗೆ ಏನಾದರೂ ಕೊರತೆಯಾಯಿತೋ?” ಎಂದು ಕೇಳಲು ಅವರು ಏನೂ ಇಲ್ಲವೆಂದು ಉತ್ತರಕೊಟ್ಟರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 36] ಅದಕ್ಕೆ ಆತನು, “ಈಗಲಾದರೋ ಹಣವಿದ್ದವನು ಅದನ್ನು ತೆಗೆದುಕೊಳ್ಳಲಿ, ಕೈಚೀಲವಿರುವವನು ಅದನ್ನು ತೆಗೆದುಕೊಳ್ಳಲಿ, ಮತ್ತು ಕತ್ತಿಯಿಲ್ಲದವನು ತನ್ನ ಮೇಲಂಗಿಯನ್ನು ಮಾರಿ ಒಂದು ಕತ್ತಿಯನ್ನು ಕೊಂಡುಕೊಳ್ಳಲಿ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 37] ಏಕೆಂದರೆ, ‘ಆತನು ಅಪರಾಧಿಗಳಲ್ಲಿ ಒಬ್ಬನಂತೆ ಎಣಿಸಲ್ಪಟ್ಟನು’ ಎಂದು ಬರೆದಿರುವ ಮಾತು ನನ್ನಲ್ಲಿ ನೆರವೇರಬೇಕಾಗಿದೆ ಎಂದು ನಿಮಗೆ ಹೇಳುತ್ತೇನೆ. ನನ್ನ ವಿಷಯದಲ್ಲಿ ಬರೆಯಲ್ಪಟ್ಟಿರುವ ಎಲ್ಲವು ನೆರವೇರಬೇಕು” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 38] ಅವರು, “ಕರ್ತನೇ, ಇಗೋ ಇಲ್ಲಿ ಎರಡು ಕತ್ತಿಗಳಿವೆ” ಅನ್ನಲು, ಆತನು ಅವರಿಗೆ, “ಅಷ್ಟು ಸಾಕು” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 39] ತರುವಾಯ ಆತನು ಪ್ರತಿದಿನದಂತೆ ಹೊರಟು ಎಣ್ಣೆಮರಗಳ ಗುಡ್ಡಕ್ಕೆ ಹೋದನು. ಶಿಷ್ಯರೂ ಆತನ ಹಿಂದೆ ಹೋದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 40] ಆತನು ಆ ಕ್ಲುಪ್ತ ಸ್ಥಳಕ್ಕೆ ಬಂದಾಗ ಅವರಿಗೆ, “ನೀವು ಶೋಧನೆಗೆ ಒಳಗಾಗದಂತೆ ಪ್ರಾರ್ಥಿಸಿರಿ” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 41] ಆ ಮೇಲೆ ಆತನು ಅವರನ್ನು ಬಿಟ್ಟು ಕಲ್ಲೆಸೆತದಷ್ಟು ದೂರ ಹೋಗಿ, ಮೊಣಕಾಲೂರಿ,
[IRV | KN | NT | Luke | Chapter 22 | Verse 42] “ತಂದೆಯೇ, ನಿನಗೆ ಇಷ್ಟವಿದ್ದರೆ ಈ ಪಾತ್ರೆಯನ್ನು ನನ್ನಿಂದ ತೊಲಗಿಸು. ಹೇಗೂ ನನ್ನ ಚಿತ್ತವಲ್ಲ, ನಿನ್ನ ಚಿತ್ತದಂತೆಯೇ ಆಗಲಿ” ಪ್ರಾರ್ಥಿಸಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 43] ಆಗ ಪರಲೋಕದಿಂದ ಬಂದ ಒಬ್ಬ ದೇವದೂತನು ಆತನಿಗೆ ಕಾಣಿಸಿಕೊಂಡು, ಆತನನ್ನು ಬಲಪಡಿಸಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 44] ಯೇಸು ತೀವ್ರವಾದ ಮನೋವ್ಯಥೆಯುಳ್ಳವನಾಗಿ, ಆಸಕ್ತಿಯಿಂದ ಪ್ರಾರ್ಥಿಸುತ್ತಿರಲಾಗಿ, ಆತನ ಬೆವರು ರಕ್ತದ ಹನಿಗಳೋಪಾದಿಯಲ್ಲಿ ನೆಲಕ್ಕೆ ಬೀಳುತ್ತಿತ್ತು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 45] ಆತನು ಪ್ರಾರ್ಥನೆ ಮುಗಿಸಿ ಎದ್ದು ಶಿಷ್ಯರ ಬಳಿಗೆ ಬಂದು, ಅವರು ದುಃಖದಿಂದ ಬಳಲಿಹೋದವರಾಗಿ ನಿದ್ರೆಹತ್ತಿರುವುದನ್ನು ಕಂಡು,
[IRV | KN | NT | Luke | Chapter 22 | Verse 46] ಅವರಿಗೆ, “ನೀವು ನಿದ್ರೆಮಾಡುವುದೇನು? ಏಳಿರಿ, ಶೋಧನೆಗೆ ಒಳಗಾಗದಂತೆ ಪ್ರಾರ್ಥಿಸಿರಿ” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 47] ಆತನು ಇನ್ನೂ ಮಾತನಾಡುತ್ತಿರುವಾಗಲೇ ಇಗೋ, ಜನರ ಗುಂಪು ಕಾಣಿಸಿತು. ಹನ್ನೆರಡು ಮಂದಿ ಶಿಷ್ಯರಲ್ಲಿ ಒಬ್ಬನಾದ ಯೂದನೆಂಬುವನು ಆ ಜನರ ಗುಂಪಿನ ಮುಂದೆ ನಡೆಯುತ್ತಾ, ಯೇಸುವಿಗೆ ಮುದ್ದಿಡುವುದಕ್ಕಾಗಿ ಆತನ ಬಳಿಗೆ ಬರಲು,
[IRV | KN | NT | Luke | Chapter 22 | Verse 48] ಯೇಸು ಅವನಿಗೆ, “ಯೂದನೇ, ಮುದ್ದಿಟ್ಟು ಮನುಷ್ಯಕುಮಾರನನ್ನು ಹಿಡಿದುಕೊಡುತ್ತೀಯಾ?” ಎಂದು ಕೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 49] ಆತನ ಸುತ್ತಲಿದ್ದವರು ಘಟನೆಯ ಸೂಕ್ಷ್ಮತೆಯನ್ನು ತಿಳಿದು ತಕ್ಷಣ, “ಕರ್ತನೇ, ನಾವು ಕತ್ತಿಯಿಂದ ಹೊಡೆಯೋಣವೋ?” ಎಂದು ಕೇಳಿದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 50] ಅಷ್ಟರಲ್ಲಿ ಅವರಲ್ಲಿ ಒಬ್ಬನು ಮಹಾಯಾಜಕನ ಆಳನ್ನು ಕತ್ತಿಯಿಂದ ಹೊಡೆದು ಅವನ ಬಲಗಿವಿಯನ್ನು ಕತ್ತರಿಸಿ ಹಾಕಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 51] ಆದರೆ ಯೇಸು, “ಇಷ್ಟಕ್ಕೇ ಬಿಡಿರಿ” ಎಂದು ಹೇಳಿ ಆ ಆಳಿನ ಕಿವಿಯನ್ನು ಮುಟ್ಟಿ ವಾಸಿಮಾಡಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 52] ಬಳಿಕ ಯೇಸು ತನ್ನನ್ನು ಹಿಡಿಯುವುದಕ್ಕೆ ಬಂದ ಮುಖ್ಯಯಾಜಕರಿಗೂ, ದೇವಾಲಯದ ಕಾವಲಿನ ದಳವಾಯಿಗಳಿಗೂ, ಸಭೆಯ ಹಿರಿಯರಿಗೂ, “ದರೋಡೆಗಾರನನ್ನು ಹಿಡಿಯುವುದಕ್ಕೆ ಬಂದಂತೆ ಕತ್ತಿಗಳನ್ನೂ ದೊಣ್ಣೆಗಳನ್ನೂ ತೆಗೆದುಕೊಂಡು ಬಂದಿರುವಿರಾ?
[IRV | KN | NT | Luke | Chapter 22 | Verse 53] ನಾನು ಪ್ರತಿದಿನ ದೇವಾಲಯದಲ್ಲಿ ನಿಮ್ಮ ಸಂಗಡ ಇದ್ದಾಗ ನೀವು ನನ್ನ ಮೇಲೆ ಕೈಹಾಕಲಿಲ್ಲ. ಆದರೆ ಇದು ನಿಮ್ಮ ಕಾಲ, ಇದು ಅಂಧಕಾರದ ದೊರೆತನದ ಕಾಲ” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 54] ಅವರು ಆತನನ್ನು ಹಿಡಿದು ಮಹಾಯಾಜಕನ ಮನೆಯೊಳಕ್ಕೆ ಕರೆದುಕೊಂಡು ಹೋದರು. ಪೇತ್ರನು ದೂರದಿಂದ ಅವರನ್ನು ಹಿಂಬಾಲಿಸುತ್ತಿದ್ದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 55] ಅಂಗಳದ ನಡುವೆ ಅವರು ಬೆಂಕಿ ಹೊತ್ತಿಸಿ ಒಟ್ಟಾಗಿ ಕುಳಿತುಕೊಂಡಿರಲು ಅವರ ನಡುವೆ ಪೇತ್ರನೂ ಕುಳಿತುಕೊಂಡನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 56] ಅವನು ಬೆಳಕಿಗೆ ಮುಖವಾಗಿ ಕುಳಿತಿರುವಾಗ ಒಬ್ಬ ದಾಸಿಯು ಅವನನ್ನು ಕಂಡು, ಅವನನ್ನು ದೃಷ್ಟಿಸಿ ನೋಡಿ, “ಇವನು ಸಹ ಅವನ ಸಂಗಡ ಇದ್ದವನು” ಅಂದಳು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 57] ಆದರೆ ಅವನು, “ನಾನು ಅವನನ್ನು ಅರಿಯೆನಮ್ಮಾ” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 58] ಸ್ವಲ್ಪಹೊತ್ತಿನ ಮೇಲೆ ಮತ್ತೊಬ್ಬನು ಬಂದು ಅವನನ್ನು ಕಂಡು, “ನೀನೂ ಸಹ ಅವರಲ್ಲಿ ಒಬ್ಬನು” ಅನ್ನಲು ಪೇತ್ರನು, “ನಾನಲ್ಲಪ್ಪಾ” ಅಂದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 59] ಹೆಚ್ಚು ಕಡಿಮೆ ಒಂದು ಘಂಟೆ ಹೊತ್ತಿನ ಮೇಲೆ ಇನ್ನೊಬ್ಬನು, “ನಿಶ್ಚಯವಾಗಿ ಇವನು ಸಹ ಅವನ ಸಂಗಡ ಇದ್ದವನು, ಇವನು ಗಲಿಲಾಯದವನಷ್ಟೆ” ಎಂದು ದೃಢವಾಗಿ ಹೇಳಿದನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 60] ಆದರೆ ಪೇತ್ರನು, “ನೀನು ಹೇಳುವುದೇನೋ ನಾನರಿಯೆನಪ್ಪಾ” ಅಂದನು. ಅವನು ಈ ಮಾತನ್ನು ಆಡುತ್ತಿರುವಾಗಲೇ ಕೋಳಿ ಕೂಗಿತು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 61] ಕರ್ತನು ಹಿಂತಿರುಗಿಕೊಂಡು ಪೇತ್ರನನ್ನು ದೃಷ್ಟಿಸಿ ನೋಡಿದನು. ಆಗ ಪೇತ್ರನು, “ಈಹೊತ್ತು ಕೋಳಿ ಕೂಗುವುದಕ್ಕಿಂತ ಮುಂಚೆ ಮೂರು ಸಾರಿ ನನ್ನ ವಿಷಯವಾಗಿ ಅವನನ್ನು ಅರಿಯೆನೆಂಬದಾಗಿ ಹೇಳುವಿ” ಎಂದು ಕರ್ತನು ನುಡಿದ ಮಾತನ್ನು ನೆನಪಿಸಿಕೊಂಡು,
[IRV | KN | NT | Luke | Chapter 22 | Verse 62] ಹೊರಗೆ ಹೋಗಿ ತುಂಬಾ ವ್ಯಥೆಪಟ್ಟು ಅತ್ತನು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 63] ಆ ಮೇಲೆ ಯೇಸುವನ್ನು ಹಿಡಿದವರು ಆತನನ್ನು ಪರಿಹಾಸ್ಯಮಾಡುತ್ತಾ, ಆತನಿಗೆ ಮುಸುಕುಹಾಕಿ ಹೊಡೆದು, “ನಿನ್ನನ್ನು ಹೊಡೆದವನಾರು? ಪ್ರವಾದನೆ ಹೇಳು” ಎಂದು ಆತನನ್ನು ಕೇಳಿದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 64] <range>
[IRV | KN | NT | Luke | Chapter 22 | Verse 65] ಆತನ ಕುರಿತು ಇನ್ನೂ ಅನೇಕ ದೂಷಣೆಯ ಮಾತುಗಳನ್ನಾಡಿದರು.
[IRV | KN | NT | Luke | Chapter 22 | Verse 66] ಬೆಳಗಾಗುವಾಗ ಯೆಹೂದ್ಯರ ಹಿರೀಸಭೆಯವರು, ಮುಖ್ಯಯಾಜಕರು ಮತ್ತು ಶಾಸ್ತ್ರಿಗಳು ಕೂಡಿ ಆತನನ್ನು ತಮ್ಮ ನ್ಯಾಯವಿಚಾರಣಾಸಭೆಗೆ ತೆಗೆದುಕೊಂಡು ಬಂದು,
[IRV | KN | NT | Luke | Chapter 22 | Verse 67] “ನೀನು ಕ್ರಿಸ್ತನಾಗಿದ್ದರೆ ನಮಗೆ ಹೇಳು” ಅಂದರು. ಆತನು ಅವರಿಗೆ, “ನಾನು ನಿಮಗೆ ಹೇಳಿದರೆ ನೀವು ನಂಬುವುದಿಲ್ಲ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 68] ನಾನು ನಿಮ್ಮನ್ನು ಏನಾದರೂ ಕೇಳಿದರೆ ನೀವು ಉತ್ತರಕೊಡುವುದಿಲ್ಲ.
[IRV | KN | NT | Luke | Chapter 22 | Verse 69] ಆದರೆ ಇಂದಿನಿಂದ ಮನುಷ್ಯಕುಮಾರನು ಸರ್ವಶಕ್ತನಾದ ದೇವರ ಬಲಗಡೆಯಲ್ಲಿ ಆಸೀನನಾಗಿರುವನು” ಎಂದು ಹೇಳಿದನು.
