[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 1] وَأَمَرَ الرَّبُّ مُوسَى وَهَرُونَ:
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 12] كُلُّ حَيَوَانٍ مَائِيٍّ خَالٍ مِنَ الزَّعَانِفِ وَالْقُشُورِ يَكُونُ مَحْظُوراً عَلَيْكُمْ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 13] وَمِنَ الطُّيُورِ الَّتِي يُحَظَرُ عَلَيْكُمْ أَكْلُهَا لأَنَّهَا مَمْقُوتَةٌ: النَّسْرُ وَالأَنُوقُ وِالصَّقْرُ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 14] وَالْحِدَأَةُ وَالْبَاشِقُ عَلَى مُخْتَلَفِ أَصْنَافِهِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 15] وَكُلُّ أَجْنَاسِ الْغِرْبَانِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 16] وَالنَّعَامَةُ وَالظَّلِيمُ وَالسَّأَفُ وَكُلُّ أَنْوَاعِ طَيْرِ الْبَازِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 17] وَالْبُومَةُ وَالْغَوَّاصُ وَالْكُرْكِيُّ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 18] وَالْبَجَعُ وَالْقُوقُ وَالرَّخَمُ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 19] وَاللَّقْلَقُ وَالْبَبْغَاءُ عَلَى اخْتِلافِ أَجْنَاسِهَا، وَالْهُدْهُدُ وَالْخُفَّاشُ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 20] وَكَذَلِكَ تُحَظَرُ عَلَيْكُمْ كُلُّ حَشَرَةٍ مُجَنَّحَةٍ ذَاتِ أَرْبَعِ أَرْجُلٍ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 21] وَلَكِنْ كُلُوا مِنْ بَيْنِ الْكَائِنَاتِ الْمُجَنَّحَةِ الَّتِي تَمْشِي عَلَى أَرْبَعٍ مَالَهُ سَاقَانِ أَطْوَلُ مِنْ يَدَيْهِ يَقْفِزُ بِهِمَا عَلَى الأَرْضِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 22] فَمِنْ هَذِهِ الْكَائِنَاتِ تَأْكُلُونَ: كُلُّ أَنْوَاعِ الْجَرَادِ، وَجَمِيعُ أَصْنَافِ الدَّبَا وَالحَرْجُوَانُ عَلَى مُخْتَلَفِ أَجْنَاسِهِ وَالْجُنْدُبُ بِأَنْوَاعِهِ
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 23] أَمَّا سَائِرُ دَبِيبِ الطَّيْرِ ذَوَاتِ الأَرْبَعِ الأَرْجُلِ فَهُوَ مَحْظُورٌ عَلَيْكُمْ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 24] فَإِنَّهَا تُنَجِّسُكُمْ، وَكُلُّ مَنْ يَلْمِسُ جُثَثَهَا يَتَنَجَّسُ حَتَّى الْمَسَاءِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 25] وَعَلَى كُلِّ مَنْ حَمَلَ جُثَثَهَا أَنْ يَغْسِلَ ثِيَابَهُ وَيَكُونُ نَجِساً حَتَّى الْمَسَاءِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 26] وَكَذَلِكَ جَمِيعُ الْبَهَائِمِ ذَوَاتِ الأَظْلافِ غَيْرِ الْمَشْقُوقَةِ وَغَيْرِ الْمُجْتَرَّةِ تَكُونُ نَجِسَةً لَكُمْ، وَكُلُّ مَنْ يَلْمِسُهَا يَتَنَجَّسُ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 27] وَأَيْضاً كُلُّ حَيَوَانٍ يَمْشِي عَلَى كُفُوفِهِ مِنْ جَمِيعِ الْحَيَوَانَاتِ ذَوَاتِ الأَرْبَعِ الأَرْجُلِ، فَهُوَ نَجِسٌ لَكُمْ، وَكُلُّ مَنْ يَمَسُّ جُثَثَهَا يَكُونُ نَجِساً حَتَّى الْمَسَاءِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 28] وَمَنْ يَحْمِلُ جُثَثَهَا يَغْسِلُ ثِيَابَهُ وَيَكُونُ نَجِساً إِلَى الْمَسَاءِ. جَمِيعُهَا مَحْظُورَةٌ عَلَيْكُمْ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 29] أَمَّا الْحَيَوَانَاتُ الدَّابَةُ حَوْلَكُمْ فَوْقَ الأَرْضِ وَالْمَحْظُورَةُ عَلَيْكُمْ لِنَجَاسَتِهَا فَهِيَ: ابْنُ عِرْسٍ وَالْفَأْرُ وَالضَّبُّ عَلَى مُخْتَلَفِ أَجْنَاسِهِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 30] وَالْحِرْذَوْنُ وَالْوَرَلُ وَالْوَزَغَةُ والْعِظَايَةُ وَالْحِرْبَاءُ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 31] هَذِهِ هِيَ الْحَيَوَانَاتُ النَّجِسَةُ لَكُمْ مِنْ جَمِيعِ الْحَيَوَانَاتِ الدَّابَةِ. كُلُّ مَنْ لَمَسَهَا يَكُونُ نَجِساً حَتَّى الْمَسَاءِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 32] إِنْ وَقَعَتْ جُثَّةُ أَحَدِ هَذِهِ الْحَيَوَانَاتِ عَلَى شَيْءٍ فَإِنَّهُ يَتَنَجَّسُ، سَوَاءٌ أَكَانَ آنِيَةً مِنْ خَشَبٍ أَمْ قُمَاشٍ أَمْ جِلْدٍ أَمْ مِسْحٍ، أَمْ أَيِّ شَيْءٍ يُسْتَخْدَمُ فِي عَمَلٍ مَا. يُوْضَعُ فِي مَاءٍ وَيَكُونُ نَجِساً إِلَى الْمَسَاءِ، ثُمَّ يَطْهُرُ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 33] أَمَّا إِنْ وَقَعَتْ جُثَّةُ أَحَدِهَا فِي إِنَاءٍ خَزَفِيٍّ، فَإِنَّ مَا فِي الإِنَاءِ يَتَنَجَّسُ، وَأَمَّا الإِنَاءُ فَيُكْسَرُ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 34] وَأَيُّ طَعَامٍ يُؤْكَلُ اسْتُخْدِمَ فِيهِ مَاءٌ مِنْ هَذَا الإِنَاءِ يَكُونُ نَجِساً. وَكَذَلِكَ يَكُونُ مَاؤُهُ الَّذِي يُشْرَبُ أَيْضاً.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 35] وَإذَا سَقَطَتْ جُثَّةُ أَحَدِ هَذِهِ الْحَيَوَانَاتِ فِي التَّنُّورِ أَوِ الْمَوْقِدِ، فَإِنَّهُ يُهْدَمُ، لأَنَّهُ نَجِسٌ وَأَنْتُمْ بِهِ تَتَنَجَّسُونَ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 36] أَمَّا إِنْ سَقَطَتْ فِي نَبْعٍ أَوْ بِئْرٍ حَيْثُ يَجْتَمِعُ الْمَاءُ، فَإِنَّهُمَا تَظَلّانِ طَاهِرَتَيْنِ. لَكِنْ كُلُّ مَنْ لَمَسَ جُثَّتَهَا يَكُونُ نَجِساً.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 37] وَإذَا وَقَعَتْ جُثَّةُ وَاحِدَةٍ مِنْهَا عَلَى حُبُوبٍ يَبْذُرُونَهَا فِي حَقْلٍ، فَإِنَّهَا تَبْقَى طَاهِرَةً.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 38] لَكِنْ إِنْ كَانَتِ الْحُبُوبُ مُبْتَلَّةً بِمَاءٍ وَسَقَطَتِ الْجُثَّةُ عَلَيْهَا، فَإِنَّ الْحُبُوبَ الْمُبْتَلَّةَ تُصْبِحُ نَجِسَةً لَكُمْ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 39] إِنْ مَاتَ حَيَوَانٌ لَا يَحِلُّ لَكُمْ أَكْلُهُ، وَلَمَسَ أَحَدٌ جُثَّتَهُ، فَاللّامِسُ يَكُونُ نَجِساً حَتَّى الْمَسَاءِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 40] وَعَلَى مَنْ أَكَلَ مِنْ جُثَّتِهِ أَوْ حَمَلَهَا أَنْ يَغْسِلَ ثِيَابَهُ وَيَكُونُ نَجِساً إِلَى الْمَسَاءِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 41] ويُحَظَرُ عَلَيْكُمُ الأَكْلُ مِنَ الْحَيَوَانَاتِ الزَّاحِفَةِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 42] سَوَاءٌ كَانَتْ تَزْحَفُ عَلَى بَطْنِهَا أَوْ تَدِبُّ عَلَى أَرْبَعٍ أَوْ أَكْثَرَ فَإِنَّهَا مَحْظُورَةٌ عَلَيْكُمْ، فَلا تَأْكُلُوا مِنْهَا.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 43] لَا تُدَنِّسُوا أَنْفُسَكُمْ بِالْحَيَوَانَاتِ الدَّابَةِ هَذِهِ، وَلا تَتَنَجَّسُوا بِها. كُونُوا طَاهِرِينَ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 44] أَنَا الرَّبُّ إِلَهُكُمْ، فَكَرِّسُوا أَنْفُسَكُمْ وَتَقَدَّسُوا، لأَنِّي أَنَا قُدُّوسٌ، وَلا تُنَجِّسُوا أَنْفُسَكُمْ بِشَيْءٍ مِنَ الدَّبِيبِ الْمُتَحَرِّكِ عَلَى الأَرْضِ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 45] لأَنِّي أَنَا الرَّبُّ الَّذِي أَخْرَجَكُمْ مِنْ دِيَارِ مِصْرَ لأَكُونَ لَكُمْ إِلَهاً. فَكُونُوا قِدِّيسِينَ لأَنِّي أَنَا قُدُّوسٌ.
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 46] هَذِهِ هِيَ الشَّرَائِعُ الْخَاصَّةُ بِالْحَيَوَانَاتِ وَالطُّيُورِ وَالْحَيَوَانَاتِ الْمَائِيَّةِ وَالزَّوَاحِفِ،
[VANDYKE | AR | OT | Leviticus | Chapter 11 | Verse 47] لِكَيْ تُمَيِّزُوا بَيْنَ النَّجِسِ وَالطَّاهِرِ، وَبَيْنَ الْحَيَوَانَاتِ الَّتِي تُؤْكَلُ وَالْحَيَوَانَاتِ الْمَحْظُورِ أَكْلُهَا».
