[DRA | EN | NT | Acts | Chapter 21 | Verse 1] And when it came to pass that, being parted from them, we set sail, we came with a straight course to Coos, and the day following to Rhodes, and from thence to Patara.
[DRA | EN | NT | Acts | Chapter 21 | Verse 17] And when we were come to Jerusalem, the brethren received us gladly.
[DRA | EN | NT | Acts | Chapter 21 | Verse 18] And the day following, Paul went in with us unto James; and all the ancients were assembled.
[DRA | EN | NT | Acts | Chapter 21 | Verse 19] Whom when he had saluted, he related particularly what things God had wrought among the Gentiles by his ministry.
[DRA | EN | NT | Acts | Chapter 21 | Verse 20] But they hearing it, glorified God, and said to him: Thou seest, brother, how many thousands there are among the Jews that have believed: and they are all zealous for the law.
[DRA | EN | NT | Acts | Chapter 21 | Verse 21] Now they have heard of thee that thou teachest those Jews, who are among the Gentiles, to depart from Moses: saying, that they ought not to circumcise their children, nor walk according to the custom.
[DRA | EN | NT | Acts | Chapter 21 | Verse 22] What is it therefore? the multitude must needs come together: for they will hear that thou art come.
[DRA | EN | NT | Acts | Chapter 21 | Verse 23] Do therefore this that we say to thee. We have four men, who have a vow on them.
[DRA | EN | NT | Acts | Chapter 21 | Verse 24] Take these, and sanctify thyself with them: and bestow on them, that they may shave their heads: and all will know that the things which they have heard of thee, are false; but that thou thyself also walkest keeping the law.
[DRA | EN | NT | Acts | Chapter 21 | Verse 25] But as touching the Gentiles that believe, we have written, decreeing that they should only refrain themselves from that which has been offered to idols, and from blood, and from things strangles, and from fornication.
[DRA | EN | NT | Acts | Chapter 21 | Verse 26] Then Paul took the men, and the next day being purified with them, entered into the temple, giving notice of the accomplishment of the days of purification, until an oblation should be offered for every one of them.
[DRA | EN | NT | Acts | Chapter 21 | Verse 27] But when the seven days were drawing to an end, those Jews that were of Asia, when they saw him in the temple, stirred up all the people, and laid hands upon him, crying out:
[DRA | EN | NT | Acts | Chapter 21 | Verse 28] Men of Israel, help: This is the man that teacheth all men every where against the people, and the law, and this place; and moreover hath brought in Gentiles into the temple, and hath violated this holy place.
[DRA | EN | NT | Acts | Chapter 21 | Verse 29] (For they had seen Trophimus the Ephesian in the city with him, whom they supposed that Paul had brought into the temple.)
[DRA | EN | NT | Acts | Chapter 21 | Verse 30] And the whole city was in an uproar: and the people ran together. And taking Paul, they drew him out of the temple, and immediately the doors were shut.
[DRA | EN | NT | Acts | Chapter 21 | Verse 31] And as they went about to kill him, it was told the tribune of the band, That all Jerusalem was in confusion.
[DRA | EN | NT | Acts | Chapter 21 | Verse 32] Who, forthwith taking with him soldiers and centurions, ran down to them. And when they saw the tribune and the soldiers they left off beating Paul.
[DRA | EN | NT | Acts | Chapter 21 | Verse 33] Then the tribune coming near, took him, and commanded him to be bound with two chains: and demanded who he was, and what he had done.
[DRA | EN | NT | Acts | Chapter 21 | Verse 34] And some cried one thing, some another, among the multitude. And when he could not know the certainty for the tumult, he commanded him to be carried into the castle.
[DRA | EN | NT | Acts | Chapter 21 | Verse 35] And when he was come to the stairs, it fell out that he was carried by the soldiers, because of the violence of the people.
[DRA | EN | NT | Acts | Chapter 21 | Verse 36] For the multitude of the people followed after, crying: Away with him.
[DRA | EN | NT | Acts | Chapter 21 | Verse 37] And as Paul was about to be brought into the castle, he saith to the tribune: May speak something to thee? Who said: Canst thou speak Greek?
[DRA | EN | NT | Acts | Chapter 21 | Verse 38] Art not thou that Egyptian who before these days didst raise a tumult, and didst lead forth into the desert four thousand men that were murderers?
[DRA | EN | NT | Acts | Chapter 21 | Verse 39] But Paul said to him: I am a Jew of Tarsus in Cilicia, a citizen of no mean city. And I beseech thee, suffer me to speak to the people.
[DRA | EN | NT | Acts | Chapter 21 | Verse 40] And when he had given him leave, Paul standing on the stairs, beckoned with his hand to the people. And a great silence being made, he spoke unto them in the Hebrew tongue, saying:
