[BBE | EN | NT | Acts | Chapter 13 | Verse 1] Now there were at Antioch, in the church there, prophets and teachers, Barnabas, and Symeon who was named Niger, and Lucius of Cyrene, and Manaen, a relation of Herod the king, and Saul.
[BBE | EN | NT | Acts | Chapter 13 | Verse 35] Because he says in another Psalm, You will not let your Holy One see destruction.
[BBE | EN | NT | Acts | Chapter 13 | Verse 36] Now David, having done God's work for his generation, went to sleep, and was put with his fathers, and his body came to destruction:
[BBE | EN | NT | Acts | Chapter 13 | Verse 37] But he, who was lifted up by God, did not see destruction.
[BBE | EN | NT | Acts | Chapter 13 | Verse 38] And so, let it be clear to you, my brothers, that through this man forgiveness of sins is offered to you:
[BBE | EN | NT | Acts | Chapter 13 | Verse 39] And through him everyone who has faith is made free from all those things, from which the law of Moses was not able to make you free.
[BBE | EN | NT | Acts | Chapter 13 | Verse 40] So take care that these words of the prophets do not come true for you;
[BBE | EN | NT | Acts | Chapter 13 | Verse 41] See, you doubters, have wonder and come to your end; for I will do a thing in your days to which you will not give belief, even if it is made clear to you.
[BBE | EN | NT | Acts | Chapter 13 | Verse 42] And when they went out, they made a request that these words might be said to them again on the Sabbath after.
[BBE | EN | NT | Acts | Chapter 13 | Verse 43] Now when the meeting was ended, a number of the Jews and of the God-fearing Gentiles who had become Jews, went after Paul and Barnabas: who put before them how important it was to keep on in the grace of God.
[BBE | EN | NT | Acts | Chapter 13 | Verse 44] And on the Sabbath after, almost all the town came together to give hearing to the word of God.
[BBE | EN | NT | Acts | Chapter 13 | Verse 45] But when the Jews saw such a great number of people, they were full of envy and said evil words against Paul's preaching.
[BBE | EN | NT | Acts | Chapter 13 | Verse 46] Then Paul and Barnabas without fear said, It was necessary for the word of God to be given to you first; but because you will have nothing to do with it, and have no desire for eternal life, it will now be offered to the Gentiles.
[BBE | EN | NT | Acts | Chapter 13 | Verse 47] For so the Lord has given us orders, saying, I have given you for a light to the Gentiles so that you may be for salvation to the ends of the earth.
[BBE | EN | NT | Acts | Chapter 13 | Verse 48] And the Gentiles, hearing this, were glad and gave glory to the word of God: and those marked out by God for eternal life had faith.
[BBE | EN | NT | Acts | Chapter 13 | Verse 49] And the word of the Lord went through all the country.
[BBE | EN | NT | Acts | Chapter 13 | Verse 50] But the Jews, working up the feelings of the God-fearing women of high position and of the chief men of the town, got an attack started against Paul and Barnabas, driving them out of those parts.
[BBE | EN | NT | Acts | Chapter 13 | Verse 51] But they, shaking off the dust of that place from their feet, came to Iconium.
[BBE | EN | NT | Acts | Chapter 13 | Verse 52] And the disciples were full of joy and of the Holy Spirit.
