[IRV | MR | OT | Job | Chapter 38 | Verse 1] नंतर परमेश्वर वावटळीतून ईयोबाशी बोलला आणि तो म्हणाला,
[IRV | MR | OT | Job | Chapter 38 | Verse 32] तुला राशीचक्र योग्यवेळी आकाशात आणता येईल का? किंवा तुला सप्तऋर्षो त्यांच्या समूहासह मार्ग दाखवता येईल का?
[IRV | MR | OT | Job | Chapter 38 | Verse 33] तुला आकाशातील नियम माहीत आहेत का? तुला त्याच नियमांचा पृथ्वीवर उपयोग करता येईल का?
[IRV | MR | OT | Job | Chapter 38 | Verse 34] तुला मेघावर ओरडून त्यांना तुझ्यावर वर्षाव करायला भाग पाडता येईल का?
[IRV | MR | OT | Job | Chapter 38 | Verse 35] तुला विद्युतलतेला आज्ञा करता येईल का? ती तुझ्याकडे येऊन. आम्ही आलो आहोत काय आज्ञा आहे? असे म्हणेल का? तुझ्या सांगण्याप्रमाणे ती हवे तिथे जाईल का?
[IRV | MR | OT | Job | Chapter 38 | Verse 36] लोकांस शहाणे कोण बनवतो? त्यांच्यात अगदी खोल शहाणपण कोण आणतो?
[IRV | MR | OT | Job | Chapter 38 | Verse 37] ढग मोजण्याइतका विद्वान कोण आहे? त्यांना पाऊस पाडायला कोण सांगतो?
[IRV | MR | OT | Job | Chapter 38 | Verse 38] त्यामुळे धुळीचा चिखल होतो आणि धुळीचे लोट एकमेकास चिकटतात.
[IRV | MR | OT | Job | Chapter 38 | Verse 39] तू सिंहासाठी अन्न शोधून आणतोस का? त्यांच्या भुकेल्या पिल्लांना तू अन्न देतोस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 40] ते सिंह त्यांच्या गुहेत झोपतात. ते गवतावर दबा धरुन बसतात आणि भक्ष्यावर तुटून पडतात.
[IRV | MR | OT | Job | Chapter 38 | Verse 41] कावळ्याला कोण अन्न देतो? जेव्हा त्याची पिल्ले देवाकडे याचना करतात आणि अन्नासाठी चारी दिशा भटकतात तेव्हा त्यांना कोण अन्न पुरवतो?
