[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 1] فَإِنْ كُنْتُمْ قَدْ قُمْتُمْ مَعَ ٱلْمَسِيحِ فَٱطْلُبُوا مَا فَوْقُ، حَيْثُ ٱلْمَسِيحُ جَالِسٌ عَنْ يَمِينِ ٱللهِ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 16] لِتَسْكُنْ فِيكُمْ كَلِمَةُ ٱلْمَسِيحِ بِغِنًى، وَأَنْتُمْ بِكُلِّ حِكْمَةٍ مُعَلِّمُونَ وَمُنْذِرُونَ بَعْضُكُمْ بَعْضًا، بِمَزَامِيرَ وَتَسَابِيحَ وَأَغَانِيَّ رُوحِيَّةٍ، بِنِعْمَةٍ، مُتَرَنِّمِينَ فِي قُلُوبِكُمْ لِلرَّبِّ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 17] وَكُلُّ مَا عَمِلْتُمْ بِقَوْلٍ أَوْ فِعْلٍ، فَٱعْمَلُوا ٱلْكُلَّ بِٱسْمِ ٱلرَّبِّ يَسُوعَ، شَاكِرِينَ ٱللهَ وَٱلْآبَ بِهِ. وصايا للبيت المسيحي
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 18] أَيَّتُهَا ٱلنِّسَاءُ، ٱخْضَعْنَ لِرِجَالِكُنَّ كَمَا يَلِيقُ فِي ٱلرَّبِّ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 19] أَيُّهَا ٱلرِّجَالُ، أَحِبُّوا نِسَاءَكُمْ، وَلَا تَكُونُوا قُسَاةً عَلَيْهِنَّ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 20] أَيُّهَا ٱلْأَوْلَادُ، أَطِيعُوا وَالِدِيكُمْ فِي كُلِّ شَيْءٍ لِأَنَّ هَذَا مَرْضِيٌّ فِي ٱلرَّبِّ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 21] أَيُّهَا ٱلْآبَاءُ، لَا تُغِيظُوا أَوْلَادَكُمْ لِئَلَّا يَفْشَلُوا.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 22] أَيُّهَا ٱلْعَبِيدُ، أَطِيعُوا فِي كُلِّ شَيْءٍ سَادَتَكُمْ حَسَبَ ٱلْجَسَدِ، لَا بِخِدْمَةِ ٱلْعَيْنِ كَمَنْ يُرْضِي ٱلنَّاسَ، بَلْ بِبَسَاطَةِ ٱلْقَلْبِ، خَائِفِينَ ٱلرَّبَّ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 23] وَكُلُّ مَا فَعَلْتُمْ، فَٱعْمَلُوا مِنَ ٱلْقَلْبِ، كَمَا لِلرَّبِّ لَيْسَ لِلنَّاسِ،
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 24] عَالِمِينَ أَنَّكُمْ مِنَ ٱلرَّبِّ سَتَأْخُذُونَ جَزَاءَ ٱلْمِيرَاثِ، لِأَنَّكُمْ تَخْدِمُونَ ٱلرَّبَّ ٱلْمَسِيحَ.
[VANDYKE | AR | NT | Colossians | Chapter 3 | Verse 25] وَأَمَّا ٱلظَّالِمُ فَسَينَالُ مَا ظَلَمَ بِهِ، وَلَيْسَ مُحَابَاةٌ.
