[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 1] Ἐπειδήπερ πολλοὶ ἐπεχείρησαν ἀνατάξασθαι διήγησιν περὶ τῶν πεπληροφορημένων ἐν ἡμῖν πραγμάτων,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 46] Καὶ εἶπε Μαριάμ, Μεγαλύνει ἡ ψυχή μου τὸν Κύριον,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 47] καὶ ἠγαλλίασε τὸ πνεῦμά μου ἐπὶ τῷ Θεῷ τῷ σωτῆρί μου.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 48] Ὅτι ἐπέβλεψεν ἐπὶ τὴν ταπείνωσιν τῆς δούλης αὐτοῦ. Ἰδοὺ γάρ, ἀπὸ τοῦ νῦν μακαριοῦσί με πᾶσαι αἱ γενεαί.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 49] Ὅτι ἐποίησέ μοι μεγαλεῖα ὁ δυνατός, καὶ ἅγιον τὸ ὄνομα αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 50] Καὶ τὸ ἔλεος αὐτοῦ εἰς γενεὰς γενεῶν τοῖς φοβουμένοις αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 51] Ἐποίησε κράτος ἐν βραχίονι αὐτοῦ· διεσκόρπισεν ὑπερηφάνους διανοίᾳ καρδίας αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 52] Καθεῖλε δυνάστας ἀπὸ θρόνων, καὶ ὕψωσε ταπεινούς.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 53] Πεινῶντας ἐνέπλησεν ἀγαθῶν, καὶ πλουτοῦντας ἐξαπέστειλε κενούς.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 54] Ἀντελάβετο Ἰσραὴλ παιδὸς αὐτοῦ, μνησθῆναι ἐλέους,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 55] καθὼς ἐλάλησε πρὸς τοὺς πατέρας ἡμῶν, τῷ Ἀβραὰμ καὶ τῷ σπέρματι αὐτοῦ εἰς τὸν αἰῶνα.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 56] Ἔμεινε δὲ Μαριὰμ σὺν αὐτῇ ὡσεὶ μῆνας τρεῖς, καὶ ὑπέστρεψεν εἰς τὸν οἶκον αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 57] Τῇ δὲ Ἐλισάβετ ἐπλήσθη ὁ χρόνος τοῦ τεκεῖν αὐτήν, καὶ ἐγέννησεν υἱόν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 58] Καὶ ἤκουσαν οἱ περίοικοι καὶ οἱ συγγενεῖς αὐτῆς ὅτι ἐμεγάλυνε Κύριος τὸ ἔλεος αὐτοῦ μετ᾿ αὐτῆς, καὶ συνέχαιρον αὐτῇ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 59] Καὶ ἐγένετο ἐν τῇ ὀγδόῃ ἡμέρᾳ, ἦλθον περιτεμεῖν τὸ παιδίον· καὶ ἐκάλουν αὐτὸ ἐπὶ τῷ ὀνόματι τοῦ πατρὸς αὐτοῦ Ζαχαρίαν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 60] Καὶ ἀποκριθεῖσα ἡ μήτηρ αὐτοῦ εἶπεν, Οὐχί, ἀλλὰ κληθήσεται Ἰωάννης.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 61] Καὶ εἶπον πρὸς αὐτὴν ὅτι Οὐδείς ἐστιν ἐν τῇ συγγενείᾳ σου ὃς καλεῖται τῷ ὀνόματι τούτῳ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 62] Ἐνένευον δὲ τῷ πατρὶ αὐτοῦ, τὸ τί ἂν θέλοι καλεῖσθαι αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 63] Καὶ αἰτήσας πινακίδιον ἔγραψε, λέγων, Ἰωάννης ἐστὶ τὸ ὄνομα αὐτοῦ· καὶ ἐθαύμασαν πάντες.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 64] Ἀνεῴχθη δὲ τὸ στόμα αὐτοῦ παραχρῆμα καὶ ἡ γλῶσσα αὐτοῦ, καὶ ἐλάλει εὐλογῶν τὸν Θεόν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 65] Καὶ ἐγένετο ἐπὶ πάντας φόβος τοὺς περιοικοῦντας αὐτούς· καὶ ἐν ὅλῃ τῇ ὀρεινῇ τῆς Ἰουδαίας διελαλεῖτο πάντα τὰ ῥήματα ταῦτα.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 66] Καὶ ἔθεντο πάντες οἱ ἀκούσαντες ἐν τῇ καρδίᾳ αὐτῶν, λέγοντες, Τί ἄρα τὸ παιδίον τοῦτο ἔσται; Καὶ χεὶρ Κυρίου ἦν μετ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 67] Καὶ Ζαχαρίας ὁ πατὴρ αὐτοῦ ἐπλήσθη πνεύματος ἁγίου, καὶ προεφήτευσε, λέγων,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 68] Εὐλογητὸς Κύριος ὁ Θεὸς τοῦ Ἰσραήλ, ὅτι ἐπεσκέψατο καὶ ἐποίησε λύτρωσιν τῷ λαῷ αὐτοῦ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 69] καὶ ἤγειρε κέρας σωτηρίας ἡμῖν ἐν τῷ οἴκῳ Δαβὶδ τοῦ παιδὸς αὐτοῦ —
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 70] καθὼς ἐλάλησε διὰ στόματος τῶν ἁγίων τῶν ἀπ᾿ αἰῶνος προφητῶν αὐτοῦ —
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 71] σωτηρίαν ἐξ ἐχθρῶν ἡμῶν, καὶ ἐκ χειρὸς πάντων τῶν μισούντων ἡμᾶς·
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 72] ποιῆσαι ἔλεος μετὰ τῶν πατέρων ἡμῶν, καὶ μνησθῆναι διαθήκης ἁγίας αὐτοῦ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 73] ὅρκον ὃν ὤμοσε πρὸς Ἀβραὰμ τὸν πατέρα ἡμῶν, τοῦ δοῦναι ἡμῖν,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 74] ἀφόβως, ἐκ χειρὸς τῶν ἐχθρῶν ἡμῶν ῥυσθέντας, λατρεύειν αὐτῷ
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 75] ἐν ὁσιότητι καὶ δικαιοσύνῃ ἐνώπιον αὐτοῦ πάσας τὰς ἡμέρας τῆς ζωῆς ἡμῶν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 76] Καὶ σύ, παιδίον, προφήτης ὑψίστου κληθήσῃ· προπορεύσῃ γὰρ πρὸ προσώπου Κυρίου ἑτοιμάσαι ὁδοὺς αὐτοῦ·
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 77] τοῦ δοῦναι γνῶσιν σωτηρίας τῷ λαῷ αὐτοῦ ἐν ἀφέσει ἁμαρτιῶν αὐτῶν,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 78] διὰ σπλάγχνα ἐλέους Θεοῦ ἡμῶν, ἐν οἷς ἐπεσκέψατο ἡμᾶς ἀνατολὴ ἐξ ὕψους,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 79] ἐπιφᾶναι τοῖς ἐν σκότει καὶ σκιᾷ θανάτου καθημένοις, τοῦ κατευθῦναι τοὺς πόδας ἡμῶν εἰς ὁδὸν εἰρήνης.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 80] Τὸ δὲ παιδίον ηὔξανε καὶ ἐκραταιοῦτο πνεύματι, καὶ ἦν ἐν ταῖς ἐρήμοις ἕως ἡμέρας ἀναδείξεως αὐτοῦ πρὸς τὸν Ἰσραήλ.
