[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 1] Παρῆσαν δέ τινες ἐν αὐτῷ τῷ καιρῷ ἀπαγγέλλοντες αὐτῷ περὶ τῶν Γαλιλαίων, ὧν τὸ αἷμα Πιλάτος ἔμιξε μετὰ τῶν θυσιῶν αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 20] Καὶ πάλιν εἶπε, Τίνι ὁμοιώσω τὴν βασιλείαν τοῦ Θεοῦ;
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 21] Ὁμοία ἐστὶ ζύμῃ, ἣν λαβοῦσα γυνὴ ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία, ἕως οὗ ἐζυμώθη ὅλον.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 22] Καὶ διεπορεύετο κατὰ πόλεις καὶ κώμας διδάσκων, καὶ πορείαν ποιούμενος εἰς Ἱερουσαλήμ.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 23] Εἶπε δέ τις αὐτῷ, Κύριε, εἰ ὀλίγοι οἱ σῳζόμενοι; Ὁ δὲ εἶπε πρὸς αὐτούς,
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 24] Ἀγωνίζεσθε εἰσελθεῖν διὰ τῆς στενῆς πύλης· ὅτι πολλοί, λέγω ὑμῖν, ζητήσουσιν εἰσελθεῖν, καὶ οὐκ ἰσχύσουσιν.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 25] Ἀφ᾿ οὗ ἂν ἐγερθῇ ὁ οἰκοδεσπότης καὶ ἀποκλείσῃ τὴν θύραν, καὶ ἄρξησθε ἔξω ἑστάναι καὶ κρούειν τὴν θύραν, λέγοντες, Κύριε, Κύριε, ἄνοιξον ἡμῖν· καὶ ἀποκριθεὶς ἐρεῖ ὑμῖν, Οὐκ οἶδα ὑμᾶς, πόθεν ἐστέ·
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 26] τότε ἄρξεσθε λέγειν, Ἐφάγομεν ἐνώπιόν σου καὶ ἐπίομεν, καὶ ἐν ταῖς πλατείαις ἡμῶν ἐδίδαξας.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 27] Καὶ ἐρεῖ, Λέγω ὑμῖν, οὐκ οἶδα ὑμᾶς πόθεν ἐστέ· ἀπόστητε ἀπ᾿ ἐμοῦ πάντες οἱ ἐργάται τῆς ἀδικίας.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 28] Ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων, ὅταν ὄψησθε Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ καὶ πάντας τοὺς προφήτας ἐν τῇ βασιλείᾳ τοῦ Θεοῦ, ὑμᾶς δὲ ἐκβαλλομένους ἔξω.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 29] Καὶ ἥξουσιν ἀπὸ ἀνατολῶν καὶ δυσμῶν, καὶ ἀπὸ βορρᾶ καὶ νότου, καὶ ἀνακλιθήσονται ἐν τῇ βασιλείᾳ τοῦ Θεοῦ.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 30] Καὶ ἰδού, εἰσὶν ἔσχατοι οἳ ἔσονται πρῶτοι, καὶ εἰσὶ πρῶτοι οἳ ἔσονται ἔσχατοι.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 31] Ἐν αὐτῇ τῇ ἡμέρᾳ προσῆλθόν τινες Φαρισαῖοι, λέγοντες αὐτῷ, Ἔξελθε καὶ πορεύου ἐντεῦθεν, ὅτι Ἡρῴδης θέλει σε ἀποκτεῖναι.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 32] Καὶ εἶπεν αὐτοῖς, Πορευθέντες εἴπατε τῇ ἀλώπεκι ταύτῃ, Ἰδού, ἐκβάλλω δαιμόνια καὶ ἰάσεις ἐπιτελῶ σήμερον καὶ αὔριον, καὶ τῇ τρίτῃ τελειοῦμαι.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 33] Πλὴν δεῖ με σήμερον καὶ αὔριον καὶ τῇ ἐχομένῃ πορεύεσθαι· ὅτι οὐκ ἐνδέχεται προφήτην ἀπολέσθαι ἔξω Ἱερουσαλήμ.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 34] Ἱερουσαλήμ, Ἱερουσαλήμ, ἡ ἀποκτείνουσα τοὺς προφήτας καὶ λιθοβολοῦσα τοὺς ἀπεσταλμένους πρὸς αὐτήν, ποσάκις ἠθέλησα ἐπισυνάξαι τὰ τέκνα σου, ὃν τρόπον ὄρνις τὴν ἑαυτῆς νοσσιὰν ὑπὸ τὰς πτέρυγας, καὶ οὐκ ἠθελήσατε.
[GRCGTR | EL | NT | Luke | Chapter 13 | Verse 35] Ἰδού, ἀφίεται ὑμῖν ὁ οἶκος ὑμῶν ἔρημος. Ἀμὴν δὲ λέγω ὑμῖν ὅτι οὐ μή με ἴδητε ἕως ἂν ἥξῃ, ὅτε εἴπητε, Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι Κυρίου.
