[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 1] Καὶ ἐγένετο ἐν τῷ καθεξῆς, καὶ αὐτὸς διώδευε κατὰ πόλιν καὶ κώμην, κηρύσσων καὶ εὐαγγελιζόμενος τὴν βασιλείαν τοῦ Θεοῦ· καὶ οἱ δώδεκα σὺν αὐτῷ,
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 19] Παρεγένοντο δὲ πρὸς αὐτὸν ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ οὐκ ἠδύναντο συντυχεῖν αὐτῷ διὰ τὸν ὄχλον.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 20] Καὶ ἀπηγγέλη αὐτῷ, λεγόντων, Ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἑστήκασιν ἔξω, ἰδεῖν σε θέλοντες.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 21] Ὁ δὲ ἀποκριθεὶς εἶπε πρὸς αὐτούς, Μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν, οἱ τὸν λόγον τοῦ Θεοῦ ἀκούοντες καὶ ποιοῦντες αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 22] Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν, καὶ αὐτὸς ἐνέβη εἰς πλοῖον καὶ οἱ μαθηταὶ αὐτοῦ, καὶ εἶπε πρὸς αὐτούς, Διέλθωμεν εἰς τὸ πέραν τῆς λίμνης. Καὶ ἀνήχθησαν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 23] Πλεόντων δὲ αὐτῶν ἀφύπνωσε· καὶ κατέβη λαῖλαψ ἀνέμου εἰς τὴν λίμνην, καὶ συνεπληροῦντο, καὶ ἐκινδύνευον.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 24] Προσελθόντες δὲ διήγειραν αὐτόν, λέγοντες, Ἐπιστάτα, ἐπιστάτα, ἀπολλύμεθα. Ὁ δὲ ἐγερθεὶς ἐπετίμησε τῷ ἀνέμῳ καὶ τῷ κλύδωνι τοῦ ὕδατος· καὶ ἐπαύσαντο, καὶ ἐγένετο γαλήνη.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 25] Εἶπε δὲ αὐτοῖς, Ποῦ ἐστιν ἡ πίστις ὑμῶν; Φοβηθέντες δὲ ἐθαύμασαν, λέγοντες πρὸς ἀλλήλους, Τίς ἄρα οὗτός ἐστιν, ὅτι καὶ τοῖς ἀνέμοις ἐπιτάσσει καὶ τῷ ὕδατι, καὶ ὑπακούουσιν αὐτῷ;
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 26] Καὶ κατέπλευσαν εἰς τὴν χώραν τῶν Γαδαρηνῶν, ἥτις ἐστὶν ἀντιπέραν τῆς Γαλιλαίας.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 27] Ἐξελθόντι δὲ αὐτῷ ἐπὶ τὴν γῆν, ὑπήντησεν αὐτῷ ἀνήρ τις ἐκ τῆς πόλεως, ὃς εἶχε δαιμόνια ἐκ χρόνων ἱκανῶν, καὶ ἱμάτιον οὐκ ἐνεδιδύσκετο, καὶ ἐν οἰκίᾳ οὐκ ἔμενεν, ἀλλ᾿ ἐν τοῖς μνήμασιν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 28] Ἰδὼν δὲ τὸν Ἰησοῦν, καὶ ἀνακράξας, προσέπεσεν αὐτῷ, καὶ φωνῇ μεγάλῃ εἶπε, Τί ἐμοὶ καὶ σοί, Ἰησοῦ, υἱὲ τοῦ Θεοῦ τοῦ ὑψίστου; Δέομαί σου, μή με βασανίσῃς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 29] + 8:29 Παρήγγειλε ¦ Παρήγγελλε STΠαρήγγειλε γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου· πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ἐδεσμεῖτο ἁλύσεσι καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ὑπὸ τοῦ δαίμονος εἰς τὰς ἐρήμους.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 30] Ἐπηρώτησε δὲ αὐτὸν ὁ Ἰησοῦς, λέγων, Τί σοι ἐστὶν ὄνομα; Ὁ δὲ εἶπε, Λεγεών, ὅτι δαιμόνια πολλὰ εἰσῆλθεν εἰς αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 31] Καὶ + 8:31 παρεκάλει ¦ παρεκάλουν SCR παρεκάλει αὐτὸν ἵνα μὴ ἐπιτάξῃ αὐτοῖς εἰς τὴν ἄβυσσον ἀπελθεῖν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 32] Ἦν δὲ ἐκεῖ ἀγέλη χοίρων ἱκανῶν βοσκομένων ἐν τῷ ὄρει· καὶ παρεκάλουν αὐτὸν ἵνα ἐπιτρέψῃ αὐτοῖς εἰς ἐκείνους εἰσελθεῖν. Καὶ ἐπέτρεψεν αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 33] Ἐξελθόντα δὲ τὰ δαιμόνια ἀπὸ τοῦ ἀνθρώπου εἰσῆλθεν εἰς τοὺς χοίρους· καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν λίμνην, καὶ ἀπεπνίγη.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 34] Ἰδόντες δὲ οἱ βόσκοντες τὸ γεγενημένον ἔφυγον, καὶ ἀπελθόντες ἀπήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 35] Ἐξῆλθον δὲ ἰδεῖν τὸ γεγονός· καὶ ἦλθον πρὸς τὸν Ἰησοῦν, καὶ εὗρον καθήμενον τὸν ἄνθρωπον ἀφ᾿ οὗ τὰ δαιμόνια ἐξεληλύθει, ἱματισμένον καὶ σωφρονοῦντα, παρὰ τοὺς πόδας τοῦ Ἰησοῦ· καὶ ἐφοβήθησαν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 36] Ἀπήγγειλαν δὲ αὐτοῖς καὶ οἱ ἰδόντες πῶς ἐσώθη ὁ δαιμονισθείς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 37] Καὶ ἠρώτησαν αὐτὸν ἅπαν τὸ πλῆθος τῆς περιχώρου τῶν Γαδαρηνῶν ἀπελθεῖν ἀπ᾿ αὐτῶν, ὅτι φόβῳ μεγάλῳ συνείχοντο· αὐτὸς δὲ ἐμβὰς εἰς τὸ πλοῖον ὑπέστρεψεν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 38] Ἐδέετο δὲ αὐτοῦ ὁ ἀνὴρ ἀφ᾿ οὗ ἐξεληλύθει τὰ δαιμόνια εἶναι σὺν αὐτῷ. Ἀπέλυσε δὲ αὐτὸν ὁ Ἰησοῦς λέγων,
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 39] Ὑπόστρεφε εἰς τὸν οἶκόν σου, καὶ διηγοῦ ὅσα ἐποίησέ σοι ὁ Θεός. Καὶ ἀπῆλθε, καθ᾿ ὅλην τὴν πόλιν κηρύσσων ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 40] Ἐγένετο δὲ ἐν τῷ ὑποστρέψαι τὸν Ἰησοῦν, ἀπεδέξατο αὐτὸν ὁ ὄχλος· ἦσαν γὰρ πάντες προσδοκῶντες αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 41] Καὶ ἰδού, ἦλθεν ἀνὴρ ᾧ ὄνομα Ἰάειρος, καὶ αὐτὸς ἄρχων τῆς συναγωγῆς ὑπῆρχε, καὶ πεσὼν παρὰ τοὺς πόδας τοῦ Ἰησοῦ παρεκάλει αὐτὸν εἰσελθεῖν εἰς τὸν οἶκον αὐτοῦ·
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 42] ὅτι θυγάτηρ μονογενὴς ἦν αὐτῷ ὡς ἐτῶν δώδεκα, καὶ αὕτη ἀπέθνῃσκεν. Ἐν δὲ τῷ ὑπάγειν αὐτὸν οἱ ὄχλοι συνέπνιγον αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 43] Καὶ γυνὴ οὖσα ἐν ῥύσει αἵματος ἀπὸ ἐτῶν δώδεκα, ἥτις εἰς ἰατροῖς προσαναλώσασα ὅλον τὸν βίον οὐκ ἴσχυσεν ὑπ᾿ οὐδενὸς θεραπευθῆναι,
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 44] προσελθοῦσα ὄπισθεν, ἥψατο τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ· καὶ παραχρῆμα ἔστη ἡ ῥύσις τοῦ αἵματος αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 45] Καὶ εἶπεν ὁ Ἰησοῦς, Τίς ὁ ἁψάμενός μου; Ἀρνουμένων δὲ πάντων, εἶπεν ὁ Πέτρος καὶ οἱ μετ᾿ αὐτοῦ, Ἐπιστάτα, οἱ ὄχλοι συνέχουσί σε καὶ ἀποθλίβουσι, καὶ λέγεις, Τίς ὁ ἁψάμενός μου;
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 46] Ὁ δὲ Ἰησοῦς εἶπεν, Ἥψατό μού τις· ἐγὼ γὰρ ἔγνων δύναμιν ἐξελθοῦσαν ἀπ᾿ ἐμοῦ.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 47] Ἰδοῦσα δὲ ἡ γυνὴ ὅτι οὐκ ἔλαθε, τρέμουσα ἦλθε, καὶ προσπεσοῦσα αὐτῷ, δι᾿ ἣν αἰτίαν ἥψατο αὐτοῦ ἀπήγγειλεν αὐτῷ ἐνώπιον παντὸς τοῦ λαοῦ, καὶ ὡς ἰάθη παραχρῆμα.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 48] Ὁ δὲ εἶπεν αὐτῇ, Θάρσει, θύγατερ, ἡ πίστις σου σέσωκέ σε· πορεύου εἰς εἰρήνην.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 49] Ἔτι αὐτοῦ λαλοῦντος, ἔρχεταί τις παρὰ τοῦ ἀρχισυναγώγου, λέγων αὐτῷ ὅτι Τέθνηκεν ἡ θυγάτηρ σου· μὴ σκύλλε τὸν διδάσκαλον.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 50] Ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη αὐτῷ, λέγων, Μὴ φοβοῦ· μόνον πίστευε, καὶ σωθήσεται.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 51] Εἰσελθὼν δὲ εἰς τὴν οἰκίαν, οὐκ ἀφῆκεν εἰσελθεῖν οὐδένα, εἰ μὴ Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην, καὶ τὸν πατέρα τῆς παιδὸς καὶ τὴν μητέρα.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 52] Ἔκλαιον δὲ πάντες, καὶ ἐκόπτοντο αὐτήν. Ὁ δὲ εἶπε, Μὴ κλαίετε· οὐκ ἀπέθανεν, ἀλλὰ καθεύδει.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 53] Καὶ κατεγέλων αὐτοῦ, εἰδότες ὅτι ἀπέθανεν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 54] Αὐτὸς δὲ ἐκβαλὼν ἔξω πάντας, καὶ κρατήσας τῆς χειρὸς αὐτῆς, ἐφώνησε λέγων, Ἡ παῖς, ἐγείρου.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 55] Καὶ ἐπέστρεψε τὸ πνεῦμα αὐτῆς, καὶ ἀνέστη παραχρῆμα· καὶ διέταξεν αὐτῇ δοθῆναι φαγεῖν.
[GRCGTR | EL | NT | Luke | Chapter 8 | Verse 56] Καὶ ἐξέστησαν οἱ γονεῖς αὐτῆς· ὁ δὲ παρήγγειλεν αὐτοῖς μηδενὶ εἰπεῖν τὸ γεγονός.
