[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 1] Ἐγένετο δὲ ἐν ταῖς ἡμέραις ἐκείναις, ἐξῆλθε δόγμα παρὰ Καίσαρος Αὐγούστου, ἀπογράφεσθαι πᾶσαν τὴν οἰκουμένην.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 12] Καὶ τοῦτο ὑμῖν τὸ σημεῖον· εὑρήσετε βρέφος ἐσπαργανωμένον, κείμενον ἐν τῇ φάτνῃ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 13] Καὶ ἐξαίφνης ἐγένετο σὺν τῷ ἀγγέλῳ πλῆθος στρατιᾶς οὐρανίου, αἰνούντων τὸν Θεόν, καὶ λεγόντων,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 14] Δόξα ἐν ὑψίστοις Θεῷ, καὶ ἐπὶ γῆς εἰρήνη· ἐν ἀνθρώποις εὐδοκία.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 15] Καὶ ἐγένετο, ὡς ἀπῆλθον ἀπ᾿ αὐτῶν εἰς τὸν οὐρανὸν οἱ ἄγγελοι, καὶ οἱ ἄνθρωποι οἱ ποιμένες εἶπον πρὸς ἀλλήλους, Διέλθωμεν δὴ ἕως Βηθλέεμ, καὶ ἴδωμεν τὸ ῥῆμα τοῦτο τὸ γεγονός, ὃ ὁ Κύριος ἐγνώρισεν ἡμῖν.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 16] Καὶ ἦλθον σπεύσαντες, καὶ ἀνεῦρον τήν τε Μαριὰμ καὶ τὸν Ἰωσήφ, καὶ τὸ βρέφος κείμενον ἐν τῇ φάτνῃ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 17] Ἰδόντες δὲ διεγνώρισαν περὶ τοῦ ῥήματος τοῦ λαληθέντος αὐτοῖς περὶ τοῦ παιδίου τούτου.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 18] Καὶ πάντες οἱ ἀκούσαντες ἐθαύμασαν περὶ τῶν λαληθέντων ὑπὸ τῶν ποιμένων πρὸς αὐτούς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 19] Ἡ δὲ Μαριὰμ πάντα συνετήρει τὰ ῥήματα ταῦτα, συμβάλλουσα ἐν τῇ καρδίᾳ αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 20] Καὶ ἐπέστρεψαν οἱ ποιμένες, δοξάζοντες καὶ αἰνοῦντες τὸν Θεὸν ἐπὶ πᾶσιν οἷς ἤκουσαν καὶ εἶδον, καθὼς ἐλαλήθη πρὸς αὐτούς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 21] Καὶ ὅτε ἐπλήσθησαν ἡμέραι ὀκτὼ τοῦ περιτεμεῖν τὸ παιδίον, καὶ ἐκλήθη τὸ ὄνομα αὐτοῦ Ἰησοῦς, τὸ κληθὲν ὑπὸ τοῦ ἀγγέλου πρὸ τοῦ συλληφθῆναι αὐτὸν ἐν τῇ κοιλίᾳ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 22] Καὶ ὅτε ἐπλήσθησαν αἱ ἡμέραι τοῦ καθαρισμοῦ + 2:22 αὐτῆς ¦ αὐτῶν ST αὐτῆς κατὰ τὸν νόμον Μωσέως, ἀνήγαγον αὐτὸν εἰς Ἱεροσόλυμα, παραστῆσαι τῷ Κυρίῳ —
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 23] καθὼς γέγραπται ἐν νόμῳ Κυρίου ὅτι Πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ Κυρίῳ κληθήσεται —
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 24] καὶ τοῦ δοῦναι θυσίαν κατὰ τὸ εἰρημένον ἐν νόμῳ Κυρίου, Ζεῦγος τρυγόνων ἢ δύο νεοσσοὺς περιστερῶν.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 25] Καὶ ἰδού, ἦν ἄνθρωπος ἐν Ἱερουσαλήμ, ᾧ ὄνομα + 2:25 Συμεών ¦ Σιμεών SCR Συμεών, καὶ ὁ ἄνθρωπος οὗτος δίκαιος καὶ εὐλαβής, προσδεχόμενος παράκλησιν τοῦ Ἰσραήλ, καὶ πνεῦμα ἅγιον ἦν ἐπ᾿ αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 26] Καὶ ἦν αὐτῷ κεχρηματισμένον ὑπὸ τοῦ πνεύματος τοῦ ἁγίου, μὴ ἰδεῖν θάνατον πρὶν ἢ ἴδῃ τὸν Χριστὸν Κυρίου.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 27] Καὶ ἦλθεν ἐν τῷ πνεύματι εἰς τὸ ἱερόν· καὶ ἐν τῷ εἰσαγαγεῖν τοὺς γονεῖς τὸ παιδίον Ἰησοῦν, τοῦ ποιῆσαι αὐτοὺς κατὰ τὸ εἰθισμένον τοῦ νόμου περὶ αὐτοῦ,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 28] καὶ αὐτὸς ἐδέξατο αὐτὸ εἰς τὰς ἀγκάλας αὐτοῦ, καὶ εὐλόγησε τὸν Θεόν, καὶ εἶπε,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 29] Νῦν ἀπολύεις τὸν δοῦλόν σου, δέσποτα, κατὰ τὸ ῥῆμά σου, ἐν εἰρήνῃ·
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 30] ὅτι εἶδον οἱ ὀφθαλμοί μου τὸ σωτήριόν σου,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 31] ὃ ἡτοίμασας κατὰ πρόσωπον πάντων τῶν λαῶν·
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 32] φῶς εἰς ἀποκάλυψιν ἐθνῶν, καὶ δόξαν λαοῦ σου Ἰσραήλ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 33] Καὶ ἦν Ἰωσὴφ καὶ ἡ μήτηρ αὐτοῦ θαυμάζοντες ἐπὶ τοῖς λαλουμένοις περὶ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 34] Καὶ εὐλόγησεν αὐτοὺς + 2:34 Συμεών ¦ Σιμεών SCR Συμεών, καὶ εἶπε πρὸς Μαριὰμ τὴν μητέρα αὐτοῦ, Ἰδού, οὗτος κεῖται εἰς πτῶσιν καὶ ἀνάστασιν πολλῶν ἐν τῷ Ἰσραήλ, καὶ εἰς σημεῖον ἀντιλεγόμενον·
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 35] καὶ σοῦ δὲ αὐτῆς τὴν ψυχὴν διελεύσεται ῥομφαία· ὅπως ἂν ἀποκαλυφθῶσιν ἐκ πολλῶν καρδιῶν διαλογισμοί.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 36] Καὶ ἦν Ἅννα προφῆτις, θυγάτηρ Φανουήλ, ἐκ φυλῆς Ἀσήρ — αὕτη προβεβηκυῖα ἐν ἡμέραις πολλαῖς, ζήσασα ἔτη μετὰ ἀνδρὸς ἑπτὰ ἀπὸ τῆς παρθενίας αὐτῆς,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 37] καὶ αὕτη χήρα ὡς ἐτῶν ὀγδοήκοντα τεσσάρων — ἣ οὐκ ἀφίστατο ἀπὸ τοῦ ἱεροῦ, νηστείαις καὶ δεήσεσι λατρεύουσα νύκτα καὶ ἡμέραν.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 38] Καὶ αὕτη αὐτῇ τῇ ὥρᾳ ἐπιστᾶσα ἀνθωμολογεῖτο τῷ Κυρίῳ, καὶ ἐλάλει περὶ αὐτοῦ πᾶσι τοῖς προσδεχομένοις λύτρωσιν ἐν Ἱερουσαλήμ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 39] Καὶ ὡς ἐτέλεσαν ἅπαντα τὰ κατὰ τὸν νόμον Κυρίου, ὑπέστρεψαν εἰς τὴν Γαλιλαίαν, εἰς τὴν πόλιν αὐτῶν + 2:39 Ναζαρέθ ¦ Ναζαρέτ STΝαζαρέθ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 40] Τὸ δὲ παιδίον ηὔξανε, καὶ ἐκραταιοῦτο πνεύματι, πληρούμενον σοφίας· καὶ χάρις Θεοῦ ἦν ἐπ᾿ αὐτό.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 41] Καὶ ἐπορεύοντο οἱ γονεῖς αὐτοῦ κατ᾿ ἔτος εἰς Ἱερουσαλὴμ τῇ ἑορτῇ τοῦ Πάσχα.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 42] Καὶ ὅτε ἐγένετο ἐτῶν δώδεκα, ἀναβάντων αὐτῶν εἰς Ἱεροσόλυμα κατὰ τὸ ἔθος τῆς ἑορτῆς,
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 43] καὶ τελειωσάντων τὰς ἡμέρας, ἐν τῷ ὑποστρέφειν αὐτούς, ὑπέμεινεν Ἰησοῦς ὁ παῖς ἐν Ἱερουσαλήμ· καὶ οὐκ ἔγνω Ἰωσὴφ καὶ ἡ μήτηρ αὐτοῦ·
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 44] νομίσαντες δὲ αὐτὸν ἐν τῇ συνοδίᾳ εἶναι, ἦλθον ἡμέρας ὁδόν, καὶ ἀνεζήτουν αὐτὸν ἐν τοῖς συγγενέσι καὶ ἐν τοῖς γνωστοῖς·
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 45] καὶ μὴ εὑρόντες αὐτόν, ὑπέστρεψαν εἰς Ἱερουσαλήμ, ζητοῦντες αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 46] Καὶ ἐγένετο, μεθ᾿ ἡμέρας τρεῖς εὗρον αὐτὸν ἐν τῷ ἱερῷ, καθεζόμενον ἐν μέσῳ τῶν διδασκάλων, καὶ ἀκούοντα αὐτῶν, καὶ ἐπερωτῶντα αὐτούς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 47] Ἐξίσταντο δὲ πάντες οἱ ἀκούοντες αὐτοῦ ἐπὶ τῇ συνέσει καὶ ταῖς ἀποκρίσεσιν αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 48] Καὶ ἰδόντες αὐτὸν ἐξεπλάγησαν· καὶ πρὸς αὐτὸν ἡ μήτηρ αὐτοῦ εἶπε, Τέκνον, τί ἐποίησας ἡμῖν οὕτως; Ἰδού, ὁ πατήρ σου κἀγὼ ὀδυνώμενοι ἐζητοῦμέν σε.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 49] Καὶ εἶπε πρὸς αὐτούς, Τί ὅτι ἐζητεῖτέ με; Οὐκ ᾔδειτε ὅτι ἐν τοῖς τοῦ πατρός μου δεῖ εἶναί με;
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 50] Καὶ αὐτοὶ οὐ συνῆκαν τὸ ῥῆμα ὃ ἐλάλησεν αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 51] Καὶ κατέβη μετ᾿ αὐτῶν, καὶ ἦλθεν εἰς + 2:51 Ναζαρέθ ¦ Ναζαρέτ STΝαζαρέθ· καὶ ἦν ὑποτασσόμενος αὐτοῖς. Καὶ ἡ μήτηρ αὐτοῦ διετήρει πάντα τὰ ῥήματα ταῦτα ἐν τῇ καρδίᾳ αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 2 | Verse 52] Καὶ Ἰησοῦς προέκοπτε σοφίᾳ καὶ ἡλικίᾳ, καὶ χάριτι παρὰ Θεῷ καὶ ἀνθρώποις.
