[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 1] Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν ἐκείνων, διδάσκοντος αὐτοῦ τὸν λαὸν ἐν τῷ ἱερῷ καὶ εὐαγγελιζομένου, ἐπέστησαν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς σὺν τοῖς πρεσβυτέροις,
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 12] Καὶ προσέθετο πέμψαι τρίτον· οἱ δὲ καὶ τοῦτον τραυματίσαντες ἐξέβαλον.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 13] Εἶπε δὲ ὁ κύριος τοῦ ἀμπελῶνος, Τί ποιήσω; Πέμψω τὸν υἱόν μου τὸν ἀγαπητόν· ἴσως τοῦτον ἰδόντες ἐντραπήσονται.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 14] Ἰδόντες δὲ αὐτὸν οἱ γεωργοὶ διελογίζοντο πρὸς ἑαυτούς, λέγοντες, Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε, ἀποκτείνωμεν αὐτόν, ἵνα ἡμῶν γένηται ἡ κληρονομία.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 15] Καὶ ἐκβαλόντες αὐτὸν ἔξω τοῦ ἀμπελῶνος, ἀπέκτειναν. Τί οὖν ποιήσει αὐτοῖς ὁ κύριος τοῦ ἀμπελῶνος;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 16] Ἐλεύσεται καὶ ἀπολέσει τοὺς γεωργοὺς τούτους, καὶ δώσει τὸν ἀμπελῶνα ἄλλοις. Ἀκούσαντες δὲ εἶπον, Μὴ γένοιτο.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 17] Ὁ δὲ ἐμβλέψας αὐτοῖς εἶπε, Τί οὖν ἐστι τὸ γεγραμμένον τοῦτο, Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 18] Πᾶς ὁ πεσὼν ἐπ᾿ ἐκεῖνον τὸν λίθον συνθλασθήσεται· ἐφ᾿ ὃν δ᾿ ἂν πέσῃ, λικμήσει αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 19] Καὶ ἐζήτησαν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς ἐπιβαλεῖν ἐπ᾿ αὐτὸν τὰς χεῖρας ἐν αὐτῇ τῇ ὥρᾳ, καὶ ἐφοβήθησαν τὸν λαόν· ἔγνωσαν γὰρ ὅτι πρὸς αὐτοὺς τὴν παραβολὴν ταύτην εἶπε.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 20] Καὶ παρατηρήσαντες ἀπέστειλαν ἐγκαθέτους, ὑποκρινομένους ἑαυτοὺς δικαίους εἶναι, ἵνα ἐπιλάβωνται αὐτοῦ λόγου, εἰς τὸ παραδοῦναι αὐτὸν τῇ ἀρχῇ καὶ τῇ ἐξουσίᾳ τοῦ ἡγεμόνος.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 21] Καὶ ἐπηρώτησαν αὐτόν, λέγοντες, Διδάσκαλε, οἴδαμεν ὅτι ὀρθῶς λέγεις καὶ διδάσκεις· καὶ οὐ λαμβάνεις πρόσωπον, ἀλλ᾿ ἐπ᾿ ἀληθείας τὴν ὁδὸν τοῦ Θεοῦ διδάσκεις.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 22] Ἔξεστιν ἡμῖν Καίσαρι φόρον δοῦναι, ἢ οὔ;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 23] Κατανοήσας δὲ αὐτῶν τὴν πανουργίαν, εἶπε πρὸς αὐτούς, Τί με πειράζετε;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 24] Ἐπιδείξατέ μοι δηνάριον· τίνος ἔχει εἰκόνα καὶ ἐπιγραφήν; Ἀποκριθέντες δὲ εἶπον, Καίσαρος.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 25] Ὁ δὲ εἶπεν αὐτοῖς, Ἀπόδοτε τοίνυν τὰ Καίσαρος Καίσαρι, καὶ τὰ τοῦ Θεοῦ τῷ Θεῷ.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 26] Καὶ οὐκ ἴσχυσαν ἐπιλαβέσθαι αὐτοῦ ῥήματος ἐναντίον τοῦ λαοῦ· καὶ θαυμάσαντες ἐπὶ τῇ ἀποκρίσει αὐτοῦ, ἐσίγησαν.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 27] Προσελθόντες δέ τινες τῶν Σαδδουκαίων, οἱ ἀντιλέγοντες ἀνάστασιν μὴ εἶναι, ἐπηρώτησαν αὐτόν,
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 28] λέγοντες, Διδάσκαλε, Μωσῆς ἔγραψεν ἡμῖν, Ἐάν τινος ἀδελφὸς ἀποθάνῃ ἔχων γυναῖκα, καὶ οὗτος ἄτεκνος ἀποθάνῃ, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα, καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 29] Ἑπτὰ οὖν ἀδελφοὶ ἦσαν· καὶ ὁ πρῶτος λαβὼν γυναῖκα, ἀπέθανεν ἄτεκνος·
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 30] καὶ ἔλαβεν ὁ δεύτερος τὴν γυναῖκα, καὶ οὗτος ἀπέθανεν ἄτεκνος.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 31] Καὶ ὁ τρίτος ἔλαβεν αὐτήν. Ὡσαύτως δὲ καὶ οἱ ἑπτά· + 20:31 καὶ ¦ — ST καὶ οὐ κατέλιπον τέκνα, καὶ ἀπέθανον.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 32] Ὕστερον + 20:32 δὲ ¦ — SCR δὲ πάντων ἀπέθανε καὶ ἡ γυνή.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 33] Ἐν τῇ οὖν ἀναστάσει, τίνος αὐτῶν γίνεται γυνή; Οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 34] Καὶ ἀποκριθεὶς εἶπεν αὐτοῖς ὁ Ἰησοῦς, Οἱ υἱοὶ τοῦ αἰῶνος τούτου γαμοῦσι καὶ ἐκγαμίσκονται·
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 35] οἱ δὲ καταξιωθέντες τοῦ αἰῶνος ἐκείνου τυχεῖν καὶ τῆς ἀναστάσεως τῆς ἐκ νεκρῶν οὔτε γαμοῦσιν οὔτε ἐκγαμίσκονται·
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 36] οὔτε γὰρ ἀποθανεῖν ἔτι δύνανται· ἰσάγγελοι γάρ εἰσι, καὶ υἱοί εἰσι τοῦ Θεοῦ, τῆς ἀναστάσεως υἱοὶ ὄντες.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 37] Ὅτι δὲ ἐγείρονται οἱ νεκροί, καὶ Μωσῆς ἐμήνυσεν ἐπὶ τῆς βάτου, ὡς λέγει, Κύριον τὸν Θεὸν Ἀβραὰμ καὶ τὸν Θεὸν Ἰσαὰκ καὶ τὸν Θεὸν Ἰακώβ.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 38] Θεὸς δὲ οὐκ ἔστι νεκρῶν, ἀλλὰ ζώντων· πάντες γὰρ αὐτῷ ζῶσιν.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 39] Ἀποκριθέντες δέ τινες τῶν γραμματέων εἶπον, Διδάσκαλε, καλῶς εἶπας.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 40] Οὐκέτι δὲ ἐτόλμων ἐπερωτᾷν αὐτὸν οὐδέν.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 41] Εἶπε δὲ πρὸς αὐτούς, Πῶς λέγουσι τὸν Χριστὸν υἱὸν Δαβὶδ εἶναι;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 42] Καὶ αὐτὸς Δαβὶδ λέγει ἐν βίβλῳ ψαλμῶν, Εἶπεν ὁ Κύριος τῷ Κυρίῳ μου, Κάθου ἐκ δεξιῶν μου,
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 43] ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 44] Δαβὶδ οὖν Κύριον αὐτὸν καλεῖ, καὶ πῶς υἱὸς αὐτοῦ ἐστιν;
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 45] Ἀκούοντος δὲ παντὸς τοῦ λαοῦ, εἶπε τοῖς μαθηταῖς αὐτοῦ,
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 46] Προσέχετε ἀπὸ τῶν γραμματέων τῶν θελόντων περιπατεῖν ἐν στολαῖς, καὶ φιλούντων ἀσπασμοὺς ἐν ταῖς ἀγοραῖς, καὶ πρωτοκαθεδρίας ἐν ταῖς συναγωγαῖς, καὶ πρωτοκλισίας ἐν τοῖς δείπνοις·
[GRCGTR | EL | NT | Luke | Chapter 20 | Verse 47] οἳ κατεσθίουσι τὰς οἰκίας τῶν χηρῶν, καὶ προφάσει μακρὰ προσεύχονται. Οὗτοι λήψονται περισσότερον κρίμα.
