[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 1] Ἐπεὶ δὲ ἐπλήρωσε πάντα τὰ ῥήματα αὐτοῦ εἰς τὰς ἀκοὰς τοῦ λαοῦ, εἰσῆλθεν εἰς Καπερναούμ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 14] Καὶ προσελθὼν ἥψατο τῆς σοροῦ· οἱ δὲ βαστάζοντες ἔστησαν. Καὶ εἶπε, Νεανίσκε, σοὶ λέγω, ἐγέρθητι.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 15] Καὶ ἀνεκάθισεν ὁ νεκρός, καὶ ἤρξατο λαλεῖν. Καὶ ἔδωκεν αὐτὸν τῇ μητρὶ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 16] Ἔλαβε δὲ φόβος ἅπαντας, καὶ ἐδόξαζον τὸν Θεόν, λέγοντες ὅτι Προφήτης μέγας ἐγήγερται ἐν ἡμῖν, καὶ ὅτι Ἐπεσκέψατο ὁ Θεὸς τὸν λαὸν αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 17] Καὶ ἐξῆλθεν ὁ λόγος οὗτος ἐν ὅλῃ τῇ Ἰουδαίᾳ περὶ αὐτοῦ, καὶ ἐν πάσῃ τῇ περιχώρῳ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 18] Καὶ ἀπήγγειλαν Ἰωάννῃ οἱ μαθηταὶ αὐτοῦ περὶ πάντων τούτων.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 19] Καὶ προσκαλεσάμενος δύο τινὰς τῶν μαθητῶν αὐτοῦ ὁ Ἰωάννης ἔπεμψε πρὸς τὸν Ἰησοῦν, λέγων, Σὺ εἶ ὁ ἐρχόμενος, ἢ ἄλλον προσδοκῶμεν;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 20] Παραγενόμενοι δὲ πρὸς αὐτὸν οἱ ἄνδρες εἶπον, Ἰωάννης ὁ βαπτιστὴς ἀπέσταλκεν ἡμᾶς πρός σε, λέγων, Σὺ εἶ ὁ ἐρχόμενος, ἢ ἄλλον προσδοκῶμεν;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 21] Ἐν αὐτῇ δὲ τῇ ὥρᾳ ἐθεράπευσε πολλοὺς ἀπὸ νόσων καὶ μαστίγων καὶ πνευμάτων πονηρῶν, καὶ τυφλοῖς πολλοῖς ἐχαρίσατο τὸ βλέπειν.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 22] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς, Πορευθέντες ἀπαγγείλατε Ἰωάννῃ ἃ εἴδετε καὶ ἠκούσατε· ὅτι τυφλοὶ ἀναβλέπουσι, χωλοὶ περιπατοῦσι, λεπροὶ καθαρίζονται, κωφοὶ ἀκούουσι, νεκροὶ ἐγείρονται, πτωχοὶ εὐαγγελίζονται·
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 23] καὶ μακάριός ἐστιν, ὃς ἐὰν μὴ σκανδαλισθῇ ἐν ἐμοί.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 24] Ἀπελθόντων δὲ τῶν ἀγγέλων Ἰωάννου, ἤρξατο λέγειν πρὸς τοὺς ὄχλους περὶ Ἰωάννου, Τί ἐξεληλύθατε εἰς τὴν ἔρημον θεάσασθαι; Κάλαμον ὑπὸ ἀνέμου σαλευόμενον;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 25] Ἀλλὰ τί ἐξεληλύθατε ἰδεῖν; Ἄνθρωπον ἐν μαλακοῖς ἱματίοις ἠμφιεσμένον; Ἰδού, οἱ ἐν ἱματισμῷ ἐνδόξῳ καὶ τρυφῇ ὑπάρχοντες ἐν τοῖς βασιλείοις εἰσίν.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 26] Ἀλλὰ τί ἐξεληλύθατε ἰδεῖν; Προφήτην; Ναί, λέγω ὑμῖν, καὶ περισσότερον προφήτου.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 27] Οὗτός ἐστι περὶ οὗ γέγραπται, Ἰδού, ἐγὼ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ὃς κατασκευάσει τὴν ὁδόν σου ἔμπροσθέν σου.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 28] Λέγω γὰρ ὑμῖν, μείζων ἐν γεννητοῖς γυναικῶν προφήτης Ἰωάννου τοῦ βαπτιστοῦ οὐδείς ἐστιν· ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τοῦ Θεοῦ μείζων αὐτοῦ ἐστι.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 29] Καὶ πᾶς ὁ λαὸς ἀκούσας καὶ οἱ τελῶναι ἐδικαίωσαν τὸν Θεόν, βαπτισθέντες τὸ βάπτισμα Ἰωάννου·
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 30] οἱ δὲ Φαρισαῖοι καὶ οἱ νομικοὶ τὴν βουλὴν τοῦ Θεοῦ ἠθέτησαν εἰς ἑαυτούς, μὴ βαπτισθέντες ὑπ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 31] Εἶπε δὲ ὁ Κύριος, Τίνι οὖν ὁμοιώσω τοὺς ἀνθρώπους τῆς γενεᾶς ταύτης, καὶ τίνι εἰσὶν ὅμοιοι;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 32] Ὅμοιοί εἰσι παιδίοις τοῖς ἐν ἀγορᾷ καθημένοις, καὶ προσφωνοῦσιν ἀλλήλοις, καὶ λέγουσιν, Ηὐλήσαμεν ὑμῖν, καὶ οὐκ ὠρχήσασθε· ἐθρηνήσαμεν ὑμῖν, καὶ οὐκ ἐκλαύσατε.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 33] Ἐλήλυθε γὰρ Ἰωάννης ὁ βαπτιστὴς μήτε ἄρτον ἐσθίων μήτε οἶνον πίνων, καὶ λέγετε, Δαιμόνιον ἔχει·
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 34] ἐλήλυθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγετε, Ἰδού, ἄνθρωπος φάγος καὶ οἰνοπότης, τελωνῶν φίλος καὶ ἁμαρτωλῶν.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 35] Καὶ ἐδικαιώθη ἡ σοφία ἀπὸ τῶν τέκνων αὐτῆς πάντων.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 36] Ἠρώτα δέ τις αὐτὸν τῶν Φαρισαίων ἵνα φάγῃ μετ᾿ αὐτοῦ· καὶ εἰσελθὼν εἰς τὴν οἰκίαν τοῦ Φαρισαίου ἀνεκλίθη.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 37] Καὶ ἰδού, γυνὴ ἐν τῇ πόλει, ἥτις ἦν ἁμαρτωλός, ἐπιγνοῦσα ὅτι ἀνάκειται ἐν τῇ οἰκίᾳ τοῦ Φαρισαίου, κομίσασα ἀλάβαστρον μύρου,
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 38] καὶ στᾶσα παρὰ τοὺς πόδας αὐτοῦ ὀπίσω κλαίουσα, ἤρξατο βρέχειν τοὺς πόδας αὐτοῦ τοῖς δάκρυσι, καὶ ταῖς θριξὶ τῆς κεφαλῆς αὐτῆς ἐξέμασσε, καὶ κατεφίλει τοὺς πόδας αὐτοῦ, καὶ ἤλειφε τῷ μύρῳ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 39] Ἰδὼν δὲ ὁ Φαρισαῖος ὁ καλέσας αὐτὸν εἶπεν ἐν ἑαυτῷ λέγων, Οὗτος, εἰ ἦν προφήτης, ἐγίνωσκεν ἂν τίς καὶ ποταπὴ ἡ γυνὴ ἥτις ἅπτεται αὐτοῦ, ὅτι ἁμαρτωλός ἐστι.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 40] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπε πρὸς αὐτόν, Σίμων, ἔχω σοί τι εἰπεῖν. Ὁ δέ φησι, Διδάσκαλε, εἰπέ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 41] Δύο χρεωφειλέται ἦσαν δανειστῇ τινί· ὁ εἷς ὤφειλε δηνάρια πεντακόσια, ὁ δὲ ἕτερος πεντήκοντα.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 42] Μὴ ἐχόντων δὲ αὐτῶν ἀποδοῦναι, ἀμφοτέροις ἐχαρίσατο. Τίς οὖν αὐτῶν, εἰπέ, πλεῖον αὐτὸν ἀγαπήσει;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 43] Ἀποκριθεὶς δὲ ὁ Σίμων εἶπεν, Ὑπολαμβάνω ὅτι ᾧ τὸ πλεῖον ἐχαρίσατο. Ὁ δὲ εἶπεν αὐτῷ, Ὀρθῶς ἔκρινας.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 44] Καὶ στραφεὶς πρὸς τὴν γυναῖκα, τῷ Σίμωνι ἔφη, Βλέπεις ταύτην τὴν γυναῖκα; Εἰσῆλθόν σου εἰς τὴν οἰκίαν, ὕδωρ ἐπὶ τοὺς πόδας μου οὐκ ἔδωκας· αὕτη δὲ τοῖς δάκρυσιν ἔβρεξέ μου τοὺς πόδας, καὶ ταῖς θριξὶ τῆς κεφαλῆς αὐτῆς ἐξέμαξε.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 45] Φίλημά μοι οὐκ ἔδωκας· αὕτη δέ, ἀφ᾿ ἧς εἰσῆλθον, οὐ διέλιπε καταφιλοῦσά μου τοὺς πόδας.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 46] Ἐλαίῳ τὴν κεφαλήν μου οὐκ ἤλειψας· αὕτη δὲ μύρῳ ἤλειψέ μου τοὺς πόδας.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 47] Οὗ χάριν, λέγω σοι, ἀφέωνται αἱ ἁμαρτίαι αὐτῆς αἱ πολλαί, ὅτι ἠγάπησε πολύ· ᾧ δὲ ὀλίγον ἀφίεται, ὀλίγον ἀγαπᾷ.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 48] Εἶπε δὲ αὐτῇ, Ἀφέωνταί σου αἱ ἁμαρτίαι.
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 49] Καὶ ἤρξαντο οἱ συνανακείμενοι λέγειν ἐν ἑαυτοῖς, Τίς οὗτός ἐστιν ὃς καὶ ἁμαρτίας ἀφίησιν;
[GRCGTR | EL | NT | Luke | Chapter 7 | Verse 50] Εἶπε δὲ πρὸς τὴν γυναῖκα, Ἡ πίστις σου σέσωκέ σε· πορεύου εἰς εἰρήνην.
