[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 1] Τῇ δὲ μιᾷ τῶν σαββάτων, ὄρθρου βαθέος, ἦλθον ἐπὶ τὸ μνῆμα, φέρουσαι ἃ ἡτοίμασαν ἀρώματα, καί τινες σὺν αὐταῖς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 12] Ὁ δὲ Πέτρος ἀναστὰς ἔδραμεν ἐπὶ τὸ μνημεῖον, καὶ παρακύψας βλέπει τὰ ὀθόνια κείμενα μόνα· καὶ ἀπῆλθε πρὸς ἑαυτὸν θαυμάζων τὸ γεγονός.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 13] Καὶ ἰδού, δύο ἐξ αὐτῶν ἦσαν πορευόμενοι ἐν αὐτῇ τῇ ἡμέρᾳ εἰς κώμην ἀπέχουσαν σταδίους ἑξήκοντα ἀπὸ Ἱερουσαλήμ, ᾗ ὄνομα Ἐμμαούς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 14] Καὶ αὐτοὶ ὡμίλουν πρὸς ἀλλήλους περὶ πάντων τῶν συμβεβηκότων τούτων.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 15] Καὶ ἐγένετο ἐν τῷ ὁμιλεῖν αὐτοὺς καὶ συζητεῖν, καὶ αὐτὸς ὁ Ἰησοῦς ἐγγίσας συνεπορεύετο αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 16] Οἱ δὲ ὀφθαλμοὶ αὐτῶν ἐκρατοῦντο τοῦ μὴ ἐπιγνῶναι αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 17] Εἶπε δὲ πρὸς αὐτούς, Τίνες οἱ λόγοι οὗτοι οὓς ἀντιβάλλετε πρὸς ἀλλήλους περιπατοῦντες, καί ἐστε σκυθρωποί;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 18] Ἀποκριθεὶς δὲ ὁ εἷς, ᾧ ὄνομα Κλεοπᾶς, εἶπε πρὸς αὐτόν, Σὺ μόνος παροικεῖς ἐν Ἱερουσαλήμ, καὶ οὐκ ἔγνως τὰ γενόμενα ἐν αὐτῇ ἐν ταῖς ἡμέραις ταύταις;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 19] Καὶ εἶπεν αὐτοῖς, Ποῖα; Οἱ δὲ εἶπον αὐτῷ, Τὰ περὶ Ἰησοῦ τοῦ Ναζωραίου, ὃς ἐγένετο ἀνὴρ προφήτης δυνατὸς ἐν ἔργῳ καὶ λόγῳ ἐναντίον τοῦ Θεοῦ καὶ παντὸς τοῦ λαοῦ·
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 20] ὅπως τε παρέδωκαν αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ ἄρχοντες ἡμῶν εἰς κρίμα θανάτου, καὶ ἐσταύρωσαν αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 21] Ἡμεῖς δὲ ἠλπίζομεν ὅτι αὐτός ἐστιν ὁ μέλλων λυτροῦσθαι τὸν Ἰσραήλ. Ἀλλά γε σὺν πᾶσι τούτοις τρίτην ταύτην ἡμέραν ἄγει σήμερον ἀφ᾿ οὗ ταῦτα ἐγένετο.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 22] Ἀλλὰ καὶ γυναῖκές τινες ἐξ ἡμῶν ἐξέστησαν ἡμᾶς, γενόμεναι ὄρθριαι ἐπὶ τὸ μνημεῖον·
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 23] καὶ μὴ εὑροῦσαι τὸ σῶμα αὐτοῦ, ἦλθον λέγουσαι καὶ ὀπτασίαν ἀγγέλων ἑωρακέναι, οἳ λέγουσιν αὐτὸν ζῇν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 24] Καὶ ἀπῆλθόν τινες τῶν σὺν ἡμῖν ἐπὶ τὸ μνημεῖον, καὶ εὗρον οὕτω καθὼς καὶ αἱ γυναῖκες εἶπον· αὐτὸν δὲ οὐκ εἶδον.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 25] Καὶ αὐτὸς εἶπε πρὸς αὐτούς, Ὦ ἀνόητοι καὶ βραδεῖς τῇ καρδίᾳ τοῦ πιστεύειν ἐπὶ πᾶσιν οἷς ἐλάλησαν οἱ προφῆται·
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 26] οὐχὶ ταῦτα ἔδει παθεῖν τὸν Χριστόν, καὶ εἰσελθεῖν εἰς τὴν δόξαν αὐτοῦ;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 27] Καὶ ἀρξάμενος ἀπὸ Μωσέως καὶ ἀπὸ πάντων τῶν προφητῶν, διηρμήνευεν αὐτοῖς ἐν πάσαις ταῖς γραφαῖς τὰ περὶ + 24:27 ἑαυτοῦ ¦ αὐτοῦ ELZ ἑαυτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 28] Καὶ ἤγγισαν εἰς τὴν κώμην οὗ ἐπορεύοντο· καὶ αὐτὸς προσεποιεῖτο πορρωτέρω πορεύεσθαι.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 29] Καὶ παρεβιάσαντο αὐτόν, λέγοντες, Μεῖνον μεθ᾿ ἡμῶν, ὅτι πρὸς ἑσπέραν ἐστί, καὶ κέκλικεν ἡ ἡμέρα. Καὶ εἰσῆλθε τοῦ μεῖναι σὺν αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 30] Καὶ ἐγένετο ἐν τῷ κατακλιθῆναι αὐτὸν μετ᾿ αὐτῶν, λαβὼν τὸν ἄρτον εὐλόγησε, καὶ κλάσας ἐπεδίδου αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 31] Αὐτῶν δὲ διηνοίχθησαν οἱ ὀφθαλμοί, καὶ ἐπέγνωσαν αὐτόν· καὶ αὐτὸς ἄφαντος ἐγένετο ἀπ᾿ αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 32] Καὶ εἶπον πρὸς ἀλλήλους, Οὐχὶ ἡ καρδία ἡμῶν καιομένη ἦν ἐν ἡμῖν, ὡς ἐλάλει ἡμῖν ἐν τῇ ὁδῷ, καὶ ὡς διήνοιγεν ἡμῖν τὰς γραφάς;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 33] Καὶ ἀναστάντες αὐτῇ τῇ ὥρᾳ ὑπέστρεψαν εἰς Ἱερουσαλήμ, καὶ εὗρον συνηθροισμένους τοὺς ἕνδεκα καὶ τοὺς σὺν αὐτοῖς,
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 34] λέγοντας ὅτι Ἠγέρθη ὁ Κύριος ὄντως, καὶ ὤφθη Σίμωνι.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 35] Καὶ αὐτοὶ ἐξηγοῦντο τὰ ἐν τῇ ὁδῷ, καὶ ὡς ἐγνώσθη αὐτοῖς ἐν τῇ κλάσει τοῦ ἄρτου.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 36] Ταῦτα δὲ αὐτῶν λαλούντων, αὐτὸς ὁ Ἰησοῦς ἔστη ἐν μέσῳ αὐτῶν, καὶ λέγει αὐτοῖς, Εἰρήνη ὑμῖν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 37] Πτοηθέντες δὲ καὶ ἔμφοβοι γενόμενοι ἐδόκουν πνεῦμα θεωρεῖν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 38] Καὶ εἶπεν αὐτοῖς, Τί τεταραγμένοι ἐστέ, καὶ διὰ τί διαλογισμοὶ ἀναβαίνουσιν ἐν ταῖς καρδίαις ὑμῶν;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 39] Ἴδετε τὰς χεῖράς μου καὶ τοὺς πόδας μου, ὅτι αὐτὸς ἐγώ εἰμι· ψηλαφήσατέ με καὶ ἴδετε, ὅτι πνεῦμα σάρκα καὶ ὀστέα οὐκ ἔχει, καθὼς ἐμὲ θεωρεῖτε ἔχοντα.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 40] Καὶ τοῦτο εἰπὼν ἐπέδειξεν αὐτοῖς τὰς χεῖρας καὶ τοὺς πόδας.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 41] Ἔτι δὲ ἀπιστούντων αὐτῶν ἀπὸ τῆς χαρᾶς καὶ θαυμαζόντων, εἶπεν αὐτοῖς, Ἔχετέ τι βρώσιμον ἐνθάδε;
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 42] Οἱ δὲ ἐπέδωκαν αὐτῷ ἰχθύος ὀπτοῦ μέρος, καὶ ἀπὸ μελισσίου κηρίου.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 43] Καὶ λαβὼν ἐνώπιον αὐτῶν ἔφαγεν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 44] Εἶπε δὲ αὐτοῖς, Οὗτοι οἱ λόγοι οὓς ἐλάλησα πρὸς ὑμᾶς ἔτι ὢν σὺν ὑμῖν, ὅτι δεῖ πληρωθῆναι πάντα τὰ γεγραμμένα ἐν τῷ νόμῳ Μωσέως καὶ προφήταις καὶ ψαλμοῖς περὶ ἐμοῦ.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 45] Τότε διήνοιξεν αὐτῶν τὸν νοῦν, τοῦ συνιέναι τὰς γραφάς·
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 46] καὶ εἶπεν αὐτοῖς ὅτι Οὕτω γέγραπται, καὶ οὕτως ἔδει παθεῖν τὸν Χριστόν, καὶ ἀναστῆναι ἐκ νεκρῶν τῇ τρίτῃ ἡμέρᾳ,
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 47] καὶ κηρυχθῆναι ἐπὶ τῷ ὀνόματι αὐτοῦ μετάνοιαν καὶ ἄφεσιν ἁμαρτιῶν εἰς πάντα τὰ ἔθνη, ἀρξάμενον ἀπὸ Ἱερουσαλήμ.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 48] Ὑμεῖς δέ ἐστε μάρτυρες τούτων.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 49] Καὶ ἰδού, ἐγὼ ἀποστέλλω τὴν ἐπαγγελίαν τοῦ πατρός μου ἐφ᾿ ὑμᾶς· ὑμεῖς δὲ καθίσατε ἐν τῇ πόλει Ἱερουσαλήμ, ἕως οὗ ἐνδύσησθε δύναμιν ἐξ ὕψους.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 50] Ἐξήγαγε δὲ αὐτοὺς ἔξω ἕως εἰς Βηθανίαν· καὶ ἐπάρας τὰς χεῖρας αὐτοῦ εὐλόγησεν αὐτούς.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 51] Καὶ ἐγένετο ἐν τῷ εὐλογεῖν αὐτὸν αὐτούς, διέστη ἀπ᾿ αὐτῶν, καὶ ἀνεφέρετο εἰς τὸν οὐρανόν.
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 52] Καὶ αὐτοὶ προσκυνήσαντες αὐτόν, ὑπέστρεψαν εἰς Ἱερουσαλὴμ μετὰ χαρᾶς μεγάλης·
[GRCGTR | EL | NT | Luke | Chapter 24 | Verse 53] καὶ ἦσαν διὰ παντὸς ἐν τῷ ἱερῷ, αἰνοῦντες καὶ εὐλογοῦντες τὸν Θεόν. Ἀμήν.
