[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 1] Ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ τοῦ ἀκούειν τὸν λόγον τοῦ Θεοῦ, καὶ αὐτὸς ἦν ἑστὼς παρὰ τὴν λίμνην Γεννησαρέτ·
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 12] Καὶ ἐγένετο, ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων, καὶ ἰδού, ἀνὴρ πλήρης λέπρας· καὶ ἰδὼν τὸν Ἰησοῦν, πεσὼν ἐπὶ πρόσωπον, ἐδεήθη αὐτοῦ, λέγων, Κύριε, ἐὰν θέλῃς, δύνασαί με καθαρίσαι.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 13] Καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ, εἰπών, Θέλω, καθαρίσθητι. Καὶ εὐθέως ἡ λέπρα ἀπῆλθεν ἀπ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 14] Καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν· ἀλλὰ ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ, καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου, καθὼς προσέταξε Μωσῆς, εἰς μαρτύριον αὐτοῖς.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 15] Διήρχετο δὲ μᾶλλον ὁ λόγος περὶ αὐτοῦ· καὶ συνήρχοντο ὄχλοι πολλοὶ ἀκούειν, καὶ θεραπεύεσθαι ὑπ᾿ αὐτοῦ ἀπὸ τῶν ἀσθενειῶν αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 16] Αὐτὸς δὲ ἦν ὑποχωρῶν ἐν ταῖς ἐρήμοις καὶ προσευχόμενος.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 17] Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν, καὶ αὐτὸς ἦν διδάσκων· καὶ ἦσαν καθήμενοι Φαρισαῖοι καὶ νομοδιδάσκαλοι, οἳ ἦσαν ἐληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας καὶ Ἱερουσαλήμ· καὶ δύναμις Κυρίου ἦν εἰς τὸ ἰᾶσθαι αὐτούς.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 18] Καὶ ἰδού, ἄνδρες φέροντες ἐπὶ κλίνης ἄνθρωπον ὃς ἦν παραλελυμένος, καὶ ἐζήτουν αὐτὸν εἰσενεγκεῖν καὶ θεῖναι ἐνώπιον αὐτοῦ·
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 19] καὶ μὴ εὑρόντες διὰ ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον, ἀναβάντες ἐπὶ τὸ δῶμα, διὰ τῶν κεράμων καθῆκαν αὐτὸν σὺν τῷ κλινιδίῳ εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 20] Καὶ ἰδὼν τὴν πίστιν αὐτῶν, εἶπεν αὐτῷ, Ἄνθρωπε, ἀφέωνταί σοι αἱ ἁμαρτίαι σου.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 21] Καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι, λέγοντες, Τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; Τίς δύναται ἀφιέναι ἁμαρτίας, εἰ μὴ μόνος ὁ Θεός;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 22] Ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπε πρὸς αὐτούς, Τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 23] Τί ἐστιν εὐκοπώτερον, εἰπεῖν, Ἀφέωνταί σοι αἱ ἁμαρτίαι σου, ἢ εἰπεῖν, Ἔγειραι καὶ περιπάτει;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 24] Ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας — εἶπε τῷ παραλελυμένῳ — Σοὶ λέγω, ἔγειραι, καὶ ἄρας τὸ κλινίδιόν σου, πορεύου εἰς τὸν οἶκόν σου.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 25] Καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν, ἄρας ἐφ᾿ ᾧ κατέκειτο, ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ, δοξάζων τὸν Θεόν.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 26] Καὶ ἔκστασις ἔλαβεν ἅπαντας, καὶ ἐδόξαζον τὸν Θεόν, καὶ ἐπλήσθησαν φόβου, λέγοντες ὅτι Εἴδομεν παράδοξα σήμερον.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 27] Καὶ μετὰ ταῦτα ἐξῆλθε, καὶ ἐθεάσατο τελώνην, ὀνόματι Λευΐν, καθήμενον ἐπὶ τὸ τελώνιον, καὶ εἶπεν αὐτῷ, Ἀκολούθει μοι.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 28] Καὶ καταλιπὼν ἅπαντα, ἀναστὰς ἠκολούθησεν αὐτῷ.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 29] Καὶ ἐποίησε δοχὴν μεγάλην ὁ Λευῒς αὐτῷ ἐν τῇ οἰκίᾳ αὐτοῦ· καὶ ἦν ὄχλος τελωνῶν πολύς, καὶ ἄλλων οἳ ἦσαν μετ᾿ αὐτῶν κατακείμενοι.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 30] Καὶ ἐγόγγυζον οἱ γραμματεῖς αὐτῶν καὶ οἱ Φαρισαῖοι πρὸς τοὺς μαθητὰς αὐτοῦ, λέγοντες, Διὰ τί μετὰ τελωνῶν καὶ ἁμαρτωλῶν ἐσθίετε καὶ πίνετε;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 31] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπε πρὸς αὐτούς, Οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ, ἀλλ᾿ οἱ κακῶς ἔχοντες.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 32] Οὐκ ἐλήλυθα καλέσαι δικαίους, ἀλλὰ ἁμαρτωλοὺς εἰς μετάνοιαν.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 33] Οἱ δὲ εἶπον πρὸς αὐτόν, Διὰ τί οἱ μαθηταὶ Ἰωάννου νηστεύουσι πυκνά, καὶ δεήσεις ποιοῦνται, ὁμοίως καὶ οἱ τῶν Φαρισαίων· οἱ δὲ σοὶ ἐσθίουσι καὶ πίνουσιν;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 34] Ὁ δὲ εἶπε πρὸς αὐτούς, Μὴ δύνασθε τοὺς υἱοὺς τοῦ νυμφῶνος, ἐν ᾧ ὁ νυμφίος μετ᾿ αὐτῶν ἐστι, ποιῆσαι νηστεύειν;
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 35] Ἐλεύσονται δὲ ἡμέραι, καὶ ὅταν ἀπαρθῇ ἀπ᾿ αὐτῶν ὁ νυμφίος, τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 36] Ἔλεγε δὲ καὶ παραβολὴν πρὸς αὐτοὺς ὅτι Οὐδεὶς ἐπίβλημα ἱματίου καινοῦ ἐπιβάλλει ἐπὶ ἱμάτιον παλαιόν· εἰ δὲ μήγε, καὶ τὸ καινὸν σχίζει, καὶ τῷ παλαιῷ οὐ συμφωνεῖ ἐπίβλημα τὸ ἀπὸ τοῦ καινοῦ.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 37] Καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μήγε, ῥήξει ὁ νέος οἶνος τοὺς ἀσκούς, καὶ αὐτὸς ἐκχυθήσεται, καὶ οἱ ἀσκοὶ ἀπολοῦνται.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 38] Ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς βλητέον, καὶ ἀμφότεροι συντηροῦνται.
[GRCGTR | EL | NT | Luke | Chapter 5 | Verse 39] Καὶ οὐδεὶς πιὼν παλαιὸν εὐθέως θέλει νέον· λέγει γάρ, Ὁ παλαιὸς χρηστότερός ἐστιν.
