[WEB | EN | NT | Mark | Chapter 14 | Verse 1] It was now two days before the Passover and the Feast of Unleavened Bread, and the chief priests and the scribes sought how they might seize him by deception and kill him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 44] Now he who betrayed him had given them a sign, saying, “Whomever I will kiss, that is he. Seize him, and lead him away safely.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 45] When he had come, immediately he came to him and said, “Rabbi! Rabbi!” and kissed him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 46] They laid their hands on him and seized him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 47] But a certain one of those who stood by drew his sword and struck the servant of the high priest, and cut off his ear.
[WEB | EN | NT | Mark | Chapter 14 | Verse 48] Jesus answered them, “Have you come out, as against a robber, with swords and clubs to seize me?
[WEB | EN | NT | Mark | Chapter 14 | Verse 49] I was daily with you in the temple teaching, and you didn’t arrest me. But this is so that the Scriptures might be fulfilled.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 50] They all left him, and fled.
[WEB | EN | NT | Mark | Chapter 14 | Verse 51] A certain young man followed him, having a linen cloth thrown around himself over his naked body. The young men grabbed him,
[WEB | EN | NT | Mark | Chapter 14 | Verse 52] but he left the linen cloth and fled from them naked.
[WEB | EN | NT | Mark | Chapter 14 | Verse 53] They led Jesus away to the high priest. All the chief priests, the elders, and the scribes came together with him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 54] Peter had followed him from a distance, until he came into the court of the high priest. He was sitting with the officers, and warming himself in the light of the fire.
[WEB | EN | NT | Mark | Chapter 14 | Verse 55] Now the chief priests and the whole council sought witnesses against Jesus to put him to death, and found none.
[WEB | EN | NT | Mark | Chapter 14 | Verse 56] For many gave false testimony against him, and their testimony didn’t agree with each other.
[WEB | EN | NT | Mark | Chapter 14 | Verse 57] Some stood up and gave false testimony against him, saying,
[WEB | EN | NT | Mark | Chapter 14 | Verse 58] “We heard him say, ‘I will destroy this temple that is made with hands, and in three days I will build another made without hands.’”
[WEB | EN | NT | Mark | Chapter 14 | Verse 59] Even so, their testimony didn’t agree.
[WEB | EN | NT | Mark | Chapter 14 | Verse 60] The high priest stood up in the middle, and asked Jesus, “Have you no answer? What is it which these testify against you?”
[WEB | EN | NT | Mark | Chapter 14 | Verse 61] But he stayed quiet, and answered nothing. Again the high priest asked him, “Are you the Christ, the Son of the Blessed?”
[WEB | EN | NT | Mark | Chapter 14 | Verse 62] Jesus said, “I am. You will see the Son of Man sitting at the right hand of Power, and coming with the clouds of the sky.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 63] The high priest tore his clothes and said, “What further need have we of witnesses?
[WEB | EN | NT | Mark | Chapter 14 | Verse 64] You have heard the blasphemy! What do you think?” They all condemned him to be worthy of death.
[WEB | EN | NT | Mark | Chapter 14 | Verse 65] Some began to spit on him, and to cover his face, and to beat him with fists, and to tell him, “Prophesy!” The officers struck him with the palms of their hands.
[WEB | EN | NT | Mark | Chapter 14 | Verse 66] As Peter was in the courtyard below, one of the maids of the high priest came,
[WEB | EN | NT | Mark | Chapter 14 | Verse 67] and seeing Peter warming himself, she looked at him and said, “You were also with the Nazarene, Jesus!”
[WEB | EN | NT | Mark | Chapter 14 | Verse 68] But he denied it, saying, “I neither know nor understand what you are saying.” He went out on the porch, and the rooster crowed.
[WEB | EN | NT | Mark | Chapter 14 | Verse 69] The maid saw him and began again to tell those who stood by, “This is one of them.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 70] But he again denied it. After a little while again those who stood by said to Peter, “You truly are one of them, for you are a Galilean, and your speech shows it.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 71] But he began to curse and to swear, “I don’t know this man of whom you speak!”
[WEB | EN | NT | Mark | Chapter 14 | Verse 72] The rooster crowed the second time. Peter remembered the words that Jesus said to him, “Before the rooster crows twice, you will deny me three times.” When he thought about that, he wept.
