[WEB | EN | NT | Mark | Chapter 9 | Verse 1] He said to them, “Most certainly I tell you, there are some standing here who will in no way taste death until they see God’s Kingdom come with power.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 28] When he had come into the house, his disciples asked him privately, “Why couldn’t we cast it out?”
[WEB | EN | NT | Mark | Chapter 9 | Verse 29] He said to them, “This kind can come out by nothing but by prayer and fasting.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 30] They went out from there and passed through Galilee. He didn’t want anyone to know it,
[WEB | EN | NT | Mark | Chapter 9 | Verse 31] for he was teaching his disciples, and said to them, “The Son of Man is being handed over to the hands of men, and they will kill him; and when he is killed, on the third day he will rise again.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 32] But they didn’t understand the saying, and were afraid to ask him.
[WEB | EN | NT | Mark | Chapter 9 | Verse 33] He came to Capernaum, and when he was in the house he asked them, “What were you arguing among yourselves on the way?”
[WEB | EN | NT | Mark | Chapter 9 | Verse 34] But they were silent, for they had disputed with one another on the way about who was the greatest.
[WEB | EN | NT | Mark | Chapter 9 | Verse 35] He sat down and called the twelve; and he said to them, “If any man wants to be first, he shall be last of all, and servant of all.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 36] He took a little child and set him in the middle of them. Taking him in his arms, he said to them,
[WEB | EN | NT | Mark | Chapter 9 | Verse 37] “Whoever receives one such little child in my name receives me; and whoever receives me, doesn’t receive me, but him who sent me.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 38] John said to him, “Teacher, we saw someone who doesn’t follow us casting out demons in your name; and we forbade him, because he doesn’t follow us.”
[WEB | EN | NT | Mark | Chapter 9 | Verse 39] But Jesus said, “Don’t forbid him, for there is no one who will do a mighty work in my name and be able quickly to speak evil of me.
[WEB | EN | NT | Mark | Chapter 9 | Verse 40] For whoever is not against us is on our side.
[WEB | EN | NT | Mark | Chapter 9 | Verse 41] For whoever will give you a cup of water to drink in my name because you are Christ’s, most certainly I tell you, he will in no way lose his reward.
[WEB | EN | NT | Mark | Chapter 9 | Verse 42] “Whoever will cause one of these little ones who believe in me to stumble, it would be better for him if he were thrown into the sea with a millstone hung around his neck.
[WEB | EN | NT | Mark | Chapter 9 | Verse 43] If your hand causes you to stumble, cut it off. It is better for you to enter into life maimed, rather than having your two hands to go into Gehenna, into the unquenchable fire,
[WEB | EN | NT | Mark | Chapter 9 | Verse 44] ‘where their worm doesn’t die, and the fire is not quenched.’
[WEB | EN | NT | Mark | Chapter 9 | Verse 45] If your foot causes you to stumble, cut it off. It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna, into the fire that will never be quenched—
[WEB | EN | NT | Mark | Chapter 9 | Verse 46] ‘where their worm doesn’t die, and the fire is not quenched.’
[WEB | EN | NT | Mark | Chapter 9 | Verse 47] If your eye causes you to stumble, throw it out. It is better for you to enter into God’s Kingdom with one eye, rather than having two eyes to be cast into the Gehenna of fire,
[WEB | EN | NT | Mark | Chapter 9 | Verse 48] ‘where their worm doesn’t die, and the fire is not quenched.’
[WEB | EN | NT | Mark | Chapter 9 | Verse 49] For everyone will be salted with fire, and every sacrifice will be seasoned with salt.
[WEB | EN | NT | Mark | Chapter 9 | Verse 50] Salt is good, but if the salt has lost its saltiness, with what will you season it? Have salt in yourselves, and be at peace with one another.”
