[IRV | PA | NT | Romans | Chapter 3 | Verse 1] ਸੋ ਯਹੂਦੀ ਹੋਣ ਦਾ ਕੀ ਵਾਧਾ ਅਤੇ ਸੁੰਨਤ ਦਾ ਕੀ ਲਾਭ ਹੈ?
[IRV | PA | NT | Romans | Chapter 3 | Verse 15] ਉਹਨਾਂ ਦੇ ਪੈਰ ਲਹੂ ਵਹਾਉਣ ਲਈ ਫੁਰਤੀਲੇ ਹਨ,
[IRV | PA | NT | Romans | Chapter 3 | Verse 16] ਉਹਨਾਂ ਦੇ ਰਾਹਾਂ ਵਿੱਚ ਨਾਸ ਅਤੇ ਬਿਪਤਾ ਹੈ,
[IRV | PA | NT | Romans | Chapter 3 | Verse 17] ਅਤੇ ਉਹਨਾਂ ਨੇ ਸ਼ਾਂਤੀ ਦਾ ਰਾਹ ਨਾ ਪਛਾਣਿਆ,
[IRV | PA | NT | Romans | Chapter 3 | Verse 18] ਉਹਨਾਂ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਅੱਗੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਡਰ ਹੈ ਹੀ ਨਹੀਂ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 19] ਹੁਣ ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਬਿਵਸਥਾ ਜੋ ਕੁਝ ਆਖਦੀ ਹੈ ਸੋ ਬਿਵਸਥਾ ਵਾਲਿਆਂ ਨੂੰ ਆਖਦੀ ਹੈ ਤਾਂ ਜੋ ਹਰੇਕ ਦਾ ਮੂੰਹ ਬੰਦ ਹੋ ਜਾਵੇ ਅਤੇ ਸਾਰਾ ਸੰਸਾਰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਿਆਂ ਦੇ ਹੇਠ ਆ ਜਾਵੇ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 20] ਇਸ ਲਈ ਜੋ ਉਹ ਦੇ ਸਾਹਮਣੇ ਬਿਵਸਥਾ ਦੇ ਕੰਮਾਂ ਤੋਂ ਕੋਈ ਇਨਸਾਨ ਧਰਮੀ ਨਹੀਂ ਠਹਿਰੇਗਾ, ਕਿਉਂ ਜੋ ਬਿਵਸਥਾ ਦੇ ਰਾਹੀਂ ਪਾਪ ਦੀ ਪਛਾਣ ਹੁੰਦੀ ਹੈ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 21] ਪਰ ਹੁਣ ਬਿਵਸਥਾ ਤੋਂ ਬਿਨ੍ਹਾਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਧਾਰਮਿਕਤਾ ਪ੍ਰਗਟ ਹੋਈ ਹੈ, ਬਿਵਸਥਾ ਅਤੇ ਨਬੀ ਉਸ ਦੀ ਗਵਾਹੀ ਦਿੰਦੇ ਹਨ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 22] ਅਰਥਾਤ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਹ ਧਾਰਮਿਕਤਾ ਜੋ ਯਿਸੂ ਮਸੀਹ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਨ ਨਾਲ ਮਿਲਦੀ ਹੈ। ਇਹ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਦੇ ਲਈ ਹੈ ਜਿਹੜੇ ਵਿਸ਼ਵਾਸ ਕਰਦੇ ਹਨ ਕਿਉਂ ਜੋ ਕੁਝ ਫ਼ਰਕ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 23] ਕਿਉਂਕਿ ਸਭਨਾਂ ਨੇ ਪਾਪ ਕੀਤਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਤੋਂ ਰਹਿਤ ਹਨ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 24] ਸੋ ਉਹ ਦੀ ਕਿਰਪਾ ਨਾਲ ਉਸ ਛੁਟਕਾਰੇ ਦੇ ਕਾਰਨ ਜੋ ਮਸੀਹ ਯਿਸੂ ਤੋਂ ਹੁੰਦਾ ਹੈ ਉਹ ਮੁਫ਼ਤ ਧਰਮੀ ਗਿਣੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 25] ਜਿਸ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਹ ਦੇ ਲਹੂ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਨ ਨਾਲ ਪ੍ਰਾਸਚਿੱਤ ਠਹਿਰਾਇਆ ਤਾਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਆਪਣੀ ਧਾਰਮਿਕਤਾ ਨੂੰ ਪ੍ਰਗਟ ਕਰੇ ਇਸ ਲਈ ਜੋ ਉਹ ਨੇ ਆਪਣੀ ਸਹਿਨਸ਼ੀਲਤਾ ਨਾਲ ਪਿੱਛਲੇ ਸਮੇਂ ਵਿੱਚ ਕੀਤੇ ਹੋਏ ਪਾਪਾਂ ਤੋਂ ਅੱਖੀਆਂ ਫੇਰ ਲਈਆਂ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 26] ਹਾਂ, ਇਸ ਵਰਤਮਾਨ ਸਮੇਂ ਵਿੱਚ ਵੀ ਆਪਣੀ ਧਾਰਮਿਕਤਾ ਨੂੰ ਪਰਗਟ ਕਰੇ ਤਾਂ ਜੋ ਉਹ ਆਪ ਧਰਮੀ ਰਹੇ ਅਤੇ ਨਾਲੇ ਉਹ ਨੂੰ ਧਰਮੀ ਠਹਿਰਾਵੇ, ਜਿਹੜਾ ਯਿਸੂ ਮਸੀਹ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰੇ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 27] ਸੋ ਹੁਣ ਘਮੰਡ ਕਿੱਥੇ ਗਿਆ? ਉਹ ਤਾਂ ਰਹਿ ਗਿਆ। ਕਿਸ ਤਰ੍ਹਾਂ ਦੀ ਬਿਧੀ ਨਾਲ? ਭਲਾ, ਕਰਮਾਂ ਦੀ? ਨਹੀਂ! ਸਗੋਂ ਵਿਸ਼ਵਾਸ ਦੀ ਬਿਧੀ ਨਾਲ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 28] ਇਸ ਲਈ ਅਸੀਂ ਹੁਣ ਇਸ ਨਤੀਜੇ ਤੇ ਪਹੁੰਚੇ ਹਾਂ ਕਿ ਮਨੁੱਖ ਬਿਵਸਥਾ ਦੇ ਕੰਮਾਂ ਤੋਂ ਨਹੀਂ ਸਗੋਂ ਵਿਸ਼ਵਾਸ ਹੀ ਤੋਂ ਧਰਮੀ ਠਹਿਰਾਇਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 29] ਫੇਰ ਕੀ ਪਰਮੇਸ਼ੁਰ ਕੇਵਲ ਯਹੂਦੀਆਂ ਦਾ ਹੀ ਹੈ, ਅਤੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦਾ ਨਹੀਂ? ਹਾਂ, ਪਰਾਈਆਂ ਕੌਮਾਂ ਦਾ ਵੀ ਹੈ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 30] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਇੱਕੋ ਹੈ ਜਿਹੜਾ ਸੁੰਨਤੀਆਂ ਨੂੰ ਵਿਸ਼ਵਾਸ ਤੋਂ ਅਤੇ ਅਸੁੰਨਤੀਆਂ ਨੂੰ ਵੀ ਵਿਸ਼ਵਾਸ ਹੀ ਦੇ ਕਾਰਨ ਧਰਮੀ ਠਹਿਰਾਵੇਗਾ।
[IRV | PA | NT | Romans | Chapter 3 | Verse 31] ਫੇਰ ਕੀ ਅਸੀਂ ਬਿਵਸਥਾ ਨੂੰ ਵਿਸ਼ਵਾਸ ਦੇ ਕਾਰਨ ਵਿਅਰਥ ਕਰਦੇ ਹਾਂ? ਕਦੇ ਨਹੀਂ, ਸਗੋਂ ਬਿਵਸਥਾ ਨੂੰ ਕਾਇਮ ਰੱਖਦੇ ਹਾਂ।
