[IRV | PA | NT | Romans | Chapter 14 | Verse 1] ਜੋ ਵਿਸ਼ਵਾਸ ਵਿੱਚ ਕਮਜ਼ੋਰ ਹੈ, ਉਹ ਨੂੰ ਆਪਣੀ ਸੰਗਤ ਵਿੱਚ ਰਲਾ ਲਉ ਪਰ ਉਹ ਦੇ ਭਰਮਾਂ ਦੇ ਉੱਤੇ ਫ਼ੈਸਲੇ ਕਰਨ ਦੇ ਲਈ ਨਹੀਂ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 12] ਸੋ ਸਾਡੇ ਵਿੱਚੋਂ ਹਰੇਕ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪੋ ਆਪਣਾ ਲੇਖਾ ਦੇਣਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 13] ਇਸ ਲਈ ਅਸੀਂ ਇੱਕ ਦੂਜੇ ਉੱਤੇ ਅੱਗੇ ਤੋਂ ਕਦੇ ਦੋਸ਼ ਨਾ ਲਾਈਏ ਸਗੋਂ ਤੁਸੀਂ ਇਹ ਵਿਚਾਰੋ, ਕਿ ਠੇਡੇ ਜਾਂ ਠੋਕਰ ਵਾਲੀ ਚੀਜ਼ ਤੁਸੀਂ ਆਪਣੇ ਭਰਾ ਦੇ ਰਾਹ ਵਿੱਚ ਨਾ ਰੱਖੋ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 14] ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਅਤੇ ਪ੍ਰਭੂ ਯਿਸੂ ਤੋਂ ਮੈਨੂੰ ਵਿਸ਼ਵਾਸ ਹੋਈ ਹੈ, ਕਿ ਕੋਈ ਚੀਜ਼ ਆਪਣੇ ਆਪ ਤੋਂ ਅਸ਼ੁੱਧ ਨਹੀਂ ਪਰ ਜਿਹੜਾ ਕਿਸੇ ਚੀਜ਼ ਨੂੰ ਅਸ਼ੁੱਧ ਮੰਨਦਾ ਹੈ, ਉਹ ਉਸ ਦੇ ਲਈ ਅਸ਼ੁੱਧ ਹੈ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 15] ਜੇਕਰ ਤੇਰੇ ਭੋਜਨ ਦੇ ਕਾਰਨ ਤੇਰਾ ਭਰਾ ਦੁੱਖੀ ਹੁੰਦਾ ਹੈ, ਤਾਂ ਤੂੰ ਹਾਲੇ ਤੱਕ ਪਿਆਰ ਨਾਲ ਨਹੀਂ ਚੱਲਦਾ ਹੈਂ। ਜਿਹ ਦੇ ਲਈ ਮਸੀਹ ਮਰਿਆ ਤੂੰ ਭੋਜਨ ਦੇ ਲਈ ਉਹ ਦਾ ਨਾਸ ਨਾ ਕਰ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 16] ਸੋ ਹੁਣ ਤੁਹਾਡੀ ਭਲਿਆਈ ਦੀ ਬਦਨਾਮੀ ਨਾ ਕੀਤੀ ਜਾਵੇ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 17] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਜ ਖਾਣਾ ਪੀਣਾ ਨਹੀਂ ਸਗੋਂ ਪਵਿੱਤਰ ਆਤਮਾ ਵਿੱਚ ਸ਼ਾਂਤੀ ਅਤੇ ਅਨੰਦ ਹੈ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 18] ਅਤੇ ਜਿਹੜਾ ਇਸ ਤਰ੍ਹਾਂ ਨਾਲ ਮਸੀਹ ਦੀ ਸੇਵਾ ਕਰਦਾ ਹੈ, ਉਹ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਭਾਉਂਦਾ ਅਤੇ ਮਨੁੱਖਾਂ ਨੂੰ ਕਬੂਲ ਹੁੰਦਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 19] ਸੋ ਚੱਲੋ ਅਸੀਂ ਉਹਨਾਂ ਗੱਲਾਂ ਦਾ ਪਿੱਛਾ ਕਰੀਏ ਜਿਨ੍ਹਾਂ ਤੋਂ ਮਿਲਾਪ ਅਤੇ ਇੱਕ ਦੂਜੇ ਦੀ ਤਰੱਕੀ ਹੋਵੇ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 20] ਭੋਜਨ ਦੇ ਕਾਰਨ ਪਰਮੇਸ਼ੁਰ ਦਾ ਕੰਮ ਨਾ ਵਿਗਾੜ। ਸਭ ਕੁਝ ਸ਼ੁੱਧ ਤਾਂ ਹੈ, ਪਰ ਉਸ ਮਨੁੱਖ ਦੇ ਲਈ ਬੁਰਾ ਹੈ ਜਿਹ ਦੇ ਖਾਣ ਤੋਂ ਠੋਕਰ ਲੱਗਦੀ ਹੈ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 21] ਭਲੀ ਗੱਲ ਤਾਂ ਇਹ ਹੈ, ਕਿ ਨਾ ਤੂੰ ਮਾਸ ਖਾਵੇਂ ਅਤੇ ਨਾ ਤੂੰ ਸ਼ਰਾਬ ਪੀਵੇਂ ਅਤੇ ਨਾ ਕੋਈ ਇਹੋ ਜਿਹਾ ਕੰਮ ਕਰੇਂ ਜਿਸ ਤੋਂ ਤੇਰਾ ਭਰਾ ਠੋਕਰ ਖਾਵੇ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 22] ਤੇਰਾ ਜੋ ਵਿਸ਼ਵਾਸ ਹੈ, ਉਸ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਹਮਣੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਰੱਖ। ਧੰਨ ਉਹ ਜਿਹੜਾ ਉਸ ਕੰਮ ਵਿੱਚ ਜਿਹ ਨੂੰ ਉਹ ਠੀਕ ਸਮਝਦਾ ਹੈ ਆਪਣੇ ਆਪ ਨੂੰ ਦੋਸ਼ੀ ਨਹੀਂ ਠਹਿਰਾਉਂਦਾ।
[IRV | PA | NT | Romans | Chapter 14 | Verse 23] ਪਰ ਜਿਹੜਾ ਭਰਮ ਕਰਦਾ ਹੈ ਜੇ ਉਹ ਖਾਵੇ ਤਾਂ ਦੋਸ਼ੀ ਹੋਇਆ ਇਸ ਲਈ ਜੋ ਵਿਸ਼ਵਾਸ ਕਰਕੇ ਨਹੀਂ ਖਾਂਦਾ ਹੈ ਅਤੇ ਜੋ ਕੁਝ ਵਿਸ਼ਵਾਸ ਨਾਲ ਨਹੀਂ ਹੁੰਦਾ ਹੈ ਸੋ ਪਾਪ ਹੈ।
