[IRV | PA | NT | Romans | Chapter 16 | Verse 1] ਮੈਂ ਤੁਹਾਨੂੰ ਸਾਡੀ ਭੈਣ ਫ਼ੀਬੀ ਦੇ ਲਈ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਜਿਹੜੀ ਉਸ ਕਲੀਸਿਯਾ ਦੀ ਸੇਵਿਕਾ ਹੈ ਜੋ ਕੰਖਰਿਯਾ ਵਿੱਚ ਹੈ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 12] ਤਰੁਫੈਨਾ ਅਤੇ ਤਰੁਫੋਸਾ ਨੂੰ ਜੋ ਪ੍ਰਭੂ ਵਿੱਚ ਮਿਹਨਤ ਕਰਦੀਆਂ ਹਨ ਸੁੱਖ-ਸਾਂਦ ਆਖੋ। ਪਿਆਰੀ ਪਰਸਿਸ ਨੂੰ ਜਿਸ ਨੇ ਪ੍ਰਭੂ ਵਿੱਚ ਬਹੁਤ ਮਿਹਨਤ ਕੀਤੀ, ਸੁੱਖ-ਸਾਂਦ ਆਖੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 13] ਰੂਫੁਸ ਨੂੰ ਜਿਹੜਾ ਪ੍ਰਭੂ ਵਿੱਚ ਚੁਣਿਆ ਹੋਇਆ ਹੈ ਅਤੇ ਉਹ ਦੀ ਮਾਂ ਨੂੰ ਜੋ ਮੇਰੀ ਵੀ ਮਾਂ ਹੈ ਸੁੱਖ-ਸਾਂਦ ਆਖੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 14] ਅੰਸੁਕਰਿਤੁਸ, ਫਲੇਗੋਨ, ਹਰਮੇਸ, ਪਤੁਰਬਾਸ, ਅਤੇ ਹਿਰਮਾਸ ਨੂੰ, ਨਾਲੇ ਉਨ੍ਹਾਂ ਭਰਾਵਾਂ ਨੂੰ ਜਿਹੜੇ ਉਹਨਾਂ ਦੇ ਨਾਲ ਹਨ ਸੁੱਖ-ਸਾਂਦ ਆਖੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 15] ਫਿਲੁਲੁਗੁਸ ਅਤੇ ਯੂਲੀਆ ਅਤੇ ਨੇਰਿਯੁਸ ਅਤੇ ਉਹ ਦੀ ਭੈਣ ਅਤੇ ਉਲੁੰਪਾਸ ਨੂੰ ਅਤੇ ਸਭਨਾਂ ਸੰਤਾਂ ਨੂੰ ਜਿਹੜੇ ਉਹਨਾਂ ਦੇ ਨਾਲ ਹਨ ਸੁੱਖ-ਸਾਂਦ ਆਖੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 16] ਤੁਸੀਂ ਪਵਿੱਤਰ ਚੁੰਮੇ ਨਾਲ ਇੱਕ ਦੂਏ ਦੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛੋ। ਮਸੀਹ ਦੀਆਂ ਸਾਰੀਆਂ ਕਲੀਸਿਯਾਵਾਂ ਤੁਹਾਡੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛਦੀਆਂ ਹਨ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 17] ਹੁਣ ਹੇ ਭਰਾਵੋ, ਮੈਂ ਤੁਹਾਡੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਉਹਨਾਂ ਦੀ ਤਾੜ ਰੱਖੋ ਜਿਹੜੇ ਉਸ ਸਿੱਖਿਆ ਦੇ ਵਿਰੁੱਧ ਜੋ ਤੁਹਾਨੂੰ ਮਿਲੀ ਹੈ ਫੁੱਟ ਪਾਉਂਦੇ ਅਤੇ ਠੋਕਰ ਖੁਆਉਂਦੇ ਹਨ ਅਤੇ ਉਹਨਾਂ ਤੋਂ ਦੂਰ ਰਹੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 18] ਕਿਉਂ ਜੋ ਇਸ ਤਰ੍ਹਾਂ ਦੇ ਲੋਕ ਸਾਡੇ ਪ੍ਰਭੂ ਮਸੀਹ ਦੀ ਨਹੀਂ ਸਗੋਂ ਆਪਣੇ ਹੀ ਢਿੱਡ ਦੀ ਸੇਵਾ ਕਰਦੇ ਹਨ ਅਤੇ ਚਿਕਨੀਆਂ-ਚੋਪੜੀਆਂ ਗੱਲਾਂ ਨਾਲ ਭੋਲਿਆਂ ਦੇ ਦਿਲਾਂ ਨੂੰ ਠੱਗਦੇ ਹਨ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 19] ਤੁਹਾਡੀ ਆਗਿਆਕਾਰੀ ਦੀ ਚਰਚਾ ਤਾਂ ਸਭ ਤੱਕ ਪਹੁੰਚ ਗਈ ਹੈ, ਇਸ ਕਰਕੇ ਮੈਂ ਤੁਹਾਡੇ ਉੱਤੇ ਪਰਸੰਨ ਹਾਂ ਪਰ ਇਹ ਚਾਹੁੰਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਨੇਕੀ ਵਿੱਚ ਸਿਆਣੇ ਅਤੇ ਬਦੀ ਵਿੱਚ ਨਿਆਣੇ ਬਣੇ ਰਹੋ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 20] ਅਤੇ ਸ਼ਾਂਤੀ ਦਾਤਾ ਪਰਮੇਸ਼ੁਰ ਸ਼ੈਤਾਨ ਨੂੰ ਛੇਤੀ ਹੀ ਤੁਹਾਡੇ ਪੈਰਾਂ ਦੇ ਹੇਠ ਮਿੱਧੇਗਾ। ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੀ ਕਿਰਪਾ ਤੁਹਾਡੇ ਨਾਲ ਹੋਵੇ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 21] ਤਿਮੋਥਿਉਸ ਜੋ ਮੇਰਾ ਸਹਿਕਰਮੀ ਹੈ ਅਤੇ ਲੂਕਿਯੁਸ ਅਤੇ ਯਸੋਨ ਅਤੇ ਸੋਸੀਪਤਰੁਸ ਜੋ ਮੇਰੇ ਰਿਸ਼ਤੇਦਾਰ ਹਨ ਤੁਹਾਡੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛਦੇ ਹਨ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 22] ਮੈਂ ਤਰਤਿਯੁਸ ਜਿਹੜਾ ਇਸ ਪੱਤਰੀ ਦਾ ਲਿਖਣ ਵਾਲਾ ਹਾਂ ਤੁਹਾਨੂੰ ਪ੍ਰਭੂ ਵਿੱਚ ਸੁੱਖ-ਸਾਂਦ ਆਖਦਾ ਹਾਂ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 23] ਗਾਯੁਸ ਜੋ ਮੇਰਾ ਅਤੇ ਸਾਰੀ ਕਲੀਸਿਯਾ ਦੀ ਪਰਾਹੁਣਚਾਰੀ ਕਰਨ ਵਾਲਾ ਹੈ ਤੁਹਾਡੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛਦਾ ਹੈ। ਇਰਸਤੁਸ ਜਿਹੜਾ ਸ਼ਹਿਰ ਦਾ ਖਜ਼ਾਨਚੀ ਹੈ ਅਤੇ ਭਾਈ ਕੁਆਰਤੁਸ ਤੁਹਾਡੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛਦੇ ਹਨ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 24] ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੀ ਕਿਰਪਾ ਤੁਹਾਡੇ ਸਭ ਦੇ ਉੱਤੇ ਹੋਵੇ। ਆਮੀਨ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 25] ਹੁਣ ਉਸ ਦੀ ਜੋ ਮੇਰੀ ਇੰਜ਼ੀਲ ਦੇ ਅਤੇ ਯਿਸੂ ਮਸੀਹ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦੇ ਅਨੁਸਾਰ ਤੁਹਾਨੂੰ ਸਥਿਰ ਕਰ ਸਕਦਾ ਹੈ, ਹਾਂ, ਉਸ ਭੇਤ ਦੇ ਪਰਕਾਸ਼ ਦੇ ਅਨੁਸਾਰ ਜਿਹੜਾ ਸਨਾਤਨ ਸਮੇਂ ਤੋਂ ਗੁਪਤ ਰੱਖਿਆ ਗਿਆ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 26] ਪਰ ਹੁਣ ਪ੍ਰਗਟ ਹੋਇਆ ਅਤੇ ਅਨਾਦੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੁਕਮ ਦੇ ਅਨੁਸਾਰ ਨਬੀਆਂ ਦਿਆਂ ਪਵਿੱਤਰ ਗ੍ਰੰਥਾਂ ਦੇ ਦੁਆਰਾ ਸਾਰੀਆਂ ਕੌਮਾਂ ਵਿੱਚ ਪ੍ਰਸਿੱਧ ਕੀਤਾ ਗਿਆ ਤਾਂ ਜੋ ਉਹਨਾਂ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਦੀ ਆਗਿਆਕਾਰੀ ਹੋ ਜਾਏ।
[IRV | PA | NT | Romans | Chapter 16 | Verse 27] ਉਸ ਅਬਦੀ ਬੁੱਧਵਾਨ ਪਰਮੇਸ਼ੁਰ ਦੀ, ਹਾਂ, ਉਸੇ ਦੀ ਯਿਸੂ ਮਸੀਹ ਦੇ ਦੁਆਰਾ ਜੁੱਗੋ-ਜੁੱਗ ਮਹਿਮਾ ਹੋਵੇ। ਆਮੀਨ!
