[IRV | PA | NT | Romans | Chapter 5 | Verse 1] ਸੋ ਜਦੋਂ ਅਸੀਂ ਵਿਸ਼ਵਾਸ ਦੇ ਦੁਆਰਾ ਧਰਮੀ ਠਹਿਰਾਏ ਗਏ ਤਾਂ ਅਸੀਂ ਆਪਣੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੇ ਰਾਹੀਂ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਮੇਲ ਰੱਖੀਏ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 12] ਇਸ ਲਈ ਜਿਵੇਂ ਇੱਕ ਮਨੁੱਖ ਤੋਂ ਪਾਪ ਸੰਸਾਰ ਵਿੱਚ ਆਇਆ ਅਤੇ ਪਾਪ ਤੋਂ ਮੌਤ ਆਈ ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਮੌਤ ਸਭਨਾਂ ਮਨੁੱਖਾਂ ਵਿੱਚ ਫੈਲ ਗਈ ਕਿਉਂ ਜੋ ਸਭਨਾਂ ਨੇ ਪਾਪ ਕੀਤਾ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 13] ਬਿਵਸਥਾ ਦੇ ਸਮੇਂ ਤੱਕ ਪਾਪ ਤਾਂ ਸੰਸਾਰ ਵਿੱਚ ਸੀ, ਪਰ ਜਿੱਥੇ ਬਿਵਸਥਾ ਨਹੀਂ ਉੱਥੇ ਪਾਪ ਦਾ ਲੇਖਾ ਨਹੀਂ ਹੁੰਦਾ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 14] ਤਾਂ ਵੀ ਆਦਮ ਤੋਂ ਲੈ ਕੇ ਮੂਸਾ ਤੱਕ ਮੌਤ ਨੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਵੀ ਰਾਜ ਕੀਤਾ ਜਿਨ੍ਹਾਂ ਨੇ ਆਦਮ ਦੀ ਅਣ-ਆਗਿਆਕਾਰੀ ਵਰਗਾ ਪਾਪ ਨਹੀਂ ਸੀ ਕੀਤਾ, ਜੋ ਆਉਣ ਵਾਲੇ ਆਦਮ ਦਾ ਨਮੂਨਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 15] ਪਰ ਇਸ ਤਰ੍ਹਾਂ ਨਹੀਂ ਕਿ ਜਿਹੋ ਜਿਹਾ ਅਪਰਾਧ ਹੋਇਆ ਉਹੋ ਜਿਹੀ ਦਾਤ ਵੀ ਹੋਈ, ਕਿਉਂਕਿ ਜਦ ਇੱਕ ਮਨੁੱਖ ਦੇ ਅਪਰਾਧ ਤੋਂ ਬਹੁਤ ਲੋਕ ਮਰ ਗਏ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਅਤੇ ਉਹ ਦਾਤ ਜਿਹੜੀ ਇੱਕੋ ਮਨੁੱਖ ਅਰਥਾਤ ਯਿਸੂ ਮਸੀਹ ਦੀ ਕਿਰਪਾ ਦੇ ਕਾਰਨ ਸੀ ਬਹੁਤਿਆਂ ਲੋਕਾਂ ਲਈ ਬਹੁਤੀ ਪ੍ਰਗਟ ਹੋਈ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 16] ਅਤੇ ਜਿਵੇਂ ਇੱਕ ਮਨੁੱਖ ਦੇ ਪਾਪ ਦੇ ਕਾਰਨ ਫਲ ਹੋਇਆ, ਤਿਵੇਂ ਹੀ ਵਰਦਾਨ ਦਾ ਹਾਲ ਨਹੀਂ, ਸਗੋਂ ਇੱਕ ਜਣੇ ਦੇ ਉੱਤੇ ਨਿਆਂ ਨੇ ਸਜ਼ਾ ਦਾ ਹੁਕਮ ਲਿਆਂਦਾ, ਪਰ ਕਿਰਪਾ ਦੇ ਕਾਰਨ ਬਹੁਤ ਸਾਰੇ ਅਪਰਾਧਾਂ ਤੋਂ ਦਾਤ ਨੇ ਧਾਰਮਿਕਤਾ ਨੂੰ ਲਿਆਉਂਦਾ l
[IRV | PA | NT | Romans | Chapter 5 | Verse 17] ਜਦੋਂ ਉਸ ਨੇ ਇੱਕ ਦੇ ਅਪਰਾਧ ਕਰਕੇ ਉਸ ਇੱਕ ਦੇ ਰਾਹੀਂ ਮੌਤ ਨੇ ਰਾਜ ਕੀਤਾ ਤਾਂ ਬਹੁਤ ਵਧੀਕ ਉਹ ਲੋਕ ਜਿਨ੍ਹਾਂ ਨੂੰ ਕਿਰਪਾ ਅਤੇ ਧਾਰਮਿਕਤਾ ਦੀ ਦਾਤ ਬਹੁਤੀ ਮਿਲੀ ਹੈ ਉਸ ਇੱਕ ਅਰਥਾਤ ਯਿਸੂ ਮਸੀਹ ਦੇ ਰਾਹੀਂ ਜੀਵਨ ਵਿੱਚ ਰਾਜ ਕਰਨਗੇ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 18] ਉਪਰੰਤ ਜਿਵੇਂ ਇੱਕ ਅਪਰਾਧ ਦੇ ਕਾਰਨ ਸਾਰਿਆਂ ਮਨੁੱਖਾਂ ਉੱਤੇ ਦੋਸ਼ ਲੱਗਾ ਤਿਵੇਂ ਹੀ ਧਾਰਮਿਕਤਾ ਦੇ ਇੱਕ ਕੰਮ ਦੇ ਕਾਰਨ ਸਭਨਾਂ ਮਨੁੱਖਾਂ ਲਈ ਮਾਫ਼ੀ ਅਤੇ ਜੀਵਨ ਮਿਲਿਆ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 19] ਕਿਉਂਕਿ ਜਿਵੇਂ ਉਸ ਇੱਕ ਮਨੁੱਖ ਦੀ ਅਣ-ਆਗਿਆਕਾਰੀ ਦੇ ਕਾਰਨ ਬਹੁਤ ਲੋਕ ਪਾਪੀ ਠਹਿਰਾਏ ਗਏ ਤਿਵੇਂ ਹੀ ਇਸ ਇੱਕ ਦੀ ਆਗਿਆਕਾਰੀ ਦੇ ਕਾਰਨ ਵੀ ਬਹੁਤ ਧਰਮੀ ਠਹਿਰਾਏ ਜਾਣਗੇ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 20] ਅਤੇ ਬਿਵਸਥਾ ਵਿਚਕਾਰ ਆ ਗਈ ਕਿ ਅਪਰਾਧ ਬਹੁਤ ਹੋਵੇ ਪਰ ਜਿੱਥੇ ਪਾਪ ਬਹੁਤਾ ਹੋਇਆ ਉੱਥੇ ਕਿਰਪਾ ਵੀ ਬਹੁਤ ਜ਼ਿਆਦਾ ਹੋਈ।
[IRV | PA | NT | Romans | Chapter 5 | Verse 21] ਇਸ ਲਈ ਕਿ ਜਿਵੇਂ ਪਾਪ ਨੇ ਮੌਤ ਫੈਲਾਉਂਦੇ ਦੇ ਹੋਏ ਰਾਜ ਕੀਤਾ, ਤਿਵੇਂ ਕਿਰਪਾ ਨੇ ਵੀ ਯਿਸੂ ਮਸੀਹ ਸਾਡੇ ਪ੍ਰਭੂ ਦੇ ਵਸੀਲੇ ਨਾਲ ਸਦੀਪਕ ਜੀਵਨ ਦੇ ਲਈ ਧਾਰਮਿਕਤਾ ਦੇ ਰਾਹੀਂ ਰਾਜ ਕੀਤਾ।
