[IRV | PA | NT | Romans | Chapter 9 | Verse 1] ਮੈਂ ਮਸੀਹ ਵਿੱਚ ਸੱਚ ਕਹਿੰਦਾ ਹਾਂ, ਝੂਠ ਨਹੀਂ ਬੋਲਦਾ ਅਤੇ ਮੇਰਾ ਵਿਵੇਕ ਪਵਿੱਤਰ ਆਤਮਾ ਵਿੱਚ ਮੇਰਾ ਗਵਾਹ ਹੈ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 18] ਸੋ ਉਹ ਜਿਹ ਦੇ ਉੱਤੇ ਚਾਹੁੰਦਾ ਹੈ ਉਹ ਦੇ ਉੱਤੇ ਦਯਾ ਕਰਦਾ ਹੈ, ਅਤੇ ਜਿਹ ਦੇ ਉੱਤੇ ਚਾਹੁੰਦਾ ਉਹ ਦੇ ਉੱਤੇ ਸਖਤੀ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 19] ਤਾਂ ਤੂੰ ਮੈਨੂੰ ਇਹ ਆਖੇਂਗਾ, ਕਿ ਉਹ ਹੁਣ ਕਿਉਂ ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਸ ਦੀ ਮਰਜ਼ੀ ਦਾ ਕਿਸ ਨੇ ਸਾਹਮਣਾ ਕੀਤਾ?
[IRV | PA | NT | Romans | Chapter 9 | Verse 20] ਹੇ ਮਨੁੱਖ, ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਵਿਵਾਦ ਕਰਨ ਵਾਲਾ ਕੌਣ ਹੈ? ਭਲਾ ਘੜੀ ਹੋਈ ਚੀਜ਼ ਆਪਣੇ ਘੜਨ ਵਾਲੇ ਨੂੰ ਕਹਿ ਸਕਦੀ ਹੈ ਕਿ ਤੂੰ ਮੈਨੂੰ ਅਜਿਹਾ ਕਿਉਂ ਬਣਾਇਆ?
[IRV | PA | NT | Romans | Chapter 9 | Verse 21] ਕੀ ਘੁਮਿਆਰ ਨੂੰ ਮਿੱਟੀ ਦੇ ਉੱਪਰ ਅਧਿਕਾਰ ਨਹੀਂ, ਜੋ ਇੱਕੋ ਪੇੜੇ ਵਿੱਚੋਂ ਇੱਕ ਭਾਂਡਾ ਆਦਰ ਅਤੇ ਦੂਜਾ ਨਿਰਾਦਰ ਦੇ ਕੰਮ ਲਈ ਬਣਾਵੇ?
[IRV | PA | NT | Romans | Chapter 9 | Verse 22] ਅਤੇ ਕੀ ਹੋਇਆ ਜੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਇਹ ਚਾਹ ਕੇ ਜੋ ਆਪਣਾ ਕ੍ਰੋਧ ਵਿਖਾਵੇ ਅਤੇ ਆਪਣੀ ਸ਼ਕਤੀ ਪ੍ਰਗਟ ਕਰੇ ਕ੍ਰੋਧ ਦੇ ਭਾਂਡਿਆਂ ਨੂੰ ਜਿਹੜੇ ਨਾਸ ਦੇ ਲਈ ਤਿਆਰ ਕੀਤੇ ਹੋਏ ਸਨ, ਵੱਡੇ ਧੀਰਜ ਨਾਲ ਸਹਾਰਿਆ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 23] ਤਾਂ ਜੋ ਦਯਾ ਦੇ ਭਾਂਡਿਆਂ ਉੱਤੇ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਸ ਨੇ ਪਹਿਲਾਂ ਹੀ ਮਹਿਮਾ ਦੇ ਲਈ ਤਿਆਰ ਕੀਤਾ ਸੀ, ਆਪਣੀ ਮਹਿਮਾ ਦਾ ਧੰਨ ਪ੍ਰਗਟ ਕਰੇ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 24] ਅਰਥਾਤ ਸਾਡੇ ਉੱਤੇ ਜਿਹਨਾਂ ਨੂੰ ਉਸ ਨੇ ਕੇਵਲ ਯਹੂਦੀਆਂ ਵਿੱਚੋਂ ਹੀ ਨਹੀਂ, ਸਗੋਂ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚੋਂ ਵੀ ਬੁਲਾਇਆ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 25] ਜਿਵੇਂ ਹੋਸ਼ੇਆ ਦੀ ਪੁਸਤਕ ਵਿੱਚ ਵੀ ਉਹ ਕਹਿੰਦਾ ਹੈ, ਕਿ ਜਿਹੜੀ ਮੇਰੀ ਪਰਜਾ ਨਹੀਂ ਸੀ, ਉਹ ਨੂੰ ਮੈਂ ਆਪਣੀ ਪਰਜਾ ਆਖਾਂਗਾ ਅਤੇ ਜਿਹੜੀ ਪਿਆਰੀ ਨਹੀਂ ਸੀ, ਉਹ ਨੂੰ ਪਿਆਰੀ ਆਖਾਂਗਾ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 26] ਅਤੇ ਐਉਂ ਹੋਵੇਗਾ, ਕਿ ਜਿੱਥੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਆਖਿਆ ਗਿਆ ਸੀ, ਕਿ ਤੁਸੀਂ ਮੇਰੀ ਪਰਜਾ ਨਹੀਂ, ਉੱਥੇ ਉਹ ਜੀਉਂਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸੰਤਾਨ ਅਖਵਾਉਣਗੇ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 27] ਯਸਾਯਾਹ ਇਸਰਾਏਲ ਦੇ ਵਿਖੇ ਪੁਕਾਰ ਕੇ ਕਹਿੰਦਾ ਹੈ, ਜੋ ਇਸਰਾਏਲ ਦਾ ਵੰਸ਼ ਭਾਵੇਂ ਗਿਣਤੀ ਵਿੱਚ ਸਮੁੰਦਰ ਦੀ ਰੇਤ ਦੇ ਤੁੱਲ ਹੋਵੇ ਪਰ ਉਹ ਦਾ ਕੁਝ ਹੀ ਹਿੱਸਾ ਬਚਾਇਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 28] ਕਿਉਂ ਜੋ ਪ੍ਰਭੂ ਆਪਣੇ ਬਚਨ ਨੂੰ ਆਪਣੀ ਧਾਰਮਿਕਤਾ ਦੇ ਅਨੁਸਾਰ ਛੇਤੀ ਕਰ ਕੇ ਧਰਤੀ ਉੱਤੇ ਪੂਰਾ ਕਰੇਗਾ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 29] ਜਿਵੇਂ ਯਸਾਯਾਹ ਨੇ ਪਹਿਲਾਂ ਵੀ ਕਿਹਾ ਸੀ, ਕੀ ਜੇ ਸੈਨਾਂ ਦੇ ਪ੍ਰਭੂ ਨੇ ਸਾਡੇ ਲਈ ਅੰਸ ਨਾ ਛੱਡੀ ਹੁੰਦੀ ਤਾਂ ਅਸੀਂ ਸਦੂਮ ਵਰਗੇ ਹੋ ਜਾਂਦੇ ਅਤੇ ਅਮੂਰਾਹ ਜਿਹੇ ਬਣ ਜਾਂਦੇ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 30] ਫੇਰ ਅਸੀਂ ਕੀ ਆਖੀਏ? ਕਿ ਪਰਾਈਆਂ ਕੌਮਾਂ ਜਿਹੜੀਆਂ ਧਾਰਮਿਕਤਾ ਦਾ ਪਿੱਛਾ ਨਹੀਂ ਕਰਦੀਆਂ ਸਨ, ਉਹਨਾਂ ਨੇ ਧਾਰਮਿਕਤਾ ਨੂੰ ਪ੍ਰਾਪਤ ਕੀਤਾ ਸਗੋਂ ਉਸ ਧਾਰਮਿਕਤਾ ਨੂੰ ਜਿਹੜਾ ਵਿਸ਼ਵਾਸ ਤੋਂ ਹੁੰਦਾ ਹੈ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 31] ਭਾਵੇਂ ਇਸਰਾਏਲ ਨੇ ਬਿਵਸਥਾ ਦੁਆਰਾ ਧਾਰਮਿਕਤਾ ਦਾ ਪਿੱਛਾ ਕੀਤਾ ਤਾਂ ਵੀ ਉਹ ਬਿਵਸਥਾ ਤੱਕ ਨਾ ਪਹੁੰਚ ਸਕੇ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 32] ਕਿਉਂ? ਇਸ ਲਈ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਵਿਸ਼ਵਾਸ ਦੇ ਰਾਹੀਂ ਨਹੀਂ ਪਰ ਕੰਮਾਂ ਦੇ ਰਾਹੀਂ ਉਹ ਦਾ ਪਿੱਛਾ ਕੀਤਾ। ਉਨ੍ਹਾਂ ਨੇ ਠੋਕਰ ਖੁਆਉਣ ਵਾਲੇ ਪੱਥਰ ਨਾਲ ਠੇਡਾ ਖਾਧਾ।
[IRV | PA | NT | Romans | Chapter 9 | Verse 33] ਜਿਵੇਂ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਵੇਖੋ, ਮੈਂ ਸੀਯੋਨ ਵਿੱਚ ਠੇਡਾ ਲੱਗਣ ਦਾ ਪੱਥਰ, ਅਤੇ ਠੋਕਰ ਖਾਣ ਦੀ ਚੱਟਾਨ ਰੱਖਦਾ ਹਾਂ, ਅਤੇ ਜਿਹੜਾ ਉਸ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ, ਉਹ ਸ਼ਰਮਿੰਦਾ ਨਾ ਹੋਵੇਗਾ।
