[IRV | PA | NT | Romans | Chapter 1 | Verse 1] ਪੌਲੁਸ ਦੇ ਵਲੋਂ ਜੋ ਯਿਸੂ ਮਸੀਹ ਦਾ ਦਾਸ ਹੈ, ਜੋ ਰਸੂਲ ਬਣਨ ਲਈ ਸੱਦਿਆ ਗਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦੇ ਲਈ ਅਲੱਗ ਕੀਤਾ ਗਿਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 22] ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਬੁੱਧਵਾਨ ਸਮਝ ਕੇ ਮੂਰਖ ਬਣ ਗਏ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 23] ਅਤੇ ਅਵਿਨਾਸ਼ੀ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਨੂੰ ਨਾਸਵਾਨ ਮਨੁੱਖ ਅਤੇ ਪੰਛੀਆਂ ਅਤੇ ਚੌਪਾਇਆਂ ਅਤੇ ਘਿੱਸਰਨ ਵਾਲੇ ਜੀਵ-ਜੰਤੂਆਂ ਦੇ ਰੂਪ ਵਿੱਚ ਬਦਲ ਦਿੱਤਾ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 24] ਇਸ ਕਾਰਨ ਪਰਮੇਸ਼ੁਰ ਨੇ ਵੀ ਉਨ੍ਹਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਮਨਾ ਦੇ ਬੁਰੇ ਵਿਚਾਰਾਂ ਅਤੇ ਗੰਦ-ਮੰਦ ਦੇ ਵੱਸ ਵਿੱਚ ਕਰ ਦਿੱਤਾ ਕਿ ਉਹ ਆਪਸ ਵਿੱਚ ਆਪਣੇ ਸਰੀਰਾਂ ਦਾ ਅਨਾਦਰ ਕਰਨ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 25] ਉਨ੍ਹਾਂ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਚਿਆਈ ਨੂੰ ਝੂਠ ਨਾਲ ਵਟਾ ਦਿੱਤਾ ਅਤੇ ਸ੍ਰਿਸ਼ਟੀ ਦੀ ਪੂਜਾ ਅਤੇ ਬੰਦਗੀ ਕੀਤੀ, ਨਾ ਕਿ ਉਸ ਸਿਰਜਣਹਾਰ ਦੀ ਜਿਹੜਾ ਜੁੱਗੋ-ਜੁੱਗ ਧੰਨ ਹੈ, ਆਮੀਨ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 26] ਇਸੇ ਕਾਰਨ ਪਰਮੇਸ਼ੁਰ ਨੇ ਵੀ ਉਨ੍ਹਾਂ ਨੂੰ ਨੀਚ ਵਾਸਨਾ ਦੇ ਵੱਸ ਕਰ ਦਿੱਤਾ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੀਆਂ ਔਰਤਾਂ ਨੇ ਆਪਣੇ ਸੁਭਾਵਕ ਕੰਮ ਨੂੰ ਉਹ ਦੇ ਨਾਲ ਵਟਾ ਦਿੱਤਾ ਜਿਹੜਾ ਸੁਭਾਓ ਦੇ ਵਿਰੁੱਧ ਹੈ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 27] ਇਸੇ ਤਰ੍ਹਾਂ ਮਰਦ ਵੀ ਔਰਤਾਂ ਨਾਲ ਸੁਭਾਵਕ ਕੰਮ ਛੱਡ ਕੇ ਆਪੋ ਵਿੱਚੀ ਆਪਣੀ ਕਾਮਨਾਂ ਵਿੱਚ ਸੜ ਗਏ, ਮਰਦਾਂ ਨੇ ਮਰਦਾਂ ਦੇ ਨਾਲ ਸ਼ਰਮਨਾਕ ਕੰਮ ਕੀਤੇ ਅਤੇ ਆਪਣੇ ਆਪ ਵਿੱਚ ਆਪਣੀ ਭੁੱਲ ਦੇ ਯੋਗ ਫਲ ਭੋਗਿਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 28] ਜਿਵੇਂ ਉਨ੍ਹਾ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪਣੀ ਪਛਾਣ ਵਿੱਚ ਰੱਖਣਾ ਚੰਗਾ ਨਾ ਲੱਗਾ ਓਵੇਂ ਹੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਵੀ ਉਨ੍ਹਾਂ ਨੂੰ ਮੰਦੀ ਬੁੱਧ ਦੇ ਵੱਸ ਕਰ ਦਿੱਤਾ ਕਿ ਬੁਰੇ ਕੰਮ ਕਰਨ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 29] ਉਹ ਹਰ ਪ੍ਰਕਾਰ ਦੇ ਕੁਧਰਮ, ਬਦੀ, ਲੋਭ ਅਤੇ ਬੁਰਿਆਈ ਨਾਲ ਭਰੇ ਹੋਏ ਸਨ। ਖਾਰ, ਘਾਤ, ਝਗੜੇ, ਛਲ ਅਤੇ ਬਦਨੀਤੀ ਨਾਲ ਭਰਪੂਰ ਹੋ ਗਏ। ਚੁਗਲੀ ਕਰਨ ਵਾਲੇ
[IRV | PA | NT | Romans | Chapter 1 | Verse 30] ਨਿੰਦਕ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਵੈਰੀ, ਦੂਜਿਆਂ ਦਾ ਹੱਕ ਮਾਰਨ ਵਾਲੇ, ਹੰਕਾਰੀ, ਸ਼ੇਖੀਬਾਜ, ਬਦੀਆਂ ਦੇ ਉਸਤਾਦ, ਮਾਪਿਆਂ ਦੇ ਅਣ-ਆਗਿਆਕਾਰ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 31] ਨਿਰਬੁੱਧ, ਨੇਮ ਤੋੜਨ ਵਾਲੇ, ਨਿਰਮੋਹ ਅਤੇ ਨਿਰਦਈ ਹੋਏ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 32] ਅਤੇ ਓਹ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਧੀ ਜਾਣਦੇ ਹਨ, ਜੋ ਏਹੋ ਜਿਹੇ ਕੰਮ ਕਰਨ ਵਾਲੇ ਮਰਨ ਦੇ ਯੋਗ ਹਨ ਉਹ ਕੇਵਲ ਆਪ ਹੀ ਨਹੀਂ ਕਰਦੇ ਸਗੋਂ ਕਰਨ ਵਾਲਿਆਂ ਤੋਂ ਵੀ ਖੁਸ਼ ਹੁੰਦੇ ਹਨ।
