[IRV | PA | NT | Romans | Chapter 12 | Verse 1] ਸੋ ਹੇ ਭਰਾਵੋ, ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਦਯਾ ਯਾਦ ਕਰਾ ਕੇ ਤੁਹਾਡੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ, ਕਿ ਤੁਸੀਂ ਆਪਣਿਆਂ ਸਰੀਰਾਂ ਨੂੰ ਜਿਉਂਦਾ ਅਤੇ ਪਵਿੱਤਰ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਭਾਉਂਦਾ ਹੋਇਆ ਬਲੀਦਾਨ ਕਰਕੇ ਚੜ੍ਹਾਵੋ, ਇਹ ਤੁਹਾਡੀ ਰੂਹਾਨੀ ਬੰਦਗੀ ਹੈ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 12] ਆਸ ਵਿੱਚ ਅਨੰਦ ਅਤੇ ਬਿਪਤਾ ਵਿੱਚ ਧੀਰਜ ਕਰੋ, ਪ੍ਰਾਰਥਨਾ ਲਗਾਤਾਰ ਕਰਦੇ ਰਹੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 13] ਸੰਤਾਂ ਦੀਆਂ ਲੋੜਾਂ ਦੇ ਸਾਂਝੀ ਬਣੋ, ਪਰਾਹੁਣਚਾਰੀ ਕਰਨ ਵਿੱਚ ਲੱਗੇ ਰਹੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 14] ਆਪਣੇ ਸਤਾਉਣ ਵਾਲਿਆ ਨੂੰ ਬਰਕਤ ਦਿਉ, ਅਸੀਸ ਦਿਉ, ਸਰਾਪ ਨਾ ਦਿਉ!
[IRV | PA | NT | Romans | Chapter 12 | Verse 15] ਅਨੰਦ ਕਰਨ ਵਾਲਿਆਂ ਦੇ ਨਾਲ ਅਨੰਦ ਕਰੋ, ਰੋਣ ਵਾਲਿਆਂ ਦੇ ਨਾਲ ਰੋਵੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 16] ਆਪਸ ਵਿੱਚ ਇੱਕ ਮਨ ਹੋਵੋ, ਉੱਚੀਆਂ ਗੱਲਾਂ ਉੱਤੇ ਮਨ ਨਾ ਲਾਉ ਪਰ ਨੀਵੀਆਂ ਨਾਲ ਮਿਲੇ ਰਹੋ, ਆਪਣੀ ਜਾਚ ਵਿੱਚ ਸਿਆਣੇ ਨਾ ਬਣ ਬੈਠੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 17] ਬੁਰਿਆਈ ਦੇ ਬਦਲੇ ਕਿਸੇ ਨਾਲ ਬੁਰਿਆਈ ਨਾ ਕਰੋ। ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਸਾਰੇ ਮਨੁੱਖਾਂ ਦੇ ਭਾਣੇ ਚੰਗੀਆਂ ਹਨ ਉਹਨਾਂ ਤੇ ਧਿਆਨ ਰੱਖੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 18] ਜੇ ਹੋ ਸਕੇ ਤਾਂ ਆਪਣੀ ਵਾਹ ਲੱਗਦਿਆਂ ਸਾਰਿਆਂ ਮਨੁੱਖਾਂ ਦੇ ਨਾਲ ਮੇਲ-ਮਿਲਾਪ ਰੱਖੋ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 19] ਹੇ ਪਿਆਰਿਓ, ਆਪਣਾ ਬਦਲਾ ਨਾ ਲਵੋ, ਪਰ ਕ੍ਰੋਧ ਨੂੰ ਜਾਣ ਦਿਉ ਕਿਉਂ ਜੋ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਕਿ ਪਰਮੇਸ਼ੁਰ ਕਹਿੰਦਾ ਹੈ, ਜੋ ਬਦਲਾ ਲੈਣਾ ਮੇਰਾ ਕੰਮ ਹੈ, ਮੈਂ ਹੀ ਬਦਲਾ ਲਵਾਂਗਾ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 20] ਪਰ ਜੇ ਤੇਰਾ ਵੈਰੀ ਭੁੱਖਾ ਹੋਵੇ ਤਾਂ ਉਹ ਨੂੰ ਖੁਆ, ਜੇ ਪਿਆਸਾ ਹੋਵੇ ਤਾਂ ਉਹ ਨੂੰ ਪਾਣੀ ਪਿਆ ਕਿਉਂ ਜੋ ਇਹ ਕਰਕੇ ਤੂੰ ਉਹ ਦੇ ਸਿਰ ਉੱਤੇ ਅੱਗ ਦੇ ਅੰਗਿਆਰਾਂ ਦਾ ਢੇਰ ਲਾਵੇਂਗਾ।
[IRV | PA | NT | Romans | Chapter 12 | Verse 21] ਬੁਰਿਆਈ ਤੋਂ ਨਾ ਹਾਰ ਸਗੋਂ ਭਲਿਆਈ ਨਾਲ ਬੁਰਿਆਈ ਨੂੰ ਜਿੱਤ ਲੈ।
