[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 1] “మీరూ మీ కొడుకులూ మీ మనుమలూ
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 15] మీ మధ్య ఉన్న మీ యెహోవా దేవుడు రోషం గల దేవుడు కాబట్టి ఆయన కోపాగ్ని మీ మీద చెలరేగి దేశంలో ఉండకుండాా మిమ్మల్ని నాశనం చేస్తాడు.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 16] మీరు మస్సాలో ఆయన్ని పరీక్షించిన విధంగా మీ దేవుడైన యెహోవాను శోధింపకూడదు.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 17] ఆయన ఇచ్చిన ఆజ్ఞలను, అంటే ఆయన శాసనాలను, కట్టడలను జాగ్రత్తగా పాటించాలి.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 18] మీకు సుఖశాంతులు కలిగేలా, మీ ఎదుట నుండి మీ శత్రువులందరినీ తరిమి వేస్తానని
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 19] యెహోవా చెప్పిన ప్రకారం మీ పూర్వీకులకు వాగ్దానం చేసిన ఆ మంచి దేశంలో మీరు ప్రవేశించి దాన్ని స్వాధీనం చేసుకొనేలా మీరు యెహోవా దృష్టికి యథార్థమైనదీ ఉత్తమమైనదీ చేయాలి.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 20] ఇక ముందు మీ కొడుకులు, మన యెహోవా దేవుడు మీకు ఆజ్ఞాపించిన శాసనాలు, కట్టడలు, విధులు ఏవి? అని మిమ్మల్ని అడిగినప్పుడు
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 21] మీరు వారితో ఇలా చెప్పాలి, మనం ఐగుప్తులో ఫరోకు బానిసలుగా ఉన్నప్పుడు యెహోవా తన బాహుబలంతో మనలను విడిపించాడు.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 22] యెహోవా ఐగుప్తు మీదా ఫరో మీదా అతని ఇంటివారందరి మీదా బాధాకరమైన, గొప్ప సూచకక్రియలూ అద్భుతాలూ మన కళ్ళ ఎదుట కనపరచి,
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 23] తాను మన పూర్వీకులకు వాగ్దానం చేసిన దేశాన్ని మనకిచ్చి మనలను దానిలో ప్రవేశపెట్టడానికి అక్కడ నుండి మనలను రప్పించాడు.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 24] మనం ఎప్పుడూ సుఖశాంతులు కలిగి ఈ రోజు ఉన్నట్టు మనం జీవించేలా మన యెహోవా దేవునికి భయపడి ఈ కట్టడలనన్నిటినీ పాటించాలని మనకు ఆజ్ఞాపించాడు.
[IRV | TE | OT | Deuteronomy | Chapter 6 | Verse 25] మన యెహోవా దేవుడు మనకి ఆజ్ఞాపించిన విధంగా ఆయన ఎదుట ఈ ఆజ్ఞలన్నిటినీ పాటిస్తూ నడుచుకుంటే అదే మన విషయంలో నీతి అనిపించుకుంటుంది.”
