[BSB | EN | NT | Luke | Chapter 6 | Verse 1] One Sabbath Jesus was passing through the grainfields, and His disciples began to pick the heads of grain, rub them in their hands, and eat them.
[BSB | EN | NT | Luke | Chapter 6 | Verse 25] Woe to you who are well fed now, for you will hunger. Woe to you who laugh now, for you will mourn and weep.
[BSB | EN | NT | Luke | Chapter 6 | Verse 26] Woe to you when all men speak well of you, for their fathers treated the false prophets in the same way.
[BSB | EN | NT | Luke | Chapter 6 | Verse 27] But to those of you who will listen, I say: Love your enemies, do good to those who hate you,
[BSB | EN | NT | Luke | Chapter 6 | Verse 28] bless those who curse you, pray for those who mistreat you.
[BSB | EN | NT | Luke | Chapter 6 | Verse 29] If someone strikes you on one cheek, turn to him the other also. And if someone takes your cloak, do not withhold your tunic as well.
[BSB | EN | NT | Luke | Chapter 6 | Verse 30] Give to everyone who asks you, and if anyone takes what is yours, do not demand it back.
[BSB | EN | NT | Luke | Chapter 6 | Verse 31] Do to others as you would have them do to you.
[BSB | EN | NT | Luke | Chapter 6 | Verse 32] If you love those who love you, what credit is that to you? Even sinners love those who love them.
[BSB | EN | NT | Luke | Chapter 6 | Verse 33] If you do good to those who do good to you, what credit is that to you? Even sinners do the same.
[BSB | EN | NT | Luke | Chapter 6 | Verse 34] And if you lend to those from whom you expect repayment, what credit is that to you? Even sinners lend to sinners, expecting to be repaid in full.
[BSB | EN | NT | Luke | Chapter 6 | Verse 35] But love your enemies, do good to them, and lend to them, expecting nothing in return. Then your reward will be great, and you will be sons of the Most High; for He is kind to the ungrateful and wicked.
[BSB | EN | NT | Luke | Chapter 6 | Verse 36] Be merciful, just as your Father is merciful.
[BSB | EN | NT | Luke | Chapter 6 | Verse 37] Do not judge, and you will not be judged. Do not condemn, and you will not be condemned. Forgive, and you will be forgiven.
[BSB | EN | NT | Luke | Chapter 6 | Verse 38] Give, and it will be given to you. A good measure, pressed down, shaken together, and running over will be poured into your lap. For with the measure you use, it will be measured back to you.”
[BSB | EN | NT | Luke | Chapter 6 | Verse 39] Jesus also told them a parable: “Can a blind man lead a blind man? Will they not both fall into a pit?
[BSB | EN | NT | Luke | Chapter 6 | Verse 40] A disciple is not above his teacher, but everyone who is fully trained will be like his teacher.
[BSB | EN | NT | Luke | Chapter 6 | Verse 41] Why do you look at the speck in your brother’s eye, but fail to notice the beam in your own eye?
[BSB | EN | NT | Luke | Chapter 6 | Verse 42] How can you say, ‘Brother, let me take the speck out of your eye,’ while you yourself fail to see the beam in your own eye? You hypocrite! First take the beam out of your own eye, and then you will see clearly to remove the speck from your brother’s eye.
[BSB | EN | NT | Luke | Chapter 6 | Verse 43] No good tree bears bad fruit, nor does a bad tree bear good fruit.
[BSB | EN | NT | Luke | Chapter 6 | Verse 44] For each tree is known by its own fruit. Indeed, figs are not gathered from thornbushes, nor grapes from brambles.
[BSB | EN | NT | Luke | Chapter 6 | Verse 45] The good man brings good things out of the good treasure of his heart, and the evil man brings evil things out of the evil treasure of his heart. For out of the overflow of the heart, the mouth speaks.
[BSB | EN | NT | Luke | Chapter 6 | Verse 46] Why do you call Me ‘Lord, Lord,’ but not do what I say?
[BSB | EN | NT | Luke | Chapter 6 | Verse 47] I will show you what he is like who comes to Me and hears My words and acts on them:
[BSB | EN | NT | Luke | Chapter 6 | Verse 48] He is like a man building a house, who dug down deep and laid his foundation on the rock. When the flood came, the torrent crashed against that house but could not shake it, because it was well built.
[BSB | EN | NT | Luke | Chapter 6 | Verse 49] But the one who hears My words and does not act on them is like a man who built his house on ground without a foundation. The torrent crashed against that house, and immediately it fell—and great was its destruction!”
