[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 1] Ἐνισχύσατε υἱοὶ Βενιαμὶν ἐκ μέσου τῆς Ἱερουσαλὴμ, καὶ ἐν Θεκουὲ σημάνατε σάλπιγγι, καὶ ὑπὲρ Βαιθαχαρμὰ ἄρατε σημεῖον, ὅτι κακὰ ἐκκέκυφεν ἀπὸ Βοῤῥᾶ, καὶ συντριβὴ μεγάλη γίνεται·
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 12] Καὶ μεταστραφήσονται αἱ οἰκίαι αὐτῶν εἰς ἑτέρους, ἀγροὶ καὶ αἱ γυναῖκες αὐτῶν ἐπιτοαυτό· ὅτι ἐκτενῶ τὴν χεῖρά μου ἐπὶ τοὺς κατοικοῦντας τὴν γῆν ταύτην, λέγει Κύριος.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 13] Ὅτι ἀπὸ μικροῦ αὐτῶν καὶ ἕως μεγάλου πάντες συνετελέσαντο ἄνομα, ἀπὸ ἱερέως καὶ ἕως ψευδοπροφήτου πάντες ἐποίησαν ψευδῆ.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 14] Καὶ ἰῶντο σύντριμμα τοῦ λαοῦ μου, ἐξουθενοῦντες καὶ λέγοντες, εἰρήνη εἰρήνη· καὶ ποῦ ἐστιν εἰρήνη;
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 15] Κατῃσχύνθησαν, ὅτι ἐξελίποσαν· καὶ οὐδʼ ὡς καταισχυνόμενοι κατῃσχύνθησαν, καὶ τὴν ἀτιμίαν αὐτῶν οὐκ ἔγνωσαν· διατοῦτο πεσοῦνται ἐν τῇ πτώσει αὐτῶν, καὶ ἐν καιρῷ ἐπισκοπῆς ἀπολοῦνται, εἶπε Κύριος.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 16] Τάδε λέγει Κύριος, στῆτε ἐπὶ ταῖς ὁδοῖς, καὶ ἴδετε, καὶ ἐρωτήσατε τρίβους Κυρίου αἰωνίους· καὶ ἴδετε ποία ἐστὶν ἡ ὁδὸς ἡ ἀγαθὴ, καὶ βαδίζετε ἐν αὐτῇ, καὶ εὑρήσετε ἁγνισμὸν ταῖς ψυχαῖς ὑμῶν· Καὶ εἶπαν, οὐ πορευσόμεθα.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 17] Καθέστακα ἐφʼ ὑμᾶς σκοπούς· ἀκούσατε τῆς φωνῆς τῆς σάλπιγγος· καὶ εἶπαν, οὐκ ἀκουσόμεθα.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 18] Διὰ τοῦτο ἤκουσαν τὰ ἔθνη, καὶ οἱ ποιμαίνοντες τὰ ποίμνια αὐτῶν.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 19] Ἄκουε γῆ, ἰδοὺ ἐγὼ ἐπάγω ἐπὶ τὸν λαὸν τοῦτον κακὰ, τὸν καρπὸν ἀποστροφῆς αὐτῶν, ὅτι τῶν λόγων μου οὐ προσέσχον, καὶ τὸν νόμον μου ἀπώσαντο.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 20] Ἱνατί μοι λίβανον ἐκ Σαβὰ φέρετε, καὶ κινάμωμον ἐκ γῆς μακρόθεν; τὰ ὁλοκαυτώματα ὑμῶν οὐκ εἰσὶ δεκτὰ, καὶ αἱ θυσίαι ὑμῶν οὐχ ἥδυνάν μοι.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 21] Διατοῦτο τάδε λέγει Κύριος, ἰδοὺ ἐγὼ δίδωμι ἐπὶ τὸν λαὸν τοῦτον ἀσθένειαν, καὶ ἀσθενήσουσι πατέρες καὶ υἱοὶ ἅμα, γείτων καὶ ὁ πλησίον αὐτοῦ ἀπολοῦνται.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 22] Τάδε λέγει Κύριος, ἰδοὺ λαὸς ἔρχεται ἀπὸ Βοῤῥᾶ, καὶ ἔθνη ἐξεγερθήσονται ἀπʼ ἐσχάτου τῆς γῆς.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 23] Τόξον καὶ ζιβύνην κρατήσουσιν· ἰταμός ἐστι, καὶ οὐκ ἐλεήσει· φωνὴ αὐτοῦ, ὡς θάλασσα κυμαίνουσα· ἐφʼ ἵπποις καὶ ἅρμασι παρατάξεται ὡς πῦρ εἰς πόλεμον πρὸς σὲ, θύγατερ Σιών.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 24] Ἠκούσαμεν τὴν ἀκοὴν αὐτῶν, παρελύθησαν αἱ χεῖρες ἡμῶν, θλίψις κατέσχεν ἡμᾶς, ὠδῖνες ὡς τικτούσης.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 25] Μὴ ἐκπορεύεσθε εἰς ἀγρὸν, καὶ ἐν ταῖς ὁδοῖς μὴ βαδίζετε, ὅτι ῥομφαία τῶν ἐχθρῶν παροικεῖ κυκλόθεν.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 26] Θύγατερ λαοῦ μου περίζωσαι σάκκον, κατάπασσε ἐν σποδῷ, πένθος ἀγαπητοῦ ποιήσαι σεαυτῇ κοπετὸν οἰκτρὸν, ὅτι ἐξαίφνης ἥξει ταλαιπωρία ἐφʼ ὑμᾶς.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 27] Δοκιμαστὴν δέδωκά σε ἐν λαοῖς δεδοκιμασμένοις, καὶ γνώσῃ με ἐν τῷ δοκιμάσαι με τὴν ὁδὸν αὐτῶν,
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 28] πάντες ἀνήκοοι πορεύομενοι σκολιῶς· χαλκὸς καὶ σίδηρος, πάντες διεφθαρμένοι εἰσίν.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 29] Ἐξέλιπε φυσητὴρ ἀπὸ πυρὸς, ἐξέλιπε μόλιβος· εἰς κενὸν ἀργυροκόπος ἀργυροκοπεῖ, πονηρία αὐτῶν οὐκ ἐτάκη.
[LXX | EL | OT | Jeremiah | Chapter 6 | Verse 30] Ἀργύριον ἀποδεδοκιμασμένον καλέσατε αὐτοὺς, ὅτι ἀπεδοκίμασεν αὐτοὺς Κύριος.
