[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 1] Ὁ ΛΟΓΟΣ Ὁ ΓΕΝΟΜΕΝΟΣ ΠΡΟΣ ἹΕΡΕΜΙΑΝ ἅπασι τοῖς Ἰουδαίοις τοῖς κατοικοῦσιν ἐν γῇ Αἰγύπτου, καὶ τοῖς καθημένοις ἐν Μαγδωλῷ, καὶ ἐν Τάφνας, καὶ ἐν γῇ Παθούρης, λέγων,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 12] τοῦ ἀπολέσαι πάντας τοὺς καταλοίπους τοὺς ἐν Αἰγύπτῳ, καὶ πεσοῦνται ἐν ῥομφαίᾳ καὶ ἐν λιμῷ, καὶ ἐκλείψουσιν ἀπὸ μικροῦ ἕως μεγάλου, καὶ ἔσονται εἰς ὀνειδισμὸν, καὶ εἰς ἀπώλειαν, καὶ εἰς κατάραν.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 13] Καὶ ἐπισκέψομαι ἐπὶ τοὺς καθημένους ἐν γῇ Αἰγύπτῳ, ὡς ἐπεσκεψάμην ἐπὶ Ἱερουσαλὴμ, ἐν ῥομφαίᾳ καὶ ἐν λιμῷ,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 14] καὶ οὐκ ἔσται σεσωσμένος οὐδεὶς τῶν ἐπιλοίπων Ἰούδα τῶν παροικούντων ἐν γῇ Αἰγύπτῳ, τοῦ ἐπιστρέψαι εἰς γῆν Ἰούδα, ἐφʼ ἣν αὐτοὶ ἐλπίζουσι ταῖς ψυχαῖς αὐτῶν τοῦ ἐπιστρέψαι ἐκεῖ· οὐ μὴ ἐπιστρέψωσιν, ἀλλʼ ἢ οἱ ἀνασεσωσμένοι.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 15] Καὶ ἀπεκρίθησαν τῷ Ἱερεμίᾳ πάντες οἱ ἄνδρες οἱ γνόντες ὅτι θυμιῶσιν αἱ γυναῖκες αὐτῶν, καὶ πᾶσαι αἱ γυναῖκες, συναγωγὴ μεγάλη, καὶ πᾶς ὁ λαὸς οἱ καθήμενοι ἐν γῇ Αἰγύπτῳ, ἐν Παθουρῇ, λέγοντες,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 16] Ὁ λόγος ὃν ἐλάλησας πρὸς ἡμᾶς τῷ ὀνόματι Κυρίου, οὐκ ἀκούσομέν σου,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 17] ὅτι ποιοῦντες ποιήσομεν πάντα τὸν λόγον ὃς ἐξελεύσεται ἐκ τοῦ στόματος ἡμῶν, θυμιᾷν τῇ βασιλίσσῃ τοῦ οὐρανοῦ, καὶ σπένδειν αὐτῇ σπονδὰς, καθὰ ἐποιήσαμεν ἡμεῖς καὶ οἱ πατέρες ἡμῶν, καὶ οἱ βασιλεῖς ἡμῶν, καὶ οἱ ἄρχοντες ἡμῶν, ἐν πόλεσιν Ἰούδα καὶ ἔξωθεν Ἱερουσαλήμ· καὶ ἐπλήσθημεν ἄρτων, καὶ ἐγενόμεθα χρηστοὶ, καὶ κακὰ οὐκ εἴδομεν.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 18] Καὶ ὡς διελίπομεν θυμιῶντες τῇ βασιλίσσῃ τοῦ οὐρανοῦ, ἠλαττώθημεν πάντες, καὶ ἐν ῥομφαίᾳ καὶ ἐν λιμῷ ἐξελίπομεν.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 19] Καὶ ὅτι ἡμεῖς ἐθυμιῶμεν τῇ βασιλίσσῃ τοῦ οὐρανοῦ, καὶ ἐσπείσαμεν αὐτῇ σπονδὰς, μὴ ἄνευ τῶν ἀνδρῶν ἡμῶν ἐποιήσαμεν αὐτῇ χαυῶνας, καὶ ἐσπείσαμεν αὐτῇ σπονδάς;
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 20] Καὶ εἶπεν Ἱερεμίας παντὶ τῷ λαῷ, τοῖς δυνατοῖς καὶ ταῖς γυναιξὶ καὶ παντὶ τῷ λαῷ τοῖς ἀποκριθεῖσιν αὐτῷ λόγους, λέγων,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 21] οὐχὶ τοῦ θυμιάματος οὗ ἐθυμιάσατε ἐν ταῖς πόλεσιν Ἰούδα, καὶ ἔξωθεν Ἱερουσαλὴμ, ὑμεῖς καὶ οἱ πατέρες ὑμῶν, καὶ οἱ βασιλεῖς ὑμῶν, καὶ οἱ ἄρχοντες ὑμῶν, καὶ ὁ λαὸς τῆς γῆς, ἐμνήσθη Κύριος; καὶ ἀνέβη ἐπὶ τὴν καρδίαν αὐτοῦ;
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 22] Καὶ οὐκ ἠδύνατο Κύριος ἔτι φέρειν ἀπὸ προσώπου πονηρίας πραγμάτων ὑμῶν, καὶ ἀπὸ τῶν βδελυγμάτων ὑμῶν ὧν ἐποιήσατε· καὶ ἐγενήθη ἡ γῆ ὑμῶν εἰς ἐρήμωσιν, καὶ εἰς ἄβατον, καὶ εἰς ἀρὰν, ὡς ἐν τῇ ἡμέρᾳ ταύτῃ,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 23] ἀπὸ προσώπου ὧν ἐθυμιᾶτε, καὶ ὧν ἡμάρτετε τῷ Κύριῳ· καὶ οὐκ ἠκούσατε τῆς φωνῆς Κυρίου, καὶ ἐν τοῖς προστάγμασιν αὐτοῦ, καὶ ἐν τῷ νόμῳ καὶ ἐν τοῖς μαρτυρίοις αὐτοῦ οὐκ ἐπορεύθητε, καὶ ἐπελάβετο ὑμῶν τὰ κακὰ ταῦτα.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 24] Καὶ εἶπεν Ἱερεμίας τῷ λαῷ, καὶ ταῖς γυναιξὶν, ἀκουσατε λόγον Κυρίου.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 25] Οὕτως εἶπε Κύριος ὁ Θεὸς Ἰσραὴλ, ὑμεῖς γυναῖκες τῷ στόματι ὑμῶν ἐλαλήσατε, καὶ ταῖς χερσὶν ὑμῶν ἐπληρώσατε, λέγουσαι, ποιοῦσαι ποιήσομεν τὰς ὁμολογίας ἡμῶν ἃς ὡμολογήκαμεν, θυμιᾷν τῇ βασιλίσσῃ τοῦ οὐρανοῦ καὶ σπένδειν αὐτῇ σπονδάς· ἐμμείνασαι ἐνεμείνατε ταῖς ὁμολογίαις ὑμῶν, καὶ ποιοῦσαι ἐποιήσατε.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 26] Διατοῦτο ἀκούσατε λόγον Κυρίου, πᾶς Ἰούδα οἱ καθήμενοι ἐν γῇ Αἰγύπτῳ, ἰδοὺ ὤμοσα τῷ ὀνόματί μου τῷ μεγάλῳ, εἶπε Κύριος, ἐὰν γένηται ἔτι ὄνομά μου ἐν τῷ στόματι παντὸς Ἰούδα εἰπεῖν, ζῇ Κύριος, ἐπὶ πάση γῇ Αἰγύπτῳ.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 27] Ὅτι ἐγὼ ἐγρήγορα ἐπʼ αὐτοὺς, τοῦ κακῶσαι αὐτοὺς, καὶ οὐκ ἀγαθῶσαι· καὶ ἐκλείψουσι πᾶς Ἰούδα, οἱ κατοικοῦντες ἐν γῇ Αἰγύπτῳ, ἐν ῥομφαίᾳ καὶ ἐν λιμῷ, ἕως ἂν ἐκλείπωσι.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 28] Καὶ οἱ σεσωσμένοι ἀπὸ ῥομφαίας ἐπιστρέψουσιν εἰς γῆν Ἰούδα ὀλίγοι ἀριθμῷ, καὶ γνώσονται οἱ κατάλοιποι Ἰούδα οἱ καταστάντες ἐν γῇ Αἰγύπτῳ, κατοικῆσαι ἐκεῖ, λόγος τίνος ἐμμενεῖ.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 29] Καὶ τοῦτο τὸ σημεῖον ὑμῖν, ὅτι ἐπισκέψομαι ἐγὼ ἐφʼ ὑμᾶς εἰς πονηρά.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 30] Οὕτως εἶπε Κύριος, ἰδοὺ ἐγὼ δίδωμι τὸν Οὐαφρῆ βασιλέα Αἰγύπτου εἰς χεῖρας ἐχθροῦ αὐτοῦ, καὶ εἰς χεῖρας ζητοῦντος τὴν ψυχὴν αὐτοῦ, καθὰ ἔδωκα τὸν Σεδεκίαν βασιλέα Ἰούδα εἰς χεῖρας Ναβουχοδονόσορ βασιλέως Βαβυλῶνος ἐχθροῦ αὐτοῦ, καὶ ζητοῦντος τὴν ψυχὴν αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 31] Ὁ ΛΟΓΟΣ ὋΝ ἘΛΑΛΗΣΕΝ ἹΕΡΕΜΙΑΣ Ὁ ΠΡΟΦΗΤΗΣ πρὸς Βαροὺχ υἱὸν Νηρίου, ὅτε ἔγραφε τοὺς λόγους τούτους ἐν τῷ βιβλίῳ ἀπὸ στόματος Ἱερεμίου, ἐν τῷ ἐνιαυτῷ τῷ τετάρτῳ Ἰωακεὶμ υἱῷ Ἰωσία βασιλέως Ἰούδα.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 32] Οὕτως εἶπε Κύριος ἐπὶ σοὶ Βαροὺχ,
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 33] ὅτι εἶπας, οἴμοι οἴμοι, ὅτι προσέθηκε Κύριος κόπον ἐπίπονόν μοι, ἐκοιμήθην ἐν στεναγμοῖς, ἀνάπαυσιν οὐχ εὗρον·
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 34] Εἰπὸν αὐτῷ, οὕτως εἶπε Κύριος, ἰδοὺ οὓς ἐγὼ ᾠκοδόμησα, ἐγὼ καθαιρῶ· καὶ οὓς ἐγὼ ἐφύτευσα, ἐγὼ ἐκτίλλω.
[LXX | EL | OT | Jeremiah | Chapter 51 | Verse 35] Καὶ σὺ ζητήσεις σεαυτῷ μεγάλα; μὴ ζητήσῃς, ὅτι ἰδοὺ ἐγὼ ἐπάγω κακὰ ἐπὶ πᾶσαν σάρκα, λέγει Κύριος· καὶ δώσω τὴν ψυχήν σου εἰς εὕρημα ἐν παντὶ τόπῳ οὗ ἐὰν βαδίσῃς ἐκεῖ.
