[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 1] Τίς δῴη μοι ἐν τῇ ἐρήμῳ σταθμὸν ἔσχατον, καὶ καταλείψω τὸν λαόν μου, καὶ ἀπελεύσομαι ἀπʼ αὐτῶν; ὅτι πάντες μοιχῶνται, σύνοδος ἀθετούντων,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 12] Καὶ εἶπε Κύριος πρὸς μὲ, διὰ τὸ ἐγκαταλιπεῖν αὐτοὺς τὸν νόμον μου, ὃν ἔδωκα πρὸ προσώπου αὐτῶν, καὶ οὐκ ἤκουσαν τῆς φωνῆς μου,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 13] ἀλλʼ ἐπορεύθησαν ὀπίσω τῶν ἀρεστῶν τῆς καρδίας αὐτῶν τῆς κακῆς, καὶ ὀπίσω τῶν εἰδώλων ἃ ἐδίδαξαν αὐτοὺς οἱ πατέρες αὐτῶν.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 14] Διατοῦτο τάδε λέγει Κύριος ὁ Θεὸς Ἰσραὴλ, ἰδοὺ ἐγὼ ψωμιῶ αὐτοὺς ἀνάγκας, καὶ ποτιῶ αὐτοὺς ὕδωρ χολῆς,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 15] καὶ διασκορπιῶ αὐτοὺς ἐν τοῖς ἔθνεσιν, εἰς οὓς οὐκ ἐγίνωσκον αὐτοὶ καὶ οἱ πατέρες αὐτῶν, καὶ ἐπαποστελῶ ἐπʼ αὐτοὺς τὴν μάχαιραν, ἕως τοῦ ἐξαναλῶσαι αὐτοὺς ἐν αὐτῇ.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 16] Τάδε λέγει Κύριος, καλέσατε τὰς θρηνούσας, καὶ ἐλθέτωσαν, καὶ πρὸς τὰς σοφὰς ἀποστείλατε, καὶ φθεγξάσθωσαν,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 17] καὶ λαβέτωσαν ἐφʼ ὑμᾶς θρῆνον, καὶ καταγαγέτωσαν οἱ ὀφθαλμοὶ ὑμῶν δάκρυα, καὶ τὰ βλέφαρα ὑμῶν ῥείτω ὕδωρ,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 18] ὅτι φωνὴ οἰκτροῦ ἠκούσθη ἐν Σιών· πῶς ἐταλαιπωρήσαμεν, κατῃσχύνθημεν σφόδρα, ὅτι ἐγκατελίπομεν τὴν γῆν, καὶ ἀπεῤῥίψαμεν τὰ σκηνώματα ἡμῶν;
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 19] Ἀκούσατε δὴ γυναῖκες λόγον Θεοῦ, καὶ δεξάσθω τὰ ὦτα ὑμῶν λόγους στόματος αὐτοῦ, καὶ διδάξατε τὰς θυγατέρας ὑμῶν οἶκτον, καὶ γυνὴ τὴν πλησίον αὐτῆς θρῆνον.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 20] Ὅτι ἀνέβη θάνατος διὰ τῶν θυρίδων ὑμῶν, εἰσῆλθεν εἰς τὴν γῆν ὑμῶν, τοῦ ἐκτρίψαι νήπια ἔξωθεν, καὶ νεανίσκους ἀπὸ τῶν πλατειῶν.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 21] Καὶ ἔσονται οἱ νεκροὶ τῶν ἀνθρώπων εἰς παράδειγμα ἐπὶ προσώπου τοῦ πεδίου τῆς γῆς ὑμῶν, ὡς χόρτος ὀπίσω θερίζοντος, καὶ οὐκ ἔσται ὁ συνάγων.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 22] Τάδε λέγει Κύριος, μὴ καυχάσθω ὁ σοφὸς ἐν τῇ σοφίᾳ αὐτοῦ, καὶ μὴ καυχάσθω ὁ ἰσχυρὸς ἐν τῆ ἰσχύϊ αὐτοῦ, καὶ μὴ καυχάσθω ὁ πλούσιος ἐν τῷ πλούτῳ αὐτοῦ,
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 23] ἀλλʼ ἢ ἐν τούτῳ καυχάσθω ὁ καυχώμενος, συνιεῖν καὶ γινώσκειν, ὅτι ἐγώ εἰμι Κύριος ὁ ποιῶν ἔλεος καὶ κρίμα καὶ δικαιοσύνην ἐπὶ τῆς γῆς, ὅτι ἐν τούτοις τὸ θέλημά μου, λέγει Κύριος.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 24] Ἰδοὺ ἡμέραι ἔρχονται, λέγει Κύριος, καὶ ἐπισκέψομαι ἐπὶ πάντας περιτετμημένους ἀκροβυστίας αὐτῶν.
[LXX | EL | OT | Jeremiah | Chapter 9 | Verse 25] Ἐπʼ Αἴγυπτον, καὶ ἐπὶ Ἰδουμαίαν, καὶ ἐπὶ Ἐδὼμ, καὶ ἐπὶ υἱοὺς Ἀμμὼν, καὶ ἐπὶ υἱοὺς Μωὰβ, καὶ ἐπὶ πάντα περικειρόμενον τὰ κατὰ πρόσωπον αὐτοῦ, τοὺς κατοικοῦντας ἐν τῇ ἐρήμῳ, ὅτι πάντα τὰ ἔθνη ἀπερίτμητα σαρκὶ, καὶ πᾶς οἶκος Ἰσραὴλ ἀπερίτμητοι καρδίας αὐτῶν.
