[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 1] ΤΗ ΜΩΑΒ οὕτως εἶπε Κύριος, οὐαὶ ἐπὶ Ναβαῦ, ὅτι ὤλετο, ἐλήφθη Καριαθαὶμ, ᾐσχύνθη Ἀμὰθ καὶ Ἀγάθ.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 12] Διατοῦτο ἰδοὺ ἡμέραι αὐτοῦ ἔρχονται, φησὶ Κύριος, καὶ ἀποστελῶ αὐτῷ κλίνοντας, καὶ κλινοῦσιν αὐτὸν, καὶ τὰ σκεύη αὐτοῦ λεπτυνοῦσι, καὶ τὰ κέρατα αὐτοῦ συγκόψουσι.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 13] Καὶ καταισχυνθήσεται Μωὰβ ἀπὸ Χαμὼς, ὥσπερ κατῃσχύνθη οἶκος Ἰσραὴλ ἀπὸ Βαιθὴλ ἐλπίδος αὐτῶν πεποιθότες ἐπʼ αὐτοῖς.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 14] Πῶς ἐρεῖτε, ἰσχυροί ἐσμεν, καὶ ἄνθρωπος ἰσχύων εἰς τὰ πολεμικά;
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 15] Ὤλετο Μωὰβ πόλις αὐτοῦ, καὶ ἐκλεκτοὶ νεανίσκοι αὐτοῦ κατέβησαν εἰς σφαγήν.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 16] Ἐγγὺς ἡμέρα Μωὰβ ἐλθεῖν, καὶ πονηρία αὐτοῦ ταχεῖα σφόδρα.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 17] Κινήσατε αὐτῷ πάντες κυκλόθεν αὐτοῦ, πάντες ἔκδοτε ὄνομα αὐτοῦ· εἴπατε, πῶς συνετρίβη βακτηρία εὐκλεὴς, ῥάβδος μεγαλώματος;
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 18] Κατάβηθι ἀπὸ δόξης, καὶ κάθισον ἐν ὑγρασίᾳ καθημένη· Δαιβὼν ἐκτριβήσεται, ὅτι ὤλετο Μωὰβ, ἀνέβη εἰς σὲ λυμαινόμενος ὀχύρωμά σου.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 19] Ἐφʼ ὁδοῦ στῆθι, καὶ ἔπιδε καθημένη ἐν Ἀρὴρ, καὶ ἐρώτησον φεύγοντα, καὶ σωζόμενον, καὶ εἰπὸν, τί ἐγένετο;
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 20] Κατῃσχύνθη Μωὰβ, ὅτι συνετρίβη· ὀλόλυξον καὶ κέκραξον, ἀνάγγειλον ἐν Ἀρνὼν, ὅτι ὤλετο Μωὰβ,
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 21] καὶ κρίσις ἔρχεται εἰς τὴν γῆν Μεισὼρ ἐπὶ Χελὼν, καὶ Ῥεφὰς, καὶ Μωφὰς,
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 22] καὶ ἐπὶ Δαιβὼν, καὶ ἐπὶ Ναβαῦ, καὶ ἐπʼ οἶκον Δαιθλαθαὶμ,
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 23] καὶ ἐπὶ Καριαθαὶμ, καὶ ἐπʼ οἶκον Γαιμὼλ, καὶ ἐπʼ οἶκον Μαὼν,
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 24] καὶ ἐπὶ Καριὼθ, καὶ ἐπὶ Βοσὸρ, καὶ ἐπὶ πάσας τὰς πόλεις Μωὰβ τὰς πόῤῥω καὶ τὰς ἐγγύς.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 25] Κατεάχθη κέρας Μωὰβ, καὶ τὸ ἐπίχειρον αὐτοῦ συνετρίβη.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 26] Μεθύσατε αὐτὸν, ὅτι ἐπὶ Κύριον ἐμεγαλύνθη· καὶ ἐπικρούσει Μωὰβ ἐν χειρὶ αὐτοῦ, καὶ ἔσται εἰς γέλωτα καὶ αὐτός.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 27] Καὶ εἰ μὴ εἰς γελοιασμὸν ἦν σοι Ἰσραὴλ, καὶ ἐν κλοπαῖς σου εὑρέθη, ὅτι ἐπολέμεις αὐτόν.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 28] Κατέλιπον τὰς πόλεις, καὶ ᾤκησαν ἐν πέτραις οἱ κατοικοῦντες Μωάβ· ἐγενήθησαν ὥσπερ περιστεραὶ νοσσεύουσαι ἐν πέτραις, στόματι βοθύνου.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 29] Καὶ ἤκουσα ὕβριν Μωὰβ, ὕβρισε λίαν ὕβριν αὐτοῦ, καὶ ὑπερηφανίαν αὐτοῦ· καὶ ὑψώθη ἡ καρδία αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 30] Ἐγὼ δὲ ἔγνων ἔργα αὐτοῦ· οὐχὶ τὸ ἱκανὸν αὐτῷ οὐχ οὕτως ἐποίησε;
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 31] Διατοῦτο ἐπὶ Μωὰβ ὀλολύζετε πάντοθεν· βοήσατε ἐπʼ ἄνδρας κειράδας αὐχμοῦ.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 32] Ὡς κλαυθμὸν Ἰαζὴρ ἀποκλαύσομαί σοι ἄμπελος Ἀσερημὰ, κλήματά σου διῆλθε θάλασσαν, πόλεις Ἰαζὴρ ἥψαντο, ἐπὶ ὀπώραν σου, ἐπὶ τρυγηταῖς σου ὄλεθρος ἐπέπεσε.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 33] Συνεψήσθη χαρμοσύνη καὶ εὐφροσύνη ἐκ τῆς Μωαβίτιδος· καὶ οἶνος ἦν ἐπὶ ληνοῖς σου, πρωῒ οὐκ ἐπάτησαν, οὐδὲ δείλης οὐκ ἐποίησαν,
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 34] αἱ δὲ ἀπὸ κραυγῆς Ἐσεβὼν ἕως Αἰτὰμ αἱ πόλεις αὐτῶν ἔδωκαν φωνὴν αὐτῶν, ἀπὸ Ζογὸρ ἕως Ὠρωναὶμ, καὶ ἀγγελίαν σαλασία, ὅτι καὶ τὸ ὕδωρ Νεβρεὶν εἰς κατάκαυμα ἔσται.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 35] Καὶ ἀπολῶ τὸν Μωὰβ, φησὶ Κύριος, ἀναβαίνοντα ἐπὶ τὸν βωμὸν, καὶ θυμιῶντα θεοῖς αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 36] Διατοῦτο καρδία τοῦ Μωὰβ, ὥσπερ αὐλοὶ βουβήσουσι, καρδία μου ἐπʼ ἀνθρώπους κειράδας ὥσπερ αὐλὸς βομβήσει· διατοῦτο ἃ περιεποιήσατο, ἀπώλετο ἀπὸ ἀνθρώπου.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 37] Πᾶσαν κεφαλὴν ἐν παντὶ τόπῳ ξυρηθήσονται, καὶ πᾶς πώγων ξυρηθήσεται, καὶ πᾶσαι χεῖρες κόψονται, καὶ ἐπὶ πάσης ὀσφύος σάκκος.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 38] Καὶ ἐπὶ πάντων τῶν δωμάτων Μωὰβ, καὶ ἐπὶ ταῖς πλατείαις αὐτῆς, ὅτι συνέτριψα, φησὶ Κύριος, ὡς ἀγγεῖον, οὗ οὐκ ἔστι χρεία αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 39] Πῶς κατήλλαξε; πῶς ἔστρεψε νῶτον Μωάβ; ᾐσχύνθη, καὶ ἐγένετο Μωὰβ εἰς γέλωτα, καὶ ἐγκότημα πᾶσι τοῖς κύκλῳ αὐτῆς.
[LXX | EL | OT | Jeremiah | Chapter 31 | Verse 40] Ὅτι οὕτως εἶπε Κύριος,
