[SBLGNT | EL | NT | John | Chapter 10 | Verse 1] Ἀμὴν ἀμὴν λέγω ὑμῖν, ὁ μὴ εἰσερχόμενος διὰ τῆς θύρας εἰς τὴν αὐλὴν τῶν προβάτων ἀλλὰ ἀναβαίνων ἀλλαχόθεν ἐκεῖνος κλέπτης ἐστὶν καὶ λῃστής·
[SBLGNT | EL | NT | John | Chapter 10 | Verse 30] ἐγὼ καὶ ὁ πατὴρ ἕν ἐσμεν.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 31] Ἐβάστασαν ⸀οὖν πάλιν λίθους οἱ Ἰουδαῖοι ἵνα λιθάσωσιν αὐτόν.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 32] ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς· Πολλὰ ⸂ἔργα καλὰ ἔδειξα ὑμῖν⸃ ἐκ τοῦ ⸀πατρός· διὰ ποῖον αὐτῶν ἔργον ⸂ἐμὲ λιθάζετε⸃;
[SBLGNT | EL | NT | John | Chapter 10 | Verse 33] ἀπεκρίθησαν αὐτῷ οἱ ⸀Ἰουδαῖοι· Περὶ καλοῦ ἔργου οὐ λιθάζομέν σε ἀλλὰ περὶ βλασφημίας, καὶ ὅτι σὺ ἄνθρωπος ὢν ποιεῖς σεαυτὸν θεόν.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 34] ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς· Οὐκ ἔστιν γεγραμμένον ἐν τῷ νόμῳ ὑμῶν ⸀ὅτι Ἐγὼ εἶπα· Θεοί ἐστε;
[SBLGNT | EL | NT | John | Chapter 10 | Verse 35] εἰ ἐκείνους εἶπεν θεοὺς πρὸς οὓς ὁ λόγος τοῦ θεοῦ ἐγένετο, καὶ οὐ δύναται λυθῆναι ἡ γραφή,
[SBLGNT | EL | NT | John | Chapter 10 | Verse 36] ὃν ὁ πατὴρ ἡγίασεν καὶ ἀπέστειλεν εἰς τὸν κόσμον ὑμεῖς λέγετε ὅτι Βλασφημεῖς, ὅτι εἶπον· Υἱὸς τοῦ θεοῦ εἰμι;
[SBLGNT | EL | NT | John | Chapter 10 | Verse 37] εἰ οὐ ποιῶ τὰ ἔργα τοῦ πατρός μου, μὴ πιστεύετέ μοι·
[SBLGNT | EL | NT | John | Chapter 10 | Verse 38] εἰ δὲ ποιῶ, κἂν ἐμοὶ μὴ πιστεύητε τοῖς ἔργοις ⸀πιστεύετε, ἵνα γνῶτε καὶ ⸀γινώσκητε ὅτι ἐν ἐμοὶ ὁ πατὴρ κἀγὼ ἐν ⸂τῷ πατρί⸃.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 39] ἐζήτουν οὖν ⸂πάλιν αὐτὸν⸃ πιάσαι· καὶ ἐξῆλθεν ἐκ τῆς χειρὸς αὐτῶν.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 40] Καὶ ἀπῆλθεν πάλιν πέραν τοῦ Ἰορδάνου εἰς τὸν τόπον ὅπου ἦν Ἰωάννης τὸ πρῶτον βαπτίζων, καὶ ἔμεινεν ἐκεῖ.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 41] καὶ πολλοὶ ἦλθον πρὸς αὐτὸν καὶ ἔλεγον ὅτι Ἰωάννης μὲν σημεῖον ἐποίησεν οὐδέν, πάντα δὲ ὅσα εἶπεν Ἰωάννης περὶ τούτου ἀληθῆ ἦν.
[SBLGNT | EL | NT | John | Chapter 10 | Verse 42] καὶ ⸂πολλοὶ ἐπίστευσαν εἰς αὐτὸν ἐκεῖ⸃.
