[SBLGNT | EL | NT | John | Chapter 9 | Verse 1] Καὶ παράγων εἶδεν ἄνθρωπον τυφλὸν ἐκ γενετῆς.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 12] ⸂καὶ εἶπαν⸃ αὐτῷ· Ποῦ ἐστιν ἐκεῖνος; λέγει· Οὐκ οἶδα.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 13] Ἄγουσιν αὐτὸν πρὸς τοὺς Φαρισαίους τόν ποτε τυφλόν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 14] ἦν δὲ σάββατον ⸂ἐν ᾗ ἡμέρᾳ⸃ τὸν πηλὸν ἐποίησεν ὁ Ἰησοῦς καὶ ἀνέῳξεν αὐτοῦ τοὺς ὀφθαλμούς.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 15] πάλιν οὖν ἠρώτων αὐτὸν καὶ οἱ Φαρισαῖοι πῶς ἀνέβλεψεν. ὁ δὲ εἶπεν αὐτοῖς· Πηλὸν ἐπέθηκέν μου ἐπὶ τοὺς ὀφθαλμούς, καὶ ἐνιψάμην, καὶ βλέπω.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 16] ἔλεγον οὖν ἐκ τῶν Φαρισαίων τινές· ⸂Οὐκ ἔστιν οὗτος παρὰ θεοῦ ὁ ἄνθρωπος⸃, ὅτι τὸ σάββατον οὐ τηρεῖ. ⸀ἄλλοι ἔλεγον· Πῶς δύναται ἄνθρωπος ἁμαρτωλὸς τοιαῦτα σημεῖα ποιεῖν; καὶ σχίσμα ἦν ἐν αὐτοῖς.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 17] λέγουσιν ⸀οὖν τῷ τυφλῷ πάλιν· ⸂Τί σὺ⸃ λέγεις περὶ αὐτοῦ, ὅτι ἠνέῳξέν σου τοὺς ὀφθαλμούς; ὁ δὲ εἶπεν ὅτι Προφήτης ἐστίν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 18] Οὐκ ἐπίστευσαν οὖν οἱ Ἰουδαῖοι περὶ αὐτοῦ ὅτι ⸂ἦν τυφλὸς⸃ καὶ ἀνέβλεψεν, ἕως ὅτου ἐφώνησαν τοὺς γονεῖς αὐτοῦ ⸂τοῦ ἀναβλέψαντος⸃
[SBLGNT | EL | NT | John | Chapter 9 | Verse 19] καὶ ἠρώτησαν αὐτοὺς λέγοντες· Οὗτός ἐστιν ὁ υἱὸς ὑμῶν, ὃν ὑμεῖς λέγετε ὅτι τυφλὸς ἐγεννήθη; πῶς οὖν ⸂βλέπει ἄρτι⸃;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 20] ἀπεκρίθησαν ⸀οὖν οἱ γονεῖς αὐτοῦ καὶ εἶπαν· Οἴδαμεν ὅτι οὗτός ἐστιν ὁ υἱὸς ἡμῶν καὶ ὅτι τυφλὸς ἐγεννήθη·
[SBLGNT | EL | NT | John | Chapter 9 | Verse 21] πῶς δὲ νῦν βλέπει οὐκ οἴδαμεν, ἢ τίς ἤνοιξεν αὐτοῦ τοὺς ὀφθαλμοὺς ἡμεῖς οὐκ οἴδαμεν· ⸂αὐτὸν ἐρωτήσατε, ἡλικίαν ἔχει⸃, αὐτὸς περὶ ἑαυτοῦ λαλήσει.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 22] ταῦτα εἶπαν οἱ γονεῖς αὐτοῦ ὅτι ἐφοβοῦντο τοὺς Ἰουδαίους, ἤδη γὰρ συνετέθειντο οἱ Ἰουδαῖοι ἵνα ἐάν τις αὐτὸν ὁμολογήσῃ χριστόν, ἀποσυνάγωγος γένηται.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 23] διὰ τοῦτο οἱ γονεῖς αὐτοῦ εἶπαν ὅτι Ἡλικίαν ἔχει, αὐτὸν ⸀ἐπερωτήσατε.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 24] Ἐφώνησαν οὖν ⸂τὸν ἄνθρωπον ἐκ δευτέρου⸃ ὃς ἦν τυφλὸς καὶ εἶπαν αὐτῷ· Δὸς δόξαν τῷ θεῷ· ἡμεῖς οἴδαμεν ὅτι ⸂οὗτος ὁ ἄνθρωπος⸃ ἁμαρτωλός ἐστιν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 25] ἀπεκρίθη οὖν ⸀ἐκεῖνος· Εἰ ἁμαρτωλός ἐστιν οὐκ οἶδα· ἓν οἶδα ὅτι τυφλὸς ὢν ἄρτι βλέπω.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 26] εἶπον ⸂οὖν αὐτῷ⸃· Τί ἐποίησέν σοι; πῶς ἤνοιξέν σου τοὺς ὀφθαλμούς;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 27] ἀπεκρίθη αὐτοῖς· Εἶπον ὑμῖν ἤδη καὶ οὐκ ἠκούσατε· τί πάλιν θέλετε ἀκούειν; μὴ καὶ ὑμεῖς θέλετε αὐτοῦ μαθηταὶ γενέσθαι;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 28] ⸀ἐλοιδόρησαν αὐτὸν καὶ εἶπον· Σὺ ⸂μαθητὴς εἶ⸃ ἐκείνου, ἡμεῖς δὲ τοῦ Μωϋσέως ἐσμὲν μαθηταί·
[SBLGNT | EL | NT | John | Chapter 9 | Verse 29] ἡμεῖς οἴδαμεν ὅτι Μωϋσεῖ λελάληκεν ὁ θεός, τοῦτον δὲ οὐκ οἴδαμεν πόθεν ἐστίν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 30] ἀπεκρίθη ὁ ἄνθρωπος καὶ εἶπεν αὐτοῖς· Ἐν ⸂τούτῳ γὰρ τὸ⸃ θαυμαστόν ἐστιν ὅτι ὑμεῖς οὐκ οἴδατε πόθεν ἐστίν, καὶ ἤνοιξέν μου τοὺς ὀφθαλμούς.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 31] ⸀οἴδαμεν ὅτι ⸂ἁμαρτωλῶν ὁ θεὸς⸃ οὐκ ἀκούει, ἀλλʼ ἐάν τις θεοσεβὴς ᾖ καὶ τὸ θέλημα αὐτοῦ ποιῇ τούτου ἀκούει.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 32] ἐκ τοῦ αἰῶνος οὐκ ἠκούσθη ὅτι ἠνέῳξέν τις ὀφθαλμοὺς τυφλοῦ γεγεννημένου·
[SBLGNT | EL | NT | John | Chapter 9 | Verse 33] εἰ μὴ ἦν οὗτος παρὰ θεοῦ, οὐκ ἠδύνατο ποιεῖν οὐδέν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 34] ἀπεκρίθησαν καὶ εἶπαν αὐτῷ· Ἐν ἁμαρτίαις σὺ ἐγεννήθης ὅλος, καὶ σὺ διδάσκεις ἡμᾶς; καὶ ἐξέβαλον αὐτὸν ἔξω.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 35] ⸀Ἤκουσεν Ἰησοῦς ὅτι ἐξέβαλον αὐτὸν ἔξω, καὶ εὑρὼν αὐτὸν ⸀εἶπεν· Σὺ πιστεύεις εἰς τὸν υἱὸν τοῦ ⸀ἀνθρώπου;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 36] ἀπεκρίθη ἐκεῖνος καὶ εἶπεν· Καὶ τίς ἐστιν, κύριε, ἵνα πιστεύσω εἰς αὐτόν;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 37] ⸀εἶπεν αὐτῷ ὁ Ἰησοῦς· Καὶ ἑώρακας αὐτὸν καὶ ὁ λαλῶν μετὰ σοῦ ἐκεῖνός ἐστιν.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 38] ὁ δὲ ἔφη· Πιστεύω, κύριε· καὶ προσεκύνησεν αὐτῷ.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 39] καὶ εἶπεν ὁ Ἰησοῦς· Εἰς κρίμα ἐγὼ εἰς τὸν κόσμον τοῦτον ἦλθον, ἵνα οἱ μὴ βλέποντες βλέπωσιν καὶ οἱ βλέποντες τυφλοὶ γένωνται.
[SBLGNT | EL | NT | John | Chapter 9 | Verse 40] ⸀ἤκουσαν ἐκ τῶν Φαρισαίων ταῦτα οἱ ⸂μετʼ αὐτοῦ ὄντες⸃, καὶ εἶπον αὐτῷ· Μὴ καὶ ἡμεῖς τυφλοί ἐσμεν;
[SBLGNT | EL | NT | John | Chapter 9 | Verse 41] εἶπεν αὐτοῖς ὁ Ἰησοῦς· Εἰ τυφλοὶ ἦτε, οὐκ ἂν εἴχετε ἁμαρτίαν· νῦν δὲ λέγετε ὅτι Βλέπομεν· ⸀ἡ ἁμαρτία ὑμῶν μένει.
