[SBLGNT | EL | NT | John | Chapter 15 | Verse 1] Ἐγώ εἰμι ἡ ἄμπελος ἡ ἀληθινή, καὶ ὁ πατήρ μου ὁ γεωργός ἐστιν·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 18] Εἰ ὁ κόσμος ὑμᾶς μισεῖ, γινώσκετε ὅτι ἐμὲ πρῶτον ⸀ὑμῶν μεμίσηκεν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 19] εἰ ἐκ τοῦ κόσμου ἦτε, ὁ κόσμος ἂν τὸ ἴδιον ἐφίλει· ὅτι δὲ ἐκ τοῦ κόσμου οὐκ ἐστέ, ἀλλʼ ἐγὼ ἐξελεξάμην ὑμᾶς ἐκ τοῦ κόσμου, διὰ τοῦτο μισεῖ ὑμᾶς ὁ κόσμος.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 20] μνημονεύετε τοῦ λόγου οὗ ἐγὼ εἶπον ὑμῖν· Οὐκ ἔστιν δοῦλος μείζων τοῦ κυρίου αὐτοῦ· εἰ ἐμὲ ἐδίωξαν, καὶ ὑμᾶς διώξουσιν· εἰ τὸν λόγον μου ἐτήρησαν, καὶ τὸν ὑμέτερον τηρήσουσιν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 21] ἀλλὰ ταῦτα πάντα ποιήσουσιν ⸂εἰς ὑμᾶς⸃ διὰ τὸ ὄνομά μου, ὅτι οὐκ οἴδασιν τὸν πέμψαντά με.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 22] εἰ μὴ ἦλθον καὶ ἐλάλησα αὐτοῖς, ἁμαρτίαν οὐκ ⸀εἴχοσαν· νῦν δὲ πρόφασιν οὐκ ἔχουσιν περὶ τῆς ἁμαρτίας αὐτῶν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 23] ὁ ἐμὲ μισῶν καὶ τὸν πατέρα μου μισεῖ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 24] εἰ τὰ ἔργα μὴ ἐποίησα ἐν αὐτοῖς ἃ οὐδεὶς ἄλλος ⸀ἐποίησεν, ἁμαρτίαν οὐκ ⸀εἴχοσαν· νῦν δὲ καὶ ἑωράκασιν καὶ μεμισήκασιν καὶ ἐμὲ καὶ τὸν πατέρα μου.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 25] ἀλλʼ ἵνα πληρωθῇ ὁ λόγος ὁ ⸂ἐν τῷ νόμῳ αὐτῶν γεγραμμένος⸃ ὅτι Ἐμίσησάν με δωρεάν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 26] ⸀Ὅταν ἔλθῃ ὁ παράκλητος ὃν ἐγὼ πέμψω ὑμῖν παρὰ τοῦ πατρός, τὸ πνεῦμα τῆς ἀληθείας ὃ παρὰ τοῦ πατρὸς ἐκπορεύεται, ἐκεῖνος μαρτυρήσει περὶ ἐμοῦ·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 27] καὶ ὑμεῖς δὲ μαρτυρεῖτε, ὅτι ἀπʼ ἀρχῆς μετʼ ἐμοῦ ἐστε.
