[SBLGNT | EL | NT | John | Chapter 16 | Verse 1] Ταῦτα λελάληκα ὑμῖν ἵνα μὴ σκανδαλισθῆτε.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 20] ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι κλαύσετε καὶ θρηνήσετε ὑμεῖς, ὁ δὲ κόσμος χαρήσεται· ⸀ὑμεῖς λυπηθήσεσθε, ἀλλʼ ἡ λύπη ὑμῶν εἰς χαρὰν γενήσεται.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 21] ἡ γυνὴ ὅταν τίκτῃ λύπην ἔχει, ὅτι ἦλθεν ἡ ὥρα αὐτῆς· ὅταν δὲ γεννήσῃ τὸ παιδίον, οὐκέτι μνημονεύει τῆς θλίψεως διὰ τὴν χαρὰν ὅτι ἐγεννήθη ἄνθρωπος εἰς τὸν κόσμον.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 22] καὶ ὑμεῖς οὖν ⸂νῦν μὲν λύπην⸃ ἔχετε· πάλιν δὲ ὄψομαι ὑμᾶς, καὶ χαρήσεται ὑμῶν ἡ καρδία, καὶ τὴν χαρὰν ὑμῶν οὐδεὶς ⸀αἴρει ἀφʼ ὑμῶν.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 23] καὶ ἐν ἐκείνῃ τῇ ἡμέρᾳ ἐμὲ οὐκ ἐρωτήσετε οὐδέν· ἀμὴν ἀμὴν λέγω ὑμῖν, ⸂ἄν τι⸃ αἰτήσητε τὸν πατέρα ⸂δώσει ὑμῖν ἐν τῷ ὀνόματί μου⸃.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 24] ἕως ἄρτι οὐκ ᾐτήσατε οὐδὲν ἐν τῷ ὀνόματί μου· αἰτεῖτε καὶ λήμψεσθε, ἵνα ἡ χαρὰ ὑμῶν ᾖ πεπληρωμένη.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 25] Ταῦτα ἐν παροιμίαις λελάληκα ὑμῖν· ⸀ἔρχεται ὥρα ὅτε οὐκέτι ἐν παροιμίαις λαλήσω ὑμῖν ἀλλὰ παρρησίᾳ περὶ τοῦ πατρὸς ⸀ἀπαγγελῶ ὑμῖν.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 26] ἐν ἐκείνῃ τῇ ἡμέρᾳ ἐν τῷ ὀνόματί μου αἰτήσεσθε, καὶ οὐ λέγω ὑμῖν ὅτι ἐγὼ ἐρωτήσω τὸν πατέρα περὶ ὑμῶν·
[SBLGNT | EL | NT | John | Chapter 16 | Verse 27] αὐτὸς γὰρ ὁ πατὴρ φιλεῖ ὑμᾶς, ὅτι ὑμεῖς ἐμὲ πεφιλήκατε καὶ πεπιστεύκατε ὅτι ἐγὼ παρὰ τοῦ ⸀θεοῦ ἐξῆλθον.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 28] ἐξῆλθον ⸀ἐκ τοῦ πατρὸς καὶ ἐλήλυθα εἰς τὸν κόσμον· πάλιν ἀφίημι τὸν κόσμον καὶ πορεύομαι πρὸς τὸν πατέρα.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 29] ⸀Λέγουσιν οἱ μαθηταὶ αὐτοῦ· Ἴδε νῦν ⸀ἐν παρρησίᾳ λαλεῖς, καὶ παροιμίαν οὐδεμίαν λέγεις.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 30] νῦν οἴδαμεν ὅτι οἶδας πάντα καὶ οὐ χρείαν ἔχεις ἵνα τίς σε ἐρωτᾷ· ἐν τούτῳ πιστεύομεν ὅτι ἀπὸ θεοῦ ἐξῆλθες.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 31] ἀπεκρίθη ⸀αὐτοῖς Ἰησοῦς· Ἄρτι πιστεύετε;
[SBLGNT | EL | NT | John | Chapter 16 | Verse 32] ἰδοὺ ἔρχεται ὥρα ⸀καὶ ἐλήλυθεν ἵνα σκορπισθῆτε ἕκαστος εἰς τὰ ἴδια κἀμὲ μόνον ἀφῆτε· καὶ οὐκ εἰμὶ μόνος, ὅτι ὁ πατὴρ μετʼ ἐμοῦ ἐστιν.
[SBLGNT | EL | NT | John | Chapter 16 | Verse 33] ταῦτα λελάληκα ὑμῖν ἵνα ἐν ἐμοὶ εἰρήνην ἔχητε· ἐν τῷ κόσμῳ θλῖψιν ἔχετε, ἀλλὰ θαρσεῖτε, ἐγὼ νενίκηκα τὸν κόσμον.
