[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 1] And when I had made an end of speaking these words, there was sent unto me the angel who had been sent unto me the nights afore:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 18] The righteous therefore shall suffer strait things, and hope for wide: but they that have done wickedly have suffered the strait things, and yet shall not see the wide.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 19] And he said unto me, Thou art not a judge above God, neither hast thou understanding above the Most High.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 20] Yea, rather let many that now are perish, than that the law of God which is set before them be despised.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 21] For God straitly commanded such as came, even as they came, what they should do to live, and what they should observe to avoid punishment.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 22] Nevertheless they were not obedient unto him; but spake against him, and imagined for themselves vain things;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 23] and framed cunning devices of wickedness; and said moreover of the Most High, that he is not; and knew not his ways:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 24] but they despised his law, and denied his covenants; they have not been faithful to his statutes, and have not performed his works.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 25] Therefore, Ezra, for the empty are empty things, and for the full are the full things.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 26] For behold, the time shall come, and it shall be, when these tokens, of which I told thee before, shall come to pass, that the bride shall appear, even the city coming forth, and she shall be seen, that now is withdrawn from the earth.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 27] And whosoever is delivered from the aforesaid evils, the same shall see my wonders.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 28] For my son Jesus shall be revealed with those that are with him, and they that remain shall rejoice four hundred years.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 29] After these years shall my son Christ die, and all that have the breath of life.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 30] And the world shall be turned into the old silence seven days, like as in the first beginning: so that no man shall remain.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 31] And after seven days the world, that yet awaketh not, shall be raised up, and that shall die which is corruptible.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 32] And the earth shall restore those that are asleep in her, and so shall the dust those that dwell therein in silence, and the secret places shall deliver those souls that were committed unto them.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 33] And the Most High shall be revealed upon the seat of judgment, and compassion shall pass away, and long-suffering shall be withdrawn:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 34] but judgment only shall remain, truth shall stand, and faith shall wax strong:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 35] and the work shall follow, and the reward shall be shown, and good deeds shall awake, and wicked deeds shall not sleep.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 36] And the pit of torment shall appear, and over against it shall be the place of rest: and the furnace of hell shall be shown, and over against it the paradise of delight.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 37] And then shall the Most High say to the nations that are raised from the dead, See ye and understand whom ye have denied, or whom ye have not served, or whose commandments ye have despised.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 38] Look on this side and on that: here is delight and rest, and there fire and torments. Thus shall he speak unto them in the day of judgment:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 39] This is a day that hath neither sun, nor moon, nor stars;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 40] neither cloud, nor thunder, nor lightning; neither wind, nor water, nor air; neither darkness, nor evening, nor morning;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 41] neither summer, nor spring, nor heat, nor winter; neither frost, nor cold, nor hail, nor rain, nor dew;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 42] neither noon, nor night, nor dawn; neither shining, nor brightness, nor light, save only the splendor of the glory of the Most High, whereby all shall see the things that are set before them:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 43] for it shall endure as it were a week of years.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 44] This is my judgment and the ordinance thereof; but to thee only have I shown these things.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 45] And I answered, I said even then, O Lord, and I say now: blessed are they that are now alive and keep the statutes ordained of thee.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 46] But as touching them for whom my prayer was made, what shall I say? for who is there of them that are alive that hath not sinned, and who of the sons of men that hath not transgressed thy covenant?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 47] And now I see, that the world to come shall bring delight to few, but torments unto many.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 48] For an evil heart hath grown up in us, which hath led us astray from these statutes, and hath brought us into corruption and into the ways of death, hath shown us the paths of perdition and removed us far from life; and that, not a few only, but well nigh all that have been created.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 49] And he answered me, and said, Hearken unto me, and I will instruct thee; and I will admonish thee yet again:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 50] for this cause the Most High hath not made one world, but two.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 51] For whereas thou hast said that the just are not many, but few, and the ungodly abound, hear the answer thereunto.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 52] If thou hath choice stones exceeding few, wilt thou set for thee over against them according to their number things of lead and clay?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 53] And I said, Lord, how shall this be?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 54] And he said unto me, Not only this, but ask the earth, and she shall tell thee; entreat her, and she shall declare unto thee.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 55] For thou shalt say unto her, Thou bringest forth gold and silver and brass, and iron also and lead and clay:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 56] but silver is more abundant than gold, and brass than silver, and iron than brass, lead than iron, and clay than lead.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 57] Judge thou therefore which things are precious and to be desired, whatso is abundant or what is rare.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 58] And I said, O Lord that bearest rule, that which is plentiful is of less worth, for that which is more rare is more precious.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 59] And he answered me, and said, Weigh within thyself the things that thou hast thought, for he that hath what is hard to get rejoiceth over him that hath what is plentiful.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 60] So also is the judgment which I have promised: for I will rejoice over the few that shall be saved, inasmuch as these are they that have made my glory now to prevail, and of whom my name is now named.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 61] And I will not grieve over the multitude of them that perish; for these are they that are now like unto vapor, and are become as flame and smoke; they are set on fire and burn hotly, and are quenched.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 62] And I answered and said, O thou earth, wherefore hast thou brought forth, if the mind is made out of dust, like as all other created things?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 63] For it were better that the dust itself had been unborn, so that the mind might not have been made therefrom.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 64] But now the mind groweth with us, and by reason of this we are tormented, because we perish and know it.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 65] Let the race of men lament and the beasts of the field be glad; let all that are born lament, but let the four-footed beasts and the cattle rejoice.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 66] For it is far better with them than with us; for they look not for judgment, neither do they know of torments or of salvation promised unto them after death.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 67] For what doth it profit us, that we shall be preserved alive, but yet be afflicted with torment?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 68] For all that are born are defiled with iniquities, and are full of sins and laden with offenses:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 69] and if after death we were not to come into judgment, peradventure it had been better for us.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 70] And he answered me, and said, When the Most High made the world, and Adam and all them that came of him, he first prepared the judgment and the things that pertain unto the judgment.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 71] And now understand from thine own words, for thou hast said that the mind groweth with us.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 72] They therefore that dwell upon the earth shall be tormented for this reason, that having understanding they have wrought iniquity, and receiving commandments have not kept them, and having obtained a law they dealt unfaithfully with that which they received.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 73] What then will they have to say in the judgment, or how will they answer in the last times?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 74] For how great a time hath the Most High been long-suffering with them that inhabit the world, and not for their sakes, but because of the times which he hath foreordained!
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 75] And I answered and said, if I have found grace in thy sight, O Lord, show this also unto thy servant, whether after death, even now when every one of us giveth up his soul, we shall be kept in rest until those times come, in which thou shalt renew the creation, or whether we shall be tormented forthwith.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 76] And he answered me, and said, I will show thee this also; but join not thyself with them that are scorners, nor number thyself with them that are tormented.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 77] For thou hast a treasure of good works laid up with the Most High, but it shall not be shown thee until the last times.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 78] For concerning death the teaching is: When the determinate sentence hath gone forth from the Most High that a man should die, as the spirit leaveth the body to return again to him who gave it, it adoreth the glory of the Most High first of all.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 79] And if it be one of those that have been scorners and have not kept the way of the Most High, and that have despised his law, and that hate them that fear God,
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 80] these spirits shall not enter into habitations, but shall wander and be in torments forthwith, ever grieving and sad, in seven ways.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 81] The first way, because they have despised the law of the Most High.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 82] The second way, because they cannot now make a good returning that they may live.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 83] The third way, they shall see the reward laid up for them that have believed the covenants of the Most High.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 84] The fourth way, they shall consider the torment laid up for themselves in the last days.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 85] The fifth way, they shall see the dwelling places of the others guarded by angels, with great quietness.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 86] The sixth way, they shall see how forthwith some of them shall pass into torment.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 87] The seventh way, which is more grievous than all the aforesaid ways, because they shall pine away in confusion and be consumed with shame, and shall be withered up by fears, seeing the glory of the Most High before whom they have sinned while living, and before whom they shall be judged in the last times.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 88] Now this is the order of those who have kept the ways of the Most High, when they shall be separated from the corruptible vessel.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 89] In the time that they dwelt therein they painfully served the Most High, and were in jeopardy every hour, that they might keep the law of the lawgiver perfectly.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 90] Wherefore this is the teaching concerning them:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 91] First of all they shall see with great joy the glory of him who taketh them up, for they shall have rest in seven orders.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 92] The first order, because they have striven with great labor to overcome the evil thought which was fashioned together with them, that it might not lead them astray from life into death.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 93] The second order, because they see the perplexity in which the souls of the ungodly wander, and the punishment that awaiteth them.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 94] The third order, they see the witness which he that fashioned them beareth concerning them, that while they lived they kept the law which was given them in trust.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 95] The fourth order, they understand the rest which, being gathered in their chambers, they now enjoy with great quietness, guarded by angels, and the glory that awaiteth them in the last days.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 96] The fifth order, they rejoice, seeing how they have now escaped from that which is corruptible, and how they shall inherit that which is to come, while they see moreover the straitness and the painfulness from which they have been delivered, and the large room which they shall receive with joy and immortality.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 97] The sixth order, when it is shown unto them how their face shall shine as the sun, and how they shall be made like unto the light of the stars, being henceforth incorruptible.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 98] The seventh order, which is greater than all the aforesaid orders, because they shall rejoice with confidence, and because they shall be bold without confusion, and shall be glad without fear, for they hasten to behold the face of him whom in their lifetime they served, and from whom they shall receive their reward in glory.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 99] This is the order of the souls of the just, as from henceforth is announced unto them, and aforesaid are the ways of torture which they that would not give heed shall suffer from henceforth.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 100] And I answered and said, shall time therefore be given unto the souls after they are separated from the bodies, that they may see that whereof thou hast spoken unto me?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 101] And he said, Their freedom shall be for seven days, that for seven days they may see the things whereof thou hast been told, and afterward they shall be gathered together in their habitations.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 102] And I answered and said, if I have found favor in thy sight, show further unto me thy servant whether in the day of judgment the just will be able to intercede for the ungodly or to entreat the Most High for them,
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 103] whether fathers for children, or children for parents, or brethren for brethren, or kinsfolk for their next of kin, or friends for them that are most dear.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 104] And he answered me, and said, Since thou hast found favor in my sight, I will show thee this also: The day of judgment is a day of decision, and displayeth unto all the seal of truth; even as now a father sendeth not his son, or a son his father, or a master his slave, or a friend him that is most dear, that in his stead he may be sick, or sleep, or eat, or be healed:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 105] so never shall anyone pray for another in that day, neither shall one lay a burden on another, for then shall all bear every one his own righteousness or unrighteousness.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 106] And I answered and said, How do we now find that first Abraham prayed for the people of Sodom, and Moses for the fathers that sinned in the wilderness:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 107] and Joshua after him for Israel in the days of Achan:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 108] and Samuel in the days of Saul; and David for the plague: and Solomon for them that should worship in the sanctuary:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 109] and Elijah for those that received rain; and for the dead, that he might live:
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 110] and Hezekiah for the people in the days of Sennacherib: and many for many?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 111] If therefore now, when corruption is grown up, and unrighteousness increased, the righteous have prayed for the ungodly, wherefore shall it not be so then also?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 112] He answered me, and said, This present world is not the end; the full glory abideth not therein: therefore have they who were able prayed for the weak.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 113] But the day of judgment shall be the end of this time, and the beginning of the immortality to come, wherein corruption is passed away,
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 114] intemperance is at an end, infidelity is cut off, but righteousness is grown, and truth is sprung up.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 115] Then shall no man be able to have mercy on him that is cast in judgment, nor to thrust down him that hath gotten the victory.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 116] I answered then and said, this is my first and last saying, that it had been better that the earth had not given thee Adam: or else, when it had given him, to have restrained him from sinning.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 117] For what profit is it for all that are in this present time to live in heaviness, and after death to look for punishment?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 118] O thou Adam, what hast thou done? For though it was thou that sinned, the evil is not fallen on thee alone, but upon all of us that come of thee.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 119] For what profit is it unto us, if there be promised us an immortal time, whereas we have done the works that bring death?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 120] And that there is promised us an everlasting hope, whereas ourselves most miserably are become vain?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 121] And that there are reserved habitations of health and safety, whereas we have lived wickedly?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 122] And that the glory of the Most High shall defend them that have led a pure life, whereas we have walked in the most wicked ways of all?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 123] And that there shall be shown a paradise, whose fruit endureth without decay, wherein is abundance and healing, but we shall not enter into it,
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 124] for we have walked in unpleasant places?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 125] And that the faces of them that have used abstinence shall shine above the stars, whereas our faces shall be blacker than darkness?
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 126] For while we lived and committed iniquity, we considered not what we should have to suffer after death.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 127] Then he answered and said, This is the condition of the battle, which man that is born upon the earth shall fight;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 128] that, if he be overcome, he shall suffer as thou hast said: but if he get the victory, he shall receive the thing that I say.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 129] For this is the way whereof Moses spake unto the people while he lived, saying, Choose thee life, that thou mayest live.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 130] Nevertheless they believed not him, nor yet the prophets after him, no, nor me who have spoken unto them;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 131] so that there shall not be such heaviness in their destruction, as there shall be joy over them that are persuaded to salvation.
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 132] I answered then and said, I know, Lord, that the Most High is now called merciful, in that he hath mercy upon them that are not yet come into the world;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 133] and compassionate, in that he hath compassion upon those that turn to his law;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 134] and long-suffering, for that he long suffereth those that have sinned, as his creatures;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 135] and bountiful, for that he is ready to give rather than to exact;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 136] and of great mercy, for that he multiplieth more and more mercies to them that are present, and that are past, and also to them that are to come;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 137] (for if he multiplied not his mercies, the world would not continue with them that dwell therein;)
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 138] and one that forgiveth, for if he did not forgive of his goodness, that they that have committed iniquities might be eased of them, the ten thousandth part of men would not remain living;
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 139] and a judge, for if he did not pardon them that were created by his word, and blot out the multitude of offenses,
[ASV | EN | OT | 2 Esdras | Chapter 7 | Verse 140] there would peradventure be very few left in an innumerable multitude.
