[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 1] And it came to pass after seven days, I dreamed a dream by night:
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 36] And Zion shall come, and shall be shown to all men, being prepared and built, like as thou sawest the mountain graven without hands.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 37] And this my Son shall rebuke the nations which are come for their wickedness, with plagues that are like unto a tempest;
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 38] and shall taunt them to their face with their evil thoughts, and the torments wherewith they shall be tormented, which are likened unto a flame: and he shall destroy them without labor by the law, which is likened unto fire.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 39] And whereas thou sawest that he gathered unto him another multitude that was peaceable;
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 40] these are the ten tribes, which were led away out of their own land in the time of Hoshea the king, whom Shalmaneser the king of the Assyrians led away captive, and he carried them beyond the River, and they were carried into another land.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 41] But they took this counsel among themselves, that they would leave the multitude of the heathen, and go forth into a further country, where never mankind dwelt,
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 42] that they might there keep their statutes, which they had not kept in their own land.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 43] And they entered by the narrow passages of the river Euphrates.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 44] For the Most High then wrought signs for them, and stayed the springs of the River, till they were passed over.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 45] For through that country there was a great way to go, namely, of a year and a half: and the same region is called Arzareth.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 46] Then dwelt they there until the latter time; and now when they begin to come again,
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 47] the Most High stayeth the springs of the River again, that they may go through: therefore sawest thou the multitude gathered together with peace.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 48] But those that are left behind of thy people are they that are found within my holy border.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 49] It shall be therefore when he shall destroy the multitude of the nations that are gathered together, he shall defend the people that remain.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 50] And then shall he show them very many wonders.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 51] Then said I, O Lord that bearest rule, show me this: wherefore I have seen the man coming up from the midst of the sea.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 52] And he said unto me, like as one can neither seek out nor know what is in the deep of the sea, even so can no man upon earth see my Son, or those that are with him, but in the time of his day.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 53] This is the interpretation of the dream which thou sawest, and for this thou only art enlightened herein.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 54] For thou hast forsaken thine own ways, and applied thy diligence unto mine, and hast sought out my law.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 55] Thy life hast thou ordered in wisdom, and hast called understanding thy mother.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 56] And therefore have I shown thee this; for there is a reward laid up with the Most High: and it shall be, after other three days I will speak other things unto thee, and declare unto thee mighty and wondrous things.
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 57] Then went I forth and passed into the field, giving praise and thanks greatly unto the Most High because of his wonders, which he did from time to time;
[ASV | EN | OT | 2 Esdras | Chapter 13 | Verse 58] and because he governeth the time, and such things as fall in their seasons. And there I sat three days.
