[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 1] And he answered me, and said, The Most High hath made this world for many, but the world to come for few.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 41] For as the husbandman soweth much seed upon the ground, and planteth many trees, and yet not all that is sown shall come up in due season, neither shall all that is planted take root: even so they that are sown in the world shall not all be saved.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 42] I answered then and said, if I have found favor, let me speak before thee.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 43] Forasmuch as the husbandman’s seed, if it come not up, seeing that it hath not received thy rain in due season, or if it be corrupted through too much rain, so perisheth;
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 44] likewise man, who is formed with thy hands, and is called thine own image, because he is made like unto thee, for whose sake thou hast formed all things, even him hast thou made like unto the husbandman’s seed.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 45] Be not wroth with us, but spare thy people, and have mercy upon thine inheritance; for thou hast mercy upon thine own creation.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 46] Then answered he me, and said, Things present are for them that now be, and things to come for such as shall be hereafter.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 47] For thou comest far short that thou shouldest be able to love my creature more than I. But thou hast brought thyself full nigh unto the unrighteous. Let this never be.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 48] Yet in this shalt thou be admirable unto the Most High;
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 49] in that thou hast humbled thyself, as it becometh thee, and hast not judged thyself worthy to be among the righteous, so as to be much glorified.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 50] For many grievous miseries shall befall them that in the last times dwell in the world, because they have walked in great pride.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 51] But understand thou for thyself, and of such as be like thee seek out the glory.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 52] For unto you is paradise opened, the tree of life planted, the time to come is prepared, plenteousness is made ready, a city is built, and rest is allowed, goodness is perfected, wisdom being perfect beforehand.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 53] The root of evil is sealed up from you, weakness is done away from you, and death is hidden; Hades and corruption are fled into forgetfulness:
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 54] sorrows are passed away, and in the end is shown the treasure of immortality.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 55] Therefore ask thou no more questions concerning the multitude of them that perish.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 56] For when they had received liberty, they despised the Most High, thought scorn of his law, and forsook his ways.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 57] Moreover they have trodden down his righteous,
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 58] and said in their heart, that there is no God; yea, and that knowing they must die.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 59] For as the things aforesaid shall receive you, so thirst and pain which are prepared shall receive them: for the Most High willed not that men should come to nought:
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 60] but they that are created have themselves defiled the name of him that made them, and were unthankful unto him who prepared life for them.
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 61] And therefore is my judgment now at hand,
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 62] which I have not shown unto all men, but unto thee, and a few like thee. Then answered I and said,
[ASV | EN | OT | 2 Esdras | Chapter 8 | Verse 63] Behold, O Lord, now hast thou shown me the multitude of the wonders, which thou wilt do in the last times: but at what time, thou hast not shown me.
