[IRV | BN | OT | Exodus | Chapter 19 | Verse 1] তৃতীয় মাসে মিশর দেশ থেকে ইস্রায়েল সন্তানরা বের হয়ে যাবার পর, সেই প্রথম দিনের ই তারা সীনয়ের মরুপ্রান্তে উপস্থিত হল।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 16] পরে তৃতীয় দিনের সকাল হলে মেঘগর্জন ও বিদ্যুৎ এবং পর্বতের উপরে ঘন মেঘ জমলো, আর খুব জোরে তূরীধ্বনি হতে লাগল; তাতে শিবিরের সমস্ত লোক কাঁপতে লাগল।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 17] পরে মোশি ঈশ্বরের সঙ্গে দেখা করার জন্য লোকদেরকে শিবির থেকে বের করে দিলেন, আর তারা পর্বতের নিচে দাঁড়িয়ে থাকলো।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 18] সীনয় পর্বত সম্পূর্ণ ভাবে ধোঁয়ায় ঢেকে গেল, কারণ সদাপ্রভু আগুন এবং ধোঁয়ার সঙ্গে তার উপরে নেমে আসলেন, আর ভাঁটার ধোঁয়ার মত তা থেকে ধোঁয়া উঠতে লাগল এবং সমস্ত পর্বত খুব কাঁপতে লাগল।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 19] আর তূরীর শব্দ ক্রমাগত খুব বাড়তে লাগল; তখন মোশি কথা বললেন এবং ঈশ্বর বাণীর মাধ্যমে তাঁকে উত্তর দিলেন।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 20] আর সদাপ্রভু সীনয় পর্বতে, পর্বতের চূড়ায়, নেমে আসলেন এবং সদাপ্রভু মোশিকে সেই পর্বতের চূড়ায় ডাকলেন; তাতে মোশি উঠে গেলেন।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 21] তখন সদাপ্রভু মোশিকে বললেন, “তুমি নেমে গিয়ে লোকেদেরকে সতর্ক কর, পাছে তারা দেখার জন্য সীমানা লঙ্ঘন করে সদাপ্রভুর দিকে যায় ও তাদের অনেকে বিনষ্ট হয়।
[IRV | BN | OT | Exodus | Chapter 19 | Verse 22] আর যাজকরা, যারা সদাপ্রভুর কাছাকাছি থাকে, তারাও নিজেদেরকে পবিত্র করুক, না হলে সদাপ্রভু তাদেরকে আঘাত করেন।”
[IRV | BN | OT | Exodus | Chapter 19 | Verse 23] তখন মোশি সদাপ্রভুকে বললেন, “লোকেরা সীনয় পর্বতে উঠে আসতে পারে না, কারণ তুমি দৃঢ় ভাবে আদেশ দিয়ে তাদেরকে বলেছ, পর্বতের সীমানা নির্ধারণ কর ও তা পবিত্র কর।”
[IRV | BN | OT | Exodus | Chapter 19 | Verse 24] আর সদাপ্রভু তাঁকে বললেন, “যাও, পর্বত থেকে নেমে যাও; পরে হারোণকে সঙ্গে নিয়ে তুমি উঠে এসো, কিন্তু যাজকরা ও লোকেরা সদাপ্রভুর কাছে উঠে আসার জন্য সীমানা লঙ্ঘন না করুক, না হলে তিনি তাদেরকে আঘাত করেন।”
[IRV | BN | OT | Exodus | Chapter 19 | Verse 25] তখন মোশি লোকেদের কাছে নেমে গিয়ে তাদেরকে এই সব কথা বললেন।
