[YLT | EN | OT | Psalms | Chapter 119 | Verse 1] [Aleph.] O the happiness of those perfect in the way, They are walking in the law of Jehovah,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 27] The way of Thy precepts cause me to understand, And I meditate in Thy wonders.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 28] My soul hath dropped from affliction, Establish me according to Thy word.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 29] The way of falsehood turn aside from me And with Thy law favour me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 30] The way of faithfulness I have chosen, Thy judgments I have compared,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 31] I have adhered to Thy testimonies, O Jehovah, put me not to shame.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 32] The way of Thy commands I run, For Thou dost enlarge my heart!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 33] [He.] Show me, O Jehovah, the way of Thy statutes, And I keep it — [to] the end.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 34] Cause me to understand, and I keep Thy law, And observe it with the whole heart.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 35] Cause me to tread in the path of Thy commands, For in it I have delighted.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 36] Incline my heart unto Thy testimonies, And not unto dishonest gain.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 37] Remove mine eyes from seeing vanity, In Thy way quicken Thou me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 38] Establish to Thy servant Thy saying, That [is] concerning Thy fear.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 39] Remove my reproach that I have feared, For Thy judgments [are] good.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 40] Lo, I have longed for Thy precepts, In Thy righteousness quicken Thou me,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 41] [Waw.] And meet me doth Thy kindness, O Jehovah, Thy salvation according to Thy saying.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 42] And I answer him who is reproaching me a word, For I have trusted in Thy word.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 43] And Thou takest not utterly away From my mouth the word of truth, Because for Thy judgment I have hoped.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 44] And I keep Thy law continually, To the age and for ever.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 45] And I walk habitually in a broad place, For Thy precepts I have sought.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 46] And I speak of Thy testimonies before kings, And I am not ashamed.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 47] And I delight myself in Thy commands, That I have loved,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 48] And I lift up my hands unto Thy commands, That I have loved, And I do meditate on Thy statutes!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 49] [Zain.] Remember the word to Thy servant, On which Thou hast caused me to hope.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 50] This [is] my comfort in mine affliction, That Thy saying hath quickened me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 51] The proud have utterly scorned me, From Thy law I have not turned aside.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 52] I remembered Thy judgments of old, O Jehovah, And I comfort myself.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 53] Horror hath seized me, Because of the wicked forsaking Thy law.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 54] Songs have been to me Thy statutes, In the house of my sojournings.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 55] I have remembered in the night Thy name, O Jehovah, And I do keep Thy law.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 56] This hath been to me, That Thy precepts I have kept!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 57] [Cheth.] My portion [is] Jehovah; I have said — to keep Thy words,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 58] I appeased Thy face with the whole heart, Favour me according to Thy saying.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 59] I have reckoned my ways, And turn back my feet unto Thy testimonies.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 60] I have made haste, And delayed not, to keep Thy commands.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 61] Cords of the wicked have surrounded me, Thy law I have not forgotten.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 62] At midnight I rise to give thanks to Thee, For the judgments of Thy righteousness.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 63] A companion I [am] to all who fear Thee, And to those keeping Thy precepts.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 64] Of Thy kindness, O Jehovah, the earth is full, Thy statutes teach Thou me!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 65] [Teth.] Good Thou didst with Thy servant, O Jehovah, According to Thy word.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 66] The goodness of reason and knowledge teach me, For in Thy commands I have believed.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 67] Before I am afflicted, I — I am erring, And now Thy saying I have kept.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 68] Good Thou [art], and doing good, Teach me Thy statutes.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 69] Forged against me falsehood have the proud, I with the whole heart keep Thy precepts.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 70] Insensate as fat hath been their heart, I — in Thy law I have delighted.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 71] Good for me that I have been afflicted, That I might learn Thy statutes.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 72] Better to me [is] the law of Thy mouth Than thousands of gold and silver!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 73] [Yod.] Thy hands made me and establish me, Cause me to understand, and I learn Thy commands.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 74] Those fearing Thee see me and rejoice, Because for Thy word I have hoped.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 75] I have known, O Jehovah, That righteous [are] Thy judgments, And [in] faithfulness Thou hast afflicted me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 76] Let, I pray Thee, Thy kindness be to comfort me, According to Thy saying to Thy servant.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 77] Meet me do Thy mercies, and I live, For Thy law [is] my delight.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 78] Ashamed are the proud, For [with] falsehood they dealt perversely with me. I meditate in Thy precepts.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 79] Those fearing Thee turn back to me, And those knowing Thy testimonies.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 80] My heart is perfect in Thy statutes, So that I am not ashamed.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 81] [Kaph.] Consumed for Thy salvation hath been my soul, For Thy word I have hoped.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 82] Consumed have been mine eyes for Thy word, Saying, 'When doth it comfort me?'
[YLT | EN | OT | Psalms | Chapter 119 | Verse 83] For I have been as a bottle in smoke, Thy statutes I have not forgotten.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 84] How many [are] the days of Thy servant? When dost Thou execute Against my pursuers judgment?
[YLT | EN | OT | Psalms | Chapter 119 | Verse 85] The proud have digged for me pits, That [are] not according to Thy law.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 86] All Thy commands [are] faithfulness, [With] falsehood they have pursued me, Help Thou me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 87] Almost consumed me on earth have they, And I — I have not forsaken Thy precepts.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 88] According to Thy kindness quicken Thou me, And I keep the testimony of Thy mouth!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 89] [Lamed.] To the age, O Jehovah, Thy word is set up in the heavens.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 90] To all generations Thy faithfulness, Thou didst establish earth, and it standeth.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 91] According to Thine ordinances They have stood this day, for the whole [are] Thy servants.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 92] Unless Thy law [were] my delights, Then had I perished in mine affliction.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 93] To the age I forget not Thy precepts, For by them Thou hast quickened me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 94] I [am] Thine, save Thou me, For Thy precepts I have sought.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 95] Thy wicked waited for me to destroy me, Thy testimonies I understand.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 96] Of all perfection I have seen an end, Broad [is] Thy command — exceedingly!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 97] [Mem.] O how I have loved Thy law! All the day it [is] my meditation.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 98] Than mine enemies Thy command maketh me wiser, For it [is] before me to the age.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 99] Above all my teachers I have acted wisely. For Thy testimonies [are] my meditation.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 100] Above elders I understand more, For Thy precepts I have kept.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 101] From every evil path I restrained my feet, So that I keep Thy word.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 102] From Thy judgments I turned not aside, For Thou — Thou hast directed me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 103] How sweet to my palate hath been Thy saying, Above honey to my mouth.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 104] From Thy precepts I have understanding, Therefore I have hated every false path!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 105] [Nun.] A lamp to my foot [is] Thy word, And a light to my path.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 106] I have sworn, and I confirm [it], To keep the judgments of Thy righteousness.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 107] I have been afflicted very much, O Jehovah, quicken me, according to Thy word.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 108] Free-will-offerings of my mouth, Accept, I pray Thee, O Jehovah, And Thy judgments teach Thou me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 109] My soul [is] in my hand continually, And Thy law I have not forgotten.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 110] The wicked have laid a snare for me, And from thy precepts I wandered not.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 111] I have inherited Thy testimonies to the age, For the joy of my heart [are] they.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 112] I have inclined my heart To do Thy statutes, to the age — [to] the end!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 113] [Samech.] Doubting ones I have hated, And Thy law I have loved.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 114] My hiding place and my shield [art] Thou, For Thy word I have hoped.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 115] Turn aside from me, ye evil-doers, And I keep the commands of my God.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 116] Sustain me according to Thy saying, And I live, and Thou puttest me not to shame Because of my hope.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 117] Support Thou me, and I am saved, And I look on Thy statutes continually.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 118] Thou hast trodden down All going astray from Thy statutes, For falsehood [is] their deceit.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 119] Dross! Thou hast caused to cease All the wicked of the earth; Therefore I have loved Thy testimonies.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 120] Trembled from Thy fear hath my flesh, And from Thy judgments I have been afraid!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 121] [Ain.] I have done judgment and righteousness, Leave me not to mine oppressors.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 122] Make sure Thy servant for good, Let not the proud oppress me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 123] Mine eyes have been consumed for Thy salvation. And for the saying of Thy righteousness.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 124] Do with Thy servant according to Thy kindness. And Thy statutes teach Thou me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 125] Thy servant [am] I — cause me to understand, And I know Thy testimonies.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 126] Time for Jehovah to work! they have made void Thy law.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 127] Therefore I have loved Thy commands Above gold — even fine gold.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 128] Therefore all my appointments I have declared wholly right, Every path of falsehood I have hated!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 129] [Pe.] Wonderful [are] Thy testimonies, Therefore hath my soul kept them.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 130] The opening of Thy words enlighteneth, Instructing the simple.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 131] My mouth I have opened, yea, I pant, For, for Thy commands I have longed.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 132] Look unto me, and favour me, As customary to those loving Thy name.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 133] My steps establish by Thy saying, And any iniquity doth not rule over me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 134] Ransom me from the oppression of man, And I observe Thy precepts,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 135] Thy face cause to shine on Thy servant, And teach me Thy statutes.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 136] Rivulets of waters have come down mine eyes, Because they have not kept Thy law!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 137] [Tzade.] Righteous [art] Thou, O Jehovah, And upright [are] Thy judgments.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 138] Thou hast appointed Thy testimonies, Righteous and exceeding faithful,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 139] Cut me off hath my zeal, For mine adversaries forgot Thy words.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 140] Tried [is] thy saying exceedingly, And Thy servant hath loved it.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 141] Small I [am], and despised, Thy precepts I have not forgotten.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 142] Thy righteousness [is] righteousness to the age, And Thy law [is] truth.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 143] Adversity and distress have found me, Thy commands [are] my delights.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 144] The righteousness of Thy testimonies [is] to Cause me to understand, and I live!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 145] [Koph.] I have called with the whole heart, Answer me, O Jehovah, Thy statutes I keep,
[YLT | EN | OT | Psalms | Chapter 119 | Verse 146] I have called Thee, save Thou me, And I do keep Thy testimonies.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 147] I have gone forward in the dawn, and I cry, For Thy word I have hoped.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 148] Mine eyes have gone before the watches, To meditate in Thy saying.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 149] My voice hear, according to Thy kindness, Jehovah, according to Thy judgment quicken me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 150] Near have been my wicked pursuers, From Thy law they have been far off.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 151] Near [art] Thou, O Jehovah, And all Thy commands [are] truth.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 152] Of old I have known Thy testimonies, That to the age Thou hast founded them!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 153] [Resh.] See my affliction, and deliver Thou me, For Thy law I have not forgotten.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 154] Plead my plea, and redeem me, According to Thy saying quicken me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 155] Far from the wicked [is] salvation, For Thy statutes they have not sought.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 156] Thy mercies [are] many, O Jehovah, According to Thy judgments quicken me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 157] Many [are] my pursuers, and adversaries, From Thy testimonies I have not turned aside.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 158] I have seen treacherous ones, And grieve myself, Because Thy saying they have not kept.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 159] See, for thy precepts I have loved, Jehovah, According to Thy kindness quicken me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 160] The sum of Thy word [is] truth, And to the age [is] every judgment of Thy righteousness!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 161] [Shin.] Princes have pursued me without cause, And because of Thy words was my heart afraid.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 162] I do rejoice concerning Thy saying, As one finding abundant spoil.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 163] Falsehood I have hated, yea I abominate [it], Thy law I have loved.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 164] Seven [times] in a day I have praised Thee, Because of the judgments of Thy righteousness.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 165] Abundant peace have those loving Thy law, And they have no stumbling-block.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 166] I have waited for Thy salvation, O Jehovah, And Thy commands I have done.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 167] Kept hath my soul Thy testimonies, And I do love them exceedingly.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 168] I have kept Thy precepts and Thy testimonies, For all my ways are before Thee!
[YLT | EN | OT | Psalms | Chapter 119 | Verse 169] [Taw.] My loud cry cometh near before Thee, O Jehovah; According to Thy word cause me to understand.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 170] My supplication cometh in before Thee, According to Thy saying deliver Thou me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 171] My lips do utter praise, For Thou dost teach me Thy statutes.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 172] My tongue doth sing of Thy saying, For all Thy commands [are] righteous.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 173] Thy hand is for a help to me, For Thy commands I have chosen.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 174] I have longed for Thy salvation, O Jehovah, And Thy law [is] my delight.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 175] My soul liveth, and it doth praise Thee, And Thy judgments do help me.
[YLT | EN | OT | Psalms | Chapter 119 | Verse 176] I wandered as a lost sheep, seek Thy servant, For Thy precepts I have not forgotten!
