[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 1] લેવીના દીકરાઓ: ગેર્શોન, કહાથ તથા મરારી.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 49] હારુન તથા તેના દીકરાઓએ પરમપવિત્રસ્થાનને લગતું સઘળું કામ કર્યું. એટલે તેઓએ દહનીયાર્પણની વેદી પર અર્પણો ચઢાવ્યાં. તેઓએ ધૂપવેદી પર ધૂપ બાળ્યું. સર્વ ઇઝરાયલને માટે પ્રાયશ્ચિત કરવા સારુ, તેઓએ ઈશ્વરના સેવક મૂસાએ જે સર્વ આજ્ઞાઓ આપી હતી તે પ્રમાણે કરતા હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 50] હારુનના વંશજો: હારુનનો દીકરો એલાઝાર, એલાઝારનો દીકરો ફીનહાસ, ફીનહાસનો દીકરો અબીશૂઆ,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 51] અબીશૂઆનો દીકરો બુક્કી, બુક્કીનો દીકરો ઉઝઝી, ઉઝઝીનો દીકરો ઝરાહયા,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 52] ઝરાયાનો દીકરો મરાયોથ, મરાયોથનો દીકરો અમાર્યા, અમાર્યાનો દીકરો અહિટૂબ,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 53] અહિટૂબનો દીકરો સાદોક, સાદોકનો દીકરો અહિમાઆસ હતો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 54] જે જગ્યા હારુનના વંશજોને આપવામાં આવી હતી. એ જગ્યાઓ આ હતી. કહાથીઓના કુટુંબો માટે ચિઠ્ઠીઓ નાખીને પહેલો ભાગ તેમને આપવામાં આવ્યો હતો:
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 55] તેઓને યહૂદાના દેશમાં હેબ્રોન તથા તેની આસપાસની ઘાસચારાવાળી જમીનો આપવામાં આવી હતી.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 56] પણ તે નગરનાં ખેતરો તથા તેની આસપાસનાં ગામો તેઓએ યફૂન્નેના દીકરા કાલેબને આપ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 57] હારુનના વંશજોને તેઓએ આશ્રયનગર એટલે હેબ્રોન આપ્યું. વળી લિબ્નાહ તેના ગોચરો સહિત યાત્તીર તથા એશ્તમોઆ તેના ગોચરો સહિત,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 58] હિલેન તેના ગોચરો સહિત, દબીર તેના ગોચરો સહિત,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 59] હારુનના વંશજોને આશાન તેના ગૌચરો સહિત સાથે તથા બેથ-શેમેશ તેના ગોચરો સહિત આપવામાં આવ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 60] બિન્યામીનના કુળમાંથી ગેબા તેના ગોચરો સહિત, આલેમેથ તેના ગોચરો સહિત તથા અનાથોથ તેના ગોચરો સહિત. કહાથીઓના કુટુંબોને આ સઘળાં મળીને તેર નગરો આપવામાં આવ્યા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 61] કહાથના બાકીના વંશજોને ચિઠ્ઠીઓ નાખીને એફ્રાઇમ, દાન, તથા મનાશ્શાના અડધા કુળમાંથી દસ નગરો આપવામાં આવ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 62] ગેર્શોમના વંશજોને તેઓનાં જુદાં જુદાં કુટુંબો માટે ઇસ્સાખારના કુળમાંથી, આશેરના કુળમાંથી, નફતાલીના કુળમાંથી તથા મનાશ્શાના કુળમાંથી બાશાનમાં તેર નગરો આપવામાં આવ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 63] મરારીના વંશજોને, તેઓનાં કુટુંબો પ્રમાણે, રુબેનના, ગાદના તથા ઝબુલોનના કુળમાંથી ચિઠ્ઠીઓ નાખીને બાર નગરો આપવામાં આવ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 64] તેથી ઇઝરાયલના લોકોએ લેવીઓને આ નગરો તેઓનાં ગોચરો સહિત આપ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 65] તેઓએ યહૂદાના, શિમયોનના તથા બિન્યામીનના કુળમાંથી આ નગરો જેઓનાં નામ આપેલાં છે તે, ચિઠ્ઠીઓ નાખીને આપ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 66] કહાથના કેટલાંક કુટુંબોને એફ્રાઇમના કુળમાંથી નગરો આપવામાં આવ્યાં.
