[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 1] બિન્યામીનના પાંચ દીકરા; જયેષ્ઠ દીકરો બેલા, આશ્બેલ, અહારાહ,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 15] ઝબાદ્યા, અરાદ, એદેર,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 16] મિખાએલ, યિશ્પા તથા યોહા.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 17] એલ્પાલના દીકરાઓ; ઝબાદ્યા, મશુલ્લામ, હિઝકી, હેબેર,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 18] યિશ્મરાય, યિઝલીઆ તથા યોબાબ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 19] શિમઈના દીકરાઓ; યાકીમ, ઝિખ્રી, ઝાબ્દી,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 20] અલિએનાય, સિલ્લાથાય, અલીએલ,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 21] અદાયા, બરાયા તથા શિમ્રાથ તે શિમઈના દીકરાઓ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 22] શાશાકના દીકરાઓ; યિશ્પાન, એબેર, અલીએલ,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 23] આબ્દોન, ઝિખ્રી, હાનાન,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 24] હનાન્યા, એલામ, આન્થોથિયા,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 25] યિફદયા અને પનુએલ એ શાશાકના પુત્રો.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 26] યરોહામના દીકરાઓ; શામ્શરાય, શહાર્યા, અથાલ્યા,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 27] યારેશ્યા, એલિયા તથા ઝિખ્રી.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 28] આ તેઓના કુટુંબોના આગેવાનો તથા તેમના સમયોમાં મુખ્ય પુરુષો હતા. તેઓ યરુશાલેમમાં રહેતા હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 29] ગિબ્યોનનો પિતા યેઈએલ ગિબ્યોનમાં રહેતો હતો. તેની પત્નીનું નામ માકા હતું.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 30] તેના દીકરાઓ; જયેષ્ઠ દીકરો આબ્દોન અને સૂર, કીશ, બઆલ, નાદાબ,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 31] ગદોર, આહ્યો તથા ઝેખેર.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 32] યેઈએલનો બીજો દીકરો મિકલોથ. તેનો દીકરો શિમા. તેઓ પણ યરુશાલેમમાં પોતાના ભાઈઓની સાથે રહેતા હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 33] નેરનો દીકરો કીશ હતો. કીશનો દીકરો શાઉલ હતો. શાઉલના દીકરા; યોનાથાન, માલ્કી-શુઆ, અબીનાદાબ તથા એશ્બાલ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 34] યોનાથાનનો દીકરો મરીબ્બાલ. મરીબ્બાલનો દીકરો મિખા,
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 35] મિખાના દીકરાઓ; પિથોન, મેલેખ, તારેઆ તથા આહાઝ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 36] આહાઝનો દીકરો યહોઆદ્દા. યહોઆદ્દા દીકરાઓ; આલેમેથ, આઝમાવેથ તથા ઝિમ્રી. ઝિમ્રીનો દીકરો મોસા.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 37] મોસાનો દીકરો બિનઆ. બિનઆનો દીકરો રાફા. રાફાનો દીકરો એલાસા. એલાસાનો દીકરો આસેલ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 38] આસેલના છ દીકરાઓ; આઝ્રીકામ, બોખરુ, ઇશ્માએલ, શાર્યા, ઓબાદ્યા તથા હાનાન.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 39] આસેલના ભાઈ એશેકના દીકરાઓ; જયેષ્ઠ દીકરો ઉલામ, બીજો યેઉશ અને ત્રીજો અલીફેલેટ.
[IRV | GU | OT | 1 Chronicles | Chapter 8 | Verse 40] ઉલામના દીકરાઓ પરાક્રમી શૂરવીર પુરુષો અને તીરંદાજ હતા, તેઓના દીકરાઓ અને પૌત્રોની સંખ્યા એકસો પચાસ જેટલી હતી. તેઓ સર્વ બિન્યામીનના વંશજો હતા.
