[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 1] ઇઝરાયલના દીકરાઓ: રુબેન, શિમયોન, લેવી, યહૂદા, ઇસ્સાખાર, ઝબુલોન,
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 46] કાલેબની ઉપપત્ની એફાએ હારાન, મોસા તથા ગાઝેઝને જન્મ આપ્યો. હારાનનો દીકરો ગાઝેઝ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 47] યહદાયના દીકરાઓ: રેગેમ, યોથામ, ગેશાન, પેલેટ, એફા તથા શાફ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 48] કાલેબની ઉપપત્ની માકાએ શેબેર તથા તિર્હનાને જન્મ આપ્યાં.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 49] વળી તેણે માદમાન્નાના પિતા શાફ, માખ્બેનાના પિતા શવા તથા ગિબયાના પિતાને જન્મ આપ્યાં. કાલેબની પુત્રી આખ્સાહ હતી.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 50] કાલેબના વંશજો આ હતા: એફ્રાથાથી જન્મેલો તેનો જ્યેષ્ઠ દીકરો હૂર, તેનો દીકરો શોબાલ, તેનો દીકરો કિર્યાથ-યારીમ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 51] બેથલેહેમનો દીકરો સાલ્મા અને હારેફનો દીકરો બેથ-ગદેર.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 52] કિર્યાથ-યારીમના પિતા શોબાલના વંશજો આ હતા: હારોએ, મનુહોથના અડધા ભાગના લોકો,
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 53] કિર્યાથ-યારીમના કુટુંબો: યિથ્રીઓ, પુથીઓ, શુમાથીઓ તથા મિશ્રાઇઓ. સોરાથીઓ તથા એશ્તાઓલીઓ, આ લોકોના વંશજ હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 54] સાલ્માના વંશજો આ પ્રમાણે હતા: બેથલેહેમ, નટોફાથીઓ, આટ્રોથ-બેથ-યોઆબ, માનાહાથીઓનો અડધો ભાગ તથા સોરાઈઓ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 55] યાબેસવાસી લહિયાઓનાં કુટુંબો: તિરાથીઓ, શિમાથીઓ તથા સુખાથીઓ. રેખાબના કુટુંબનાં પૂર્વજ હામ્માથથી થયેલા જે કેનીઓ તેઓ એ છે.
