[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 1] ನೀವು ನಿಮ್ಮ ದೇವರಾಗಿರುವ ಯೆಹೋವನ ಮಕ್ಕಳಾಗಿರುವುದರಿಂದ ಸತ್ತವರಿಗೋಸ್ಕರ ದೇಹವನ್ನು ಗಾಯಮಾಡಿಕೊಳ್ಳಬಾರದು ಮತ್ತು ತಲೆಯ ಮುಂದಿನಭಾಗವನ್ನು ಬೋಳಿಸಿಕೊಳ್ಳಲೂ ಬಾರದು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 12] ನೀವು ತಿನ್ನಬಾರದವುಗಳು ಯಾವುವೆಂದರೆ ಗರುಡ, ಬೆಟ್ಟದ ಹದ್ದು, ಕ್ರೌಂಚ,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 13] ಗಿಡಗ, ಹಕ್ಕಿಸಾಲೆ, ಸಕಲವಿಧವಾದ ಹದ್ದು,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 14] ಸಕಲವಿಧವಾದ ಕಾಗೆ,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 15] ಉಷ್ಟ್ರಪಕ್ಷಿ, ಉಲೂಕ, ಕಡಲಹಕ್ಕಿ, ಸಕಲವಿಧವಾದ ಡೇಗೆ,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 16] ಗೂಬೆ, ಹೆಗ್ಗೂಬೆ, ಕರೇಟು,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 17] ಚೀಲಮೂಗಿ, ರಣಹದ್ದು, ನೀರುಕಾಗೆ,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 18] ಕೊಕ್ಕರೆ, ಸಕಲವಿಧವಾದ ಬಕ, ಹೆಡೆಹಕ್ಕಿ ಮತ್ತು ಕಣ್ಣಕಪಡಿ.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 19] ರೆಕ್ಕೆಯುಳ್ಳ ಕ್ರಿಮಿಕೀಟಗಳೆಲ್ಲವೂ ನಿಮಗೆ ಅಶುದ್ಧ. ಅವುಗಳನ್ನು ನೀವು ತಿನ್ನಬಾರದು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 20] ರೆಕ್ಕೆಯುಳ್ಳವುಗಳಲ್ಲಿ ಶುದ್ಧ ಜಾತಿಯವುಗಳನ್ನು ಮಾತ್ರ ನೀವು ತಿನ್ನಬಹುದು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 21] ಸತ್ತುಬಿದ್ದದ್ದನ್ನು ನೀವು ತಿನ್ನಬಾರದು; ನಿಮ್ಮ ಊರಲ್ಲಿರುವ ಪರದೇಶೀಯರಿಗೆ ಅದನ್ನು ತಿನ್ನುವುದಕ್ಕೆ ಕೊಡಬಹುದು, ಅನ್ಯರಿಗೆ ಮಾರಬಹುದು. ನೀವಾದರೋ ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನಿಗೆ ಪ್ರತಿಷ್ಠಿತರಾದವರು. ಆಡುಮರಿಯನ್ನು ಅದರ ತಾಯಿಯ ಹಾಲಿನಲ್ಲಿ ಬೇಯಿಸಬಾರದು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 22] ಪ್ರತಿವರ್ಷದ ನಿಮ್ಮ ಹೊಲದ ಬೆಳೆಯಲ್ಲಿ ದಶಮ ಭಾಗವನ್ನು ಪ್ರತ್ಯೇಕಿಸಬೇಕು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 23] ಧಾನ್ಯ, ದ್ರಾಕ್ಷಿ, ಎಣ್ಣೆ ಇವುಗಳಲ್ಲಿ ದಶಮಭಾಗವನ್ನೂ ದನಕುರಿಗಳ ಚೊಚ್ಚಲು ಮರಿಗಳನ್ನೂ ಮತ್ತು ನಿಮ್ಮ ಹಿಂಡುಗಳನ್ನು ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನ ಸನ್ನಿಧಿಯಲ್ಲಿ ಆತನು ತನ್ನ ಹೆಸರನ್ನು ಸ್ಥಾಪಿಸಿಕೊಳ್ಳುವುದಕ್ಕೆ ಆರಿಸಿಕೊಳ್ಳುವ ಸ್ಥಳದಲ್ಲೇ ನೀವು ತಿನ್ನಬೇಕು. ಹೀಗೆ ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನಲ್ಲೇ ಯಾವಾಗಲೂ ಭಯಭಕ್ತಿಯುಳ್ಳವರಾಗಿ ಇರುವುದನ್ನು ಅಭ್ಯಾಸ ಮಾಡಿಕೊಳ್ಳುವವರಾಗಿರಬೇಕು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 24] ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನು ಆರಿಸಿಕೊಳ್ಳುವ ಸ್ಥಳವು ನಿಮಗೆ ದೂರವಾಗಿದ್ದು, ಆ ಕಾಣಿಕೆಗಳನ್ನು ಅಷ್ಟು ದೂರ ಹೊತ್ತುಕೊಂಡು ಹೋಗುವುದು ಅಸಾಧ್ಯವಾದರೆ, ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನು ನಿಮಗೆ ಅಭಿವೃದ್ಧಿಯನ್ನು ಉಂಟುಮಾಡಿದ ಕಾಲದಲ್ಲಿ,
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 25] ಅವುಗಳನ್ನು ಮಾರಿಬಿಟ್ಟು, ಆ ಹಣದ ಗಂಟನ್ನು ಆತನು ಆರಿಸಿಕೊಂಡ ಸ್ಥಳಕ್ಕೆ ತೆಗೆದುಕೊಂಡು ಹೋಗಿರಿ.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 26] ಅಲ್ಲಿ ನಿಮ್ಮ ಇಷ್ಟಾನುಸಾರ ದನ, ಕುರಿ, ದ್ರಾಕ್ಷಾರಸ, ಮದ್ಯ ಮೊದಲಾದವುಗಳನ್ನು ಆ ಹಣದಿಂದ ಕೊಂಡುಕೊಂಡು, ನೀವೂ ಮತ್ತು ನಿಮ್ಮ ಮನೆಯವರೂ ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನ ಸನ್ನಿಧಿಯಲ್ಲಿ ಊಟಮಾಡಿ ಸಂತೋಷವಾಗಿರಬೇಕು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 27] ಲೇವಿಯರಿಗೆ ನಿಮ್ಮೊಡನೆ ಯಾವ ಸ್ವಾಸ್ತ್ಯವೂ ಇಲ್ಲವಾದ್ದರಿಂದ ನೀವು ಅವರನ್ನು ಕೈಬಿಡಬಾರದು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 28] ಪ್ರತಿ ಮೂರನೆಯ ವರ್ಷದ ಬೆಳೆಯ ದಶಮಭಾಗವನ್ನು ತಂದು ನೀವು ಇರುವ ಊರಿನಲ್ಲಿಯೇ ಕೂಡಿಸಬೇಕು.
[IRV | KN | OT | Deuteronomy | Chapter 14 | Verse 29] ಆಗ ಊರಿನಲ್ಲಿರುವ ಅನ್ಯದೇಶದವರೂ, ಅನಾಥರು, ವಿಧವೆಯರೂ ಮತ್ತು ನಿಮ್ಮೊಡನೆ ಸ್ವತ್ತನ್ನು ಹೊಂದದೆಹೋದ ಲೇವಿಯರೂ ಊಟಮಾಡಿ ಸಂತೋಷವಾಗಿರಲಿ. ನೀವು ಹೀಗೆ ನಡೆದುಕೊಂಡರೆ ನಿಮ್ಮ ದೇವರಾದ ಯೆಹೋವನು ನಿಮ್ಮ ಎಲ್ಲಾ ಪ್ರಯತ್ನಗಳನ್ನು ಸಫಲಮಾಡುವನು.
