[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 1] Woe to you, Babylon, and Asia! Woe to you, Egypt and Syria!
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 45] Because of this, those who labor, labor in vain;
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 46] for foreigners will reap their fruits, plunder their goods, overthrow their houses, and take their children captive, for in captivity and famine they will conceive their children.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 47] Those who conduct business, do so only to be plundered. The more they adorn their cities, their houses, their possessions, and their own persons,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 48] the more I will hate them for their sins,” says the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 49] Just as a respectable and virtuous woman hates a prostitute,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 50] so will righteousness hate iniquity, when she adorns herself, and will accuse her to her face, when he comes who will defend him who diligently searches out every sin on earth.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 51] Therefore don’t be like her or her works.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 52] For yet a little while, and iniquity will be taken away out of the earth, and righteousness will reign over us.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 53] Don’t let the sinner say that he has not sinned; for God will burn coals of fire on the head of one who says “I haven’t sinned before God and his glory.”
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 54] Behold, the Lord knows all the works of men, their imaginations, their thoughts, and their hearts.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 55] He said, “Let the earth be made,” and it was made, “Let the sky be made,” and it was made.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 56] At his word, the stars were established, and he knows the number of the stars.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 57] He searches the deep and its treasures. He has measured the sea and what it contains.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 58] He has shut the sea in the midst of the waters, and with his word, he hung the earth over the waters.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 59] He has spread out the sky like a vault. He has founded it over the waters.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 60] He has made springs of water in the desert and pools on the tops of the mountains to send out rivers from the heights to water the earth.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 61] He formed man, and put a heart in the midst of the body, and gave him breath, life, and understanding,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 62] yes, the spirit of God Almighty. He who made all things and searches out hidden things in hidden places,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 63] surely he knows your imagination, and what you think in your hearts. Woe to those who sin, and try to hide their sin!
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 64] Because the Lord will exactly investigate all your works, and he will put you all to shame.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 65] When your sins are brought out before men, you will be ashamed, and your own iniquities will stand as your accusers in that day.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 66] What will you do? Or how will you hide your sins before God and his angels?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 67] Behold, God is the judge. Fear him! Stop sinning, and forget your iniquities, to never again commit them. So will God lead you out, and deliver you from all suffering.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 68] For, behold, the burning wrath of a great multitude is kindled over you, and they will take away some of you, and feed you with that which is sacrificed to idols.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 69] Those who consent to them will be held in derision and in contempt, and be trodden under foot.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 70] For there will be in various places, and in the next cities, a great insurrection against those who fear the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 71] They will be like mad men, sparing none, but spoiling and destroying those who still fear the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 72] For they will destroy and plunder their goods, and throw them out of their houses.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 73] Then the trial of my elect will be made known, even as the gold that is tried in the fire.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 74] Hear, my elect ones, says the Lord: “Behold, the days of suffering are at hand, and I will deliver you from them.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 75] Don’t be afraid, and don’t doubt, for God is your guide.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 76] You who keep my commandments and precepts,” says the Lord God, “don’t let your sins weigh you down, and don’t let your iniquities lift themselves up.”
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 77] Woe to those who are choked with their sins and covered with their iniquities, like a field is choked with bushes, and its path covered with thorns, that no one may travel through!
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 78] It is shut off and given up to be consumed by fire.
