[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 1] The angel who was sent to me, whose name was Uriel, gave me an answer,
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 36] To them, Jeremiel the archangel answered, ‘When the number is fulfilled of those who are like you. For he has weighed the world in the balance.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 37] By measure, he has measured the times. By number, he has counted the seasons. He won’t move or stir them until that measure is fulfilled.’”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 38] Then I answered, “O sovereign Lord, all of us are full of ungodliness.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 39] Perhaps it is for our sakes that the threshing time of the righteous is kept back—because of the sins of those who dwell on the earth.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 40] So he answered me, “Go your way to a woman with child, and ask of her when she has fulfilled her nine months, if her womb may keep the baby any longer within her.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 41] Then I said, “No, Lord, that can it not.” He said to me, “In Hades, the chambers of souls are like the womb.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 42] For just like a woman in labor hurries to escape the anguish of the labor pains, even so these places hurry to deliver those things that are committed to them from the beginning.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 43] Then you will be shown those things which you desire to see.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 44] Then I answered, “If I have found favor in your sight, and if it is possible, and if I am worthy,
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 45] show me this also, whether there is more to come than is past, or whether the greater part has gone over us.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 46] For what is gone I know, but I don’t know what is to come.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 47] He said to me, “Stand up on my right side, and I will explain the parable to you.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 48] So I stood, looked, and saw a hot burning oven passed by before me. It happened that when the flame had gone by I looked, and saw that the smoke remained.
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 49] After this, a watery cloud passed in front of me, and sent down much rain with a storm. When the stormy rain was past, the drops still remained in it.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 50] Then said he to me, “Consider with yourself; as the rain is more than the drops, and the fire is greater than the smoke, so the quantity which is past was far greater; but the drops and the smoke still remained.”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 51] Then I prayed, and said, “Do you think that I will live until that time? Or who will be alive in those days?”
[WEB | EN | OT | 2 Esdras | Chapter 4 | Verse 52] He answered me, “As for the signs you asked me about, I may tell you of them in part; but I wasn’t sent to tell you about your life, for I don’t know.
