[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 1] The second book of the prophet Esdras, the son of Saraias, the son of Azaraias, the son of Helkias, the son of Salemas, the son of Sadoc, the son of Ahitob,
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 18] saying, ‘Why have you brought us into this wilderness to kill us? It would have been better for us to have served the Egyptians than to die in this wilderness.’
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 19] I had pity on your mourning and gave you manna for food. You ate angels’ bread.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 20] When you were thirsty, didn’t I split the rock, and water flowed out in abundance? Because of the heat, I covered you with the leaves of the trees.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 21] I divided fruitful lands among you. I drove out the Canaanites, the Pherezites, and the Philistines before you. What more shall I do for you?” says the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 22] The Lord Almighty says, “When you were in the wilderness, at the bitter stream, being thirsty and blaspheming my name,
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 23] I gave you not fire for your blasphemies, but threw a tree in the water, and made the river sweet.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 24] What shall I do to you, O Jacob? You, Judah, would not obey me. I will turn myself to other nations, and I will give my name to them, that they may keep my statutes.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 25] Since you have forsaken me, I also will forsake you. When you ask me to be merciful to you, I will have no mercy upon you.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 26] Whenever you call upon me, I will not hear you, for you have defiled your hands with blood, and your feet are swift to commit murder.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 27] It is not as though you have forsaken me, but your own selves,” says the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 28] The Lord Almighty says, “Haven’t I asked you as a father his sons, as a mother her daughters, and a nurse her young babies,
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 29] that you would be my people, and I would be your God, that you would be my children, and I would be your father?
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 30] I gathered you together, as a hen gathers her chicks under her wings. But now, what should I do to you? I will cast you out from my presence.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 31] When you offer burnt sacrifices to me, I will turn my face from you, for I have rejected your solemn feast days, your new moons, and your circumcisions of the flesh.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 32] I sent to you my servants the prophets, whom you have taken and slain, and torn their bodies in pieces, whose blood I will require from you,” says the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 33] The Lord Almighty says, “Your house is desolate. I will cast you out as the wind blows stubble.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 34] Your children won’t be fruitful, for they have neglected my commandment to you, and done that which is evil before me.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 35] I will give your houses to a people that will come, which not having heard of me yet believe me. Those to whom I have shown no signs will do what I have commanded.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 36] They have seen no prophets, yet they will remember their former condition.
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 37] I call to witness the gratitude of the people who will come, whose little ones rejoice with gladness. Although they see me not with bodily eyes, yet in spirit they will believe what I say.”
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 38] And now, father, behold with glory, and see the people that come from the east:
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 39] to whom I will give for leaders, Abraham, Isaac, and Jacob, Oseas, Amos, and Micheas, Joel, Abdias, and Jonas,
[WEB | EN | OT | 2 Esdras | Chapter 1 | Verse 40] Nahum, and Abacuc, Sophonias, Aggaeus, Zachary, and Malachy, who is also called the Lord’s messenger.
