[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 1] It came to pass upon the third day, I sat under an oak, and, behold, a voice came out of a bush near me, and said, “Esdras, Esdras!”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 20] Behold, I will go, as you have commanded me, and reprove the people who now live, but who will warn those who will be born afterward? For the world is set in darkness, and those who dwell in it are without light.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 21] For your law has been burned, therefore no one knows the things that are done by you, or the works that will be done.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 22] But if I have found favor before you, send the Holy Spirit to me, and I will write all that has been done in the world since the beginning, even the things that were written in your law, that men may be able to find the path, and that those who would live in the latter days may live.”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 23] He answered me and said, “Go your way, gather the people together, and tell them not to seek you for forty days.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 24] But prepare for yourself many tablets, and take with you Sarea, Dabria, Selemia, Ethanus, and Asiel, these five, which are ready to write swiftly;
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 25] and come here, and I will light a lamp of understanding in your heart which will not be put out until the things have ended about which you will write.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 26] When you are done, some things you shall publish openly, and some things you shall deliver in secret to the wise. Tomorrow at this hour you will begin to write.”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 27] Then went I out, as he commanded me, and gathered all the people together, and said,
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 28] “Hear these words, O Israel!
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 29] Our fathers at the beginning were foreigners in Egypt, and they were delivered from there,
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 30] and received the law of life, which they didn’t keep, which you also have transgressed after them.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 31] Then the land of Zion was given to you for a possession; but you yourselves and your ancestors have done unrighteousness, and have not kept the ways which the Most High commanded you.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 32] Because he is a righteous judge, in due time, he took from you what he had given you.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 33] Now you are here, and your kindred are among you.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 34] Therefore if you will rule over your own understanding and instruct your hearts, you will be kept alive, and after death you will obtain mercy.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 35] For after death the judgment will come, when we will live again. Then the names of the righteous will become manifest, and the works of the ungodly will be declared.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 36] Let no one therefore come to me now, nor seek me for forty days.”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 37] So I took the five men, as he commanded me, and we went out into the field, and remained there.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 38] It came to pass on the next day that, behold, a voice called me, saying, “Esdras, open your mouth, and drink what I give you to drink.”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 39] Then opened I my mouth, and behold, a full cup was handed to me. It was full of something like water, but its color was like fire.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 40] I took it, and drank. When I had drunk it, my heart uttered understanding, and wisdom grew in my chest, for my spirit retained its memory.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 41] My mouth was opened, and shut no more.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 42] The Most High gave understanding to the five men, and they wrote by course the things that were told them, in characters which they didn’t know, and they sat forty days. Now they wrote in the day-time, and at night they ate bread.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 43] As for me, I spoke in the day, and by night I didn’t hold my tongue.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 44] So in forty days, ninety-four books were written.
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 45] It came to pass, when the forty days were fulfilled, that the Most High spoke to me, saying, “The first books that you have written, publish openly, and let the worthy and unworthy read them;
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 46] but keep the last seventy, that you may deliver them to those who are wise among your people;
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 47] for in them is the spring of understanding, the fountain of wisdom, and the stream of knowledge.”
[WEB | EN | OT | 2 Esdras | Chapter 14 | Verse 48] I did so.
