[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 1] ಸಹೋದರರೇ ಪವಿತ್ರಾತ್ಮನಿಂದುಂಟಾಗುವ ವರಗಳನ್ನು ಕುರಿತು ನಿಮಗೆ ತಿಳಿವಳಿಕೆಯಿರಬೇಕೆಂದು ನಾನು ಅಪೇಕ್ಷಿಸುತ್ತೇನೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 12] ಹೇಗೆ ದೇಹವು ಒಂದಾಗಿದ್ದರೂ ಅದಕ್ಕಿರುವ ಅಂಗಗಳು ಅನೇಕವಾಗಿವೆಯೋ, ಹೇಗೆ ದೇಹದ ಅಂಗಗಳೆಲ್ಲವೂ ಅನೇಕವಾಗಿದ್ದು ಒಂದೇ ದೇಹವಾಗಿದೆಯೋ, ಹಾಗೆಯೇ ಕ್ರಿಸ್ತನು ಇದ್ದಾನೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 13] ಯೆಹೂದ್ಯರಾಗಲಿ, ಗ್ರೀಕರಾಗಲಿ, ದಾಸರಾಗಲಿ, ಸ್ವತಂತ್ರರಾಗಲಿ ನಾವೆಲ್ಲರೂ ಒಂದೇ ದೇಹವಾಗುವುದಕ್ಕಾಗಿ ಒಂದೇ ಆತ್ಮನಲ್ಲಿ ದೀಕ್ಷಾಸ್ನಾನಮಾಡಿಸಿಕೊಂಡೆವು. ಒಂದೇ ಆತ್ಮವು ನಮ್ಮೆಲ್ಲರಿಗೆ ಪಾನವಾಗಿ ಕೊಡಲ್ಪಟ್ಟಿತು.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 14] ದೇಹವು ಒಂದೇ ಅಂಗವಲ್ಲ. ಅನೇಕ ಅಂಗಗಳುಳ್ಳದ್ದಾಗಿದೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 15] ಕಾಲು “ನಾನು ಕೈಯಲ್ಲದ ಕಾರಣ ದೇಹಕ್ಕೆ ಸೇರಿಲ್ಲವೆಂದು” ಹೇಳಿದರೂ ಅದು ದೇಹಕ್ಕೆ ಸೇರದೆ ಇರುವುದೋ?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 16] ಕಿವಿ “ನಾನು ಕಣ್ಣಲ್ಲದ ಕಾರಣ ನಾನು ದೇಹಕ್ಕೆ ಸೇರಿಲ್ಲವೆಂದು” ಹೇಳಿದರೂ ಅದು ದೇಹಕ್ಕೆ ಸೇರದೆ ಇರುವುದೋ?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 17] ದೇಹವೆಲ್ಲಾ ಕಣ್ಣಾದರೆ ನೀವು ಏನೂ ಕೇಳಲಾಗುತ್ತಿರಲಿಲ್ಲ. ದೇಹವೆಲ್ಲಾ ಕಿವಿಯಾದರೆ ನೀವು ಯಾವ ವಾಸನೆಯನ್ನು ಮೂಸಲಾಗುತ್ತಿರಲಿಲ್ಲ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 18] ಆದರೆ ದೇವರು ಆ ಅಂಗಗಳಲ್ಲಿ ಪ್ರತಿಯೊಂದನ್ನು ತನಗೆ ಸರಿಯಾಗಿ ತೋಚಿದ ಪ್ರಕಾರ ದೇಹದೊಳಗೆ ಇಟ್ಟಿದ್ದಾನೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 19] ಅವೆಲ್ಲವೂ ಒಂದೇ ಅಂಗವಾಗಿದ್ದರೆ ದೇಹವೆಲ್ಲಿರುವುದು?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 20] ಆದರೆ ಅಂಗಗಳು ಅನೇಕವಾಗಿದೆ ಆದರೆ ದೇಹವು ಒಂದೇ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 21] ಕಣ್ಣು ಕೈಗೆ, “ನೀನು ನನಗೆ ಅವಶ್ಯವಿಲ್ಲವೆಂದೂ,” ತಲೆಯು “ಪಾದಗಳಿಗೆ ನೀವು ನನಗೆ ಅವಶ್ಯವಿಲ್ಲವೆಂದೂ” ಹೇಳುವುದಕ್ಕಾಗುವುದಿಲ್ಲ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 22] ದೇಹದಲ್ಲಿ ಅಲ್ಪಮಾನವುಳ್ಳವುಗಳು ಎಂದೆಣಿಸಿ ಕಾಣುವ ಅಂಗಗಳನ್ನು ಅತ್ಯವಶ್ಯವೆಂದು ತಿಳಿಯಬೇಕಲ್ಲವೋ?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 23] ಮತ್ತು ನಾವು ದೇಹದಲ್ಲಿ ಅಲ್ಪಮಾನವುಳ್ಳವುಗಳು ಎಂದೆಣಿಸುವ ಭಾಗಗಳಿಗೆ ಉಡಿಗೆಯಿಂದ ಹೆಚ್ಚಾದ ಮಾನವನ್ನು ಕೊಡುವುದುಂಟಲ್ಲಾ. ಹೀಗೆ ಮಾನವಿಲ್ಲದ ಅಂಗಗಳಿಗೆ ಹೆಚ್ಚಾದ ಮಾನವುಂಟಾಗುತ್ತದೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 24] ಮಾನವುಳ್ಳ ಅಂಗಗಳಿಗೆ ಏನೂ ಅವಶ್ಯವಿಲ್ಲ. ದೇಹದಲ್ಲಿ ಭೇದವೇನೂ ಇರದೇ ಅಂಗಗಳು ಒಂದಕ್ಕೊಂದರ ಹಿತವನ್ನು ಚಿಂತಿಸುವ ಹಾಗೆ ದೇವರು ಕೊರತೆಯುಳ್ಳದ್ದಕ್ಕೆ ಹೆಚ್ಚಾದ ಮಾನವನ್ನು ಕೊಟ್ಟು ದೇಹವನ್ನು ಹದವಾಗಿ ಜೋಡಿಸಿದ್ದಾನೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 25] <range>
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 26] ಒಂದು ಅಂಗಕ್ಕೆ ನೋವಾದರೆ ಎಲ್ಲಾ ಅಂಗಗಳಿಗೂ ನೋವಾಗುತ್ತದೆ. ಒಂದು ಅಂಗ ಗೌರವಿಸಲ್ಪಟ್ಟರೆ ಎಲ್ಲಾ ಅಂಗಗಳಿಗೂ ಸಂತೋಷವಾಗುತ್ತದೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 27] ನೀವು ಕ್ರಿಸ್ತನ ದೇಹವು ಮತ್ತು ಒಬ್ಬೊಬ್ಬರಾಗಿ ಅದಕ್ಕೆ ಅಂಗಗಳಾಗಿದ್ದೀರಿ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 28] ದೇವರು ತನ್ನ ಸಭೆಯಲ್ಲಿ ಮೊದಲನೆಯದಾಗಿ ಅಪೊಸ್ತಲರನ್ನು, ಎರಡನೆಯದಾಗಿ ಪ್ರವಾದಿಗಳನ್ನು, ಮೂರನೆಯದಾಗಿ ಬೋಧಕರನ್ನು ಇಟ್ಟಿದ್ದಾನೆ. ಆ ಮೇಲೆ ಮಹತ್ಕಾರ್ಯ ಮಾಡುವ ಶಕ್ತಿಯನ್ನು, ನಾನಾ ರೋಗಗಳನ್ನು ವಾಸಿಮಾಡುವ ವರವನ್ನೂ, ಪರಸಹಾಯ ಮಾಡುವ ಗುಣವನ್ನೂ, ಕಾರ್ಯಗಳನ್ನು ನಿರ್ವಹಿಸುವ ಜ್ಞಾನವನ್ನು ಮತ್ತು ವಿವಿಧ ಭಾಷೆಗಳನ್ನಾಡುವ ವರವನ್ನೂ ಅವರವರಿಗೆ ಬೇರೆ ಬೇರೆಯಾಗಿ ಕೊಟ್ಟಿದ್ದಾನೆ.
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 29] ಎಲ್ಲರು ಅಪೊಸ್ತಲರೋ? ಎಲ್ಲರು ಪ್ರವಾದಿಗಳೋ? ಎಲ್ಲರೂ ಬೋಧಕರೋ? ಎಲ್ಲರೂ ಮಹತ್ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವವರೋ?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 30] ರೋಗ ವಾಸಿಮಾಡುವ ವರಗಳು ಎಲ್ಲರಿಗೂ ಉಂಟೋ? ಎಲ್ಲರೂ ಅನ್ಯಭಾಷೆಗಳನ್ನಾಡುವರೋ? ಅನ್ಯಭಾಷೆಗಳ ಅರ್ಥವನ್ನು ಹೇಳುವುದಕ್ಕೆ ಎಲ್ಲರಿಗೂ ಶಕ್ತಿಯುಂಟೋ?
[IRV | KN | NT | 1 Corinthians | Chapter 12 | Verse 31] ಇವುಗಳಲ್ಲಿ ಶ್ರೇಷ್ಠ ವರಗಳನ್ನು ಆಸಕ್ತಿಯಿಂದ ಅಪೇಕ್ಷಿಸಿರಿ. ಇನ್ನೂ ಸರ್ವೋತ್ತಮವಾದ ಮಾರ್ಗವೊಂದನ್ನು ನಿಮಗೆ ತೋರಿಸುತ್ತೇನೆ.
