[IRV | PA | OT | Numbers | Chapter 16 | Verse 1] ਕਹਾਥ ਦੇ ਪੋਤੇ ਯਿਸਹਾਰ ਦੇ ਪੁੱਤਰ ਕੋਰਹ ਲੇਵੀ ਨੇ ਅਤੇ ਅਲੀਆਬ ਦੇ ਪੁੱਤਰਾਂ ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਨੇ ਅਤੇ ਪਲਤ ਦੇ ਪੁੱਤਰ ਓਨ ਨੇ ਜਿਹੜੇ ਰਊਬੇਨੀ ਸਨ, ਮਨੁੱਖਾਂ ਨੂੰ ਨਾਲ ਲਿਆ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 12] ਤਾਂ ਮੂਸਾ ਨੇ ਅਲੀਆਬ ਦੇ ਪੁੱਤਰਾਂ ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਨੂੰ ਸੱਦਾ ਭੇਜਿਆ ਪਰ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, ਅਸੀਂ ਨਹੀਂ ਆਵਾਂਗੇ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 13] ਕੀ ਇਹ ਛੋਟੀ ਗੱਲ ਹੈ ਕਿ ਤੂੰ ਸਾਨੂੰ ਇੱਕ ਦੇਸ ਤੋਂ ਕੱਢ ਲਿਆਇਆ ਹੈਂ ਜਿੱਥੇ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਸੀ ਤਾਂ ਜੋ ਸਾਨੂੰ ਉਜਾੜ ਵਿੱਚ ਮਾਰੇਂ ਅਤੇ ਹੁਣ ਧੱਕੇ ਨਾਲ ਸਾਡੇ ਉੱਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਰਾਜਾ ਬਣਾਈ ਬੈਠਾ ਹੈ?
[IRV | PA | OT | Numbers | Chapter 16 | Verse 14] ਨਾਲੇ ਤੂੰ ਸਾਨੂੰ ਅਜਿਹੇ ਦੇਸ ਵਿੱਚ ਵੀ ਨਹੀਂ ਲਿਆਂਦਾ ਜਿੱਥੇ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਹੈ, ਨਾ ਸਾਨੂੰ ਖੇਤਾਂ ਅਤੇ ਬਾਗ਼ਾਂ ਦਾ ਅਧਿਕਾਰ ਦਿੱਤਾ ਹੈ। ਕੀ ਤੂੰ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਦੀਆਂ ਅੱਖਾਂ ਕੱਢ ਸੁੱਟੇਂਗਾ? ਅਸੀਂ ਤਾਂ ਅੱਗੇ ਨਹੀਂ ਜਾਣਾ!
[IRV | PA | OT | Numbers | Chapter 16 | Verse 15] ਤਦ ਮੂਸਾ ਡਾਢਾ ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ ਅਤੇ ਉਸ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਉਨ੍ਹਾਂ ਦੀ ਮੈਦੇ ਦੀ ਭੇਟ ਵੱਲ ਨਾ ਵੇਖ! ਮੈਂ ਤਾਂ ਉਨ੍ਹਾਂ ਦੀ ਇੱਕ ਗਧੀ ਵੀ ਨਹੀਂ ਲਈ, ਨਾ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਦਾ ਨੁਕਸਾਨ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 16] ਮੂਸਾ ਨੇ ਕੋਰਹ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਅਤੇ ਤੇਰੀ ਸਾਰੀ ਟੋਲੀ ਕੱਲ ਨੂੰ ਯਹੋਵਾਹ ਅੱਗੇ ਹਾਜ਼ਰ ਹੋਵੇ, ਤੂੰ, ਉਹ ਅਤੇ ਹਾਰੂਨ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 17] ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹਰ ਮਨੁੱਖ ਆਪਣਾ ਧੂਪਦਾਨ ਲਵੇ ਅਤੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਵਿੱਚ ਧੂਪ ਪਾਓ ਅਤੇ ਹਰ ਮਨੁੱਖ ਆਪਣਾ ਧੂਪਦਾਨ ਅਰਥਾਤ ਢਾਈ ਸੋ ਧੂਪਦਾਨ, ਤੂੰ ਵੀ ਅਤੇ ਹਾਰੂਨ ਵੀ ਹਰ ਇੱਕ ਆਪੋ ਆਪਣਾ ਧੂਪਦਾਨ ਯਹੋਵਾਹ ਅੱਗੇ ਲਿਆਓ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 18] ਤਾਂ ਹਰ ਮਨੁੱਖ ਨੇ ਆਪਣਾ-ਆਪਣਾ ਧੂਪਦਾਨ ਲੈ ਕੇ ਉਸ ਉੱਤੇ ਅੱਗ ਪਾਈ ਅਤੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਧੂਪ ਵੀ ਪਾਈ ਅਤੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਦੇ ਨਾਲ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਕੋਲ ਖਲੋ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 19] ਤਾਂ ਕੋਰਹ ਨੇ ਸਾਰੀ ਟੋਲੀ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਵਿਰੁੱਧ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਇਕੱਠਾ ਕੀਤਾ ਤਦ ਯਹੋਵਾਹ ਦਾ ਪਰਤਾਪ ਸਾਰੀ ਮੰਡਲੀ ਉੱਤੇ ਪਰਗਟ ਹੋਇਆ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 20] ਤਾਂ ਯਹੋਵਾਹ ਮੂਸਾ ਨਾਲ ਅਤੇ ਹਾਰੂਨ ਨਾਲ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 16 | Verse 21] ਇਸ ਮੰਡਲੀ ਦੇ ਵਿੱਚੋਂ ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਇੱਕ ਪਾਸੇ ਕਰ ਲਓ ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਅੱਖ ਦੇ ਫੇਰ ਵਿੱਚ ਭੱਖ ਲਵਾਂ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 22] ਤਾਂ ਉਹ ਮੂੰਹ ਦੇ ਭਾਰ ਡਿੱਗ ਪਏ ਅਤੇ ਆਖਿਆ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਜੋ ਸਾਰੇ ਸਰੀਰਾਂ ਦੀਆਂ ਆਤਮਾਵਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈਂ, ਕੀ ਜੇ ਇੱਕ ਮਨੁੱਖ ਪਾਪ ਕਰੇ ਤਾਂ ਤੂੰ ਸਾਰੀ ਮੰਡਲੀ ਦੇ ਵਿਰੁੱਧ ਕ੍ਰੋਧਵਾਨ ਹੋਵੇਂਗਾ?
[IRV | PA | OT | Numbers | Chapter 16 | Verse 23] ਤਾਂ ਯਹੋਵਾਹ ਮੂਸਾ ਨਾਲ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 16 | Verse 24] ਮੰਡਲੀ ਨੂੰ ਬੋਲ ਕਿ ਉਹ ਕੋਰਹ ਅਤੇ ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਦੀ ਵੱਸੋਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਤੋਂ ਉਤਾਹਾਂ ਚੱਲੇ ਜਾਣ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 25] ਸੋ ਮੂਸਾ ਉੱਠ ਕੇ ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਦੇ ਕੋਲ ਗਿਆ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗ ਵੀ ਉਸ ਦੇ ਪਿੱਛੇ-ਪਿੱਛੇ ਗਏ
[IRV | PA | OT | Numbers | Chapter 16 | Verse 26] ਉਹ ਮੰਡਲੀ ਨੂੰ ਬੋਲਿਆ ਕਿ ਇਨ੍ਹਾਂ ਦੁਸ਼ਟ ਮਨੁੱਖਾਂ ਦੇ ਤੰਬੂਆਂ ਤੋਂ ਇੱਕ ਪਾਸੇ ਹੋ ਕੇ ਦੂਰ ਹੋ ਜਾਓ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਕਿਸੇ ਵੀ ਵਸਤੂ ਨੂੰ ਨਾ ਛੂਹਣਾ, ਕਿਤੇ ਤੁਸੀਂ ਵੀ ਉਨ੍ਹਾਂ ਦੇ ਸਾਰੇ ਪਾਪਾਂ ਵਿੱਚ ਸਾਂਝੀ ਹੋਵੋ!
[IRV | PA | OT | Numbers | Chapter 16 | Verse 27] ਸੋ ਉਹ ਕੋਰਹ, ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਦੀ ਵੱਸੋਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਤੋਂ ਉਤਾਹਾਂ ਨੂੰ ਚੱਲੇ ਗਏ ਤਾਂ ਦਾਥਾਨ ਅਤੇ ਅਬੀਰਾਮ ਬਾਹਰ ਆਏ ਅਤੇ ਆਪਣੇ ਤੰਬੂਆਂ ਦੇ ਦਰਵਾਜਿਆਂ ਵਿੱਚ ਆਪਣੀਆਂ ਪਤਨੀਆਂ, ਪੁੱਤਰਾਂ ਅਤੇ ਬਾਲ-ਬੱਚਿਆਂ ਦੇ ਨਾਲ ਖੜ੍ਹੇ ਹੋ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 28] ਫੇਰ ਮੂਸਾ ਨੇ ਆਖਿਆ, ਤੁਸੀਂ ਇਸ ਤੋਂ ਜਾਣ ਲਵੋਗੇ ਕਿ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ, ਨਾ ਕਿ ਮੈਂ ਆਪਣੇ ਮਨ ਨਾਲ ਆਇਆ ਹਾਂ, ਜੋ ਮੈਂ ਇਨ੍ਹਾਂ ਸਾਰਿਆਂ ਕੰਮਾਂ ਨੂੰ ਕਰਾਂ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 29] ਜੇਕਰ ਉਹਨਾਂ ਮਨੁੱਖਾਂ ਦੀ ਮੌਤ ਸਭਨਾਂ ਮਨੁੱਖਾਂ ਦੇ ਵਾਂਗੂੰ ਹੋਵੇ ਅਤੇ ਉਹਨਾਂ ਦੀ ਸਜ਼ਾ ਸਭਨਾਂ ਮਨੁੱਖਾਂ ਦੇ ਵਾਲੀ ਹੋਵੇ, ਅਖ਼ੀਰ ਇਸ ਗੱਲ ਨੂੰ ਜਾਣੋ ਕਿ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੀ ਨਹੀਂ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 30] ਪਰ ਜੇ ਯਹੋਵਾਹ ਕੋਈ ਅਣੋਖਾ ਕੰਮ ਕਰੇ, ਅਤੇ ਭੂਮੀ ਆਪਣਾ ਮੂੰਹ ਖੋਲ੍ਹ ਕੇ ਉਹਨਾਂ ਨੂੰ ਅਤੇ ਉਹਨਾਂ ਦੀਆਂ ਸਭਨਾਂ ਵਸਤੂਆਂ ਨੂੰ ਨਿਗਲ ਲਵੇ ਅਤੇ ਉਹ ਜੀਉਂਦੇ ਜੀ ਪਤਾਲ ਵਿੱਚ ਉਤਰ ਜਾਣ ਤਾਂ ਤੁਸੀਂ ਜਾਣ ਲਓ ਕਿ ਇਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੇ ਯਹੋਵਾਹ ਦਾ ਨਿਰਾਦਰ ਕੀਤਾ ਹੈ!
[IRV | PA | OT | Numbers | Chapter 16 | Verse 31] ਤਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਬੋਲ ਚੁੱਕਿਆ ਤਾਂ ਭੂਮੀ ਜਿਹੜੀ ਉਨ੍ਹਾਂ ਦੇ ਹੇਠ ਸੀ, ਫੱਟ ਗਈ
[IRV | PA | OT | Numbers | Chapter 16 | Verse 32] ਅਤੇ ਧਰਤੀ ਨੇ ਆਪਣਾ ਮੂੰਹ ਖੋਲ੍ਹ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ, ਉਨ੍ਹਾਂ ਦੇ ਘਰਾਣਿਆਂ ਨੂੰ ਅਤੇ ਸਾਰੇ ਆਦਮੀਆਂ ਨੂੰ ਜਿਹੜੇ ਕੋਰਹ ਵੱਲ ਸਨ, ਉਨ੍ਹਾਂ ਦਾ ਸਭ ਕੁਝ ਨਿਗਲ ਲਿਆ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 33] ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਦੇ ਜੀਉਂਦੇ ਜੀ ਪਤਾਲ ਵਿੱਚ ਉਤਰ ਗਏ ਅਤੇ ਧਰਤੀ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਢੱਕ ਲਿਆ ਅਤੇ ਉਹ ਸਭਾ ਵਿੱਚੋਂ ਨਾਸ ਹੋ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 16 | Verse 34] ਤਦ ਸਾਰੇ ਇਸਰਾਏਲੀ ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਸਨ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਚੀਕਾਂ ਸੁਣ ਕੇ ਇਹ ਕਹਿੰਦੇ ਹੋਏ ਦੌੜ ਗਏ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਧਰਤੀ ਸਾਨੂੰ ਵੀ ਨਿਗਲ ਲਵੇ!
[IRV | PA | OT | Numbers | Chapter 16 | Verse 35] ਤਦ ਯਹੋਵਾਹ ਵੱਲੋਂ ਅੱਗ ਨਿੱਕਲੀ ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਧੂਪ ਧੁਖਾਉਣ ਵਾਲੇ ਢਾਈ ਸੌ ਮਨੁੱਖਾਂ ਨੂੰ ਭਸਮ ਕਰ ਗਈ।
