[IRV | PA | OT | Numbers | Chapter 18 | Verse 1] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, ਪਵਿੱਤਰ ਸਥਾਨ ਦੀ ਬੁਰਾਈ ਦਾ ਭਾਰ ਤੇਰੇ ਉੱਤੇ, ਤੇਰੇ ਪੁੱਤਰਾਂ ਉੱਤੇ ਅਤੇ ਤੇਰੇ ਪਿਤਾ ਦੇ ਪਰਿਵਾਰ ਉੱਤੇ ਹੋਵੇਗਾ ਅਤੇ ਤੇਰੀ ਜਾਜਕਾਈ ਦੀ ਬੁਰਾਈ ਦਾ ਭਾਰ ਵੀ ਤੇਰੇ ਨਾਲ, ਤੇਰੇ ਪੁੱਤਰਾਂ ਉੱਤੇ ਹੋਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 12] ਸਭ ਤੋਂ ਚੰਗਾ ਸਾਰਾ ਤੇਲ, ਸਭ ਤੋਂ ਚੰਗਾ ਸਾਰਾ ਦਾਖਰਸ, ਅੰਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਹਿਲੇ ਫਲ ਜਿਹੜੇ ਉਹ ਯਹੋਵਾਹ ਲਈ ਦਿੰਦੇ ਹਨ, ਸੋ ਮੈਂ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 13] ਉਨ੍ਹਾਂ ਦੀ ਧਰਤੀ ਦੇ ਪਹਿਲੇ ਫਲ ਜਿਹੜੇ ਉਹ ਯਹੋਵਾਹ ਲਈ ਲਿਆਉਂਦੇ ਹਨ, ਉਹ ਤੇਰੇ ਹੋਣਗੇ। ਹਰ ਇੱਕ ਜਿਹੜਾ ਤੇਰੇ ਘਰ ਵਿੱਚ ਹੈ ਅਤੇ ਸ਼ੁੱਧ ਹੋਵੇ, ਉਹ ਖਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 14] ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਸਾਰੀਆਂ ਅਰਪਣ ਕੀਤੀਆਂ ਹੋਈਆਂ ਚੀਜ਼ਾਂ ਤੇਰੀਆਂ ਹੋਣਗੀਆਂ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 15] ਸਾਰੇ ਪਹਿਲੌਠੇ ਜਿਹੜੇ ਉਹ ਯਹੋਵਾਹ ਲਈ ਲਿਆਉਣ ਭਾਵੇਂ ਆਦਮੀ ਦਾ ਭਾਵੇਂ ਪਸ਼ੂ ਦਾ, ਉਹ ਵੀ ਤੇਰੇ ਲਈ ਹੋਣਗੇ ਤਾਂ ਵੀ ਆਦਮੀ ਦੇ ਪਹਿਲੌਠੇ ਦੇ ਨਿਸਤਾਰੇ ਦਾ ਮੁੱਲ ਜ਼ਰੂਰ ਦੇਣਾ ਨਾਲੇ ਅਸ਼ੁੱਧ ਪਸ਼ੂਆਂ ਦੇ ਪਹਿਲੌਠਿਆਂ ਦੇ ਨਿਸਤਾਰੇ ਦਾ ਮੁੱਲ ਦੇਣਾ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 16] ਜਿਨ੍ਹਾਂ ਦੇ ਨਿਸਤਾਰੇ ਦਾ ਮੁੱਲ ਤੂੰ ਦੇਣਾ ਹੋਵੇ ਅਰਥਾਤ ਇੱਕ ਮਹੀਨੇ ਤੋਂ ਉੱਪਰ ਵਾਲੇ ਦਾ ਤੂੰ ਨਿਸਤਾਰੇ ਦਾ ਮੁੱਲ ਦੇ ਅਰਥਾਤ ਆਪਣੇ ਠਹਿਰਾਏ ਹੋਏ ਲੇਖੇ ਅਨੁਸਾਰ ਚਾਂਦੀ ਦੇ ਪੰਜ ਰੁਪਏ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਸ਼ਕੇਲ ਅਨੁਸਾਰ ਜਿਹੜਾ ਵੀਹ ਗੀਰਹ ਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 17] ਪਰੰਤੂ ਗਊ ਦਾ ਪਹਿਲੌਠੇ, ਭੇਡ ਦੇ ਪਹਿਲੌਠੇ ਅਤੇ ਬੱਕਰੀ ਦੇ ਪਹਿਲੌਠੇ ਦਾ ਨਿਸਤਾਰੇ ਦਾ ਮੁੱਲ ਨਾ ਦੇਣਾ, ਉਹ ਪਵਿੱਤਰ ਹਨ। ਉਨ੍ਹਾਂ ਦਾ ਲਹੂ ਤੂੰ ਜਗਵੇਦੀ ਉੱਤੇ ਛਿੜਕੀਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਚਰਬੀ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਕਰਕੇ ਅੱਗ ਦੀ ਭੇਟ ਲਈ ਸਾੜ ਦੇਵੀਂ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 18] ਉਨ੍ਹਾਂ ਦਾ ਮਾਸ ਤੇਰਾ ਹੋਵੇਗਾ ਜਿਵੇਂ ਹਿਲਾਈ ਹੋਈ ਛਾਤੀ ਅਤੇ ਸੱਜਾ ਪੱਟ ਤੇਰੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 19] ਸਾਰੀਆਂ ਪਵਿੱਤਰ ਚੀਜ਼ਾਂ ਦੀਆਂ ਚੁੱਕਣ ਵਾਲੀਆਂ ਭੇਟਾਂ ਜਿਹੜੀਆਂ ਇਸਰਾਏਲੀ ਯਹੋਵਾਹ ਲਈ ਚੁੱਕਣ, ਮੈਂ ਤੈਨੂੰ ਅਤੇ ਤੇਰੇ ਪੁੱਤਰਾਂ ਅਤੇ ਤੇਰੀਆਂ ਧੀਆਂ ਨੂੰ ਤੇਰੇ ਨਾਲ ਸਦਾ ਦੇ ਹੱਕ ਲਈ ਦਿੱਤੀਆਂ ਹਨ। ਇਹ ਲੂਣ ਦਾ ਸਦਾ ਦਾ ਨੇਮ ਯਹੋਵਾਹ ਅੱਗੇ ਤੇਰੇ ਲਈ ਅਤੇ ਤੇਰੀ ਅੰਸ ਲਈ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 20] ਤਦ ਯਹੋਵਾਹ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, ਇਸਰਾਏਲੀਆਂ ਦੀ ਧਰਤੀ ਵਿੱਚ ਕੋਈ ਹਿੱਸਾ ਨਾ ਲਵੀਂ, ਨਾ ਉਨ੍ਹਾਂ ਵਿੱਚ ਤੇਰਾ ਕੋਈ ਹਿੱਸਾ ਹੋਵੇਗਾ। ਤੇਰਾ ਹਿੱਸਾ ਅਤੇ ਤੇਰਾ ਵਿਰਸਾ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਮੈਂ ਹੀ ਹਾਂ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 21] ਅਤੇ ਵੇਖੋ, ਲੇਵੀਆਂ ਲਈ ਮੈਂ ਇਸਰਾਏਲੀਆਂ ਦੇ ਸਾਰਿਆਂ ਦਸਵੰਧਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਵਿਰਸੇ ਵਿੱਚ, ਉਸ ਟਹਿਲ ਸੇਵਾ ਦੇ ਬਦਲੇ ਜਿਹੜੀ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਕਰਦੇ ਹਨ, ਦੇ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 22] ਇਸ ਲਈ ਅੱਗੇ ਤੋਂ ਇਸਰਾਏਲੀ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਨੇੜੇ ਨਾ ਆਉਣ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਪਾਪ ਦਾ ਬੋਝ ਉਹਨਾਂ ਉੱਤੇ ਹੋਵੇ ਅਤੇ ਉਹ ਮਰ ਜਾਣ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 23] ਪਰ ਲੇਵੀ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਅਤੇ ਉਹ ਆਪਣੀ ਬਦੀ ਨੂੰ ਆਪ ਚੁੱਕਣ। ਇਹ ਬਿਧੀ ਤੁਹਾਡੀਆਂ ਪੀੜ੍ਹੀਆਂ ਲਈ ਸਦਾ ਦੀ ਹੋਵੇ, ਪਰ ਇਸਰਾਏਲੀਆਂ ਦੇ ਵਿੱਚ ਉਹ ਵਿਰਸਾ ਨਾ ਪਾਉਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 24] ਕਿਉਂ ਜੋ ਇਸਰਾਏਲੀਆਂ ਦੇ ਦਸਵੰਧ ਨੂੰ ਜਿਹੜਾ ਉਹ ਯਹੋਵਾਹ ਲਈ ਚੁੱਕਣ ਦੀ ਭੇਟ ਕਰਕੇ ਲਿਆਉਂਦੇ ਹਨ, ਮੈਂ ਲੇਵੀਆਂ ਨੂੰ ਵਿਰਸੇ ਵਿੱਚ ਦੇ ਦਿੱਤਾ ਹੈ। ਇਸ ਲਈ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਉਹ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਜਾਇਦਾਦ ਨਾ ਪਾਉਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 25] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 18 | Verse 26] ਲੇਵੀਆਂ ਨੂੰ ਆਖ ਕਿ ਜਦ ਤੁਸੀਂ ਇਸਰਾਏਲੀਆਂ ਤੋਂ ਦਸਵੰਧ ਲੈਂਦੇ ਹੋ, ਜਿਹੜਾ ਮੈਂ ਤੁਹਾਨੂੰ ਉਨ੍ਹਾਂ ਵੱਲੋਂ ਤੁਹਾਡੇ ਵਿਰਸੇ ਵਿੱਚ ਦਿੱਤਾ ਹੈ ਤਾਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਉਸ ਤੋਂ ਚੁੱਕਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾਓ, ਅਰਥਾਤ ਦਸਵੰਧ ਦਾ ਦਸਵੰਧ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 27] ਇਹ ਤੁਹਾਡੇ ਲੇਖੇ ਵਿੱਚ ਚੁੱਕਣ ਦੀ ਭੇਟ ਗਿਣੀ ਜਾਵੇ, ਜਿਵੇਂ ਇਹ ਪਿੜ ਦਾ ਅੰਨ ਅਤੇ ਕੋਹਲੂ ਦੇ ਦਾਖ਼ਰਸ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 28] ਇਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਵੀ ਯਹੋਵਾਹ ਲਈ ਚੁੱਕਣ ਦੀ ਭੇਟ ਆਪਣਿਆਂ ਸਾਰਿਆਂ ਦਸਵੰਧਾਂ ਤੋਂ ਜਿਹੜੇ ਤੁਸੀਂ ਇਸਰਾਏਲੀਆਂ ਤੋਂ ਲੈਂਦੇ ਹੋ ਚੜ੍ਹਾਓਗੇ ਅਤੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਤੋਂ ਯਹੋਵਾਹ ਦੀ ਚੁੱਕਣ ਦੀ ਭੇਟ ਹਾਰੂਨ ਜਾਜਕ ਨੂੰ ਦਿਓ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 29] ਆਪਣਿਆਂ ਸਾਰਿਆਂ ਦਾਨਾਂ ਤੋਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਚੁੱਕਣ ਦੀ ਭੇਟ, ਉਸ ਦੀ ਚਿਕਨਾਈ ਤੋਂ ਅਰਥਾਤ ਉਸ ਦੇ ਪਵਿੱਤਰ ਕੀਤੇ ਹੋਏ ਹਿੱਸੇ ਤੋਂ ਚੜ੍ਹਾਓ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 30] ਅਤੇ ਤੂੰ ਲੇਵੀਆਂ ਨੂੰ ਆਖ ਕਿ ਜਦ ਤੁਸੀਂ ਉਸ ਦੀ ਚਿਕਨਾਈ ਚੜ੍ਹਾਉਂਦੇ ਹੋ ਤਾਂ ਉਹ ਲੇਵੀਆਂ ਦੇ ਲੇਖੇ ਵਿੱਚ ਗਿਣੀ ਜਾਵੇ ਜਿਵੇਂ ਪਿੜ ਦੇ ਵਾਧੇ ਅਤੇ ਕੋਹਲੂ ਦੀ ਵਾਫ਼ਰੀ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 31] ਤਾਂ ਤੁਸੀਂ ਉਹ ਨੂੰ ਸਾਰਿਆਂ ਥਾਵਾਂ ਵਿੱਚ ਖਾਓ, ਤੁਸੀਂ ਅਤੇ ਤੁਹਾਡੇ ਪਰਿਵਾਰ ਕਿਉਂ ਜੋ ਉਹ ਤੁਹਾਡੇ ਲਈ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਦੇ ਬਦਲੇ ਤੁਹਾਡਾ ਇਨਾਮ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 18 | Verse 32] ਅਤੇ ਤੁਸੀਂ ਉਸ ਦੇ ਕਰਨ ਪਾਪ ਨਾ ਕਰਿਓ ਜਦ ਤੁਸੀਂ ਉਸ ਦੀ ਚਿਕਨਾਈ ਵਿੱਚੋਂ ਚੁੱਕਿਆ, ਅਤੇ ਤੁਸੀਂ ਇਸਰਾਏਲੀਆਂ ਦੀਆਂ ਪਵਿੱਤਰ ਚੀਜ਼ਾਂ ਨੂੰ ਭਰਿਸ਼ਟ ਨਾ ਕਰੋ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਮਰ ਜਾਓ।
