[IRV | PA | OT | Numbers | Chapter 14 | Verse 1] ਸਾਰੀ ਮੰਡਲੀ ਨੇ ਆਪਣੀ ਅਵਾਜ਼ ਉੱਚੀ ਦਿੱਤੀ, ਰੌਲ਼ਾ ਪਾਇਆ ਅਤੇ ਪਰਜਾ ਉਸ ਰਾਤ ਰੋਂਦੀ ਰਹੀ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 12] ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਮਰੀ ਨਾਲ ਮਾਰਾਂਗਾ, ਅਤੇ ਤੈਨੂੰ ਇੱਕ ਕੌਮ ਬਣਾਵਾਂਗਾ ਜੋ ਉਨ੍ਹਾਂ ਤੋਂ ਵੱਡੀ ਅਤੇ ਬਲਵੰਤ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 13] ਪਰ ਮੂਸਾ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਆਖਿਆ, ਫੇਰ ਮਿਸਰੀ ਇਹ ਸੁਣਨਗੇ ਕਿਉਂ ਜੋ ਤੂੰ ਇਸ ਪਰਜਾ ਨੂੰ ਆਪਣੇ ਬਲ ਨਾਲ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆਇਆ ਹੈਂ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 14] ਅਤੇ ਉਹ ਇਸ ਦੇਸ ਦੇ ਵਸਨੀਕਾਂ ਨੂੰ ਦੱਸਣਗੇ। ਉਨ੍ਹਾਂ ਨੇ ਸੁਣਿਆ ਹੈ ਕਿ ਤੂੰ ਯਹੋਵਾਹ ਇਸ ਪਰਜਾ ਦੇ ਵਿੱਚ ਹੈਂ ਅਤੇ ਤੂੰ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨੂੰ ਆਹਮੋ-ਸਾਹਮਣੇ ਵਿਖਾਈ ਦਿੰਦਾ ਹੈਂ ਅਤੇ ਤੇਰਾ ਬੱਦਲ ਉਨ੍ਹਾਂ ਦੇ ਉੱਤੇ ਖੜ੍ਹਾ ਰਹਿੰਦਾ ਹੈ ਅਤੇ ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਦਿਨ ਨੂੰ ਬੱਦਲ ਦੇ ਥੰਮ੍ਹ ਵਿੱਚ ਅਤੇ ਰਾਤ ਨੂੰ ਅੱਗ ਦੇ ਥੰਮ੍ਹ ਵਿੱਚ ਚੱਲਦਾ ਹੈਂ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 15] ਜੇ ਤੂੰ ਇਸ ਪਰਜਾ ਨੂੰ ਇੱਕ ਮਨੁੱਖ ਵਾਂਗੂੰ ਮਾਰ ਸੁੱਟੇਂ ਤਾਂ ਕੌਮਾਂ ਜਿਨ੍ਹਾਂ ਨੇ ਤੇਰੀ ਮਹਿਮਾ ਸੁਣੀ ਹੈ, ਆਖਣਗੀਆਂ,
[IRV | PA | OT | Numbers | Chapter 14 | Verse 16] ਇਸ ਲਈ ਕਿ ਯਹੋਵਾਹ ਇਸ ਪਰਜਾ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚ ਪਹੁੰਚਾ ਨਾ ਸਕਿਆ ਜਿਸ ਦੇ ਦੇਣ ਦੀ ਸਹੁੰ ਖਾਧੀ ਸੀ ਤਾਂ ਹੀ ਤਾਂ ਉਸਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਬਰਬਾਦ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 17] ਹੁਣ ਪ੍ਰਭੂ ਦਾ ਇਕਬਾਲ ਵੱਡਾ ਹੋਵੇ ਜਿਵੇਂ ਤੂੰ ਬੋਲਿਆ ਹੈਂ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 18] ਕਿ ਯਹੋਵਾਹ ਕ੍ਰੋਧ ਵਿੱਚ ਧੀਰਜੀ ਅਤੇ ਭਲਿਆਈ ਨਾਲ ਭਰਪੂਰ ਹੈ ਅਤੇ ਕੁਧਰਮ ਅਤੇ ਅਪਰਾਧ ਦਾ ਬਖ਼ਸ਼ਣਹਾਰ ਹੈ ਪਰ ਕੁਧਰਮੀ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਨਹੀਂ ਛੱਡ ਦਿੰਦਾ। ਉਹ ਪਿਤਾ ਦੇ ਕੁਧਰਮ ਦਾ ਬਦਲਾ ਉਨ੍ਹਾਂ ਦੇ ਪੁੱਤਰਾਂ ਉੱਤੋਂ ਤੀਜੀ ਚੌਥੀ ਪੀੜ੍ਹੀ ਤੱਕ ਲੈਣ ਵਾਲਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 19] ਆਪਣੀ ਵੱਡੀ ਦਯਾ ਦੇ ਅਨੁਸਾਰ ਜਿਵੇਂ ਤੂੰ ਇਸ ਪਰਜਾ ਨੂੰ ਮਿਸਰ ਤੋਂ ਲੈ ਕੇ ਹੁਣ ਤੱਕ ਬਖਸ਼ਿਆ ਹੈ ਇਨ੍ਹਾਂ ਦਾ ਕੁਧਰਮ ਮਾਫ਼ ਕਰ ਦੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 20] ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ, ਤੇਰੇ ਆਖਣ ਅਨੁਸਾਰ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਮਾਫ਼ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 21] ਪਰ ਮੇਰੀ ਜਿੰਦ ਦੀ ਸਹੁੰ ਯਹੋਵਾਹ ਦੀ ਮਹਿਮਾ ਨਾਲ ਸਾਰੀ ਪ੍ਰਿਥਵੀ ਭਰਪੂਰ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 22] ਫੇਰ ਵੀ ਉਹ ਸਾਰੇ ਮਨੁੱਖ ਜਿਨ੍ਹਾਂ ਨੇ ਮੇਰੀ ਮਹਿਮਾ ਨੂੰ ਅਤੇ ਮੇਰੇ ਨਿਸ਼ਾਨਾਂ ਨੂੰ ਜਿਹੜੇ ਮੈਂ ਮਿਸਰ ਵਿੱਚ ਅਤੇ ਉਜਾੜ ਵਿੱਚ ਕੀਤੇ ਮੈਨੂੰ ਹੁਣ ਤੱਕ ਦਸ ਵਾਰ ਪਰਤਾਇਆ ਅਤੇ ਮੇਰੀ ਅਵਾਜ਼ ਨਹੀਂ ਸੁਣੀ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 23] ਉਹ ਉਸ ਧਰਤੀ ਨੂੰ ਨਾ ਵੇਖਣਗੇ ਜਿਸ ਦੀ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ ਅਤੇ ਨਾ ਹੀ ਉਹ ਸਾਰੇ ਜਿਨ੍ਹਾਂ ਮੇਰੀ ਹਾਨੀ ਕੀਤੀ ਉਹ ਨੂੰ ਵੇਖਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 24] ਪਰ ਮੇਰਾ ਸੇਵਕ ਕਾਲੇਬ ਅਤੇ ਉਸ ਦਾ ਵੰਸ਼ ਇਸ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰੇਗਾ ਇਸ ਲਈ ਕਿ ਉਹ ਦੇ ਵਿੱਚ ਹੋਰ ਸੁਭਾਅ ਹੈ ਅਤੇ ਉਹ ਪੂਰੀ ਤਰ੍ਹਾਂ ਮੇਰੇ ਪਿੱਛੇ ਚੱਲਿਆ ਹੈ, ਮੈਂ ਉਸ ਨੂੰ ਹੀ ਇਸ ਧਰਤੀ ਵਿੱਚ ਜਿਸ ਦੇ ਵਿੱਚ ਉਹ ਗਿਆ ਸੀ ਲੈ ਜਾਂਵਾਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 25] ਅਮਾਲੇਕੀ ਅਤੇ ਕਨਾਨੀ ਘਾਟੀ ਵਿੱਚ ਵੱਸਦੇ ਹਨ। ਕੱਲ ਨੂੰ ਮੁੜੋ ਅਤੇ ਲਾਲ ਸਮੁੰਦਰ ਦੇ ਰਾਹ ਦੁਆਰਾ ਉਜਾੜ ਨੂੰ ਕੂਚ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 26] ਫੇਰ ਯਹੋਵਾਹ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 14 | Verse 27] ਕਦੋਂ ਤੱਕ ਮੈਂ ਇਸ ਦੁਸ਼ਟ ਮੰਡਲੀ ਨੂੰ ਝੱਲਾਂ ਜਿਹੜੀ ਮੇਰੇ ਵਿਰੁੱਧ ਬੁੜ-ਬੁੜਾਉਂਦੀ ਹੈ? ਇਸਰਾਏਲੀਆਂ ਦੀ ਇਸ ਬੁੜ ਬੁੜਾਹਟ ਨੂੰ ਜਿਹੜੀ ਉਹ ਮੇਰੇ ਵਿਰੁੱਧ ਬੁੜ-ਬੁੜ ਕਰਦੇ ਹਨ ਮੈਂ ਸੁਣਿਆ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 28] ਉਨ੍ਹਾਂ ਨੂੰ ਆਖੋ ਕਿ ਮੈਨੂੰ ਮੇਰੀ ਜਾਨ ਦੀ ਸਹੁੰ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਸੱਚ-ਮੁੱਚ ਜਿਵੇਂ ਤੁਸੀਂ ਮੇਰੇ ਸੁਣਨ ਵਿੱਚ ਆਖਿਆ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਕਰਾਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 29] ਇਸੇ ਉਜਾੜ ਵਿੱਚ ਤੁਹਾਡੀਆਂ ਲਾਸ਼ਾਂ ਡਿੱਗਣਗੀਆਂ ਅਤੇ ਤੁਹਾਡੇ ਸਾਰੇ ਗਿਣੇ ਹੋਏ ਤੁਹਾਡੇ ਕੁੱਲ ਲੇਖੇ ਅਨੁਸਾਰ ਵੀਹ ਸਾਲ ਦੇ ਅਤੇ ਉਸ ਦੇ ਉੱਪਰ ਦੇ ਜੋ ਮੇਰੇ ਵਿਰੁੱਧ ਬੁੜ-ਬੁੜਾਏ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 30] ਯਫ਼ੁੰਨਹ ਦੇ ਪੁੱਤਰ ਕਾਲੇਬ ਅਤੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਤੋਂ ਛੁੱਟ, ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੋਈ ਉਸ ਦੇਸ ਨਾ ਵੜੋਂਗੇ ਜਿਸ ਦੀ ਮੈਂ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਕਿ ਮੈਂ ਤੁਹਾਨੂੰ ਉਸ ਵਿੱਚ ਵਸਾਵਾਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 31] ਪਰ ਤੁਹਾਡੇ ਨਿਆਣੇ ਜਿਨ੍ਹਾਂ ਵਿਖੇ ਤੁਸੀਂ ਆਖਿਆ ਸੀ ਕਿ ਉਹ ਲੁੱਟ ਦਾ ਮਾਲ ਹੋਣਗੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮੈਂ ਅੰਦਰ ਲਿਆਵਾਂਗਾ ਅਤੇ ਉਹ ਇਸ ਧਰਤੀ ਨੂੰ ਪਾਉਣਗੇ ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਰੱਦਿਆ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 32] ਪਰ ਤੁਹਾਡੀਆਂ ਲਾਸ਼ਾਂ ਇਸ ਉਜਾੜ ਵਿੱਚ ਡਿੱਗ ਪੈਣਗੀਆਂ, ਇਹ ਤੁਹਾਡੇ ਲਈ ਹੈ!
[IRV | PA | OT | Numbers | Chapter 14 | Verse 33] ਤੁਹਾਡੇ ਪੁੱਤਰ ਉਜਾੜ ਵਿੱਚ ਚਾਲੀਆਂ ਸਾਲ ਤੱਕ ਅਯਾਲੀ ਹੋਣਗੇ ਅਤੇ ਤੁਹਾਡੇ ਕੁਕਰਮ ਦੀ ਸਜ਼ਾ ਚੁੱਕਣਗੇ ਜਦ ਤੱਕ ਤੁਹਾਡੀਆਂ ਲਾਸ਼ਾਂ ਉਜਾੜ ਵਿੱਚ ਗਲ਼ ਸੜ ਨਾ ਜਾਣ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 34] ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਦੀ ਗਿਣਤੀ ਅਨੁਸਾਰ ਜਦ ਤੁਸੀਂ ਇਸ ਧਰਤੀ ਦਾ ਭੇਤ ਪਾਇਆ ਚਾਲ੍ਹੀ ਦਿਨ ਅਰਥਾਤ ਇੱਕ ਦਿਨ ਇੱਕ ਸਾਲ ਜਿਹਾ ਤੁਸੀਂ ਆਪਣੀ ਬੁਰਾਈ ਨੂੰ ਚਾਲ੍ਹੀ ਸਾਲ ਤੱਕ ਚੁੱਕੋਗੇ ਤਦ ਤੁਸੀਂ ਮੈਨੂੰ ਤਿਆਗਣ ਦਾ ਨਤੀਜਾ ਜਾਣੋਗੇ!
[IRV | PA | OT | Numbers | Chapter 14 | Verse 35] ਮੈਂ ਯਹੋਵਾਹ ਬੋਲ ਚੁੱਕਿਆ ਹਾਂ। ਮੈਂ ਜ਼ਰੂਰ ਇਹ ਸਭ ਕੁਝ ਇਸ ਦੁਸ਼ਟ ਮੰਡਲੀ ਨਾਲ ਕਰਾਂਗਾ ਜਿਹੜੀ ਮੇਰੇ ਵਿਰੁੱਧ ਇਕੱਠੀ ਹੋਈ ਹੈ। ਉਹ ਇਸ ਉਜਾੜ ਵਿੱਚ ਗਲ਼ ਸੜ ਜਾਣਗੇ ਅਤੇ ਇੱਥੇ ਹੀ ਉਹ ਮਰ ਜਾਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 36] ਫੇਰ ਉਹ ਮਨੁੱਖ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਨੇ ਧਰਤੀ ਦਾ ਭੇਤ ਜਾਣਨ ਲਈ ਭੇਜਿਆ ਸੀ ਅਤੇ ਜਿਹੜੇ ਮੁੜ ਕੇ ਉਸ ਧਰਤੀ ਦੀ ਅਜਿਹੀ ਬੁਰੀ ਖ਼ਬਰ ਲਿਆਏ ਕਿ ਸਾਰੀ ਮੰਡਲੀ ਉਸ ਦੇ ਵਿਰੁੱਧ ਬੁੜ-ਬੁੜਾਉਣ ਲੱਗ ਪਈ,
[IRV | PA | OT | Numbers | Chapter 14 | Verse 37] ਉਹ ਮਨੁੱਖ ਜਿਹੜੇ ਧਰਤੀ ਦੀ ਬੁਰੀ ਖ਼ਬਰ ਲਿਆਏ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਬਵਾ ਨਾਲ ਮਰ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 38] ਪਰ ਨੂਨ ਦਾ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਅਤੇ ਯਫ਼ੁੰਨਹ ਦਾ ਪੁੱਤਰ ਕਾਲੇਬ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਧਰਤੀ ਦਾ ਭੇਤ ਪਾਉਣ ਨੂੰ ਗਏ ਸਨ ਜੀਉਂਦੇ ਬਚੇ ਰਹੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 39] ਤਦ ਮੂਸਾ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਇਹ ਗੱਲਾਂ ਦੱਸੀਆਂ ਅਤੇ ਪਰਜਾ ਨੇ ਵੱਡਾ ਵਿਰਲਾਪ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 40] ਤਦ ਉਹ ਸਵੇਰੇ ਹੀ ਉੱਠ ਕੇ ਪਰਬਤ ਦੀ ਟੀਸੀ ਉੱਤੇ ਇਹ ਕਹਿ ਕੇ ਗਏ ਕਿ ਵੇਖੋ, ਅਸੀਂ ਹੀ ਉਸ ਥਾਂ ਨੂੰ ਉਤਾਹਾਂ ਜਾਂਵਾਂਗੇ ਜਿਸ ਦੇ ਲਈ ਯਹੋਵਾਹ ਨੇ ਫ਼ਰਮਾਇਆ ਹੈ ਕਿਉਂ ਜੋ ਅਸੀਂ ਪਾਪ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 41] ਪਰ ਮੂਸਾ ਨੇ ਆਖਿਆ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਦਾ ਉਲੰਘਣ ਕਿਉਂ ਕਰਦੇ ਹੋ? ਕਿਉਂ ਜੋ ਇਹ ਸਫ਼ਲ ਨਹੀਂ ਹੋਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 42] ਤੁਸੀਂ ਉੱਪਰ ਨਾ ਜਾਓ ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਵਿਚਕਾਰ ਨਹੀਂ ਹੈ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਆਪਣੇ ਵੈਰੀਆਂ ਦੇ ਅੱਗੇ ਮਾਰੇ ਜਾਓ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 43] ਅਮਾਲੇਕੀ ਅਤੇ ਕਨਾਨੀ ਉੱਥੇ ਤੁਹਾਡੇ ਸਾਹਮਣੇ ਹਨ ਅਤੇ ਤੁਸੀਂ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗ ਪਓਗੇ। ਇਸ ਲਈ ਕਿ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਪਿੱਛੇ ਚੱਲਣ ਤੋਂ ਫਿਰ ਗਏ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਸੰਗ ਨਹੀਂ ਹੋਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 44] ਪਰੰਤੂ ਉਹ ਢਿਠਾਈ ਨਾਲ ਪਰਬਤ ਦੀ ਟੀਸੀ ਉੱਤੇ ਚੜ੍ਹ ਗਏ ਪਰ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦਾ ਸੰਦੂਕ ਅਤੇ ਮੂਸਾ ਡੇਰੇ ਦੇ ਵਿੱਚੋਂ ਨਾ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 45] ਅਮਾਲੇਕੀ ਅਤੇ ਕਨਾਨੀ ਜਿਹੜੇ ਉਸ ਪਰਬਤ ਉੱਤੇ ਵੱਸਦੇ ਸਨ ਹੇਠਾਂ ਆਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮਾਰਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹਾਰਮਾਹ ਤੱਕ ਮਾਰਦੇ ਗਏ।
