[IRV | PA | OT | Numbers | Chapter 31 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਬੋਲਿਆ ਕਿ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 12] ਅਤੇ ਉਹ ਮੂਸਾ, ਅਲਆਜ਼ਾਰ ਜਾਜਕ, ਇਸਰਾਏਲੀਆਂ ਦੀ ਮੰਡਲੀ ਕੋਲ ਗੁਲਾਮਾਂ ਨੂੰ, ਮਾਲ ਡੰਗਰ ਨੂੰ ਅਤੇ ਲੁੱਟ ਨੂੰ ਡੇਰੇ ਵਿੱਚ ਮੋਆਬ ਦੇ ਮੈਦਾਨ ਵਿੱਚ ਜਿਹੜਾ ਯਰਦਨ ਉੱਤੇ ਯਰੀਹੋ ਕੋਲ ਹੈ, ਲੈ ਆਏ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 13] ਤਦ ਮੂਸਾ, ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਅਤੇ ਮੰਡਲੀ ਦੇ ਸਾਰੇ ਪ੍ਰਧਾਨ ਡੇਰੇ ਤੋਂ ਬਾਹਰ ਉਹਨਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 14] ਪਰ ਮੂਸਾ ਦਲ ਦੇ ਸੈਨਾਪਤੀਆਂ ਨਾਲ ਅਰਥਾਤ ਹਜ਼ਾਰਾਂ ਦੇ ਹਾਕਮਾਂ ਨਾਲ ਅਤੇ ਸੈਂਕੜਿਆਂ ਦੇ ਹਾਕਮਾਂ ਨਾਲ ਜਿਹੜੇ ਯੁੱਧ ਕਰਕੇ ਮੁੜ੍ਹ ਆਏ, ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 15] ਅਤੇ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਕੀ ਤੁਸੀਂ ਸਾਰੀਆਂ ਇਸਤਰੀਆਂ ਨੂੰ ਜੀਉਂਦਾ ਛੱਡ ਦਿੱਤਾ ਹੈ?
[IRV | PA | OT | Numbers | Chapter 31 | Verse 16] ਵੇਖੋ, ਇਹ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਨੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਬਿਲਆਮ ਦੀ ਸਹਿਮਤੀ ਨਾਲ, ਪਓਰ ਦੀ ਗੱਲ ਵਿੱਚ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਅਪਰਾਧੀ ਬਣਾਇਆ ਤਦ ਬਵਾ ਯਹੋਵਾਹ ਦੀ ਮੰਡਲੀ ਵਿੱਚ ਫੈਲੀ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 17] ਇਸ ਲਈ ਹੁਣ ਬੱਚਿਆਂ ਵਿੱਚੋਂ ਹਰੇਕ ਨਰ ਬੱਚੇ ਨੂੰ ਮਾਰ ਦਿਓ ਅਤੇ ਜਿਹਨਾਂ ਔਰਤਾਂ ਨੇ ਮਨੁੱਖ ਨਾਲ ਸੰਗ ਕੀਤਾ ਹੋਵੇ ਉਹਨਾਂ ਨੂੰ ਵੀ ਮਾਰ ਦਿਓ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 18] ਪਰ ਜਿਹਨਾਂ ਕੁਆਰੀਆਂ ਨੇ ਕਿਸੇ ਮਨੁੱਖ ਨਾਲ ਸੰਗ ਨਹੀਂ ਕੀਤਾ, ਉਹਨਾਂ ਨੂੰ ਤੁਸੀਂ ਆਪਣੇ ਲਈ ਜੀਉਂਦਾ ਰੱਖੋ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 19] ਪਰ ਤੁਸੀਂ ਡੇਰੇ ਤੋਂ ਸੱਤ ਦਿਨ ਬਾਹਰ ਰਹੋ, ਉਹ ਸਾਰੇ ਜਿਨ੍ਹਾਂ ਨੇ ਕਿਸੇ ਪ੍ਰਾਣੀ ਨੂੰ ਮਾਰਿਆ ਹੋਵੇ ਅਤੇ ਜਿਨ੍ਹਾਂ ਨੇ ਕਿਸੇ ਮਰੇ ਹੋਏ ਨੂੰ ਛੂਹਿਆ ਹੋਵੇ, ਉਹ ਸਾਰੇ ਆਪਣੇ ਆਪ ਨੂੰ ਆਪਣੇ ਗੁਲਾਮਾਂ ਸਮੇਤ ਤੀਜੇ ਦਿਨ ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਪਵਿੱਤਰ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 20] ਤੁਸੀਂ ਚਮੜੇ ਅਤੇ ਬੱਕਰੀ ਦੇ ਵਾਲਾਂ ਦੇ ਸਾਰੇ ਬਸਤਰ ਅਤੇ ਸਾਰੇ ਲੱਕੜੀ ਦੇ ਭਾਂਡਿਆਂ ਨੂੰ ਪਵਿੱਤਰ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 21] ਤਦ ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਨੇ ਉਨ੍ਹਾਂ ਸੂਰਮਿਆਂ ਨੂੰ ਆਖਿਆ, ਜਿਹੜੇ ਯੁੱਧ ਵਿੱਚ ਗਏ ਸਨ ਕਿ ਇਹ ਬਿਵਸਥਾ ਦੀ ਬਿਧੀ ਹੈ ਜਿਸ ਦਾ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 22] ਸੋਨਾ, ਚਾਂਦੀ, ਪਿੱਤਲ, ਲੋਹਾ, ਜਿਸਤ ਅਤੇ ਸਿੱਕਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 23] ਅਰਥਾਤ ਹਰ ਇੱਕ ਚੀਜ਼, ਜਿਹੜੀ ਅੱਗ ਵਿੱਚ ਪੈ ਸਕੇ ਉਸ ਨੂੰ ਤੁਸੀਂ ਅੱਗ ਦੇ ਵਿੱਚ ਦੀ ਲੰਘਾਓ, ਤਾਂ ਉਹ ਸ਼ੁੱਧ ਹੋਵੇਗੀ ਪਰ ਫਿਰ ਵੀ ਉਹ ਅਸ਼ੁੱਧਤਾਈ ਨੂੰ ਦੂਰ ਕਰਨ ਵਾਲੇ ਜਲ ਨਾਲ ਪਵਿੱਤਰ ਕੀਤੀ ਜਾਵੇ ਅਤੇ ਜੋ ਕੁਝ ਅੱਗ ਵਿੱਚ ਨਾ ਪੈ ਸਕੇ ਤੁਸੀਂ ਉਸ ਨੂੰ ਪਾਣੀ ਦੇ ਵਿੱਚ ਦੀ ਲੰਘਾਓ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 24] ਸੱਤਵੇਂ ਦਿਨ ਤੁਸੀਂ ਆਪਣੇ ਕੱਪੜੇ ਧੋਵੋ ਤਾਂ ਤੁਸੀਂ ਸ਼ੁੱਧ ਹੋਵੋਗੇ, ਇਸ ਦੇ ਬਾਅਦ ਤੁਸੀਂ ਡੇਰੇ ਵਿੱਚ ਆਓ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 25] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 26] ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਅਤੇ ਮੰਡਲੀ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਆਂ ਨੂੰ ਤੂੰ ਆਪਣੇ ਨਾਲ ਲੈ ਕੇ, ਲੁੱਟ ਦੇ ਮਾਲ ਦਾ ਆਦਮੀਆਂ ਅਤੇ ਡੰਗਰਾਂ ਸਮੇਤ, ਲੇਖਾ ਕਰ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 27] ਤੂੰ ਲੁੱਟ ਨੂੰ ਦੋ ਹਿੱਸਿਆਂ ਵਿੱਚ ਅਰਥਾਤ ਸੂਰਮਿਆਂ ਦੇ ਹਿੱਸੇ ਵਿੱਚ ਜਿਹੜੇ ਲੜਾਈ ਵਿੱਚ ਗਏ ਅਤੇ ਮੰਡਲੀ ਦੇ ਹਿੱਸੇ ਵਿੱਚ ਵੰਡ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 28] ਅਤੇ ਤੂੰ ਉਨ੍ਹਾਂ ਸੂਰਮਿਆਂ ਤੋਂ ਜਿਹੜੇ ਲੜਾਈ ਵਿੱਚ ਗਏ, ਯਹੋਵਾਹ ਲਈ ਲਗਾਨ ਲਈਂ ਅਰਥਾਤ ਪੰਜ ਸੌ ਵਿੱਚੋਂ ਇੱਕ ਜਾਨ ਭਾਵੇਂ ਉਹ ਆਦਮੀਆਂ ਦੀ, ਭਾਵੇਂ ਵੱਗ ਦੀ, ਭਾਵੇਂ ਗਧਿਆਂ ਦੀ, ਭਾਵੇਂ ਇੱਜੜਾਂ ਦੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 29] ਉਨ੍ਹਾਂ ਦੀ ਅੱਧ ਵਿੱਚੋਂ ਲੈ ਕੇ ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਨੂੰ ਯਹੋਵਾਹ ਦੀ ਚੁੱਕਣ ਦੀ ਭੇਟ ਕਰਕੇ ਦੇਵੀਂ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 30] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਅੱਧ ਦੇ ਪੰਜਾਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਲੈ, ਭਾਵੇਂ ਆਦਮੀਆਂ ਦਾ, ਭਾਵੇਂ ਵੱਗ ਦਾ, ਭਾਵੇਂ ਗਧਿਆਂ ਦਾ, ਭਾਵੇਂ ਇੱਜੜ ਦਾ ਅਰਥਾਤ ਸਾਰੇ ਪਸ਼ੂਆਂ ਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲੇਵੀਆਂ ਨੂੰ ਦੇਵੀਂ, ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੇ ਡੇਰੇ ਦੀ ਸੰਭਾਲ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 31] ਜਿਹੜਾ ਹੁਕਮ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਦਿੱਤਾ ਸੀ, ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਅਤੇ ਮੂਸਾ ਨੇ ਉਸੇ ਦੇ ਅਨੁਸਾਰ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 32] ਮਾਲ ਡੰਗਰ ਤੋਂ ਬਿਨ੍ਹਾਂ ਜੋ ਸੂਰਮਿਆਂ ਨੇ ਲੁੱਟਿਆ, ਉਸ ਵਿੱਚ ਛੇ ਲੱਖ ਪੰਝੱਤਰ ਹਜ਼ਾਰ ਭੇਡਾਂ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 33] ਬਹੱਤਰ ਹਜ਼ਾਰ ਬਲ਼ਦ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 34] ਇੱਕਾਹਠ ਹਜ਼ਾਰ ਗਧੇ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 35] ਲੋਕਾਂ ਵਿੱਚੋਂ ਉਹ ਕੁਆਰੀਆਂ ਜਿਨ੍ਹਾਂ ਨੇ ਮਨੁੱਖ ਨਾਲ ਸੰਗ ਨਹੀਂ ਕੀਤਾ ਸੀ, ਉਹ ਬੱਤੀ ਹਜ਼ਾਰ ਸਨ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 36] ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਗਏ ਉਹਨਾਂ ਦਾ ਭਾਗ ਤਿੰਨ ਲੱਖ ਸੈਂਤੀ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਭੇਡਾਂ ਸਨ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 37] ਅਤੇ ਯਹੋਵਾਹ ਦਾ ਲਗਾਨ ਇਹ ਸੀ, ਜਿਹਨਾਂ ਵਿੱਚੋਂ ਛੇ ਸੌ ਪੰਝੱਤਰ ਭੇਡਾਂ ਅਤੇ ਬੱਕਰੀਆਂ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 38] ਅਤੇ ਬਲ਼ਦ ਛੱਤੀ ਹਜ਼ਾਰ ਸਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਯਹੋਵਾਹ ਦਾ ਲਗਾਨ ਬਹੱਤਰ ਸਨ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 39] ਗਧੇ ਤੀਹ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਸਨ, ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਯਹੋਵਾਹ ਦਾ ਲਗਾਨ ਇੱਕਾਹਠ ਸਨ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 40] ਅਤੇ ਇਨਸਾਨ ਸੌਲਾਂ ਹਜ਼ਾਰ ਸਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਯਹੋਵਾਹ ਦਾ ਲਗਾਨ ਬੱਤੀ ਪ੍ਰਾਣੀ ਸਨ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 41] ਤਾਂ ਮੂਸਾ ਨੇ ਉਸ ਲਗਾਨ ਨੂੰ ਯਹੋਵਾਹ ਦੀ ਚੁੱਕਣ ਦੀ ਭੇਟ ਕਰਕੇ, ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਨੂੰ ਦਿੱਤਾ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 42] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਅੱਧ ਤੋਂ ਜਿਹੜਾ ਮੂਸਾ ਨੇ ਯੁੱਧ ਕਰਨ ਵਾਲਿਆਂ ਤੋਂ ਵੰਡਿਆ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 43] ਅਤੇ ਮੰਡਲੀ ਦਾ ਹਿੱਸਾ ਇਹ ਸੀ, ਭੇਡਾਂ ਤਿੰਨ ਲੱਖ ਸੈਂਤੀ ਹਜ਼ਾਰ ਪੰਜ ਸੌ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 44] ਗਾਂ-ਬਲ਼ਦ ਛੱਤੀ ਹਜ਼ਾਰ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 45] ਗਧੇ ਤੀਹ ਹਜ਼ਾਰ ਪੰਜ ਸੌ,
[IRV | PA | OT | Numbers | Chapter 31 | Verse 46] ਇਨਸਾਨ ਸੌਲਾਂ ਹਜ਼ਾਰ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 47] ਇਸ ਅੱਧੇ ਹਿੱਸੇ ਵਿੱਚੋਂ ਜਿਸ ਨੂੰ ਮੂਸਾ ਨੇ ਯੁੱਧ ਕਰਨ ਵਾਲਿਆਂ ਪੁਰਖਾਂ ਤੋਂ ਵੱਖਰਾ ਕੀਤਾ ਸੀ, ਯਹੋਵਾਹ ਦੇ ਹੁਕਮਾਂ ਅਨੁਸਾਰ ਮੂਸਾ ਨੇ ਭਾਵੇਂ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਭਾਵੇਂ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ, ਪੰਜਾਹ ਵਿੱਚੋਂ ਇੱਕ ਨੂੰ ਲੈ ਕੇ ਉਹ ਲੇਵੀਆਂ ਨੂੰ ਦਿੱਤੇ ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੇ ਡੇਰੇ ਦੀ ਸੰਭਾਲ ਕਰਦੇ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 48] ਤਾਂ ਸੈਨਾਪਤੀ ਜਿਹੜੇ ਹਜ਼ਾਰਾਂ ਉੱਤੇ ਸਨ ਅਰਥਾਤ ਹਜ਼ਾਰਾਂ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਸੈਂਕੜਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਮੂਸਾ ਕੋਲ ਆਏ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 49] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਤੁਹਾਡੇ ਦਾਸਾਂ ਨੇ ਯੁੱਧ ਕਰਨ ਵਾਲਿਆਂ ਦੀ ਗਿਣਤੀ ਕੀਤੀ ਅਤੇ ਉਹਨਾਂ ਵਿੱਚੋਂ ਇੱਕ ਮਨੁੱਖ ਵੀ ਨਹੀਂ ਘਟਿਆ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 50] ਅਸੀਂ ਯਹੋਵਾਹ ਦਾ ਚੜ੍ਹਾਵਾ ਲਿਆਏ ਹਾਂ, ਜੋ ਕੁਝ ਹਰ ਇੱਕ ਦੇ ਹੱਥ ਲੱਗਾ ਅਰਥਾਤ ਸੋਨੇ ਦੇ ਗਹਿਣੇ, ਪਜੇਬਾਂ, ਕੜੇ, ਛਾਪਾਂ, ਬਾਲ਼ੀਆਂ ਬਾਜ਼ੂਬੰਦ, ਤਾਂ ਜੋ ਅਸੀਂ ਆਪਣੇ ਪ੍ਰਾਣਾਂ ਲਈ ਯਹੋਵਾਹ ਅੱਗੇ ਪ੍ਰਾਸਚਿਤ ਕਰੀਏ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 51] ਤਦ ਮੂਸਾ ਅਤੇ ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਨੇ ਉਨ੍ਹਾਂ ਤੋਂ ਇਹ ਸਾਰੇ ਘੜਤ ਦੇ ਸੋਨੇ ਦੇ ਗਹਿਣੇ ਲਏ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 52] ਅਤੇ ਚੁੱਕਣ ਦੀ ਭੇਟ ਦਾ ਸਾਰਾ ਸੋਨਾ, ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਨੇ ਯਹੋਵਾਹ ਲਈ ਚੜ੍ਹਾਇਆ ਸਵਾ ਕੁ ਪੰਜ ਮਣ ਪੱਕਾ ਸੀ, ਜਿਹੜਾ ਹਜ਼ਾਰਾਂ ਦੇ ਹਾਕਮਾਂ ਅਤੇ ਸੈਂਕੜਿਆਂ ਦੇ ਹਾਕਮਾਂ ਤੋਂ ਆਇਆ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 53] ਯੁੱਧ ਕਰਨ ਵਾਲਿਆਂ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਨੇ ਆਪਣੇ ਲਈ ਲੁੱਟਿਆ ਸੀ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 54] ਤਾਂ ਮੂਸਾ ਅਤੇ ਅਲਆਜ਼ਾਰ ਜਾਜਕ, ਉਹ ਸੋਨਾ ਹਜ਼ਾਰਾਂ ਅਤੇ ਸੈਂਕੜਿਆਂ ਦੇ ਹਾਕਮਾਂ ਤੋਂ ਲੈ ਕੇ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਲਿਆਏ ਤਾਂ ਜੋ ਉਹ ਇਸਰਾਏਲੀਆਂ ਲਈ ਯਹੋਵਾਹ ਅੱਗੇ ਇੱਕ ਯਾਦਗਾਰੀ ਹੋਵੇ।
