[IRV | PA | OT | Numbers | Chapter 4 | Verse 1] ਯਹੋਵਾਹ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 4 | Verse 31] ਭਾਰਾਂ ਲਈ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਜ਼ਿੰਮੇਵਾਰੀ ਇਹ ਹੈ, ਡੇਰੇ ਦੀਆਂ ਫੱਟੀਆਂ, ਉਸ ਦੇ ਹੋੜੇ, ਉਸ ਦੀਆਂ ਥੰਮ੍ਹੀਆਂ, ਉਸ ਦੀਆਂ ਚੀਥੀਆਂ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 32] ਨਾਲੇ ਵਿਹੜੇ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੀਆਂ ਥੰਮ੍ਹੀਆਂ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਚੀਥੀਆਂ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੀਲੀਆਂ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਡੋਰੀਆਂ, ਉਨ੍ਹਾਂ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਟਹਿਲ ਸੇਵਾ। ਤੁਸੀਂ ਨਾਮਾਂ ਅਨੁਸਾਰ ਸਮਾਨ ਚੁੱਕਣ ਲਈ ਉਹਨਾਂ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਠਹਿਰਾਓ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 33] ਇਹ ਮਰਾਰੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਟਹਿਲ ਸੇਵਾ ਅਨੁਸਾਰ ਹੋਵੇ ਅਤੇ ਹਾਰੂਨ ਜਾਜਕ ਦੇ ਪੁੱਤਰ ਈਥਾਮਾਰ ਦੇ ਹੱਥ ਵਿੱਚ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 34] ਫੇਰ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਅਤੇ ਮੰਡਲੀ ਦੇ ਪ੍ਰਧਾਨਾਂ ਨੇ ਕਹਾਥੀਆਂ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣਿਆ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 35] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਸਾਰੇ ਜਿਹੜੇ ਸੇਵਾ ਕਰਨ ਯੋਗ ਹੋਣ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 36] ਇਹ ਉਹ ਹਨ ਜਿਹੜੇ ਆਪਣੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ, ਦੋ ਹਜ਼ਾਰ ਸੱਤ ਸੌ ਪੰਜਾਹ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 37] ਕਹਾਥੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੇ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਏਹੋ ਹੀ ਸਨ ਅਰਥਾਤ ਸਾਰੇ ਜਿਹੜੇ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਟਹਿਲ ਸੇਵਾ ਕਰਦੇ ਸਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੇ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਨਾਲ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਗਿਣਿਆ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 38] ਗੇਰਸ਼ੋਨੀ ਜਿਹੜੇ ਆਪਣੇ ਟੱਬਰਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 39] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਸਾਰੇ ਜਿਹੜੇ ਸੇਵਾ ਕਰਨ ਯੋਗ ਹੋਣ ਕਿ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 40] ਅਤੇ ਉਹ ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ ਦੋ ਹਜ਼ਾਰ ਛੇ ਸੌ ਤੀਹ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 41] ਗੇਰਸ਼ੋਨੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੇ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਏਹੋ ਹੀ ਸਨ ਅਰਥਾਤ ਸਾਰੇ ਜਿਹੜੇ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੇ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਨਾਲ ਗਿਣਿਆ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 42] ਮਰਾਰੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੇ ਜਿਹੜੇ ਆਪਣੇ ਟੱਬਰਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 43] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਸਾਰੇ ਜਿਹੜੇ ਸੇਵਾ ਕਰਨ ਯੋਗ ਸਨ ਤਾਂ ਜੋ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 44] ਉਹ ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ ਤਿੰਨ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 45] ਮਰਾਰੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੇ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਏਹੋ ਹੀ ਸਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੇ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਨਾਲ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਗਿਣਿਆ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 46] ਸਾਰੇ ਲੇਵੀ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਪ੍ਰਧਾਨਾਂ ਨੇ ਗਿਣਿਆ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 47] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਸਾਰੇ ਜਿਹੜੇ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਅਤੇ ਭਾਰ ਚੁੱਕਣ ਲਈ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਆਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 48] ਇਹ ਗਿਣੇ ਗਏ ਅਤੇ ਅੱਠ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਅੱਸੀ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 49] ਇਸ ਤਰ੍ਹਾਂ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਨਾਲ ਅਤੇ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਉਹ ਗਿਣੇ ਗਏ, ਹਰ ਮਨੁੱਖ ਉਸ ਦੀ ਟਹਿਲ ਸੇਵਾ ਅਤੇ ਭਾਰ ਅਨੁਸਾਰ। ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਗਿਣੇ ਗਏ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
