[IRV | PA | OT | Numbers | Chapter 32 | Verse 1] ਰਊਬੇਨੀਆਂ ਅਤੇ ਗਾਦੀਆਂ ਕੋਲ ਮਾਲ ਡੰਗਰ ਕਾਫ਼ੀ ਸਨ ਅਤੇ ਜਦ ਉਨ੍ਹਾਂ ਨੇ ਯਾਜ਼ੇਰ ਅਤੇ ਗਿਲਆਦ ਦੇ ਦੇਸ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਵੇਖੋ, ਉਹ ਸਥਾਨ ਪਸ਼ੂਆਂ ਲਈ ਚੰਗਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 13] ਤਾਂ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਇਸਰਾਏਲ ਉੱਤੇ ਭੜਕ ਉੱਠਿਆ ਅਤੇ ਜਦੋਂ ਤੱਕ ਸਾਰੀ ਪੀੜ੍ਹੀ ਦਾ ਨਾਸ ਨਾ ਹੋ ਗਿਆ ਜਿਹਨਾਂ ਨੇ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਬੁਰਾਈ ਕੀਤੀ ਸੀ, ਉਸੇ ਸਮੇਂ ਤੱਕ ਅਰਥਾਤ ਚਾਲ੍ਹੀ ਸਾਲ ਤੱਕ ਉਜਾੜ ਵਿੱਚ ਫਿਰਾਉਂਦਾ ਰਿਹਾ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 14] ਹੁਣ ਵੇਖੋ, ਤੁਸੀਂ ਉਹਨਾਂ ਵੱਡਿਆ ਦੇ ਥਾਂ ਉੱਠੇ ਹੋ। ਹਾਂ, ਤੁਸੀਂ ਉਹਨਾਂ ਪਾਪੀ ਮਨੁੱਖਾਂ ਦੇ ਦੁਆਰਾ ਜੰਮੇ ਹੋ। ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਕ੍ਰੋਧ ਨੂੰ ਇਸਰਾਏਲ ਉੱਤੇ ਬਹੁਤ ਵਧਾਓਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 15] ਜੇ ਤੁਸੀਂ ਉਸ ਦੇ ਪਿੱਛੇ ਚੱਲਣ ਤੋਂ ਹੱਟ ਜਾਓ ਤਾਂ ਉਹ ਫਿਰ ਇਨ੍ਹਾਂ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਛੱਡ ਦੇਵੇਗਾ ਇਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਇਸ ਸਾਰੀ ਪਰਜਾ ਦਾ ਨਾਸ ਕਰਵਾ ਦਿਓਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 16] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਮੂਸਾ ਦੇ ਕੋਲ ਆ ਕੇ ਆਖਿਆ, ਅਸੀਂ ਇੱਥੇ ਹੀ ਆਪਣੇ ਪਸ਼ੂਆਂ ਲਈ ਵਾੜੇ ਅਤੇ ਆਪਣੇ ਬੱਚਿਆਂ ਲਈ ਸ਼ਹਿਰ ਬਣਾਵਾਂਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 17] ਪਰ ਅਸੀਂ ਸ਼ਸਤਰ ਲੈ ਕੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਅੱਗੇ ਹੋਵਾਂਗੇ ਜਦ ਤੱਕ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਟਿਕਾਣਿਆਂ ਉੱਤੇ ਨਾ ਪਹੁੰਚਾ ਦੇਈਏ ਅਤੇ ਸਾਡੇ ਬਾਲ ਬੱਚੇ ਇਸ ਦੇਸ ਦੇ ਨਿਵਾਸੀਆਂ ਨਾਲ ਗੜ੍ਹ ਵਾਲੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਰਹਿਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 18] ਅਤੇ ਅਸੀਂ ਆਪਣਿਆਂ ਘਰਾਂ ਨੂੰ ਨਹੀਂ ਮੁੜਾਂਗੇ ਜਦੋਂ ਤੱਕ ਇਸਰਾਏਲੀਆਂ ਦਾ ਇੱਕ-ਇੱਕ ਮਨੁੱਖ ਆਪਣੀ ਜ਼ਮੀਨ ਦਾ ਮਾਲਕ ਨਾ ਹੋ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 19] ਕਿਉਂ ਜੋ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲ ਯਰਦਨ ਪਾਰ ਅਤੇ ਉਸ ਤੋਂ ਅੱਗੇ ਜ਼ਮੀਨ ਨਹੀਂ ਲਵਾਂਗੇ ਕਿਉਂ ਜੋ ਸਾਡੀ ਜ਼ਮੀਨ ਸਾਨੂੰ ਯਰਦਨ ਦੇ ਇਸ ਪਾਸੇ ਪੂਰਬ ਵੱਲ ਮਿਲ ਗਈ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 20] ਤਾਂ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਜੇ ਤੁਸੀਂ ਇਹ ਕੰਮ ਕਰੋ, ਜੇ ਤੁਸੀਂ ਸ਼ਸਤਰ ਲਵੋ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਲੜਾਈ ਲਈ ਜਾਓ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 21] ਅਤੇ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘ ਜਾਵੇ ਜਦ ਤੱਕ ਯਹੋਵਾਹ ਆਪਣੇ ਵੈਰੀਆਂ ਨੂੰ ਆਪਣੇ ਅੱਗੋਂ ਨਾ ਕੱਢ ਦੇਵੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 22] ਅਤੇ ਦੇਸ ਯਹੋਵਾਹ ਦੇ ਵੱਸ ਵਿੱਚ ਨਾ ਹੋ ਜਾਵੇ ਤਾਂ ਇਸ ਤੋਂ ਬਾਅਦ ਤੁਸੀਂ ਮੁੜ ਸਕਦੇ ਹੋ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਵੱਲੋਂ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਵੱਲੋਂ ਨਿਰਦੋਸ਼ ਠਹਿਰੋਗੇ ਅਤੇ ਇਹ ਦੇਸ ਯਹੋਵਾਹ ਅੱਗੇ ਤੁਹਾਡੀ ਆਪਣੀ ਜ਼ਮੀਨ ਹੋਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 23] ਪਰ ਜੇ ਤੁਸੀਂ ਇਹ ਨਾ ਕਰੋ ਤਾਂ ਵੇਖੋ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਪਾਪ ਕਰੋਗੇ ਅਤੇ ਜਾਣੋ ਕਿ ਤੁਹਾਡਾ ਪਾਪ ਤੁਹਾਡੇ ਉੱਤੇ ਆ ਪਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 24] ਤੁਸੀਂ ਆਪਣੇ ਬਾਲ ਬੱਚਿਆਂ ਲਈ ਸ਼ਹਿਰ ਅਤੇ ਆਪਣੇ ਇੱਜੜਾਂ ਲਈ ਵਾੜੇ ਬਣਾਓ, ਜਿਵੇਂ ਤੁਹਾਡੇ ਮੂੰਹੋਂ ਨਿੱਕਲਿਆ ਹੈ ਉਸੇ ਤਰ੍ਹਾਂ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 25] ਗਾਦੀਆਂ ਅਤੇ ਰਊਬੇਨੀਆਂ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਆਪਣੇ ਸੁਆਮੀ ਦੀ ਆਗਿਆ ਅਨੁਸਾਰ ਤੇਰੇ ਦਾਸ ਕਰਨਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 26] ਸਾਡੇ ਬਾਲ ਬੱਚੇ, ਸਾਡੀਆਂ ਔਰਤਾਂ, ਸਾਡੇ ਝੁੰਡ ਅਤੇ ਸਾਡੇ ਸਾਰੇ ਜਾਨਵਰ ਗਿਲਆਦ ਦੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਰਹਿਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 27] ਪਰ ਆਪਣੇ ਸੁਆਮੀ ਦੇ ਕਹੇ ਅਨੁਸਾਰ ਤੇਰੇ ਦਾਸ ਸਾਰੇ ਦੇ ਸਾਰੇ ਯੁੱਧ ਕਰਨ ਲਈ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਯਹੋਵਾਹ ਅੱਗੇ-ਅੱਗੇ ਲੜਨ ਲਈ ਪਾਰ ਲੰਘਣਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 28] ਤਾਂ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਵਿਖੇ ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਨੂੰ ਅਤੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਨੂੰ ਅਤੇ ਇਸਰਾਏਲ ਦਿਆਂ ਗੋਤਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਆਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 29] ਜੇ ਗਾਦੀ ਅਤੇ ਰਊਬੇਨੀ ਤੁਹਾਡੇ ਨਾਲ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘਣ, ਅਤੇ ਉਹ ਜਿਹੜੇ ਸ਼ਸਤਰ ਧਾਰੀ ਹਨ ਯਹੋਵਾਹ ਲਈ ਲੜਨ ਅਤੇ ਧਰਤੀ ਤੁਹਾਡੇ ਵੱਸ ਹੋ ਜਾਵੇ ਤਾਂ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਗਿਲਆਦ ਦੇਸ ਉਹਨਾਂ ਦੀ ਸੰਪਤੀ ਹੋਣ ਲਈ ਦੇ ਦੇਇਓ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 30] ਪਰ ਜੇ ਉਹ ਤੁਹਾਡੇ ਨਾਲ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਪਾਰ ਨਾ ਜਾਣ ਤਾਂ ਉਹ ਤੁਹਾਡੇ ਵਿੱਚ ਕਨਾਨ ਦੇਸ ਵਿੱਚ ਜ਼ਮੀਨ ਲੈਣ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 31] ਤਾਂ ਗਾਦੀਆਂ ਅਤੇ ਰਊਬੇਨੀਆਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੇਰੇ ਦਾਸਾਂ ਨੂੰ ਬੋਲਿਆ ਹੈ ਉਸੇ ਤਰ੍ਹਾਂ ਅਸੀਂ ਕਰਾਂਗੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 32] ਅਸੀਂ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਯਹੋਵਾਹ ਅੱਗੇ ਕਨਾਨ ਦੇਸ ਵਿੱਚ ਜਾਂਵਾਂਗੇ ਪਰ ਸਾਡੀ ਜ਼ਮੀਨ ਯਰਦਨ ਦੇ ਇਸ ਪਾਰ ਹੀ ਰਹੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 33] ਤਾਂ ਮੂਸਾ ਨੇ ਗਾਦੀਆਂ ਅਤੇ ਰਊਬੇਨੀਆਂ ਨੂੰ ਅਤੇ ਯੂਸੁਫ਼ ਦੇ ਪੁੱਤਰ ਮਨੱਸ਼ਹ ਦੇ ਅੱਧੇ ਗੋਤ ਨੂੰ ਅਮੋਰੀਆਂ ਦੇ ਰਾਜੇ ਸੀਹੋਨ ਦੇ ਰਾਜ ਨੂੰ ਅਤੇ ਬਾਸ਼ਾਨ ਦੇ ਰਾਜੇ ਓਗ ਦੇ ਰਾਜ ਨੂੰ ਦੇ ਦਿੱਤਾ ਅਤੇ ਉਸ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਦੇਸਾਂ ਦੇ ਸ਼ਹਿਰ ਵੀ ਉਹਨਾਂ ਨੂੰ ਦਿੱਤੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 34] ਤਾਂ ਗਾਦੀਆਂ ਨੇ ਦੀਬੋਨ ਅਤੇ ਅਟਾਰੋਥ ਅਤੇ ਅਰੋਏਰ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 35] ਅਤੇ ਅਟਰੋਥ-ਸ਼ੋਫਾਨ ਅਤੇ ਯਾਜ਼ੇਰ ਅਤੇ ਯਾਗਬਹਾਹ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 36] ਅਤੇ ਬੈਤ ਨਿਮਰਾਹ ਅਤੇ ਬੈਤ ਹਾਰਾਨ ਇਹ ਗੜ੍ਹਾਂ ਵਾਲੇ ਸ਼ਹਿਰ ਅਤੇ ਭੇਡਾਂ ਦੇ ਵਾੜੇ ਬਣਾਏ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 37] ਪਰ ਰਊਬੇਨੀਆਂ ਨੇ ਇਹ ਬਣਾਏ, ਹਸ਼ਬੋਨ ਅਤੇ ਅਲਾਲੇਹ ਅਤੇ ਕਿਰਯਾਤਾਇਮ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 38] ਅਤੇ ਨਬੋ ਬਆਲ-ਮਓਨ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਮ ਬਦਲੇ ਗਏ ਅਤੇ ਸਿਬਮਾਹ ਨੂੰ ਬਣਾਇਆ ਅਤੇ ਜਿਹੜੇ ਸ਼ਹਿਰ ਉਨ੍ਹਾਂ ਨੇ ਬਣਾਏ ਉਨ੍ਹਾਂ ਦੇ ਹੋਰ ਨਾਮ ਰੱਖੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 39] ਮਨੱਸ਼ਹ ਦੇ ਪੁੱਤਰ ਮਾਕੀਰ ਦੇ ਵੰਸ਼ ਨੇ ਜਾ ਕੇ ਗਿਲਆਦ ਨੂੰ ਲੈ ਲਿਆ ਅਤੇ ਅਮੋਰੀਆਂ ਨੂੰ ਜਿਹੜੇ ਉਹ ਦੇ ਵਿੱਚ ਸਨ ਕੱਢ ਦਿੱਤਾ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 40] ਤਾਂ ਮੂਸਾ ਨੇ ਗਿਲਆਦ ਮਨੱਸ਼ਹ ਦੀ ਅੰਸ ਦੇ ਮਾਕੀਰ ਨੂੰ ਦਿੱਤਾ ਅਤੇ ਉਹ ਉਸ ਵਿੱਚ ਵੱਸਿਆ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 41] ਅਤੇ ਮਨੱਸ਼ਹ ਦੇ ਵੰਸ਼ ਦੇ ਯਾਈਰ ਨੇ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਬਸਤੀਆਂ ਨੂੰ ਲੈ ਲਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਨਾਮ ਹੱਵੋਥ, ਯਾਈਰ ਰੱਖੇ।
[IRV | PA | OT | Numbers | Chapter 32 | Verse 42] ਅਤੇ ਨੋਬਹ ਨੇ ਜਾ ਕੇ ਕਨਾਥ ਅਤੇ ਉਸ ਦੇ ਪਿੰਡਾਂ ਨੂੰ ਲਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਨਾਮ ਆਪਣੇ ਨਾਮ ਤੇ ਆਪਣਾ ਨਾਮ ਨੋਬਹ ਰੱਖਿਆ।
