[IRV | PA | OT | Numbers | Chapter 15 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 15 | Verse 15] ਸਭਾ ਲਈ ਇੱਕੋ ਹੀ ਬਿਧੀ ਤੁਹਾਡੇ ਲਈ ਅਤੇ ਉਸ ਪਰਦੇਸੀ ਲਈ ਹੋਵੇ ਅਤੇ ਇਹ ਬਿਧੀ ਤੁਹਾਡੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਸਦਾ ਲਈ ਹੋਵੇ ਜਿਵੇਂ ਤੁਸੀਂ ਉਸੇ ਤਰ੍ਹਾਂ ਪਰਦੇਸੀ ਯਹੋਵਾਹ ਅੱਗੇ ਹੋ
[IRV | PA | OT | Numbers | Chapter 15 | Verse 16] ਇੱਕੋ ਬਿਵਸਥਾ ਅਤੇ ਇੱਕੋ ਹੀ ਕਨੂੰਨ ਤੁਹਾਡੇ ਲਈ ਅਤੇ ਉਸ ਪਰਦੇਸੀ ਲਈ ਹੈ ਜਿਹੜਾ ਤੁਹਾਡੇ ਵਿੱਚ ਰਹਿ ਰਿਹਾ ਹੋਇਆ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 17] ਯਹੋਵਾਹ ਮੂਸਾ ਨਾਲ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 15 | Verse 18] ਤੂੰ ਇਸਰਾਏਲੀਆਂ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਜਦ ਤੁਸੀਂ ਉਸ ਧਰਤੀ ਵਿੱਚ ਵੜੋ ਜਿੱਥੇ ਮੈਂ ਤੁਹਾਨੂੰ ਲਈ ਜਾਂਦਾ ਹਾਂ
[IRV | PA | OT | Numbers | Chapter 15 | Verse 19] ਤਾਂ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਜਦ ਤੁਸੀਂ ਉਸ ਧਰਤੀ ਦੀ ਰੋਟੀ ਤੋਂ ਖਾਓ ਤਾਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾਇਓ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 20] ਆਪਣੇ ਗੁੰਨੇ ਹੋਏ ਆਟੇ ਦੇ ਪਹਿਲੇ ਪੇੜੇ ਦਾ ਫੁਲਕਾ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ ਚੜ੍ਹਾਓ। ਜਿਵੇਂ ਪਿੜ ਦੀ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਹੈ ਉਸੇ ਤਰ੍ਹਾਂ ਇਹ ਨੂੰ ਹਿਲਾਓ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 21] ਆਪਣੇ ਗੁੰਨੇ ਹੋਏ ਆਟੇ ਦੇ ਪਹਿਲੇ ਦਾ ਪਹਿਲਾ ਪੇੜਾ ਯਹੋਵਾਹ ਲਈ ਆਪਣੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ ਦਿਆ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 22] ਜਦ ਤੁਸੀਂ ਭੁੱਲੋ ਅਤੇ ਇਹ ਸਾਰੇ ਹੁਕਮ ਪੂਰੇ ਨਾ ਕਰੋ ਜਿਹੜੇ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 23] ਅਰਥਾਤ ਜੋ ਕੁਝ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਜਿਸ ਦਿਨ ਤੋਂ ਯਹੋਵਾਹ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਉਸ ਤੋਂ ਅੱਗੇ ਤੁਹਾਡੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 24] ਤਾਂ ਇਹ ਜੇ ਉਹ ਭੁੱਲ ਕੇ ਮੰਡਲੀ ਦੀਆਂ ਅੱਖਾਂ ਤੋਂ ਦੂਰ ਕੀਤਾ ਗਿਆ ਹੋਵੇ ਤਾਂ ਸਾਰੀ ਮੰਡਲੀ ਇੱਕ ਮੇਂਢਾ ਹੋਮ ਦੀ ਬਲੀ ਲਈ ਚੜ੍ਹਾਵੇ ਜਿਹੜੀ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਹੋਵੇ ਉਸ ਦੀ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਪੀਣ ਦੀ ਭੇਟ ਸਮੇਤ ਕਨੂੰਨ ਦੇ ਅਨੁਸਾਰ ਨਾਲੇ ਪਾਪ ਬਲੀ ਲਈ ਇੱਕ ਬੱਕਰਾ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 25] ਫੇਰ ਜਾਜਕ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਤਾਂ ਉਹ ਮਾਫ਼ ਕੀਤੇ ਜਾਣਗੇ ਕਿਉਂ ਜੋ ਉਹ ਭੁੱਲ ਸੀ, ਉਹ ਆਪਣਾ ਅੱਗ ਦਾ ਚੜ੍ਹਾਵਾ ਅਤੇ ਪਾਪ ਬਲੀ ਆਪਣੀ ਭੁੱਲ ਲਈ ਯਹੋਵਾਹ ਅੱਗੇ ਲਿਆਵੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 26] ਤਾਂ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਮਾਫ਼ ਕੀਤੀ ਜਾਵੇਗੀ ਨਾਲੇ ਉਹ ਪਰਦੇਸੀ ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਰਹਿ ਰਿਹਾ ਹੈ ਕਿਉਂ ਜੋ ਉਹ ਸਾਰੀ ਪਰਜਾ ਦੀ ਭੁੱਲ ਨਾਲ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 27] ਜੇ ਇੱਕੋ ਹੀ ਮਨੁੱਖ ਭੁੱਲ ਨਾਲ ਪਾਪ ਕਰੇ ਤਾਂ ਪਾਪ ਬਲੀ ਲਈ ਉਹ ਇੱਕ ਸਾਲ ਦੀ ਬੱਕਰੀ ਚੜ੍ਹਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 28] ਫੇਰ ਜਾਜਕ ਉਸ ਮਨੁੱਖ ਲਈ ਜਿਹੜਾ ਭੁੱਲ ਕੇ ਪਾਪ ਕਰੇ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਜਦ ਉਹ ਯਹੋਵਾਹ ਅੱਗੇ ਭੁੱਲ ਕੇ ਪਾਪ ਕਰੇ, ਉਹ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਹੋਵੇ ਤਾਂ ਉਹ ਮਾਫ਼ੀ ਪਾਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 29] ਇਸਰਾਏਲੀਆਂ ਦੇ ਦੇਸੀ ਅਤੇ ਪਰਦੇਸੀ ਲਈ ਜਿਹੜਾ ਤੁਹਾਡੇ ਵਿੱਚ ਰਹਿ ਰਿਹਾ ਹੈ ਤੁਹਾਡੇ ਲਈ ਇੱਕੋ ਹੀ ਬਿਵਸਥਾ ਹੋਵੇ ਜੇ ਕੋਈ ਭੁੱਲ ਕੇ ਪਾਪ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 30] ਜਿਹੜਾ ਮਨੁੱਖ ਜ਼ਬਰਦਸਤੀ ਕੁਝ ਕਰੇ, ਭਾਵੇਂ ਦੇਸੀ ਭਾਵੇਂ ਪਰਦੇਸੀ, ਉਹ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਕੁਫ਼ਰ ਬਕਦਾ ਹੈ। ਉਹ ਮਨੁੱਖ ਆਪਣਿਆਂ ਲੋਕਾਂ ਵਿੱਚੋਂ ਛੇਕਿਆ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 31] ਇਸ ਲਈ ਕਿ ਉਸ ਨੇ ਯਹੋਵਾਹ ਦੀ ਬਾਣੀ ਦਾ ਅਪਮਾਨ ਕੀਤਾ ਅਤੇ ਉਸ ਦਾ ਹੁਕਮ ਤੋੜਿਆ ਹੈ, ਉਹ ਮਨੁੱਖ ਜ਼ਰੂਰ ਹੀ ਛੇਕਿਆ ਜਾਵੇ। ਉਸ ਦੀ ਸਜ਼ਾ ਉਸ ਦੇ ਉੱਤੇ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 32] ਜਦ ਇਸਰਾਏਲੀ ਉਜਾੜ ਵਿੱਚ ਸਨ ਤਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਮਨੁੱਖ ਸਬਤ ਦੇ ਦਿਨ ਵਿੱਚ ਲੱਕੜੀਆਂ ਚੁਗਦਾ ਹੋਇਆ ਮਿਲਿਆ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 33] ਤਾਂ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਲੱਕੜੀਆਂ ਚੁਗਦਿਆਂ ਮਿਲਿਆ ਸੀ ਉਹ ਉਸ ਨੂੰ ਮੂਸਾ, ਹਾਰੂਨ ਅਤੇ ਸਾਰੀ ਮੰਡਲੀ ਦੇ ਕੋਲ ਲਿਆਏ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 34] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਬੰਦੀਖ਼ਾਨੇ ਦੇ ਵਿੱਚ ਰੱਖਿਆ ਕਿਉਂ ਜੋ ਅਜੇ ਤੱਕ ਇਹ ਨਹੀਂ ਪਤਾ ਸੀ ਅਜਿਹੇ ਮਨੁੱਖ ਨਾਲ ਕੀ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 35] ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਫ਼ਰਮਾਇਆ ਕਿ ਉਹ ਮਨੁੱਖ ਮਾਰਿਆ ਜਾਵੇ। ਸਾਰੀ ਮੰਡਲੀ ਉਹ ਨੂੰ ਪੱਥਰਾਂ ਨਾਲ ਡੇਰੇ ਤੋਂ ਬਾਹਰ ਮਾਰੇ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 36] ਸੋ ਸਾਰੀ ਮੰਡਲੀ ਉਹ ਨੂੰ ਡੇਰੇ ਤੋਂ ਬਾਹਰ ਲੈ ਗਈ ਅਤੇ ਉਹ ਨੂੰ ਪੱਥਰਾਂ ਨਾਲ ਮਾਰਿਆ ਤਾਂ ਉਹ ਮਰ ਗਿਆ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 37] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 15 | Verse 38] ਇਸਰਾਏਲੀਆਂ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਉਹ ਆਪਣੇ ਬਸਤਰ ਦੀ ਕਿਨਾਰੀ ਉੱਤੇ ਝਾਲਰ ਆਪਣੀਆਂ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਲਾਉਣ ਅਤੇ ਨੀਲਾ ਫੀਤਾ ਹਰ ਕਿਨਾਰੀ ਦੀ ਝਾਲਰ ਉੱਤੇ ਜੜਨ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 39] ਅਤੇ ਉਹ ਤੁਹਾਡੇ ਲਈ ਇੱਕ ਝਾਲਰ ਹੋਵੇ ਤਾਂ ਜੋ ਤੁਸੀਂ ਉਹ ਨੂੰ ਵੇਖ ਕੇ ਯਹੋਵਾਹ ਦੇ ਸਾਰੇ ਹੁਕਮ ਚੇਤੇ ਰੱਖੋ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਅਨੁਸਾਰ ਕੰਮ ਕਰੋ ਅਤੇ ਤੁਸੀਂ ਆਪਣੇ ਮਨਾਂ ਅਤੇ ਅੱਖਾਂ ਦੀ ਲੋਚਨਾ ਅਨੁਸਾਰ ਧੋਖਾ ਨਾ ਕਰੋ ਜਿਵੇਂ ਤੁਸੀਂ ਕਰਦੇ ਆਏ ਹੋ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 40] ਤਾਂ ਜੋ ਤੁਸੀਂ ਮੇਰੇ ਹੁਕਮ ਯਾਦ ਰੱਖੋ ਅਤੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਚੱਲੋ। ਇਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਪਵਿੱਤਰ ਹੋਵੋ।
[IRV | PA | OT | Numbers | Chapter 15 | Verse 41] ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ ਜੋ ਤੁਹਾਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਲਿਆਇਆ ਹਾਂ ਤਾਂ ਜੋ ਮੈਂ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹੋਵਾਂ। ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
