[IRV | PA | OT | Numbers | Chapter 1 | Verse 1] ਇਸਰਾਏਲੀਆਂ ਦੇ ਮਿਸਰ ਦੇਸ ਤੋਂ ਨਿੱਕਲਣ ਦੇ ਬਾਅਦ, ਦੂਜੇ ਸਾਲ ਦੇ ਦੂਜੇ ਮਹੀਨੇ ਦੇ ਪਹਿਲੇ ਦਿਨ ਸੀਨਈ ਦੀ ਉਜਾੜ ਵਿੱਚ ਮਿਲਾਪ ਵਾਲੇ ਤੰਬੂ ਵਿੱਚ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਕਿਹਾ
[IRV | PA | OT | Numbers | Chapter 1 | Verse 22] ਸ਼ਿਮਓਨ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿੰਨੇ ਪੁਰਖ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 23] ਸ਼ਿਮਓਨ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਉਣਾਹਠ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 24] ਗਾਦ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿੰਨੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 25] ਗਾਦ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਪੰਤਾਲੀ ਹਜ਼ਾਰ ਛੇ ਸੌ ਪੰਜਾਹ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 26] ਯਹੂਦਾਹ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿੰਨੇ ਵੀਹ ਸਾਲ ਜਾਂ ਉਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਭ ਆਪਣੇ ਨਾਮਾਂ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 27] ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਚੁਹੱਤਰ ਹਜ਼ਾਰ ਛੇ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 28] ਯਿੱਸਾਕਾਰ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 29] ਅਤੇ ਯਿੱਸਾਕਾਰ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਚੁਰੰਜਾ ਹਜ਼ਾਰ ਚਾਰ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 30] ਜ਼ਬੂਲੁਨ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 31] ਅਤੇ ਜ਼ਬੂਲੁਨ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਸਤਵੰਜਾ ਹਜ਼ਾਰ ਚਾਰ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 32] ਯੂਸੁਫ਼ ਦੇ ਪੁੱਤਰ ਇਫ਼ਰਾਈਮ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 33] ਅਤੇ ਇਫ਼ਰਾਈਮ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਚਾਲ੍ਹੀ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਪੁਰਖ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 34] ਮਨੱਸ਼ਹ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 35] ਅਤੇ ਮਨੱਸ਼ਹ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਬੱਤੀ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 36] ਬਿਨਯਾਮੀਨ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 37] ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਪੈਂਤੀ ਹਜ਼ਾਰ ਚਾਰ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 38] ਦਾਨ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 39] ਅਤੇ ਦਾਨ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਬਾਹਠ ਹਜ਼ਾਰ ਸੱਤ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 40] ਆਸ਼ੇਰ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 41] ਅਤੇ ਆਸ਼ੇਰ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਇੱਕਤਾਲੀ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 42] ਨਫ਼ਤਾਲੀ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਵੰਸ਼ਾਵਲੀ ਆਪਣੀਆਂ ਕੁਲਾਂ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਜਿਹੜੇ ਵੀਹ ਸਾਲ ਜਾਂ ਇਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ ਉਹ ਸਾਰੇ ਆਪਣੇ ਨਾਮ ਤੋਂ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 43] ਅਤੇ ਨਫ਼ਤਾਲੀ ਦੇ ਗੋਤ ਦੇ ਗਿਣੇ ਹੋਏ ਪੁਰਖ ਤਿਰਵੰਜਾ ਹਜ਼ਾਰ ਚਾਰ ਸੌ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 44] ਇਹ ਉਹ ਹਨ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ, ਹਾਰੂਨ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਾਰਾਂ ਪ੍ਰਧਾਨਾਂ ਨੇ ਗਿਣਿਆ ਉਹ ਆਪਣੇ-ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਪਰਿਵਾਰ ਲਈ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 45] ਸੋ ਉਹ ਸਾਰੇ ਜਿਹੜੇ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚੋਂ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣੇ ਗਏ ਵੀਹ ਸਾਲਾਂ ਜਾਂ ਉਸ ਤੋਂ ਵੱਧ ਉਮਰ ਦੇ ਸਨ, ਸਾਰੇ ਜਿਹੜੇ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚੋਂ ਯੁੱਧ ਕਰਨ ਦੇ ਯੋਗ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 46] ਸਾਰੇ ਜਿਹੜੇ ਗਿਣੇ ਗਏ ਛੇ ਲੱਖ ਤਿੰਨ ਹਜ਼ਾਰ ਪੰਜ ਸੋ ਪੰਜਾਹ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 47] ਪਰ ਲੇਵੀ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਗੋਤ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਵਿੱਚ ਨਾ ਗਿਣੇ ਗਏ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 48] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ
[IRV | PA | OT | Numbers | Chapter 1 | Verse 49] ਕਿ ਸਿਰਫ਼ ਲੇਵੀਆਂ ਦੇ ਗੋਤ ਨੂੰ ਤੂੰ ਨਾ ਗਿਣੀਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਗਿਣਤੀ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਨਾ ਕਰੀਂ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 50] ਪਰ ਤੂੰ ਲੇਵੀਆਂ ਨੂੰ ਸਾਖੀ ਦੇ ਡੇਰੇ ਉੱਤੇ, ਉਸ ਦੇ ਸਾਰੇ ਸਮਾਨ ਉੱਤੇ ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਦਾ ਹੈ ਉਸ ਉੱਤੇ ਨਿਯੁਕਤ ਕਰੀਂ। ਉਹ ਡੇਰੇ ਨੂੰ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਸਮਾਨ ਨੂੰ ਚੁੱਕਣ ਅਤੇ ਉਹ ਉਸ ਦੀ ਸੇਵਾ ਕਰਨ ਅਤੇ ਡੇਰੇ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਆਪਣੇ ਤੰਬੂ ਲਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 51] ਜਦ ਡੇਰੇ ਨੂੰ ਅੱਗੇ ਲੈ ਕੇ ਜਾਣਾ ਹੋਵੇ ਤਾਂ ਲੇਵੀ ਉਸ ਨੂੰ ਹੇਠਾਂ ਉਤਾਰਨ ਅਤੇ ਜਦ ਡੇਰੇ ਨੂੰ ਲਾਉਣਾ ਹੋਵੇ ਤਾਂ ਉਹ ਨੂੰ ਖੜ੍ਹਾ ਕਰਨ ਪਰ ਜੇ ਕੋਈ ਅਜਨਬੀ ਜਿਹੜਾ ਉਸ ਦੇ ਨੇੜੇ ਆਵੇ ਮਾਰ ਦਿੱਤਾ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 52] ਇਸਰਾਏਲੀ ਆਪਣੇ ਤੰਬੂ ਇਸ ਤਰ੍ਹਾਂ ਲਾਉਣ ਕਿ ਹਰ ਮਨੁੱਖ ਆਪਣੇ ਡੇਰੇ ਵਿੱਚ ਅਤੇ ਹਰ ਮਨੁੱਖ ਆਪਣੇ ਝੰਡੇ ਕੋਲ ਆਪਣੀਆਂ ਸੈਨਾਂ ਅਨੁਸਾਰ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 53] ਪਰ ਲੇਵੀ ਸਾਖੀ ਦੇ ਡੇਰੇ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਆਪਣੇ ਤੰਬੂ ਲਾਉਣ ਤਾਂ ਜੋ ਇਸਰਾਏਲੀਆਂ ਦੀ ਮੰਡਲੀ ਉੱਤੇ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਨਾ ਭੜਕੇ ਅਤੇ ਲੇਵੀ ਸਾਖੀ ਦੇ ਡੇਰੇ ਦੀ ਰਾਖੀ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 1 | Verse 54] ਇਸਰਾਏਲੀਆਂ ਨੇ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ। ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਇਸਰਾਏਲੀਆਂ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ।
